RowID,ASIN,SupplierTitle,AmazonTitle,SupplierEAN,AmazonEAN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Sup_Qty,Amz_Qty,Qty_Ratio,Adjusted_Profit,Pack_Verdict,supplier_brand,amazon_brand,brand_match,starts_invalid,title_similarity,variant_mismatch,variant_reason,capacity_hard_mismatch,capacity_note,shared_tokens,is_exact_ean_strict,barcode_notes,Verdict,FilterReason,Confidence
296,B0FHK2CM5W,DUNLOP MINI FOOT PUMP,"Peradix Wooden Chess Set, 19"" Large Foldable Chess Board Game with 3.75"" King & 2 Extra Queens, Professional Classic Chess Set for Adults and Kids",8711252175416,-,6.384,49.99,23.1383333333333,394.179443498012,100.0,1.0,1.0,1.0,23.1383333333333,,DUNLOP,,False,False,0.08383233532934131,True,Size mismatch: ['MINI'] vs ['LARGE'],False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,8
297,B0FHK2CM5W,DUNLOP BICYCLE MINI PUMP GAUGE,"Peradix Wooden Chess Set, 19"" Large Foldable Chess Board Game with 3.75"" King & 2 Extra Queens, Professional Classic Chess Set for Adults and Kids",8711252170503,-,6.384,49.99,23.1383333333333,394.179443498012,100.0,1.0,1.0,1.0,23.1383333333333,,DUNLOP,,False,False,0.11136363636363636,True,Size mismatch: ['MINI'] vs ['LARGE'],False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,11
298,B0FG26SCQ4,ALPINE TUMBLER 280ML PK3,"354pcs 25mm Wet Dry Sanding Discs Drums for Dremel Sanding Bits 60-10000 Grit Sandpaper Compatible with Dremel Rotary Tools, Micromesh Pads Polishing Kit for Resin Wood Jewelry Metal",8964044321113,-,1.572,16.99,7.31833333333333,393.458781362007,100.0,1.0,354.0,354.0,-547.5976666666667,Amz 354 vs Sup 1 (RSU=354.00),,,False,False,0.08834951456310679,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,4
299,B0D9KHXPYC,ELEGANCE SIDE PLATE GOLD LINE 19CM,"MATANA 40 Premium White Plastic Plates with Gold Lace Rim - 20x 26cm Dinner Plates, 20x 19cm Side Plates - Elegant & Reusable Dinnerware for Weddings, Birthdays, Catering, Parties",742288768097,5060630696542,1.704,18.99,7.72499999999999,392.131979695431,100.0,1.0,1.0,1.0,7.72499999999999,,,,False,False,0.19524647887323943,False,,False,,"['19CM', 'GOLD', 'SIDE']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,20
300,B08RBGDS1T,DEKTON GECKOSLIDE FURNITURE PADS 20PC,"Yelanon Felt Furniture Pads 261 Pcs Furniture Pads Self Adhesive, Felt Chair Pads, Anti Scratch Floor Protectors for Furniture Feet Chair Legs, Furniture Felt Pads for Hardwoods Floors, Beige",5055441460642,637740175738,0.468,9.99,3.685,392.021276595744,700.0,1.0,261.0,261.0,-117.995,Amz 261 vs Sup 1 (RSU=261.00),,,False,False,0.18350877192982454,False,,False,,"['FURNITURE', 'PADS']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,13
301,B09BD2D4VW,FIRST STEPS BABY BOTTLE SAFARI ASSORTED,NUK First Choice+ Baby Bottles Set | 0-6 Months | Temperature Control | Anti Colic Vent | 300 ml | BPA-Free | Silicone Teat | 3 Count | Safari,5015302105488,4008600405535,1.044,14.8,5.56333333333333,391.784037558685,300.0,1.0,1.0,1.0,5.56333333333333,,FIRST STEPS,,False,False,0.2386049723756906,False,,False,,"['BABY', 'SAFARI']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,24
302,B0BXFDQX57,URBAN LIVING GLASS STORAGE METAL LID 500ML,"ZENO Clip Top Glass Jars 500ml 6PCS | Airtight Glass Storage | Perfect for Dry Food, Coffee Beans & Tea Bags | Kitchen Preserving & Spice Containers",5414886279446,5060862674356,1.08,17.95,5.66833333333333,390.919540229885,400.0,1.0,6.0,6.0,0.26833333333333,Amz 6 vs Sup 1 (RSU=6.00),,,False,False,0.22171052631578947,False,,False,,"['500ML', 'GLASS', 'STORAGE']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,17
303,B0F1LXQRSV,PPS FOIL SQUARE 3 DISHES,"20-Pack Aluminium Foil Trays with Paper Lids, 9x9 Inch Foil Food Containers with Lids â€“ Oven & Freezer Safe Takeaway, Baking, and Storage Square Trays",5030481930133,5065023509003,0.744,12.99,4.565,390.17094017094,500.0,1.0,20.0,20.0,-9.570999999999998,Amz 20 vs Sup 1 (RSU=20.00),,,False,False,0.1493181818181818,False,,False,,"['FOIL', 'SQUARE']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,10
304,B07HNSVDYD,SCISSORS SIDEBENT,Prym - Prym Rose Gold (15cm) AppliquÃ© Scissors - 1 Piece,5019311905589,4002276105706,1.944,18.29,8.46166666666666,389.938556067588,100.0,1.0,1.0,1.0,8.46166666666666,,,,False,False,0.264527027027027,False,,False,,['SCISSORS'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,26
305,B0914MZ5MQ,BERKSHIRE GLASS BOX FRAME WHITE 4X6,"4 X 6 '' White Photo Frame With Glass Window Set Of 3,Oxford Garllery Picture Frame 6x4 Inch 3 Set, stylish 4x6 frames with a delicate Wooden grain texture For Wallmounted & Desk Top",5012128614552,-,1.008,12.99,5.40125,388.579136690647,100.0,1.0,3.0,3.0,3.38525,Amz 3 vs Sup 1 (RSU=3.00),,,False,False,0.17518610421836228,False,,False,,"['4X6', 'FRAME', 'GLASS', 'WHITE']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,13
306,B07BHG9L1W,PPS RECTANGLE 20 DOYLEYS 35CM,LJY 100 Pieces White Lace Rectangle Paper Doilies Cake Packaging Pads Wedding Tableware Decoration (10.5 x 14.5 inch),5030481940071,611355870950,0.672,12.49,4.28833333333333,386.336336336336,50.0,1.0,100.0,100.0,-62.23966666666668,Amz 100 vs Sup 1 (RSU=100.00),,,False,False,0.21500622665006225,False,,False,,['RECTANGLE'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,17
307,B095X7QFSN,CHRISTMAS TEALIGHTS SPICED CINNAMON 10 PACK,"St Eval | Orange and Cinnamon Scented Tealights | Warm Tangy Fragrance with Hints of Spicy Cinnamon, Aniseed and Sweet Vanilla | Pack of 9 | Upto 6 Hours Per Tealight Candle | Made in Cornwall",5024418552062,5060003610953,0.6,9.99,4.045,385.238095238095,200.0,10.0,9.0,0.9,4.045,Sup 10 vs Amz 9 (repack risk),,,False,True,0.22563011456628476,False,,False,,"['CINNAMON', 'TEALIGHTS']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,8
308,B0BS8HJZVW,PET STORE PURRFECT PALS ASSORTED,"Pets Alive Smitten Kittens Mooloo, Surprise Kitten Plush, Ultra Soft Plushies, Interactive Toy Pets, Electronic Pet Kitten, Ages 3+ (Mooloo)",5034537037142,193052054289,0.876,13.99,4.91833333333333,384.244791666666,50.0,1.0,1.0,1.0,4.91833333333333,,,,False,True,0.10453488372093023,False,,False,,['PET'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,0
309,B0FR4DVX4R,REINDEER FESTIVE TOILET SEAT COVER 3 PCE SET,Christmas Toilet Seat Covers Christmas Decorations Christmas Bathroom Rugs Set Toilet Lid Cover Set U-Shaped Toilet Rug Washable Soft Warmer Toilet Cover,5054667100585,-,0.672,10.99,4.26458333333333,384.196696696696,50.0,1.0,1.0,1.0,4.26458333333333,,,,False,False,0.2534597916110072,False,,False,,"['COVER', 'SEAT', 'TOILET']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,25
310,B09WJZDJMC,GREENFIELDS 18CM PLANT POT,elho Vibes Fold Round 18 - Flower Pot from 100% Recycled Plastic - Indoor plant pot - Ã˜ 18.4 x H 16.8 cm - Green/Sorbet Green,5014348228991,-,0.804,11.74,4.68583333333333,384.084699453551,100.0,1.0,4.0,4.0,2.2738333333333305,Amz 4 vs Sup 1 (RSU=4.00),,,False,False,0.18266590389016016,False,,False,,"['PLANT', 'POT']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,13
311,B0BRMY17P6,PROKLEEN MICROFIBRE SPRAY MOP REFILL,"Spray Mop Refill Pads for Flash Powermop, 4PCS Microfibre Mop Pads Washable for Household Wet Dry Floor Mop, Reusable Mop Head Replacement for Hardwood Laminate Floor Cleaning",5055706641298,-,0.744,11.99,4.49166666666666,383.903133903133,500.0,1.0,4.0,4.0,2.25966666666666,Amz 4 vs Sup 1 (RSU=4.00),,,False,False,0.16616113744075828,False,,False,,"['MICROFIBRE', 'MOP', 'REFILL', 'SPRAY']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,12
312,B01HEVUEUS,PRIMA STEAK KNIFE & FORK W/WOOD HANDLE,"Tramontina Cutlery Set with Steak Knives, 8 Piece Sharp Knife and Fork Set with Wooden Handles, â€ŽCamping, Kitchen, Rustic, Dishwasher Safe, 29899296",5038673131450,-,1.572,17.22,7.14,383.870967741935,100.0,1.0,8.0,8.0,-3.8640000000000017,Amz 8 vs Sup 1 (RSU=8.00),PRIMA,,False,False,0.2981914893617021,False,,False,,"['FORK', 'KNIFE', 'STEAK']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,25
313,B0B28Y3DZJ,DEKTON GECKOSLIDE FURNITURE PADS 8PC,Felt Furniture Pads 235 PCS X-Protector! Huge Quantity of Black Furniture Pads for Hardwood Floors with Many Big Sizes â€“ Your Ideal Wood Floor Protectors for Furniture. Protect Any Type of Hard Floor!,5055441460680,5060664331099,0.468,9.91,3.60833333333333,383.86524822695,200.0,1.0,235.0,235.0,-105.90366666666667,Amz 235 vs Sup 1 (RSU=235.00),,,False,False,0.03484162895927602,False,,False,,"['FURNITURE', 'PADS']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,0
314,B085CCNXXB,ADORN MUG MARBLE SMALL 7.3X8CM ASSORTED,"Dirt Bike Gifts, Motocross 3D Night Light for Kids for Xmas Holiday Birthday Gifts for KidsMotorcycle Fan with Remote Control 16 Colors Changing + 4 Changing Mode + Dim Function",6923456821293,727380548068,1.008,14.44,5.33333333333333,383.693045563549,100.0,1.0,1.0,1.0,5.33333333333333,,,,False,False,0.09722222222222222,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,10
315,B0D5QGWXR9,TONKITA TOILET BRUSH & HOLDER,"Electric Citrus Juicer Rechargeable - Electric Juicer Machines with USB and Cleaning Brush Portable Compact Juicer for Orange, Lemon, Limes",8003653005004,-,2.112,21.19,8.81833333333333,381.746031746031,100.0,1.0,1.0,1.0,8.81833333333333,,,,False,False,0.16874999999999998,False,,False,,['BRUSH'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,17
316,B0CRSZ9F1Y,EXTRASTAR PROFESSIONAL CLIPPER RECHAREABLE USB-C BLACK,"Ufree Hair Clippers for Men, Professional Clippers and Trimmers Set, Cordless Clippers for Hair Cutting, Beard Trimmer, Barber Clippers, Rechargeable Electric Shaver, Gifts for Men, Black Gold",8435730689775,-,5.172,38.99,18.5516666666666,381.721536351166,200.0,1.0,1.0,1.0,18.5516666666666,,EXTRASTAR,,False,False,0.28337028824833704,False,,False,,"['BLACK', 'PROFESSIONAL']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,28
317,B09DYVYWX9,CANDLE PILLAR CANDLE RED 7X7.5M,"Bolsius Rustic Pillar Candles, Red, Pack of 4, 13 x 7 cm, Burning Length Time 60 Hours, Unscented, Natural Plant Wax, Without Palm Oil, Advent",5024418433446,-,1.728,16.93,7.59208333333333,381.511725293132,50.0,1.0,4.0,4.0,2.4080833333333302,Amz 4 vs Sup 1 (RSU=4.00),,,False,True,0.20920409070698084,False,,False,,"['PILLAR', 'RED']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,6
318,B0CS66MGFD,BRIGHT & HOMELY GARDENING GLOVES RUBBER GRIP LARGE,BBliss 3 X Gardening Rubber Gloves Extra Tough & Non-Slip Grip for Outdoor Cleaning | Roll-top Cuffs Cotton-lined & Double Layered | Large Black,5050796011860,7626036537902,0.66,11.99,4.18166666666666,380.151515151515,100.0,1.0,3.0,3.0,2.86166666666666,Amz 3 vs Sup 1 (RSU=3.00),,,False,False,0.29342783505154635,False,,False,,"['&', 'GARDENING', 'GLOVES', 'GRIP', 'LARGE', 'RUBBER']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,24
319,B0D5QGWXR9,TONKITA DUSTPAN & BRUSH,"Electric Citrus Juicer Rechargeable - Electric Juicer Machines with USB and Cleaning Brush Portable Compact Juicer for Orange, Lemon, Limes",8003653002904,-,2.124,21.19,8.80833333333333,379.669540229885,100.0,1.0,1.0,1.0,8.80833333333333,,,,False,False,0.1496296296296296,False,,False,,['BRUSH'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,15
320,B0F4X8WZ8B,DEKTON CABLE CUTTING PLIERS 6INC,"Sharp-tec Diagonal Cutters 160mm Chrome-Plated VDE-Certified, 1000V Insulated Pliers for Electricians, Insulated Handle DIN EN IEC 60900, 6-inch Professional Wire Cutters",5055441449371,-,3.22799999999999,25.99,12.2683333333333,378.652263374485,50.0,1.0,1.0,1.0,12.2683333333333,,,,False,False,0.17787509520182787,False,,False,,['PLIERS'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,18
321,B0CQP7TT72,BEE HAPPY HONEY POT WITH STICK,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",5022183093490,-,5.304,39.99,18.775,377.766599597585,50.0,1.0,1.0,1.0,18.775,,,,False,False,0.09999999999999999,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,10
322,B094XLLNMT,ULTRATAPE PROF INS  19 X 4.5M BLK PK8,"1 Roll Double Sided Tape Heavy Duty, 2inx66FT(20m), Universal High Tack Strong Wall Adhesive with Fiberglass Mesh, Super Sticky Resistente Clear Tape, Easy Use Transparent Tapeâ€¦",5027785812555,770773559684,1.416,15.99,6.515,376.589595375722,300.0,1.0,1.0,1.0,6.515,,ULTRATAPE,,False,False,0.10370370370370369,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,10
323,B0FG26SCQ4,MAXIFRESH GLASS AIRTIGHT FOOD STORAGE CONTAINER ROUND 370ML,"354pcs 25mm Wet Dry Sanding Discs Drums for Dremel Sanding Bits 60-10000 Grit Sandpaper Compatible with Dremel Rotary Tools, Micromesh Pads Polishing Kit for Resin Wood Jewelry Metal",742288760404,-,1.68,16.99,7.22833333333333,370.68376068376,100.0,1.0,354.0,354.0,-585.8116666666666,Amz 354 vs Sup 1 (RSU=354.00),,,False,False,0.15684647302904564,True,Material mismatch: ['GLASS'] vs ['WOOD'],False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,11
324,B087CZ21RM,PRO USER 5C SANDING DISC SET,"100pcs 125mm Sanding Discs, (Hook and Loop 20 x 40/60/80/120/180 Mixed Grit), 8 Hole 5 Inch Round Sanding Discs Pads for Random Orbital Sander by AniSqui",5017403095385,-,0.876,12.99,4.715,368.359375,400.0,1.0,100.0,100.0,-82.009,Amz 100 vs Sup 1 (RSU=100.00),,,False,False,0.15730615355305771,False,,False,,['SANDING'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,11
325,B0D98G28ZF,GARDEN TOOL SET CHILD 3 ASSORTED COLOURS,"Kids Gardening Tool Set - Sturdy Metal & Wooden Tools for Ages 3-12 with Shovel, Rake, Watering Can, Gloves, Waterproof Apron & Tool Bag - Outdoor Educational Gift Toys for Boys Girls (Pink)",8721037122177,-,2.352,19.99,9.23958333333333,368.110889774236,200.0,1.0,1.0,1.0,9.23958333333333,,,,False,True,0.20403726708074532,False,,False,,['TOOL'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,10
326,B07D979WNX,PPS PLASTIC SALAD BOWL WHITE 50OZ 5PCS,"MATANA 25 Premium White Plastic Bowls with Gold Rim, 360ml - Elegant, Sturdy & Reusable - Soup & Dessert Bowls for Weddings, Birthdays, BBQ, Buffets, Catering, Parties",50304811980793,713153940788,0.852,13.49,4.60166666666666,365.21164021164,300.0,5.0,1.0,0.2,4.60166666666666,Sup 5 vs Amz 1 (repack risk),,,False,False,0.20839024390243902,False,,False,,"['PLASTIC', 'WHITE']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,16
327,B09DYVYWX9,CANDLE PILLAR CANDLE GLITTER RED 7X7.5M,"Bolsius Rustic Pillar Candles, Red, Pack of 4, 13 x 7 cm, Burning Length Time 60 Hours, Unscented, Natural Plant Wax, Without Palm Oil, Advent",5024418433774,-,1.812,16.93,7.52208333333333,365.149676375404,50.0,1.0,4.0,4.0,2.08608333333333,Amz 4 vs Sup 1 (RSU=4.00),,,False,True,0.20012277470841008,False,,False,,"['PILLAR', 'RED']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,5
328,B0FG26SCQ4,MAXIFRESH GLASS AIRTIGHT FOOD STORAGE CONTAINER SQUARE 310ML,"354pcs 25mm Wet Dry Sanding Discs Drums for Dremel Sanding Bits 60-10000 Grit Sandpaper Compatible with Dremel Rotary Tools, Micromesh Pads Polishing Kit for Resin Wood Jewelry Metal",742288760381,-,1.728,16.99,7.18833333333333,361.222780569514,100.0,1.0,354.0,354.0,-602.7956666666668,Amz 354 vs Sup 1 (RSU=354.00),,,False,False,0.15619834710743802,True,Material mismatch: ['GLASS'] vs ['WOOD'],False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,11
329,B084Z75XP6,HAND SCRUBBING BRUSH & HANDLE TITIZ,"NCaan 2pk Deluxe Hand Scrubbing Brush Heavy Duty with Stiff Bristles & Non-Slip Soft Grip Handle-Household Cleaning Brush for Indoor & Outdoor, Bathroom, Kitchen, Carpet, Floor, Bath,Car (Assorted, 2)",8695122001497,7426999044369,1.08,13.95,5.23499999999999,361.03448275862,50.0,1.0,2.0,2.0,4.15499999999999,Amz 2 vs Sup 1 (RSU=2.00),,,False,False,0.1814657210401891,False,,False,,"['&', 'BRUSH', 'HAND', 'HANDLE', 'SCRUBBING']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,13
330,B0DCHT9D5L,DEKTON PRO LIGHT (MOOD LIGHT) XM80,"WILLED RGB Puck Lights,Rechargeable Under Cabinet Kitchen Lights with Remote Control, Wireless Under Counter Light with Timer Function,Dimmable LED Touch Light for Kitchen,Cabinet,Closet,3 Pack",5055441442761,198715295146,2.352,21.59,9.05166666666666,360.624169986719,100.0,1.0,3.0,3.0,4.347666666666661,Amz 3 vs Sup 1 (RSU=3.00),,,False,False,0.1666850220264317,False,,False,,['LIGHT'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,12
331,B00BZ33FDU,KINGAVON 6 LED TORCH,Kingavon BB-RT380 20-LED Rechargeable Emergency Sensor Light,5017403046660,-,1.212,13.5,5.5925,358.493589743589,50.0,1.0,1.0,1.0,5.5925,,,,False,False,0.35204545454545455,False,,False,,"['KINGAVON', 'LED']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,35
332,B08G1Y82GN,PPS FOIL FLAN 8 DISHES ROUND,20 Aluminium Foil Trays with Paper Lids â€“ Round Foil Flan Dishes â€“ Durable and Food Grade Tin Pie Cases â€“ Oven and Freezer Safe â€“ Baking Trays Containers - 9 inch-23cm,5030481930065,5060659231021,0.672,11.98,3.93333333333333,354.354354354354,200.0,1.0,1.0,1.0,3.93333333333333,,,,False,False,0.21351724137931033,False,,False,,"['DISHES', 'FLAN', 'FOIL', 'ROUND']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,21
333,B0009XSP7I,"DUNLOP BIKE 3-ARM HEX KEY SET 4,5,6MM","Park Tool AWS-1 Hex Wrench Set Tool 4 - 5 - 6 mm, Black, Blackone",8711252475981,-,1.272,13.59,5.685,353.105590062111,50.0,1.0,1.0,1.0,5.685,,DUNLOP,,False,False,0.3107843137254902,False,,False,,['HEX'],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,31
334,B09HCW5DK7,SUMMER TILE INCENSE CONES PK40,"Incense Cones Fumino Fresh Multipack Essentials Bundle 6 Boxes 90 Pieces Masala Agarbatti Joss Fragrance for Relaxation and Meditation, Home and House Decor Scent",5024418445654,-,1.14,12.95,5.26291666666666,350.861111111111,500.0,1.0,90.0,90.0,-96.19708333333334,Amz 90 vs Sup 1 (RSU=90.00),,,False,False,0.15004528985507246,False,,False,,"['CONES', 'INCENSE']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,10
335,B0CN2XTXX1,FLOWER SHOP INCENSE STICKS PK40,"Natural Incense Sticks Multipack Variants - 5 (90 gms) Charcoal Free Incense Stick, Made from Upcycled Flowers | Sacred InsensÃ© Sticks from all Cultures (Scented Sticks)",5024418456452,-,1.14,12.95,5.26166666666666,350.777777777777,900.0,1.0,1.0,1.0,5.26166666666666,,,ARC,False,False,0.1653904391088038,False,,False,,"['INCENSE', 'STICKS']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,17
336,B0CHPTJY8G,PRIDE & GROOM FLEA & TICK COLLAR CATS,"Cat Repellent Treatment, Single Pack Repellent Collar, Adjustable for Small Medium Large Cats, Glow in the Dark Natural Waterproof Design (Single Pack Purple)",5053249223285,783214907876,1.212,12.97,5.46833333333333,350.534188034188,300.0,1.0,1.0,1.0,5.46833333333333,,,,False,False,0.18794871794871795,False,,False,,"['CATS', 'COLLAR']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,19
337,B0DMNDCNNJ,AMTECH LINE REEL 50M,"JOREST 59Pcs Small Precision Screwdriver Set with Torx T5, T6, T8, Mini Repair Tool Kit for MacBook, Computer, Laptop, iPhone, PS4 PS5, Xbox, Switch, Eyeglasses, Watch, PC, Ring Doorbell, Electronic",5032759019649,-,1.584,14.99,6.51166666666666,348.217468805704,500.0,1.0,59.0,59.0,-85.36033333333334,Amz 59 vs Sup 1 (RSU=59.00),AMTECH,,False,False,0.0834862385321101,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,3
338,B0FG275NC1,SECURIT OVAL END BRACKET CP 30MM,"174pcs 75mm Hook and Loop Sanding Discs Headlight Restoration & Alloy wheel Repair Kit Wet Dry Sandpaer 60-10000 Grit with Polishing Pads for Drill, Drill Attachments for Auto Metal Wood",5019923155419,-,2.676,20.99,9.67791666666666,348.126498800959,100.0,1.0,174.0,174.0,-453.2700833333334,Amz 174 vs Sup 1 (RSU=174.00),,,False,False,0.07064220183486239,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,2
339,B0C2D2TLGM,SILVERHOOK BIG BOY FILLER HYBRID EPOXY 250ML,"Car Boot Organiser with Cooler Bag, Extra Large Premium Expandable Compartments, Foldable Car Organiser, Trunk Organiser for Most Vehicles & Indoor",5036029520491,-,6.3,45.99,20.055,345.775862068965,100.0,1.0,1.0,1.0,20.055,,,,False,False,0.1319371727748691,False,,False,,[],False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,13
340,B09F6XKJHG,PREMIER ACRYLIC PENGUIN COLOUR CHANGE 10CM,Marco Paul 30cm Acrylic LED Penguin Christmas Decoration Light - Battery Operated Figure with Auto Timer Indoor & Outdoor Xmas Ornament - Home & Garden Festive Lighting Decor,-,5055959772077,3.096,24.99,10.8149999999999,345.52715654952,100.0,1.0,1.0,1.0,10.8149999999999,,,ARC,False,False,0.2296296296296296,False,,False,,"['ACRYLIC', 'PENGUIN']",False,Sup:missing Amz:valid,OTHER,Insufficient match evidence,23
341,B0DFPL2MZL,MASON HACKSAW WITH 2 SPARE BLADES,"AIRAJ Hacksaw - Heavy Duty Hacksaw for Metal Cutting - Two Sawing Angles 45Â°/90Â° - with 10 Spare Blades - Metal Hack Saw for Wood, Plastics, Rubber and Other Common Materials",5060298503701,-,1.008,13.25,4.78166666666666,344.004796163069,200.0,1.0,1.0,1.0,4.78166666666666,,,,False,False,0.22505980861244018,False,,False,,"['BLADES', 'HACKSAW', 'SPARE']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,23
342,B0B3J2R8N9,BRIGHT & HOMELY HANGERS VELVET NON SLIP BLACK 3 PACK,"20 Pack Velvet Coat Hangers â€“ Non Slip Velvet Hangers for Clothes, Space Saving Adult Hangers with Tie Organizer & Swivel Hooks â€“ Clothes Hangers Wardrobe Storage - Black",5050796010146,5059059048322,0.744,11.99,4.02166666666666,343.732193732193,600.0,3.0,20.0,6.666666666666667,-0.1943333333333399,Amz 20 vs Sup 3 (RSU=6.67),,,False,False,0.2422566371681416,False,,False,,"['&', 'BLACK', 'HANGERS', 'NON', 'SLIP', 'VELVET']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,19
343,B079K9HRRR,PREMIER WATERGLOBE CHIMMNEY 45MM,Chimney Balloon 14 x 38 Inch Large Chimney Draught Excluder,-,700115980906,2.016,19.0,7.66333333333333,343.647234678624,200.0,1.0,1.0,1.0,7.66333333333333,,,,False,False,0.24615384615384617,False,,False,,[],False,Sup:missing Amz:valid,OTHER,Insufficient match evidence,25
344,B0FF4HSW77,ROLSON QUICK RELEASE SOCKET ADAPTOR WITH IMPACT BITS,"EZARC Impact Socket Adapter Set, 1/4"",3/8"",1/2"" Square Drive Socket Adapter,Quick-Release & Magnetic Drill Bit Extension,Swivel & Right Angle Drill Attachments for Power Drill & Impact Driver,14PCS",5029594303002,810151452333,4.704,31.97,15.2416666666666,340.976882923191,50.0,1.0,14.0,14.0,-45.9103333333334,Amz 14 vs Sup 1 (RSU=14.00),ROLSON,ARC,False,False,0.2524765729585006,False,,False,,"['IMPACT', 'QUICK', 'RELEASE', 'SOCKET']",False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,20
345,B0DTBVMRSS,CADIX 24CM PASTA PLATE,"Music Theory Key Concepts Wheel, Guitar, Piano, Accelerated Learning Tool, Understand Chords, Scales, Keys - FAST! No Music Reading Needed. New for 2025.",883314449006,733968644107,1.164,11.99,5.16166666666666,339.583333333333,50.0,1.0,1.0,1.0,5.16166666666666,,,,False,False,0.048,False,,False,,[],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,5
346,B0CGQZPL76,BLOCK TECH CARS ASSORTED,"22Pcs Toy Cars with 8 Roadblock, Metal Shell Race Car Set for Kids, Mini Pull Back Playset, Micro Machines Vehicles Toys, Christmas Birthday Party Gifts for 3 4 5 6 7 8 Year Old Boys & Girls",5015934891339,6975069011479,0.924,11.99,4.47166666666666,338.762626262626,300.0,1.0,22.0,22.0,-14.93233333333334,Amz 22 vs Sup 1 (RSU=22.00),,,False,False,0.11376380628717077,False,,False,,['CARS'],False,Sup:valid Amz:valid,OTHER,Insufficient match evidence,6
347,B0F4GXGLKC,FRAGRANCE OIL 5 ASSORTED 15ML,"NexGen 6 x 15ml Fragrance Oils Set for Aromatherapy - Fine-Quality Versatile Essential Oils for Diffusers for Home, Humidifiers, DIY Crafts & Projects - Candle Scents for Candle Making, Gift Set",5024418532958,-,1.44,14.24,5.92666666666666,338.666666666666,50.0,1.0,6.0,6.0,-1.2733333333333396,Amz 6 vs Sup 1 (RSU=6.00),,,False,False,0.18303762916747904,False,,False,,"['15ML', 'FRAGRANCE']",False,Sup:valid Amz:missing,OTHER,Insufficient match evidence,13
