SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category
OVEN MATE OVEN CLEANER KIT 500ML EACH,"Oven Mate, Oven Cleaning Kit",5039295101005,5039295101005,B0111NBRYW,5.976000000000001,9.45,-2.0250000000000012,-36.61844484629297,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.75, shared=3),Brand match: oven",true,https://www.efghousewares.co.uk/oven-mate-oven-cleaner-kit-500ml-each,https://www.amazon.co.uk/dp/B0111NBRYW,,Oven Mate Oven Cleaner Kit 500Ml Each
BLACKMOOR STONE FRYING PAN 20CM,"Blackmoor Non Stick Frying Pan 20cm, Induction, Electric & Gas Hob, Egg Frying Pan, 67060",5025301670603,5025301670603,B012TLNBZ8,7.728000000000001,11.49,-2.624999999999999,-37.55364806866952,500.0,500.0,500,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.49, shared=4),Brand match: blackmoor",true,https://www.efghousewares.co.uk/blackmoor-stone-frying-pan-20cm-10-1-23,https://www.amazon.co.uk/dp/B012TLNBZ8,Available (see Keepa data),Blackmoor Stone Frying Pan 20Cm 10 1 23
ASHLEY CASH BOX 8 INCH,Ashley - Metal Cash Box - 20.5cm - Red,5017403013181,5017403013181,B000OTPWNC,5.364,8.99,-1.9183333333333323,-38.213811420982715,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.64, shared=3),Brand match: ashley",true,https://www.efghousewares.co.uk/ashley-8-cash-box-cb112,https://www.amazon.co.uk/dp/B000OTPWNC,Available (see Keepa data),Ashley 8 Cash Box Cb112
CURVER KNIT REC BASKET 19L BLUE,"Curver Knit Effect Kitchen, Living room, Bathroom, Bedroom, Utility Large Rectangular Storage Basket 19 Litres - Misty Blue",3253923700039,3253923700039,B01IEKKLYM,4.032,8.14,-1.4966666666666655,-38.27791986359758,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=4),Brand match: curver",true,https://www.efghousewares.co.uk/curver-knit-rec-basket-19l-blue,https://www.amazon.co.uk/dp/B01IEKKLYM,,Curver Knit Rec Basket 19L Blue
DOVE GIFT SET ENJOY BODYWASH 2PC EACH,Dove Enjoy Duo Gift Set Body Wash Collection with a shower puff perfect gifts for her 2 piece,8720181652813,8720181652813,B0FFMTMZDW,5.088,7.95,-1.885,-39.35281837160752,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=3),Brand match: dove",true,https://www.efghousewares.co.uk/dove-gift-set-enjoy-bodywash-2pc-each-124974,https://www.amazon.co.uk/dp/B0FFMTMZDW,Available (see Keepa data),Dove Gift Set Enjoy Bodywash 2Pc Each 124974
STATUS POWER CIRCUIT BREAKER WHITE,STATUS White Circuit Breaker | 13A UK Plug RCD Socket Adapter | SRCDX3,5022822125001,5022822125001,B00561L0ZC,7.656,9.79,-2.7416666666666663,-39.56228956228956,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=4),Brand match: status",true,https://www.efghousewares.co.uk/status-power-circuit-breaker-white-118712,https://www.amazon.co.uk/dp/B00561L0ZC,,Status Power Circuit Breaker White 118712
HG CHANDELIER CLEANER 500ML (SOLD EACH),HG Chandelier Cleaner 500ml,8711577005870,8711577005870,B000IU3VYY,6.708,9.69,-2.4650000000000007,-40.146579804560275,300.0,300.0,300,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.84, shared=3),Brand match: hg",true,https://www.efghousewares.co.uk/hg-chandelier-cleaner-500ml-120942,https://www.amazon.co.uk/dp/B000IU3VYY,,Hg Chandelier Cleaner 500Ml 120942
ELBOW GREASE AQUA ANTI-BACTERIAL BATHROOM CLEANING GLOVES LARGE,Elbow Grease Rubber Gloves for Cleaning Bathrooms - Cotton Lined with Extra Long Sleeve | Mint Blue with In-built Antibacterial Properties (1 Pair - Size Large),5053249258720,5053249258720,B0DZ328TFX,1.344,4.57,-0.7016666666666664,-42.015968063872236,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=5),Brand match: elbow",true,https://www.efghousewares.co.uk/eg-aqua-anti-bac-bathroom-cleaning-gloves-l-103986,https://www.amazon.co.uk/dp/B0DZ328TFX,Available (see Keepa data),Eg Aqua Anti Bac Bathroom Cleaning Gloves L 103986
FIRST STEPS BABY POTTY PLASTIC ASSORTED,"First Steps Plastic Potty for Baby & Toddler for Potty Training, Assorted Color",5015302102081,5015302102081,B00E9906DO,1.14,5.75,-0.648333333333333,-43.2222222222222,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=6),Brand match: first",true,https://www.efghousewares.co.uk/first-steps-baby-potty-plastic-assorted,https://www.amazon.co.uk/dp/B00E9906DO,Available (see Keepa data),First Steps Baby Potty Plastic Assorted
FIRST STEPS BABY MANICURE SET,First Steps Manicure Set,5015302107291,5015302107291,B00EZSG16K,0.804,2.9,-0.5533333333333336,-45.355191256830615,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.91, shared=3),Brand match: first",true,https://www.efghousewares.co.uk/first-steps-baby-manicure-set,https://www.amazon.co.uk/dp/B00EZSG16K,Available (see Keepa data),First Steps Baby Manicure Set
STORY OF ROSE EDT 100ML POUR FEMME EACH,STORY OF ROSE POUR FEMME WOMEN - EAU DE PERFUME NATURAL SPRAY 100ml,5055170280894,5055170280894,B005D4NOEM,1.344,4.85,-0.7683333333333333,-46.007984031936125,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=5),Brand match: story",true,https://www.efghousewares.co.uk/story-of-rose-edt-100ml-pour-femme-each-110005,https://www.amazon.co.uk/dp/B005D4NOEM,Available (see Keepa data),Story Of Rose Edt 100Ml Pour Femme Each 110005
HG BATHROOM CLEANER SHINE RESTORER 500ML(SOLD EACH),"HG Bathroom Cleaner Shine Restorer, Bath Cleaner & Light Limescale Remover, Bathroom Floor Cleaner & Sink Cleaner, Bathtub Cleaner, Shower Spray Liquid & Toilet Cleaner - 500ml (Packing May Vary)",8711577002039,8711577002039,B001FTS3KE,4.9079999999999995,7.82,-2.2033333333333323,-47.48563218390803,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.37, shared=5),Brand match: hg",true,https://www.efghousewares.co.uk/hg-bath-shine,https://www.amazon.co.uk/dp/B001FTS3KE,,Hg Bath Shine
ALLIGATOR STICKER BURST PAW PATROL,"ALLIGATOR - Paw Patrol Sticker Activity Book, Reusable Stickers",9781788244367,9781788244367,1788244362,2.8200000000000003,4.5,-1.3800000000000001,-47.58620689655172,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=4),Brand match: alligator",true,https://www.efghousewares.co.uk/alligator-sticker-burst-paw-patrol-117445,https://www.amazon.co.uk/dp/1788244362,Available (see Keepa data),Alligator Sticker Burst Paw Patrol 117445
ELBOW GREASE GLASS CLEANER AEROSOL 300ML,"Elbow Grease Glass Cleaner Aerosol - Super Shine, Foaming Action | Cleans Windows, Mirrors, Glass - Streak Free (300ml)",5053249280233,5053249280233,B0F9YWJTBH,1.14,5.12,-0.7633333333333336,-50.88888888888891,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=6),Brand match: elbow",true,https://www.efghousewares.co.uk/elbow-grease-glass-cleaner-aerosol-300ml-120006,https://www.amazon.co.uk/dp/B0F9YWJTBH,,Elbow Grease Glass Cleaner Aerosol 300Ml 120006
BLACKSPUR GUTTER MESH 16CM X 5M,Blackspur BB-GM100 Gutter Mesh,5017403057185,5017403057185,B005EXIMPI,1.344,4.95,-0.865,-51.79640718562874,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.70, shared=3),Brand match: blackspur",true,https://www.efghousewares.co.uk/blackspur-gutter-mesh-16cm-x-5m,https://www.amazon.co.uk/dp/B005EXIMPI,Available (see Keepa data),Blackspur Gutter Mesh 16Cm X 5M
WHAM CASA 39CM RECTANGULAR BOWL SAGE SILVER,Wham Silver Sage High Grade Rectangular Rectangle Washing Up Bowl Basin,5038135172304,5038135172304,B08WJ9LB25,1.6440000000000001,6.29,-1.0183333333333329,-53.03819444444442,600.0,600.0,600,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=5),Brand match: wham",true,https://www.efghousewares.co.uk/wham-casa-sage-silver-rect-bowl-39cm,https://www.amazon.co.uk/dp/B08WJ9LB25,,Wham Casa Sage Silver Rect Bowl 39Cm
BLACKSPUR 5PC TERMINAL BLOCK SET,Blackspur BB-CT110 3/ 15A Terminal Block Set,5017403017875,5017403017875,B005EXI6D6,1.536,3.68,-0.9733333333333332,-53.187613843351535,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.81, shared=3),Brand match: blackspur",true,https://www.efghousewares.co.uk/blackspur-5pc-terminal-block-set,https://www.amazon.co.uk/dp/B005EXI6D6,,Blackspur 5Pc Terminal Block Set
BARBIE COLOURING BOOK,Barbie Colouring Book 2 Alligator Products Limited 3328/BACB2,9781788243285,9781788243285,1788243285,1.2,3.59,-0.8283333333333334,-53.44086021505377,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=3),Brand match: barbie",true,https://www.efghousewares.co.uk/barbie-colouring-book-121029,https://www.amazon.co.uk/dp/1788243285,Available (see Keepa data),Barbie Colouring Book 121029
DURACELL BATTERIES SIMPLY 12PK AAA EACH,Duracell Simply AAA Batteries (Pack of 12),5000394093836,5000394093836,B01MXQ5UK5,6.696,6.75,-3.3850000000000007,-55.220228384991856,1000.0,,1000,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=4),Brand match: duracell",true,https://www.efghousewares.co.uk/duracell-batteries-simply-12pk-aaa-each,https://www.amazon.co.uk/dp/B01MXQ5UK5,Available (see Keepa data),Other
RUSTINS PAINT DRIERS 300ML,Rustins PAID300 250ml Paint Driers,5015332540044,5015332540044,B00HZRDEHW,5.172,6.95,-2.718333333333333,-55.93278463648833,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.67, shared=3),Brand match: rustins",true,https://www.efghousewares.co.uk/rustins-paint-driers-300ml,https://www.amazon.co.uk/dp/B00HZRDEHW,,Rustins Paint Driers 300Ml
DOVE GIFT SET RELAX BODYWASH 2PC EACH,Dove Relax Duo Gift Set Body Wash Collection with a shower puff perfect gifts for her 2 piece,8720181652776,8720181652776,B0FFMNRN4G,7.32672,7.9,-3.7422666666666657,-56.22733738005087,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=3),Brand match: dove",true,https://www.efghousewares.co.uk/dove-gift-set-relax-bodywash-2pc-each-124976,https://www.amazon.co.uk/dp/B0FFMNRN4G,Available (see Keepa data),Other
JUST STATIONERY LABELS  WHITE 70X25,Just Stationery 19x12mm Sticky Label - White,5013922059327,5013922059327,B009CVGGOC,0.708,2.98,-0.6466666666666666,-56.7251461988304,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.72, shared=3),Brand match: just",true,https://www.efghousewares.co.uk/just-stationery-labels-white-70x25,https://www.amazon.co.uk/dp/B009CVGGOC,Available (see Keepa data),Just Stationery Labels White 70X25
STATUS TWIN USB PLUG THROUGH ADAPTOR 1PK,"STATUS Multi USB Plug Adapter White, 2 Port USB Adaptor Plug Through, S2USBPTAWH1PK3",5022822185197,5022822185197,B00Q8WT870,5.376,6.7,-2.966666666666667,-58.979456593770706,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=5),Brand match: status",true,https://www.efghousewares.co.uk/status-twin-usb-plug-through-adaptor-1pk-clam,https://www.amazon.co.uk/dp/B00Q8WT870,,Status Twin Usb Plug Through Adaptor 1Pk Clam
BLACKSPUR RUBBER MALLET 16oz BOTH,Blackspur 1x 16oz Rubber Mallet with Wooden Handle - Home Nail Framing Roofing Straight Handle DIY Hand Tool,5017403832072,5017403832072,B000QF7EWQ,2.016,4.99,-1.3716666666666657,-61.50971599402089,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.37, shared=4),Brand match: blackspur",true,https://www.efghousewares.co.uk/blackspur-rubber-mallet-16oz-both,https://www.amazon.co.uk/dp/B000QF7EWQ,Available (see Keepa data),Blackspur Rubber Mallet 16Oz Both
BG BLACK NICKEL SINGLE TV SOCKET,"BG Electrical Single Co-Axial Socket, Black Nickel",5050765023344,5050765023344,B00H2EW4A6,5.04,5.99,-2.958333333333333,-62.28070175438596,50.0,50.0,50,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=4),Brand match: bg",true,https://www.efghousewares.co.uk/bg-black-nickel-single-tv-socket-115135,https://www.amazon.co.uk/dp/B00H2EW4A6,,Bg Black Nickel Single Tv Socket 115135
UNIBOND NO MORE NAILS REMOVABLE MOUNTING STRIPS 10PC,"Unibond No More Nails Removable Picture Hanging Strips, Adhesive Strips for Fast, Easy Mounting, Double Sided Sticky Tape for Interior Use, Translucent Tape, Pack of 10 , Yellow",5010383051341,5010383051341,B002SPBUQ8,3.9,3.98,-2.463333333333333,-64.82456140350877,1000.0,,1000,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=6),Brand match: unibond",true,https://www.efghousewares.co.uk/unibond-no-more-nails-removable-strips-10pc-107648,https://www.amazon.co.uk/dp/B002SPBUQ8,Available (see Keepa data),Unibond No More Nails Removable Strips 10Pc 107648
BIN BRITE BIN ODOUR NUETRALISER LOST IN PARADISE 500G,"Bin Odour Neutraliser | Keeps Your Bins Fresh & Clean - Soaks Up Liquid, Eliminates Odours (Lost in Paradise - 500g)",5053249269443,5053249269443,B0F3PJNBMZ,2.088,5.07,-1.5149999999999997,-66.15720524017465,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=5),Brand match: bin",true,https://www.efghousewares.co.uk/bin-odour-nuetraliser-500gm-lost-in-paradise-111254,https://www.amazon.co.uk/dp/B0F3PJNBMZ,,Bin Odour Nuetraliser 500Gm Lost In Paradise 111254
SOLVITE WALLPAPER REPAIRE ADHESIVE TUBE 56G,"Solvite Wallpaper Repair Adhesive, Wallpaper Paste for Fixing Tears, Seams & Edges, Extra-Strong Glue for Seam Repair, Easy-Spread, 1x56g",5010305001805,5010305001805,B0032NJ0V2,5.04,5.76,-3.1500000000000004,-66.31578947368422,2000.0,,2000,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=3),Brand match: solvite",true,https://www.efghousewares.co.uk/solvite-wallpaper-repaire-adhesive-tube-56g-117189,https://www.amazon.co.uk/dp/B0032NJ0V2,,Solvite Wallpaper Repaire Adhesive Tube 56G 117189
BIN BRITE BIN ODOUR NEUTRALISER APPLE & CINNAMON 500G,"Bin Odour Neutraliser | Keeps Your Bins Fresh & Clean - Soaks Up Liquid, Eliminates Odours (Apple & Cinnamon - 500g)",5053249277981,5053249277981,B0F3PGJBD8,1.9440000000000002,4.98,-1.4599999999999997,-67.2811059907834,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=6),Brand match: bin",true,https://www.efghousewares.co.uk/bin-brite-bin-odour-neutraliser-apple-cinnamon-500g-119986,https://www.amazon.co.uk/dp/B0F3PGJBD8,,Bin Brite Bin Odour Neutraliser Apple Cinnamon 500G 119986
JUST STATIONERY WHITE BOARD A4,Just Stationery A4 Magnetic Dry Wipe Board - Assorted Colours,5013922042855,5013922042855,B00465Q01I,1.212,3.36,-1.08,-69.23076923076923,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.60, shared=3),Brand match: just",true,https://www.efghousewares.co.uk/just-stationery-white-board-a4,https://www.amazon.co.uk/dp/B00465Q01I,Available (see Keepa data),Just Stationery White Board A4
TIGER POLICE NOTEBOOK,Tiger police style elastic notebook pad with pencil,5016873007898,5016873007898,B004OE3TN8,1.056,2.95,-1.0104166666666665,-70.65850815850814,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=3),Brand match: tiger",true,https://www.efghousewares.co.uk/tiger-police-notebook,https://www.amazon.co.uk/dp/B004OE3TN8,Available (see Keepa data),Tiger Police Notebook
OVEN MATE GLASS & CERAMIC HOB CLEANE  EACH,Oven Mate Glass & Ceramic Hob Cleaner – Powerful Grease & Burnt-On Food Remover for Glass & Ceramic Hobs – Restores a Streak-Free Shine,5039295101043,5039295101043,B0775TPMLP,3.072,5.0,-2.243333333333333,-72.13290460878883,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.49, shared=5),Brand match: oven",true,https://www.efghousewares.co.uk/oven-mate-glass-ceramic-hob-cleane-each,https://www.amazon.co.uk/dp/B0775TPMLP,,Oven Mate Glass Ceramic Hob Cleane Each
BLACKSPUR SECURITY  DOOR CHAIN NICKLE PLATED,Blackspur - Iron Door Chain - 110mm - Silver,5017403112228,5017403112228,B0CG1YQJC5,1.008,3.9,-1.0375,-74.64028776978418,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.61, shared=3),Brand match: blackspur",true,https://www.efghousewares.co.uk/blackspur-security-door-chain-nickle-plated,https://www.amazon.co.uk/dp/B0CG1YQJC5,,Blackspur Security Door Chain Nickle Plated
RAPIDE ELECTRICAL CONTACT 200ML,"Rapide Electrical Contact Clean, 200 ml",5055319514279,5055319514279,B00XT19DLE,1.476,4.5,-1.36,-76.40449438202248,400.0,400.0,400,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.90, shared=3),Brand match: rapide",true,https://www.efghousewares.co.uk/rapide-electrical-contact-200ml-119355,https://www.amazon.co.uk/dp/B00XT19DLE,Available (see Keepa data),Rapide Electrical Contact 200Ml 119355
ADDIS NEW COMPOST CADDY GREEN,"Addis 518250 Everyday Kitchen Food Waste Compost Caddy Bin, 4.5 Litre, Dark Green",5010303170565,5010303170565,B07S6Y9C6Z,3.348,5.49,-2.6850000000000005,-80.38922155688624,500.0,500.0,500,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4),Brand match: addis",true,https://www.efghousewares.co.uk/addis-new-compost-caddy-green,https://www.amazon.co.uk/dp/B07S6Y9C6Z,,Addis New Compost Caddy Green
ADDIS NEW COMPOST CADDY METALLIC,"Addis 518251 Everyday Kitchen Food Waste Compost Caddy Bin, 4.5 Litre, Sliver, Metallic Silver",5010303170589,5010303170589,B07S6YC12N,3.348,5.49,-2.6850000000000005,-80.38922155688624,1000.0,,1000,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=4),Brand match: addis",true,https://www.efghousewares.co.uk/addis-new-compost-caddy-metallic,https://www.amazon.co.uk/dp/B07S6YC12N,,Addis New Compost Caddy Metallic
STATUS 1G13A SWITCHED WALL SKT CDU8,"Status 13A Single Gang Switched Wall Socket, 250V UK Plug Socket Faceplate, White, S1G13AWS8",5022822160484,5022822160484,B007K7HZEA,1.752,3.99,-1.6249999999999998,-80.8457711442786,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=3),Brand match: status",true,https://www.efghousewares.co.uk/status-1g13a-switched-wall-skt-cdu8,https://www.amazon.co.uk/dp/B007K7HZEA,,Status 1G13A Switched Wall Skt Cdu8
ELBOW GREASE ALL PURPOSE DESCALER 3 PACK,"Elbow Grease All Purpose Descaler – Up to 100% Limescale Removal | Suitable for Kettles, Coffee Machines, Steam Irons & Shower Heads (3 Pack Liquid Sachets)",5053249244587,5053249244587,B09MZQ12S1,1.14,3.8,-1.2433333333333332,-82.88888888888889,900.0,900.0,900,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=5),Brand match: elbow",true,https://www.efghousewares.co.uk/elbow-grease-all-purpose-descaler,https://www.amazon.co.uk/dp/B09MZQ12S1,Available (see Keepa data),Elbow Grease All Purpose Descaler
ROLSON 12 IN 1 STUBBY SCREWDRIVER,Rolson 28402 12-in-1 Stubby Screwdriver,5029594284028,5029594284028,B0049OPDQY,3.1559999999999997,4.19,-2.6483333333333325,-83.28092243186582,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.89, shared=3),Brand match: rolson",true,https://www.efghousewares.co.uk/rolson-12-in-1-stubby-screwdriver,https://www.amazon.co.uk/dp/B0049OPDQY,Available (see Keepa data),Rolson 12 In 1 Stubby Screwdriver
MASTERPLAST RUB ORIENTAL BALM X,Masterplast Oriental Balm Muscle Relaxation and Comfort 36g,5053249227641,5053249227641,B07SS34BQ7,1.14,3.48,-1.27,-84.66666666666667,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.60, shared=3),Brand match: masterplast",true,https://www.efghousewares.co.uk/masterplast-rub-oriental-balm-xl-36g-4-12,https://www.amazon.co.uk/dp/B07SS34BQ7,,Masterplast Rub Oriental Balm Xl 36G 4 12
TIGER CLEAR PENCIL CASE 8X5INCH,Tiger Pencil case - Clear See Through - Short 20x12.5cm x 1 Single,5016873007942,5016873007942,B002PMKV9G,0.708,2.49,-0.9749999999999998,-85.52631578947366,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=4),Brand match: tiger",true,https://www.efghousewares.co.uk/tiger-clear-pencil-case-8x5inch,https://www.amazon.co.uk/dp/B002PMKV9G,,Tiger Clear Pencil Case 8X5Inch
ARTBOX A4 TRACING PAPER 60SHEETS,Artbox A4 tracing paper - 60 sheets,5013922050690,5013922050690,B004KRB7TM,0.804,2.81,-1.0483333333333333,-85.92896174863387,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.97, shared=3),Brand match: artbox",true,https://www.efghousewares.co.uk/artbox-a4-tracing-paper-60sheets,https://www.amazon.co.uk/dp/B004KRB7TM,Available (see Keepa data),Artbox A4 Tracing Paper 60Sheets
ASHLEY MICROFIBRE VENETIAN BLIND CLEANER,"Ashley Housewares Triple Venetian Blind Cleaner - Removable, Hand Washable Microfibre Fabric Duster For Wet Or Dry Cleaning Of Slats",5017403041375,5017403041375,B005QAECHQ,1.008,3.69,-1.2149999999999999,-87.41007194244602,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=5),Brand match: ashley",true,https://www.efghousewares.co.uk/ashley-venetian-blind-cleaner,https://www.amazon.co.uk/dp/B005QAECHQ,Available (see Keepa data),Ashley Venetian Blind Cleaner
VINERS BARWARE 2 STEP WAITERS FRIEND,"Viners Barware Waiter’s Friend Classic 2-Step Lever Action Corkscrew and Bottle Opener, Black & Silver",5010853268705,5010853268705,B08FXM3QX6,2.376,4.0,-2.216666666666667,-87.61528326745717,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=4),Brand match: viners",true,https://www.efghousewares.co.uk/viners-barware-2-step-waiters-friend,https://www.amazon.co.uk/dp/B08FXM3QX6,,Viners Barware 2 Step Waiters Friend
GORILLA TACK 56G 84 SQUARES,"Gorilla 3144001 Tack 56g, White",5704947009397,5704947009397,B09449NW5L,2.352,2.8,-2.206666666666666,-87.91500664010623,700.0,700.0,700,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.63, shared=3),Brand match: gorilla",true,https://www.efghousewares.co.uk/gorilla-tack-84-squares-,https://www.amazon.co.uk/dp/B09449NW5L,,Gorilla Tack 84 Squares 
DUZZIT BOX APPLIANCE DESCALER 2PK EACH,"Duzzit Appliance Descaler Easy To Use Sachets For Kettle Coffee Machine Removes Limescale, Purple (Pack Of 2)",5053249213880,5053249213880,B06X8ZQSLZ,1.14,4.1,-1.3533333333333335,-90.22222222222224,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=3),Brand match: duzzit",true,https://www.efghousewares.co.uk/duzzit-box-appliance-descaler-2pk-each,https://www.amazon.co.uk/dp/B06X8ZQSLZ,,Duzzit Box Appliance Descaler 2Pk Each
CHEF AID FUNNELS SET OF 4,"Chef Aid Set of Funnels, Colours May Vary",5012904175017,5012904175017,B008YW569G,1.98,3.99,-2.1449999999999996,-97.49999999999997,700.0,700.0,700,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.62, shared=3),Brand match: chef",true,https://www.efghousewares.co.uk/chef-aid-funnels-set-of-4-117157,https://www.amazon.co.uk/dp/B008YW569G,,Chef Aid Funnels Set Of 4 117157
SWIRL TUMBLE DRYER SHEETS TROPICAL 35PK,"Swirl Tumble Dryer Sheets with Long Lasting Tropical Fragrance, 35 Big Sheets | Eliminates Static Cling & Softens Clothes In Laundry Dryer Machine",5053249249070,5053249249070,B0B7JSM5QH,1.14,3.35,-1.568333333333333,-104.55555555555553,,,0,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=5),Brand match: swirl",true,https://www.efghousewares.co.uk/swirl-tumble-dryer-sheets-tropical-35pk,https://www.amazon.co.uk/dp/B0B7JSM5QH,Available (see Keepa data),Swirl Tumble Dryer Sheets Tropical 35Pk
