row_id,bucket,confidence,track,include_in_tables,supplier_title,amazon_title,supplier_ean,amazon_ean,asin,supplier_price,selling_price,net_profit,roi,sales,supplier_pack_qty,amazon_pack_qty,pack_ratio,pack_verdict,adjusted_profit,key_match_evidence,filter_reason,traps
168,FILTERED_OUT,5,UNKNOWN,False,SCOURER 8PC METAL GALVANISED,DONYER POWER Convector Radiator Heater 2000W Room Heating with Adjustable Thermostat,5056557829842,-,B0773HXND3,0.744,29.99,13.6616666666666,1167.66381766381,500.0,,,,UNKNOWN,13.6616666666666,-,Different brands detected; products not compatible,
169,FILTERED_OUT,0,UNKNOWN,False,MASON TOOL HOOK SET 4 PIECES,"4 inch Wire Hook [10 Pack] Model 113 for Tool Wall Organization of Combination Wrenchs, Adjustable Wrenchs, Hammers, Paint Brushes, Merchandise, and More / Compatible with Wall Control",5060298503626,-,B0CCTCVR4D,1.008,30.05,16.2116666666666,1166.30695443645,,,,,UNKNOWN,16.2116666666666,"Shared anchors: HOOK, TOOL",Different brands detected; products not compatible,
170,FILTERED_OUT,0,UNKNOWN,False,BETTINA CELLULOSE SPONGE CLOTHS 3PC,TK3400 TK-3400 1T0C0Y0NL0 Compatible Toner Cartridge 12500 Pages Black for Kyocera ECOSYS PA4500 PA4500x MA4500 MA4500x MA4500fx Laser Printer,5052578017732,799787999675,B0D62XRMFL,0.852,27.8,14.4666666666666,1148.14814814814,,1.0,,,UNKNOWN,14.4666666666666,-,Different brands detected; products not compatible,
171,FILTERED_OUT,0,UNKNOWN,False,PRIMA PLUNGER WOODEN LARGE,Spear & Jackson 8290RS Razorsharp Advance Heavy Duty Telescopic Ratchet Anvil Lopper,5038673231037,5012095076711,B004N9BSQE,0.876,30.89,14.6616666666666,1145.44270833333,600.0,,,,UNKNOWN,14.6616666666666,-,Different brands detected; products not compatible,
172,FILTERED_OUT,0,UNKNOWN,False,PRIMA MUG FLOWE DESIGN 12OZ (SP04),"Remington F6 Aqua Men's Electric Shaver (Cordless, Wet & Dry, 100% Waterproof, Foil Shaver, Pop-up Detail Trimmer, USB Charging, 60-Minute Usage, 90-Minute Charge with 5-Min Quick Charge) F6000",5038673190082,5038061133646,B095417XVK,1.308,34.65,18.755,1143.5975609756,,,,,UNKNOWN,18.755,-,Different brands detected; products not compatible,
173,FILTERED_OUT,0,UNKNOWN,False,ADORN DEEP BOWL 5INCH,"LIFVER Deep Soup Bowls Porcelain 20oz, 600 ml Large Cereal Bowl Ceramic, Serving Bowls for Tapas, Dessert, Curry, Ramen, Snack, Breakfast, Dishwasher, Microwave & Oven Safe - Multicolour",6923456816268,753936290037,B07MMYFSNY,0.672,26.99,12.6116666666666,1136.18618618618,50.0,,,,UNKNOWN,12.6116666666666,"Shared anchors: BOWL, DEEP",Different brands detected; products not compatible,
174,FILTERED_OUT,5,UNKNOWN,False,URBAN LIVING HAND BRUSH ASSORTED,"Bearbao Toddler Boy Toys for 2 3 4 5 6 Years Old Boys, 65 Inches Race Track for Boys Kids Die-Cast Transport Truck Car Toy, Toddler Car Toys Set for Kids Boy",5414886542045,-,B0D8WQGL78,0.804,26.99,13.6416666666666,1118.1693989071,500.0,,,,UNKNOWN,13.6416666666666,-,Different brands detected; products not compatible,
175,FILTERED_OUT,0,UNKNOWN,False,ECO WASH UP BRUSH FAN,"Mould King V8 Engine Building Blocks Set, 10206 Engine Model That Runs, Sports Car Engines Kit for Adults with Battery Box and Motor, Construction STEM Toy for Teens (737 Pcs)",5026180081634,705736913517,B0DRFJ1LDG,1.884,41.99,23.4716666666666,1107.15408805031,,,,,UNKNOWN,23.4716666666666,-,Different brands detected; products not compatible,
176,FILTERED_OUT,0,UNKNOWN,False,"IMPERIAL DEEP DINNER PLATE BLUE 10""","Denby - Imperial Blue Dinner Plates Set of 2 - Dishwasher Microwave Safe Crockery 26.5cm - Blue, White Ceramic Stoneware Tableware - Chip & Crack Resistant Large Plates",8694169938513,745606660523,B07SG6C3BR,1.908,45.23,23.6116666666666,1103.34890965732,50.0,,,,UNKNOWN,23.6116666666666,"Shared anchors: BLUE, DINNER",Different brands detected; products not compatible,
177,FILTERED_OUT,0,UNKNOWN,False,LONDON MUG 9.5CM,STARBUCKS You are Here London Mug,6923456816299,762111133915,B01L3GN9I4,1.008,28.0,15.0233333333333,1080.81534772182,,1.0,,,UNKNOWN,15.0233333333333,Shared anchors: MUG,Different brands detected; products not compatible,
178,FILTERED_OUT,0,UNKNOWN,False,GIFTMAKER FESTIVE DOUGH PACK,"LINOVISION Gigabit 90W 802.3bt PoE Injector, Compatible with Standard and Legacy Non-Standard PD Device, PoE++ Injector for High Power Consumption PTZ Camera, VoIP Phone",5012128606441,-,B07GSP8KFD,2.484,46.99,28.2545833333333,1078.41921119592,,,,,UNKNOWN,28.2545833333333,-,Different brands detected; products not compatible,
179,FILTERED_OUT,5,UNKNOWN,False,PRODEC SLANT CUT LINING FITCH 1/2 in,"Magnetic Stylus Pen for Remarkable 2 Pen Replacement with Soft Digital Eraser + 5 Tips,Digital Stylus with Eraser for Remarkable,Alternative Marker Plus,4096 Pressure Sensitivity",5019200019892,-,B0DK6VD1QF,0.936,25.49,14.2616666666666,1072.30576441102,50.0,1.0,,,UNKNOWN,14.2616666666666,-,Different brands detected; products not compatible,
180,FILTERED_OUT,0,UNKNOWN,False,PRIMA SOFT TIP BRUSHES 3PK,Spear & Jackson 8290RS Razorsharp Advance Heavy Duty Telescopic Ratchet Anvil Lopper,5038673230184,5012095076711,B004N9BSQE,0.972,30.89,14.5816666666666,1072.18137254901,600.0,,,,UNKNOWN,14.5816666666666,-,Different brands detected; products not compatible,
181,FILTERED_OUT,0,UNKNOWN,False,DRAPER PLUNG CUTTING BLADE 10MM,"Enventor Oscillating Multi Tools, 300W 15000-22000 OPM Electric Corded Multi Tool, 6 Variable Speeds, 3Â°Oscillation Angle, Quick-fit Blade Design, with 28pcs Accessories for Cutting, Sanding, Scraping",5010559704583,-,B0BR3F8FQL,2.1,46.74,24.63,1070.86956521739,,1.0,,,UNKNOWN,24.63,"Shared anchors: BLADE, CUTTING",Different brands detected; products not compatible,
182,FILTERED_OUT,0,UNKNOWN,False,MINKY BRITES SUPER ABSOBENT SOAK UP 4PC,"Russell Hobbs Steam Genie 2in1 Handheld Clothes Steamer with Ironing Option, Ready to Use in 1m, Power Indicator, 150ml Removable Tank, 3 Attachments, 10m Steam Time, 1400-1700W, 28370",5010353329180,5038061136333,B0B2DMM78J,1.572,38.7,19.86,1067.74193548387,,,,,UNKNOWN,19.86,-,Different brands detected; products not compatible,
183,FILTERED_OUT,0,UNKNOWN,False,PHOODS ALUMINIUM TRAY,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5060357993481,-,B0FD9QXN2Q,1.572,33.99,19.80625,1064.85215053763,,1.0,,,UNKNOWN,19.80625,-,Different brands detected; products not compatible,
184,FILTERED_OUT,0,UNKNOWN,False,PPS CHAMPAGNE FLUTE CLEAR STEM 140ML 5 PIECES,"US Acrylic Plastic Reusable Champagne Flute (Set of 12) Clear 5oz Stems / BPA-Free, Shatterproof, Made in USA / Top-Rack Dishwasher Safe",5030481960253,080844092614,B01CRHXUY6,0.744,28.31,12.4316666666666,1062.53561253561,,,,,UNKNOWN,12.4316666666666,"Shared anchors: CHAMPAGNE, CLEAR, FLUTE",Different brands detected; products not compatible,
185,FILTERED_OUT,0,UNKNOWN,False,MAXIFIX RAPID EPOXY ADHESIVE,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5060211770166,-,B0FD9QXN2Q,1.416,33.99,18.155,1049.42196531791,,,,,UNKNOWN,18.155,-,Different brands detected; products not compatible,
186,FILTERED_OUT,0,UNKNOWN,False,FUJI 8PK LITHIUM BATTERIES,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5036446818133,-,B0FD9QXN2Q,1.416,33.99,18.155,1049.42196531791,,,,,UNKNOWN,18.155,-,Different brands detected; products not compatible,
187,FILTERED_OUT,0,UNKNOWN,False,DEKTON SECURITY TORX SET 6PC,"Divoom Pixoo Pixel Art Digital Photo Frame with 8.6 Inch Mood Light App Control, Desk/Wall Led Smart Clock, Decorative Lamp for Gaming Room Home Decorï¼ˆBlackï¼‰",5055441407272,6958444602516,B07HHXWN3C,1.752,33.99,21.065,1048.00995024875,100.0,,,,UNKNOWN,21.065,-,Different brands detected; products not compatible,
188,FILTERED_OUT,0,UNKNOWN,False,HURRAH BEAD COLOURED ASSORTED,"Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Switch, Mobile, Gaming Headphones with Crystal-Clear ENC Mic, Bluetooth 5.4, Ultra-Low Latency, Stereo Bluetooth Headset for PC",6923456788121,721820110730,B0FPGF1M99,1.008,27.99,14.5049999999999,1043.52517985611,400.0,,,,UNKNOWN,14.5049999999999,-,Different brands detected; products not compatible,
189,FILTERED_OUT,0,UNKNOWN,False,FESTIVE MAGIC CHRISTMAS FOIL BALLOON REINDEER FACE,"TOSY Magnet Pyramid Glow - 1 Cube Transforms into 1 Billion Shapes, 12 pieces, 243 Magnets, Glowing, Christmas Stocking Stuffers Gift for Kids, Holographic Design, Creative Puzzle STEM/STEAM Toy",4894158116449,810096711038,B0DMSPF13X,0.744,24.2,12.1066666666666,1034.75783475783,,,,,UNKNOWN,12.1066666666666,Shared anchors: CHRISTMAS,Different brands detected; products not compatible,
190,FILTERED_OUT,0,UNKNOWN,False,BETTINA SPONGE EXTRA CELLULOSE 2 SPONGES,TK3400 TK-3400 1T0C0Y0NL0 Compatible Toner Cartridge 12500 Pages Black for Kyocera ECOSYS PA4500 PA4500x MA4500 MA4500x MA4500fx Laser Printer,5052578042802,799787999675,B0D62XRMFL,1.008,27.8,14.3366666666666,1031.41486810551,,1.0,,,UNKNOWN,14.3366666666666,-,Different brands detected; products not compatible,
191,FILTERED_OUT,25,UNKNOWN,False,DEKTON HOOK /LOOP PALM SANDING 5PC,"Dekton Palm Sander with Box-Compact & Ergonomic Design/ 1/4"" Orbital Sanding/ Variable Speed Control/ Includes Storage Box/ Ideal for Wood, Metal, Plastic/ Dust Collection System/ for Smooth Finishes",5055441431741,5055441455563,B0DKTQLYDV,0.876,25.0,13.1633333333333,1028.38541666666,,,,,UNKNOWN,13.1633333333333,"Brand match: DEKTON; anchors: PALM, SANDING",Unrelated / not included,
192,FILTERED_OUT,0,UNKNOWN,False,CHRISTMAS CRACKERS 10X14 INCH MERRY,Filofax Malden Personal Leather Organiser - Pink,5015934923863,5059145607839,B0F9FCJ72R,6.984,109.41,65.395,1026.60910518053,,,,,UNKNOWN,65.395,-,Different brands detected; products not compatible,dimension_trap
193,FILTERED_OUT,0,UNKNOWN,False,TRENDY WASHING UP FANTAIL BRUSH TULIP,"MaxTronic Direct Charging Remote Control Car for Kids, Amphibious RC Cars Toy 2.4G 360Â° Flips Rotation 15KM/H 4WD All Terrain Stunt Car with Ajustable LED for Boys Girls 3-12 Years Old",8017904262122,-,B0CDWVLWY1,0.66,22.78,11.2233333333333,1020.30303030303,,,,,UNKNOWN,11.2233333333333,-,Different brands detected; products not compatible,
194,FILTERED_OUT,0,UNKNOWN,False,FESTIVE MAGIC MOUSE DANGLY LEGS,"Montessori Toy for 1 Year Old Girl Gifts, Musical Bilingual Educational Toddler Toy Age 1-2 Yr 12-18 Month, First Birthday Gift for 1 Year Old Girl",4894158097311,692041760427,B0FQ5B4RBL,1.608,35.99,19.1216666666666,1011.72839506172,400.0,,1.0,,UNKNOWN,19.1216666666666,-,Different brands detected; products not compatible,
195,FILTERED_OUT,0,UNKNOWN,False,SUPERIOR FOIL 10 CONTAINERS & LID 0.5 LTR,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5060357990039,-,B0FD9QXN2Q,1.5,33.99,18.085,1004.72222222222,,1.0,,,UNKNOWN,18.085,-,Different brands detected; products not compatible,
196,FILTERED_OUT,0,UNKNOWN,False,ADORN WINDOW SQUEEGEE,"SEYMAC stock Case for iPad Mini 5th/4th Generation 7.9'', Full-body Protective Case with Screen Protector, Pencil Holder, 360Â° Rotating Stand & Hand Strap for iPad Mini 5/ Mini 4, Pink",6923456795525,-,B08ZYH2C8N,0.744,21.59,11.7129166666666,1001.10398860398,,,,,UNKNOWN,11.7129166666666,-,Different brands detected; products not compatible,
197,FILTERED_OUT,0,UNKNOWN,False,DEKTON GLOVES INSULATED H/DUTY X LARGE(SOLD EACH),Mydome Light Switch Timer â€“ Police Approved Retro Fit Timer Switch - A No Wiring Home Security Lighting & Burglar Deterrent,5055441413365,609613846212,B00YA95TZI,1.548,32.99,18.3616666666666,997.916666666667,200.0,,,,UNKNOWN,18.3616666666666,-,Different brands detected; products not compatible,
198,VERIFIED,95,VERIFIED,True,CHURCHILL ALGRAVE BLUE MINT COUPE BOWL 20CM,Algarve Blue Coupe Bowl 20cm - Pack of 6,5011109362901,5011109362901,B0F19F7T54,3.696,66.0,36.22,997.796143250688,,,,,UNKNOWN,36.22,Exact EAN match; checksums validate,-,
199,FILTERED_OUT,0,UNKNOWN,False,COLOUR GLASS SOAP DISPENSER WITH PUMP 400ML ASSORTED COLOURS,"PH4 Wireless Gaming Headset with Microphone, Game/Music Mode, 2.4GHz Bluetooth Gaming Headphones for PS5, PS4, PC, Switch, Low Latency Lossless Sound Foldable Noise Cancelling Black Green",6923456822498,762765667798,B0DHGVMVTJ,1.236,29.99,15.7216666666666,995.042194092826,100.0,,,,UNKNOWN,15.7216666666666,-,Different brands detected; products not compatible,
200,FILTERED_OUT,5,UNKNOWN,False,DIWALI DINNER PLATE GREY 27CM,"Premium Baby Toys for 6-18 Months, 8 in 1 Montessori Toys Set, Educational Learning Toys for Toddlers 1-3 Years Old Trendy Babies Gifts for Boys & Girls",883314712186,-,B0CQP7TT72,1.98,39.99,21.545,979.318181818182,50.0,,1.0,,UNKNOWN,21.545,-,Different brands detected; products not compatible,
201,FILTERED_OUT,0,UNKNOWN,False,OPAL ROUND DINNER PLATE WHITE,"D-Lumina H7 LED Bulb Canbus,100W 16000LM 6500K Super Bright CSP Chip High and Low Beam,1:1 Replacement Design Halogen Lamp Non-Polarity,Plug and Play,2pcs",6260573000829,-,B0DYJL5D5H,0.936,24.99,12.975,975.563909774436,,,,,UNKNOWN,12.975,-,Different brands detected; products not compatible,
202,FILTERED_OUT,0,UNKNOWN,False,ADORN DEEP BOWL 6INCH,Porcelain Soup Cereal Bowls Set - 6 Deep Ceramic Bowls for Kitchen - 23 oz for Oatmeal / Oat / Noodle / Breakfast - Colorful Patterned Dish Set - Microwave / Dishwasher Safe - 6 Inch,6941789107198,-,B0B59C1ZKS,0.972,28.49,13.2416666666666,973.651960784313,,,,,UNKNOWN,13.2416666666666,Shared anchors: DEEP,Different brands detected; products not compatible,
203,FILTERED_OUT,0,UNKNOWN,False,URBAN LIVING BOTTLE BRUSH ASSORTED,Flying Ball Orb Toys 2025ï¼ŒHover Ball Pro Flying Spinner Toyï¼Œ UFO RGB Cool Stuff Globe Orbi Magic Boomerang Hand Controller Mini Drone for 8 9 10 11 12 boys girls Kids (Blue),5414886545008,606825839360,B09HQT8586,0.744,23.0,11.3566666666666,970.655270655271,,,,,UNKNOWN,11.3566666666666,-,Different brands detected; products not compatible,
204,FILTERED_OUT,5,UNKNOWN,False,THL CLEANING BRUSH WITH HANDLE,"SEYMAC stock Case for iPad 9th/8th/7th Generation 10.2'', [Strong Magnetic] Auto Sleep/Wake Drop Proof Cover with [Multi-angle Stand] Pencil Holder, Card Slot for iPad 10.2 Inch 2021/2020/2019, Black",8697409843547,-,B085PQG8WV,0.852,23.39,12.1716666666666,966.00529100529,200.0,,,,UNKNOWN,12.1716666666666,-,Different brands detected; products not compatible,
205,FILTERED_OUT,0,UNKNOWN,False,GIFTMAKER WOVEN SQUARE BAG TRADITIONAL SANTA,Compatible B400 B405 Toner Cartridges 24600 Pages for Xerox VersaLink B400 B400n B400dn B405 B405dn Printers 106R03584 Extra High Capacity ( Black x 1 ),5012128606083,-,B095SMDKB1,1.68,32.33,18.5404166666666,950.790598290598,,,,,UNKNOWN,18.5404166666666,-,Different brands detected; products not compatible,
206,FILTERED_OUT,0,UNKNOWN,False,PRIMA SALAD BOWL FLOWER DESIGN 23CM,"Remington F6 Aqua Men's Electric Shaver (Cordless, Wet & Dry, 100% Waterproof, Foil Shaver, Pop-up Detail Trimmer, USB Charging, 60-Minute Usage, 90-Minute Charge with 5-Min Quick Charge) F6000",5038673190037,5038061133646,B095417XVK,1.704,34.65,18.425,935.279187817258,,,,,UNKNOWN,18.425,-,Different brands detected; products not compatible,
207,NEEDS_VERIFICATION,45,NEEDS_VERIFICATION,True,KINGFISHER PLASTIC WINE 6 GLASSES,"Set of 6 Large Plastic Wine Glasses, 550ml Unbreakable Plastic Wine Glasses Reusable, Clear Plastic Red Wine Glass Long Stemmed Picnic Wine Glass",5013478110084,-,B0D9LY2MJX,0.912,24.99,12.1849999999999,930.152671755725,50.0,,,,UNKNOWN,12.1849999999999,"Shared anchors: GLASSES, PLASTIC, WINE","Moderate product similarity (GLASSES, PLASTIC, WINE) - requires verification",
208,FILTERED_OUT,5,UNKNOWN,False,CAROLINE FOIL PUDDING MINI 10 BASINS,"GPS Smart Watch for Men, 2.06""HD Screen Fitness Watch Answer/Make Call, Smartwatch with Heart Rate/Sleep Monitor/Pedometer, 100+ Sports Modes, IP68 Waterproof Activity Tracker Running for Android iOS",5012145000369,-,B0FJ1XS191,1.68,29.99,18.0716666666666,926.752136752136,100.0,1.0,,,UNKNOWN,18.0716666666666,-,Different brands detected; products not compatible,
209,FILTERED_OUT,0,UNKNOWN,False,BETTINA SPONGE SPARKLY DELICATE 5 SCOURER,"COOLNIGHT COONIGHT Sensory Toys for Babies, 93 Lighting Mode+Dimmable+Timer+Remote Sensory Lights Star Projector, 360Â° Rotate Kids Night Light Projector,Baby Boy Gifts Baby Girl Gifts Newborn Toy",5052578039406,6930007745021,B0DCG5QBR9,0.804,22.99,11.2983333333333,926.092896174863,,,,,UNKNOWN,11.2983333333333,-,Different brands detected; products not compatible,
210,FILTERED_OUT,0,UNKNOWN,False,"ISTANBUL DINNER PLATE ROUND FLAT 10.5""","Jassceram 10.5 Inch Dinner Plates, Ceramic Flat Plates for Dining and Kitchen, High Edge Modern Plates - Microwave, Oven and Dishwasher Safe, Scratch Resistant and Lead-Free, Set of 6, White, 27cm",8694169938643,-,B0D174Y2C4,1.908,39.99,19.685,919.859813084112,,1.0,,,UNKNOWN,19.685,"Shared anchors: DINNER, FLAT",Different brands detected; products not compatible,
211,FILTERED_OUT,0,UNKNOWN,False,PAN AROMA 100ML SANTA POM POM REED DIFFUSER - WINTER BERRIES,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5053249262482,-,B0FD9QXN2Q,1.68,33.99,17.935,919.743589743589,,,,,UNKNOWN,17.935,-,Different brands detected; products not compatible,
212,FILTERED_OUT,0,UNKNOWN,False,PAN AROMA 100ML SNOWMAN POM POM REED DIFFUSER-ROASTED VANILL,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5053249262468,-,B0FD9QXN2Q,1.68,33.99,17.935,919.743589743589,,,,,UNKNOWN,17.935,-,Different brands detected; products not compatible,
213,FILTERED_OUT,5,UNKNOWN,False,OVEN LOVE BAKING DISH OVAL RED 0.19L,"MALACASA Oval Ceramic Oven Baking Dishes, Ideal for Lasagne, Shepherds Pie and More - Small Pie Dish, Set of 4, 22 OZ, White, Oven Safe",5018705740478,-,B0D876QQH4,1.344,31.58,15.1866666666666,909.38123752495,100.0,,,,UNKNOWN,15.1866666666666,"Shared anchors: BAKING, DISH, OVAL",Different brands detected; products not compatible,
214,FILTERED_OUT,5,UNKNOWN,False,FESTIVE MAGIC LED LIGHTS 500 CLEAR CABLE WHIT,"Andonstar AD246S-M HDMI Digital Microscope - 2000x, 3 Lens 2160P UHD Video Record, 7 Inch LCD Soldering Microscope",4894158102466,-,B09VPPS96M,13.4279999999999,169.99,106.259583333333,905.107183418512,50.0,,,,UNKNOWN,106.259583333333,-,Different brands detected; products not compatible,
215,FILTERED_OUT,0,UNKNOWN,False,DUSTPAN & BRUSH MINI,"Chicken vs Hotdog â€“ Hilarious Flip Challenge Party Game for Families, Kids & Adults / Fun Game for 2â€“10 Players / Includes Bonus Cards & Fast-Paced Fun for Christmas",8711252160689,5060579763718,B0D9HM75PP,0.852,22.99,11.3183333333333,898.280423280423,,1.0,,,UNKNOWN,11.3183333333333,-,Different brands detected; products not compatible,
216,FILTERED_OUT,0,UNKNOWN,False,OPAL SQUARE SIDE PLATE,"MALACASA White Dinner Plates Set of 6, 7.4"" Small Porcelain Side Plates Square Dessert Plates Salad Plates, Microwave & Dishwasher Safe, Series Elisa",6260573000867,612409856760,B01N7T37LB,0.852,25.99,11.2483333333333,892.724867724867,,1.0,,,UNKNOWN,11.2483333333333,"Shared anchors: SIDE, SQUARE",Different brands detected; products not compatible,
217,FILTERED_OUT,0,UNKNOWN,False,P SHAPE WHITE 12CM BOWL,"AntoKueh Blue and White Ceramic Bowls Set of 6, 12cm Small Dessert Bowl 320ml for ice Cream, Snack, Dipping, Pudding, Yogurt, Sturdy for Dishwasher & Microwave, Vintage Blue",742288767045,-,B0D1GJCWS6,0.672,20.99,9.87166666666666,889.339339339339,,,,,UNKNOWN,9.87166666666666,"Shared anchors: BOWL, WHITE",Different brands detected; products not compatible,
218,FILTERED_OUT,5,UNKNOWN,False,OVEN DISH STONEWARE 4 ASSORTED COLOURS,Woaboy Velvet Curtains 90 Drop Olive Green Curtain for Living Room Thermal Blackout for Bedroom Luxury Eyelet Drapes Soft Window Treatment Insulated Soundproof & Room Darkening W 46 x L 90 2 Panels,8721037279048,-,B09YCY66QQ,1.008,24.89,12.3616666666666,889.328537170263,50.0,,,,UNKNOWN,12.3616666666666,-,Different brands detected; products not compatible,
219,FILTERED_OUT,0,UNKNOWN,False,BROOM HEAD 12 INCH PVC CREAM,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5060440850905,-,B0FD9QXN2Q,1.752,33.99,17.875,889.303482587064,,,,,UNKNOWN,17.875,-,Different brands detected; products not compatible,
220,FILTERED_OUT,0,UNKNOWN,False,ELEGANCE BOWL GOLD LINE 12CM,"4Pack Thick 304 Stainless Steel Bowls, Small Double Wall Rice Bowl, Stainless Steel Soup Bowl, Metal Bowls for Salad Fruit Cereal Noodle (Gold, 12cm)",742288768127,9414056395392,B094FWYT8D,0.924,23.99,11.7316666666666,888.762626262626,,,,,UNKNOWN,11.7316666666666,"Shared anchors: BOWL, GOLD",Different brands detected; products not compatible,
221,FILTERED_OUT,0,UNKNOWN,False,MASON STRAIGHT SHANK HSS TWIST DRILL SET 6 PIECES,"Bosch Professional 25-Piece PointTeQ HSS Twist Drill Bit Set (for Metal, ProBox, Drill Driver Accessories)",5060298503404,3165140917704,B0761K1KCY,1.008,23.98,12.3333333333333,887.290167865707,,,,,UNKNOWN,12.3333333333333,"Shared anchors: DRILL, HSS, TWIST",Different brands detected; products not compatible,
222,FILTERED_OUT,0,UNKNOWN,False,OVEN DISH STONEWARE 4 ASSORTED 90ML,"InveroÂ® 4x Set of Mini Stoneware Rectangular Coloured Small Oven to Table Baking Dish ideal for Lasagne, Pies, Casserole, Tapas and more",8721037370288,5056075652052,B074TJP5M3,1.032,24.99,12.325,874.113475177304,300.0,,,,UNKNOWN,12.325,"Shared anchors: DISH, STONEWARE",Different brands detected; products not compatible,
223,FILTERED_OUT,0,UNKNOWN,False,SNOW WHITE CHRISTMAS LIGHT STORAGE CRADLE,"FINTIE Case Compatible with iPad Pro 12.9 inch (2022/2021/2020/2018, 6th/5th/4th/3rd Generation), Multi-Angle Smart Stand Cover w/Pencil Holder & Pocket, Auto Sleep/Wake, Blooming Hibiscus",5050565805911,-,B093Q2V2F1,0.876,20.99,11.1779166666666,873.274739583333,,,,,UNKNOWN,11.1779166666666,-,Different brands detected; products not compatible,
224,FILTERED_OUT,5,UNKNOWN,False,SPECIAL OCCASSIONS CHRISTMAS WINDOW STENCILS,Newcastle Pint Glass,5055319520690,-,B0BG8XD59D,0.804,21.95,10.6516666666666,873.087431693989,200.0,,,,UNKNOWN,10.6516666666666,-,Different brands detected; products not compatible,
225,FILTERED_OUT,0,UNKNOWN,False,BROOM HEAD 12 INCH PVC BLACK,Strongthium Predator 212 Tune Up Parts Carb Kit for 196cc 200cc 212cc 224cc + Pull Start + Coil + Air Filter Assembly + Spark Plug + Throttle Springs + Gaskets,5060440850684,-,B0FD9QXN2Q,1.812,33.99,17.825,865.291262135922,,,,,UNKNOWN,17.825,-,Different brands detected; products not compatible,
226,FILTERED_OUT,0,UNKNOWN,False,FESTIVE MAGIC GLITTER SWIRL SPRAY 68CM,"Flying Toy Drone for Kids, 360Â° Hands Free Motion Sensors Mini Drone with LED Light, Easy Indoor Small UFO Helicopter Toys Flying Ball Drone Cool Toys Gift for 6 7 8 9 10+ Year Old Boys Girls Teens",4894158140987,-,B0F99DB27D,0.804,19.98,10.5225,862.5,,,,,UNKNOWN,10.5225,-,Different brands detected; products not compatible,
227,FILTERED_OUT,0,UNKNOWN,False,CADIX 22CM SOUP PLATE,"Sosuy Magic Train Station Book Nook Kit: Acrylic Train 3D Puzzle Model with Lights, Magical Platform Scene Wizard, Xmas Gifts Toy for Boys Girls Kids Teens Adults, Desk Room Decor Home Decoration 8+",026102377918,-,B0G191MLQY,1.164,25.99,13.0083333333333,855.811403508771,,1.0,,,UNKNOWN,13.0083333333333,-,Different brands detected; products not compatible,
228,FILTERED_OUT,0,UNKNOWN,False,DIWALI DINNER PLATE BLACK 25CM,ARRIGO BELLO Winter Boots Men's Women's Ankle Snow Boots Non-Slip Ladies Lace Up Warm Shoes for Outdoor Walking Size UK4-11,883314714623,-,B0FGHFW2N1,1.68,31.94,16.6766666666666,855.213675213675,,,,,UNKNOWN,16.6766666666666,-,Different brands detected; products not compatible,
229,FILTERED_OUT,0,UNKNOWN,False,OVEN LOVE BAKING DISH OVAL LIME GREEN 1.6L,"Ceramic 38.5 CM Casserole Baking Dish with Handles, (1.6 L) Oval Gold Au Gratin Dishes, Lasagna Pan Bakeware, Food Preserve Tray, Catering Casserole Dish for Party Style",5018705740324,-,B0DSH6YW7R,2.268,38.89,20.5583333333333,842.554644808743,,,,,UNKNOWN,20.5583333333333,"Shared anchors: BAKING, DISH, OVAL",Different brands detected; products not compatible,
230,FILTERED_OUT,5,UNKNOWN,False,FESTIVE MAGIC YARD SIGN STAKE,"Pristar Remote Control Car Hand Gesture Controlled Car, 1:14 RC Stunt Auto 360Â° Rotation 3 Control Methods 2.4 GHz Drift Glove Controlled Cars Gift Toy for Kids Boy Girls Age 5 6 7 8 9 10 11 12",4894158087176,-,B0C7FJY9SL,2.676,42.99,23.355,840.107913669064,400.0,,,,UNKNOWN,23.355,-,Different brands detected; products not compatible,
