SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,_row_id,tier,confidence_score,reasons,flags,ean_exact_match,title_similarity,shared_tokens
"FRENCHIE MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect For Any Home or Office | Frenchie Tea & Coffee Mug With Tray & Coast Set - Sarah Boddy",5.01079E+12,5.01079E+12,B0CMR5YVK6,2.22,11.4,3.77,157.0833333,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.25, shared=4)",True,https://www.efghousewares.co.uk/frenchie-mug-coaster-tray-116504,https://www.amazon.co.uk/dp/B0CMR5YVK6,Available (see Keepa data),Frenchie Mug Coaster Tray 116504,497,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.25, shared=4)",BRAND_MISMATCH,True,0.253,4
"DACHSHUND MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect for Any Home or Office",5.01079E+12,5.01079E+12,B0CMRQFHM6,2.22,11.99,3.071666667,127.9861111,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.23, shared=3)",True,https://www.efghousewares.co.uk/dachshund-mug-coaster-tray-116505,https://www.amazon.co.uk/dp/B0CMRQFHM6,,Dachshund Mug Coaster Tray 116505,500,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.23, shared=3)",BRAND_MISMATCH,True,0.229,3
"PUG MUG, COASTER & TRAY","Lesser & Pavey Coaster, Tray & Mug Set | Coffee Table Tray, Mugs & Coasters Set Perfect for Any Home or Office | Tea & Coffee Pug Mug with Tray & Coaster Set – Sarah Boddy",5.01079E+12,5.01079E+12,B0CMR77TSF,2.22,11.4,2.67,111.25,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.16, shared=4)",True,https://www.efghousewares.co.uk/pug-mug-coaster-tray-116503,https://www.amazon.co.uk/dp/B0CMR77TSF,,Pug Mug Coaster Tray 116503,502,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.16, shared=4)",BRAND_MISMATCH,True,0.165,4
MR & MRS FRAME 8X10,Lesser & Pavey Mr & Mrs Frame 8x10 Photo Frame for Gift | Lovely Picture Frames for Unforgettable Memories' | Ideal for Special Occasions - Madelaine by Hearts Design,5.01079E+12,5.01079E+12,B0C2DD51NF,3.696,13.99,3.848333333,106.0146924,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.20, shared=3)",True,https://www.efghousewares.co.uk/mr-mrs-frame-8x10-111951,https://www.amazon.co.uk/dp/B0C2DD51NF,,Mr Mrs Frame 8X10 111951,503,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.20, shared=3)",BRAND_MISMATCH,True,0.202,3
TML DISH DRAINER LARGE METALLIC SILVER,Grey Plastic Kitchen Cutlery Dish Drainer,5.02209E+12,5.02209E+12,B0080NOOEC,1.2,7.25,1.175416667,75.83333333,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.38, shared=2)",True,https://www.efghousewares.co.uk/tml-dish-drainer-large-metallic-silver,https://www.amazon.co.uk/dp/B0080NOOEC,,Tml Dish Drainer Large Metallic Silver,511,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.38, shared=2)",BRAND_MISMATCH,True,0.38,2
BEETANICAL POPPY MUGS SET OF 2,Lesser & Pavey Bee-Tanical Set of 2 Ceramic Mugs - Poppy or Thistles Floral Design (Poppy),5.01079E+12,5.01079E+12,B0D427Y1B7,3.36,12.9,2.42,72.23880597,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.33, shared=2)",True,https://www.efghousewares.co.uk/beetanical-poppy-mugs-set-of-2-116486,https://www.amazon.co.uk/dp/B0D427Y1B7,,Beetanical Poppy Mugs Set Of 2 116486,512,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.33, shared=2)",BRAND_MISMATCH,True,0.33,2
DIFFUSER POMEGRANATE 500ML,Lesser & Pavey Desire Aroma Pomegranate Noir 500ml Reed Diffuser For Home Fragrance | Air Freshener Aromatherapy Diffuser For Stress Relief | Diffusers For Home Gift For Women & Men,5.01079E+12,5.01079E+12,B0DP53H1T7,8.4,18,2.86,37.8807947,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.21, shared=3)",True,https://www.efghousewares.co.uk/diffuser-pomegranate-500ml-124033,https://www.amazon.co.uk/dp/B0DP53H1T7,Available (see Keepa data),Diffuser Pomegranate 500Ml 124033,525,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.21, shared=3)",BRAND_MISMATCH,True,0.207,3
CHRISTMAS LAPTRAY  ROBINS,Cushioned Lap Tray - Christmas Robins Design,5.01079E+12,5.01079E+12,B0FMS875KH,9.204,16.99,1.404583333,17.08738848,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.47, shared=2)",True,https://www.efghousewares.co.uk/christmas-laptray-robins-120560,https://www.amazon.co.uk/dp/B0FMS875KH,,Christmas Laptray Robins 120560,531,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.47, shared=2)",BRAND_MISMATCH,True,0.471,2
MAGIC POTIONS KIT,World of Science Adventure Science Kits | STEAM Educational Adventure Science Sets (Magic Potions Adventure Kit),5.03385E+12,5.03385E+12,B0DJM5FP8N,5.364,12.99,0.375,7.470119522,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.27, shared=3)",True,https://www.efghousewares.co.uk/magic-potions-kit-124131,https://www.amazon.co.uk/dp/B0DJM5FP8N,,Magic Potions Kit 124131,533,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.27, shared=3)",BRAND_MISMATCH,True,0.27,3
LAMP TOUCH RECHARGABLE  GOLD,L & P Home & Gifts Lesser & Pavey Gold Rechargeable Touch Lamp | Gift for Women & Men | Bedside Nightstand Table Lamp | Battery Powered Touch Control Night Lights,5.01079E+12,5.01079E+12,B0D4HRNQX4,15.7248,25.38,0.336,2.460817343,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified) | Weak title match (sim=0.24, shared=3)",True,https://www.efghousewares.co.uk/lamp-touch-rechargable-gold-120520,https://www.amazon.co.uk/dp/B0D4HRNQX4,,Other,538,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.24, shared=3)",BRAND_MISMATCH,True,0.24,3
FRUITS BATH FIZZERS,The Leonardo Collection William Morris Fruits Bath Fizzers for Women & Men| Cruelty-Free Bath Bombs with Soothing Fragrance | Moisturising Vegan Ingredients Bubble Bath for Teenagers & Adults,5.01079E+12,5.01079E+12,B0F1ZDCQW4,2.82,6.99,-0.055,-1.896551724,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.19, shared=3)",True,https://www.efghousewares.co.uk/fruits-bath-fizzers-119280,https://www.amazon.co.uk/dp/B0F1ZDCQW4,Available (see Keepa data),Fruits Bath Fizzers 119280,541,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.19, shared=3)",BRAND_MISMATCH | UNPROFITABLE,True,0.185,3
HIGHLAND COW PLAQUE FRIENDS,Lesser & Pavey Love & Affection Highland Cow Wooden Plaque - Friends For Home Decor & Gift | Wooden and Acrylic Plaques For Home and Office | Ideal Signs & Plaque Birthday Gifts For Women & Men,5.01079E+12,5.01079E+12,B0DT774RWB,4.836,8.99,-0.208333333,-4.548762737,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.25, shared=4)",True,https://www.efghousewares.co.uk/highland-cow-plaque-friends-116498,https://www.amazon.co.uk/dp/B0DT774RWB,Available (see Keepa data),Highland Cow Plaque Friends 116498,542,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.25, shared=4)",BRAND_MISMATCH | UNPROFITABLE,True,0.255,4
TEAMTERZ DIE CAR AND CARAVAN,Halsall Toys Europe Ltd Teamsterz Car and Caravan,5.05084E+12,5.05084E+12,B072BYFCQV,4.632,10.02,-0.26,-5.89569161,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.62, shared=2)",True,https://www.efghousewares.co.uk/teamterz-die-car-and-caravan,https://www.amazon.co.uk/dp/B072BYFCQV,Available (see Keepa data),Teamterz Die Car And Caravan,543,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.62, shared=2)",BRAND_MISMATCH | UNPROFITABLE,True,0.623,2
HIGHLAND COW PLAQUE LOVE,Lesser & Pavey Love & Affection Highland Cow Wooden Plaque - Love For Home Decor & Gift | Wooden and Acrylic Plaques For Home and Office | Ideal Signs & Plaque Birthday Gifts For Women & Men,5.01079E+12,5.01079E+12,B0DPQWLFT6,6.588,10.57,-0.691666667,-11.45143488,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.23, shared=4)",True,https://www.efghousewares.co.uk/highland-cow-plaque-love-116499,https://www.amazon.co.uk/dp/B0DPQWLFT6,Available (see Keepa data),Highland Cow Plaque Love 116499,546,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.23, shared=4)",BRAND_MISMATCH | UNPROFITABLE,True,0.233,4
GINA GIRAFFE MUG,"Lesser & Pavey Gina Giraffe Mug | Ceramic Coffee Mugs for Home or Work | Premium Design Mugs for All Occasions | Designed By Bug Art Lovely Mugs for Tea, Coffee & Hot Drinks",5.01079E+12,5.01079E+12,B0D3HNXVTS,4.44,9,-0.8,-18.82352941,100,100,100,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.17, shared=3)",True,https://www.efghousewares.co.uk/gina-giraffe-mug-116487,https://www.amazon.co.uk/dp/B0D3HNXVTS,Available (see Keepa data),Gina Giraffe Mug 116487,550,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.17, shared=3)",BRAND_MISMATCH | UNPROFITABLE,True,0.175,3
STARLIGHTZ LED USB UNICORN,Lesser & Pavey Starlightz LED USB Unicorn for Home & Living Room | Lovely Led Lights for Home Decor & Night Light | Ideal Led Lights for Bedroom & Table | Durable for Daily Use,5.01079E+12,5.01079E+12,B0DJDJ47X8,15.864,19,-2.716666667,-19.72887921,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.27, shared=4)",True,https://www.efghousewares.co.uk/starlightz-led-usb-unicorn-116481,https://www.amazon.co.uk/dp/B0DJDJ47X8,,Starlightz Led Usb Unicorn 116481,551,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.27, shared=4)",BRAND_MISMATCH | UNPROFITABLE,True,0.267,4
EXITEX BRUSH STRIP 914MM GOLD,"Brush Strip 914mm – Gold Finish Aluminium Draft Stopper Seal with Hard-Wearing Polypropylene Bristles, Door Draught Excluder",5.01657E+12,5.01657E+12,B000TAQQMM,4.284,10.7,-0.943333333,-22.89644013,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.29, shared=4)",True,https://www.efghousewares.co.uk/exitex-brush-strip-914mm-gold-107219,https://www.amazon.co.uk/dp/B000TAQQMM,Available (see Keepa data),Exitex Brush Strip 914Mm Gold 107219,553,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.29, shared=4)",BRAND_MISMATCH | UNPROFITABLE,True,0.293,4
MURPHY MUTT LAPTRAY,Lesser & Pavey Bug Art Murphy Mutt Laptray With Bean Bag for Serving Dishes | Lovely Lap Trays for Eating on Lap for Dinner or Breatfast | Newly Designed Food Trays for Lap,5.01079E+12,5.01079E+12,B0D9R1X728,9.816,14.19,-2.195,-25.14318442,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.20, shared=3)",True,https://www.efghousewares.co.uk/murphy-mutt-laptray-116478,https://www.amazon.co.uk/dp/B0D9R1X728,,Murphy Mutt Laptray 116478,554,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.20, shared=3)",BRAND_MISMATCH | UNPROFITABLE,True,0.202,3
FAB FREINDS  MUG AND GIFT BOX,"The Leonardo Collection LP34111 Hearts Design Madelaine - Fabulous Friend Mug, Fine China, Gift Boxed, Fab Friends",5.01079E+12,5.01079E+12,B0B7833P5N,5.508,9.5,-1.343333333,-26.13488975,50,50,50,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.35, shared=3)",True,https://www.efghousewares.co.uk/fab-freinds-mug-and-gift-box-114714,https://www.amazon.co.uk/dp/B0B7833P5N,Available (see Keepa data),Fab Freinds Mug And Gift Box 114714,555,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.35, shared=3)",BRAND_MISMATCH | UNPROFITABLE,True,0.345,3
EXITEX BRUSH STRIP 914MM MILL,Door Draught Excluder Brush Strip 914mm – Aluminium Mill Finish Draft Stopper Seal with Hard-Wearing Polypropylene Bristles,5.01657E+12,5.01657E+12,B005DR1RMA,3.744,10,-0.986666667,-26.88465032,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.35, shared=4)",True,https://www.efghousewares.co.uk/exitex-brush-strip-914mm-mill-107218,https://www.amazon.co.uk/dp/B005DR1RMA,Available (see Keepa data),Exitex Brush Strip 914Mm Mill 107218,556,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.35, shared=4)",BRAND_MISMATCH | UNPROFITABLE,True,0.347,4
EXITEX INSULATED OUTSIDE TAP COVER,"Insulated Outside Tap Cover – Winter Frost Protection for Outdoor Garden Taps, Fits Most Standard Taps, Tap Usable When Fitted, Easy to Install",5.01657E+12,5.01657E+12,B00M3XNH7A,5.52,8.94,-1.53,-29.70873786,50,50,50,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.31, shared=4)",True,https://www.efghousewares.co.uk/exitex-insulated-outside-tap-cover-107221,https://www.amazon.co.uk/dp/B00M3XNH7A,Available (see Keepa data),Exitex Insulated Outside Tap Cover 107221,558,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.31, shared=4)",BRAND_MISMATCH | UNPROFITABLE,True,0.312,4
GINA GIRAFFE LAPTRAY,Lesser & Pavey Bug Art Gina Giraffe Laptray With Bean Bag for Serving Dishes | Lovely Lap Trays for Eating on Lap for Dinner or Breatfast | Newly Designed Food Trays for Lap,5.01079E+12,5.01079E+12,B0D9R31VBM,9.816,14.92,-2.696666667,-30.88965254,100,100,100,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.21, shared=3)",True,https://www.efghousewares.co.uk/gina-giraffe-laptray-116479,https://www.amazon.co.uk/dp/B0D9R31VBM,Available (see Keepa data),Gina Giraffe Laptray 116479,559,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.21, shared=3)",BRAND_MISMATCH | UNPROFITABLE,True,0.211,3
MURPHY MUTT MUG,Lesser & Pavey British Designed Barrel Coffee Mug | Ceramic Mugs for Home or Work | Large Mugs for Hot Drinks | Murphy Mutt Tea and Coffee Cups - Bug Art,5.01079E+12,5.01079E+12,B0CJWL2BSF,4.44,8.04,-1.46,-34.35294118,50,50,50,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.17, shared=3)",True,https://www.efghousewares.co.uk/murphy-mutt-mug-116485,https://www.amazon.co.uk/dp/B0CJWL2BSF,,Murphy Mutt Mug 116485,562,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.17, shared=3)",BRAND_MISMATCH | UNPROFITABLE,True,0.172,3
LESSER & PAVEY DRINK CUP STAY HYDRATED 1200ML,The Leonardo Collection Stay Hydrated Double Walled Stainless Steel Drink Cup 1200ml for Kitchen | Lovely Coffee Cup Set for Home & Office | Coffee & Tea Cups for Enjoying Hot Drinks,5.01079E+12,5.01079E+12,B0DKXYCQT1,4.812,8.18,-2.013333333,-44.15204678,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.24, shared=5)",True,https://www.efghousewares.co.uk/lesser-pavey-drink-cup-stay-hydrated-1200ml-122680,https://www.amazon.co.uk/dp/B0DKXYCQT1,,Lesser Pavey Drink Cup Stay Hydrated 1200Ml 122680,569,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.24, shared=5)",BRAND_MISMATCH | UNPROFITABLE,True,0.243,5
EASYNOTE MAGNETIC NOTEPAD AND PENCIL,Magnetic Shopping List Jotter Pad(Design May Vary),5.01392E+12,5.01392E+12,B00873B3MQ,0.984,3.33,-0.815,-59.48905109,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.45, shared=1)",True,https://www.efghousewares.co.uk/easynote-magnetic-notepad-and-pencil,https://www.amazon.co.uk/dp/B00873B3MQ,Available (see Keepa data),Easynote Magnetic Notepad And Pencil,571,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.45, shared=1)",BRAND_MISMATCH | UNPROFITABLE,True,0.452,1
EASYNOTE WEEKLY DESK PLANNER THINGS TO DO,1x A4 Flowers Layout Weekly Planner Pad Design at Random,5.01392E+12,5.01392E+12,B07KFLRBM7,0.984,3.45,-0.885,-64.59854015,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.49, shared=2)",True,https://www.efghousewares.co.uk/easynote-weekly-desk-planner-things-to-do,https://www.amazon.co.uk/dp/B07KFLRBM7,Available (see Keepa data),Easynote Weekly Desk Planner Things To Do,573,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.49, shared=2)",BRAND_MISMATCH | UNPROFITABLE,True,0.495,2
ARTBOX A4 50 SHEET BLACK PAD,ART BOX A4 Pad - Black,5.01392E+12,5.01392E+12,B00K2PLPFM,0.852,3.43,-0.821666667,-65.21164021,50,,50,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.69, shared=2)",True,https://www.efghousewares.co.uk/artbox-a4-50-sheet-black-pad,https://www.amazon.co.uk/dp/B00K2PLPFM,Available (see Keepa data),Artbox A4 50 Sheet Black Pad,574,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.69, shared=2)",BRAND_MISMATCH | UNPROFITABLE,True,0.694,2
PROPLAST FABRIC PLASTERS 100PK,"Fabric Plasters – Pack of 100 Assorted Sizes - Strong Adhesive Containing Latex for Secure, Flexible, and Comfortable Protection",5.05617E+12,5.05617E+12,B07SYM69PG,1.008,2.49,-1.085,-78.05755396,300,300,300,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.26, shared=2)",True,https://www.efghousewares.co.uk/proplast-fabric-plasters-100pk-106631,https://www.amazon.co.uk/dp/B07SYM69PG,,Proplast Fabric Plasters 100Pk 106631,579,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.26, shared=2)",BRAND_MISMATCH | UNPROFITABLE,True,0.26,2
ARTBOX CHILDRENS MESSY MAT,THE ART BOXKids Children Floor MAT Easy Wipe Splash MAT,5.01392E+12,5.01392E+12,B00FECLDW8,0.924,2.65,-1.031666667,-78.15656566,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.49, shared=1)",True,https://www.efghousewares.co.uk/artbox-childrens-messy-mat,https://www.amazon.co.uk/dp/B00FECLDW8,,Artbox Childrens Messy Mat,580,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.49, shared=1)",BRAND_MISMATCH | UNPROFITABLE,True,0.494,1
RETRO WHOOPEE CUSHION,Whoopee Joke by Rubies Masquerade Co.,5.05084E+12,5.05084E+12,B0F7JKFQ4L,1.2,2.48,-2.203333333,-142.1505376,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH | UNPROFITABLE,"Exact EAN match (checksum verified) | Weak title match (sim=0.35, shared=1)",True,https://www.efghousewares.co.uk/retro-whoopee-cushion,https://www.amazon.co.uk/dp/B0F7JKFQ4L,,Retro Whoopee Cushion,589,TIER_1_VERIFIED,40,"Exact EAN match (checksum verified) | Weak title match (sim=0.35, shared=1)",BRAND_MISMATCH | UNPROFITABLE,True,0.351,1
