SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,_row_id,tier,confidence_score,reasons,flags,ean_exact_match,title_similarity,shared_tokens
VINERS EVERYDAY KNIFE BLOCK 5PCS,"Viners Everyday Knife Block Set of 5 Pieces; Chef, Bread, Carving, Utility & Paring Knives, Black, Stainless Steel, ‎0305.190",5.01085E+12,5.01085E+12,B08173ZPHH,17.964,29.23,0.958333333,6.174828179,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL,"EAN digits match but checksum invalid | Moderate title match (sim=0.44, shared=4) | Brand match: viners",False,https://www.efghousewares.co.uk/viners-everyday-knife-block-5pcs,https://www.amazon.co.uk/dp/B08173ZPHH,Available (see Keepa data),Viners Everyday Knife Block 5Pcs,140,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.44, shared=4) | Brand match: viners",EAN_CHECKSUM_FAIL,False,0.435,4
ROYALFORD SILICONE EGG WHISK GREY,"Royalford Silicone Balloon Egg Whisk with Beechwood Handle & Hanging Hook – Non-Scratch, Heat-Resistant Whisk for Cooking & Baking, 26cm",6.29402E+12,6.29402E+12,B0FVB4Y46L,1.416,6.5,0.056666667,3.275529865,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL,"EAN digits match but checksum invalid | Moderate title match (sim=0.40, shared=4) | Brand match: royalford",False,https://www.efghousewares.co.uk/royalford-silicone-egg-whisk-grey-112831,https://www.amazon.co.uk/dp/B0FVB4Y46L,Available (see Keepa data),Royalford Silicone Egg Whisk Grey 112831,141,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.40, shared=4) | Brand match: royalford",EAN_CHECKSUM_FAIL,False,0.395,4
OXFORD COMBI COIL*12* 1.5MM X 12MM,"Oxford Lk204 Combi Lock, Smoke, 1.5m x 12mm",5.03001E+12,5.03001E+12,B079S5KVYC,6.72,12.08,-0.303333333,-4.932249322,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.73, shared=3) | Brand match: oxford",False,https://www.efghousewares.co.uk/oxford-combi-coil-12-1-5mm-x-12mm,https://www.amazon.co.uk/dp/B079S5KVYC,,Oxford Combi Coil 12 1 5Mm X 12Mm,142,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.73, shared=3) | Brand match: oxford",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.732,3
KITCHEN PERFECTED HAND MIXER 2L 300W WHITE,"Kitchen Perfected Electric Stand Mixer with Bowl, 2L, 300W, Tilting Stand and Whisks and Dough Hooks, 5-Speed Hand Mixer with Turbo Function - E5434WH",5.05234E+12,5.05234E+12,B0CXVF63MZ,20.964,29.99,-0.898333333,-4.985201628,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.35, shared=5) | Brand match: kitchen",False,https://www.efghousewares.co.uk/kitchenperfect-hand-mixer-2l-300w-white-115092,https://www.amazon.co.uk/dp/B0CXVF63MZ,,Kitchenperfect Hand Mixer 2L 300W White 115092,143,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.35, shared=5) | Brand match: kitchen",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.355,5
OXFORD LOCK CABLE 1.8M X 12MM GOLD,Oxford Cable Bike Lock,5.03001E+12,5.03001E+12,B002R8HLNC,5.976,11.5,-0.286666667,-5.18384569,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.55, shared=3) | Brand match: oxford",False,https://www.efghousewares.co.uk/oxford-lock-cable-1-8m-x-12mm-gold,https://www.amazon.co.uk/dp/B002R8HLNC,Available (see Keepa data),Oxford Lock Cable 1 8M X 12Mm Gold,144,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.55, shared=3) | Brand match: oxford",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.545,3
ADDIS COMPOST CADDY WHITE 4.5L,"Addis 518252 Everyday Kitchen Food Waste Compost Caddy Bin, 4.5 Litre, White/Metallic Sliver, Silver, 4.5ltr",5.0103E+12,5.0103E+12,B07S4CVCMF,3.348,8.74,-0.226666667,-6.786427146,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.45, shared=4) | Brand match: addis",False,https://www.efghousewares.co.uk/addis-new-compost-caddy-white-grey,https://www.amazon.co.uk/dp/B07S4CVCMF,,Addis New Compost Caddy White Grey,145,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.45, shared=4) | Brand match: addis",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.446,4
ROLSON ALUMINIUM RAFTER ANGLE SQUARE,Rolson 50855 Aluminium Square,5.02959E+12,5.02959E+12,B07SM9Z2ZS,1.944,5.31,-0.165,-7.603686636,50,,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.71, shared=3) | Brand match: rolson",False,https://www.efghousewares.co.uk/rolson-aluminium-rafter-angle-square,https://www.amazon.co.uk/dp/B07SM9Z2ZS,Available (see Keepa data),Rolson Aluminium Rafter Angle Square,147,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.71, shared=3) | Brand match: rolson",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.708,3
BG 45A SWITCH ON DOUBLE PLATE BRUSHED CHROME,"BG Electrical Large Cooker Control Switch Unit with LED Power Indicator, Double Plate, Double Pole, Raised Profile, Round Edges, Nexus Metal, Brushed Steel, 45A, NBS72",5.05077E+12,5.05077E+12,B007CVCW3I,10.956,15.55,-1.161666667,-12.00068871,50,50,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.36, shared=5) | Brand match: bg",False,https://www.efghousewares.co.uk/bg-45a-switch-on-double-plate-b-chrome,https://www.amazon.co.uk/dp/B007CVCW3I,,Bg 45A Switch On Double Plate B Chrome,149,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.36, shared=5) | Brand match: bg",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.365,5
HARRIS ULTIMATE BRUSH 2 INCH NO LOSS,"Harris Ultimate Woodworks Gloss Triangular No Loss Paint Brush, 2in",5.05629E+12,5.05629E+12,B084KMXRB6,4.116,7.24,-0.586666667,-14.74036851,50,50,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.51, shared=4) | Brand match: harris",False,https://www.efghousewares.co.uk/harris-ultimate-brush-2-inch-no-loss,https://www.amazon.co.uk/dp/B084KMXRB6,,Harris Ultimate Brush 2 Inch No Loss,150,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.51, shared=4) | Brand match: harris",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.51,4
ADDIS DUSTPAN & BRUSH SILVER STIFF,"Addis Housewares 510405 Dustpan and Stiff Brush Set, Metallic Silver, 5cm",5.0103E+12,5.0103E+12,B0009KNU58,2.952,7.38,-0.54,-17.94019934,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.54, shared=5) | Brand match: addis",False,https://www.efghousewares.co.uk/addis-dustpan-brush-silver-stiff,https://www.amazon.co.uk/dp/B0009KNU58,Available (see Keepa data),Addis Dustpan Brush Silver Stiff,151,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.54, shared=5) | Brand match: addis",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.538,5
GLOBAL GIZMOS MAGICAL BUBBLE LAMP ROSE GOLD 32CM,Global Gizmos Magical Unicorn Rainbow Bubble Lamp/Rose Gold Base with Colour Changing Liquid/Relaxing Bubbles / 7 Changing Colours/Atmospheric Mood Light,5.0253E+12,5.0253E+12,B0B3F7P889,15.996,19.99,-2.570416667,-18.51885207,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.46, shared=7) | Brand match: global",False,https://www.efghousewares.co.uk/global-gizmos-magical-bubble-lamp-rose-gold-32cm-117109,https://www.amazon.co.uk/dp/B0B3F7P889,,Global Gizmos Magical Bubble Lamp Rose Gold 32Cm 117109,152,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.46, shared=7) | Brand match: global",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.457,7
PREMIER DECORATIONS GLITTER SPINNER 2 ASSORTED DESIGNS 21CM,Premier Christmas Glitter Gold Water Spinner 'LED Lantern' Decoration - Santa Scene Design,5.05384E+12,5.05384E+12,B09FQ6HQRJ,11.2032,14.71,-1.867666667,-18.89203588,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.58, shared=3) | Brand match: premier",False,https://www.efghousewares.co.uk/premier-water-spinner-26cm-glitter-lantern-91692,https://www.amazon.co.uk/dp/B09FQ6HQRJ,Available (see Keepa data),Other,153,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.58, shared=3) | Brand match: premier",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.575,3
BRIWAX WAX FILLER STICKS MEDIUM,"Briwax Filler Sticks Medium – Quick Wood Repair for Scratches, Cracks & Nail Holes | Assorted Shades",5.01533E+12,5.01533E+12,B010ATLYTQ,6.516,8.98,-1.186666667,-19.84392419,300,300,300,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.43, shared=4) | Brand match: briwax",False,https://www.efghousewares.co.uk/briwax-wax-filler-sticks-medium,https://www.amazon.co.uk/dp/B010ATLYTQ,,Briwax Wax Filler Sticks Medium,154,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.43, shared=4) | Brand match: briwax",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.425,4
BLACKMOOR WHISTLING KETTLE 2.5L BLACK,"Blackmoor Callisto 2.5L Whistling Kettle for Gas Hob/Stove Top Kettle for Induction, Gas, Electric, Halogen/Stainless Steel with Spout, Lid and Rounded Handle (Black)",5.0253E+12,5.0253E+12,B0D5CVKV1Y,9.48,14.99,-1.688333333,-19.98027613,50,,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.35, shared=4) | Brand match: blackmoor",False,https://www.efghousewares.co.uk/blackmoor-whistling-kettle-2-5l-115992,https://www.amazon.co.uk/dp/B0D5CVKV1Y,,Blackmoor Whistling Kettle 2 5L 115992,155,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.35, shared=4) | Brand match: blackmoor",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.352,4
WHAM CASA SILVER SMALL CUTLERY TRAY,Wham Silver 5 Compartment Plastic Cutlery Holder Tray Drawer Organiser Rack,5.03814E+12,5.03814E+12,B01H7EL7GW,1.644,6.09,-0.395,-20.57291667,200,200,200,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.47, shared=4) | Brand match: wham",False,https://www.efghousewares.co.uk/wham-casa-silver-small-cutlery-tray,https://www.amazon.co.uk/dp/B01H7EL7GW,,Wham Casa Silver Small Cutlery Tray,156,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.47, shared=4) | Brand match: wham",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.473,4
HARRIS ULTIMATE BRUSH 1.5 INCH ANGLED NO LOSS,"Harris Ultimate Walls & Ceilings Reach Paint Brush | 1.5""",5.05629E+12,5.05629E+12,B086HJQRM2,3.156,5.75,-0.658333333,-20.70230608,50,50,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.49, shared=3) | Brand match: harris",False,https://www.efghousewares.co.uk/harris-ultimate-brush-1-5-inch-angled-no-loss,https://www.amazon.co.uk/dp/B086HJQRM2,Available (see Keepa data),Harris Ultimate Brush 1 5 Inch Angled No Loss,157,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.49, shared=3) | Brand match: harris",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.495,3
VINERS MERMAZING KIDS CUTLERY SET 4 PC,Viners Kids Mermaid 4 Piece 18/0 Silver Stainless Steel Cutlery Set,5.01085E+12,5.01085E+12,B07G9MNFPJ,8.736,12.99,-1.675,-21.39208174,50,50,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.54, shared=3) | Brand match: viners",False,https://www.efghousewares.co.uk/viners-mermazing-kids-cutlery-set-4-pc-117982,https://www.amazon.co.uk/dp/B07G9MNFPJ,Available (see Keepa data),Viners Mermazing Kids Cutlery Set 4 Pc 117982,158,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.54, shared=3) | Brand match: viners",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.538,3
NUAGE DAILY MOISTURISING CREAM OATMEAL 600ML,"Nuage Oatmeal Daily Moisturizing Cream for All Skin Types with Soothing Oatmeal Extracts, Hydrating and Nourishing Formula, 600ml Pump Bottle",5.05325E+12,5.05325E+12,B0DDCPR8R6,1.944,5.77,-0.471666667,-21.73579109,50,50,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.47, shared=5) | Brand match: nuage",False,https://www.efghousewares.co.uk/nuage-oatmeal-daily-moisturising-cream-600ml-119967,https://www.amazon.co.uk/dp/B0DDCPR8R6,Available (see Keepa data),Nuage Oatmeal Daily Moisturising Cream 600Ml 119967,159,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.47, shared=5) | Brand match: nuage",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.47,5
FRAGRANT CLOUD EDT 100ML POUR FEMME EACH,Fragrant Cloud Rose Ladies Women Perfume Eau De Parfum Spray New Gift 100ml,5.05517E+12,5.05517E+12,6040418214,1.344,5.21,-0.389583333,-23.32834331,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.42, shared=3) | Brand match: fragrant",False,https://www.efghousewares.co.uk/fragrant-cloud-edt-100ml-pour-femme-each-109995,https://www.amazon.co.uk/dp/6040418214,,Fragrant Cloud Edt 100Ml Pour Femme Each 109995,160,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.42, shared=3) | Brand match: fragrant",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.417,3
THE BIG CHEESE QUICK CLICK MOUSE TRAP 2PK,"The Big Cheese Quick Click Mouse Trap - Twinpack, Kills Mice, Baited and Ready-To-Use, Easy Clean and Disposal, Plastic, Indoor and Outdoor Use, White",5.0362E+12,5.0362E+12,B077G5PTRK,2.22,5.96,-0.563333333,-23.47222222,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.44, shared=6) | Brand match: the",False,https://www.efghousewares.co.uk/the-big-cheese-quick-click-mouse-trap-2pk,https://www.amazon.co.uk/dp/B077G5PTRK,,The Big Cheese Quick Click Mouse Trap 2Pk,161,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.44, shared=6) | Brand match: the",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.44,6
GORILLA GLUE GRAB WHITE 80ML TUBE,Gorilla 2044300 Heavy Duty Grab Adhesive White 80ml 1 Pack,5.70495E+12,5.70495E+12,B089QMLZ24,5.244,8.79,-1.165,-23.67886179,400,400,400,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.57, shared=4) | Brand match: gorilla",False,https://www.efghousewares.co.uk/gorilla-glue-grab-white-80ml-tube,https://www.amazon.co.uk/dp/B089QMLZ24,Available (see Keepa data),Gorilla Glue Grab White 80Ml Tube,162,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.57, shared=4) | Brand match: gorilla",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.571,4
GORILLA DOUBLE SIDED CARPET TAPE 7.3M X 35MM,"Gorilla Double Sided Tape 7.3m - Heavy Duty, Strong Adhesive & Indoor/Outdoor Use",5.70495E+12,5.70495E+12,B0BX4L6FBG,7.392,10.99,-1.631666667,-24.31693989,1000,,1000,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.52, shared=4) | Brand match: gorilla",False,https://www.efghousewares.co.uk/gorilla-double-sided-carpet-tape-7-3m-x-35mm-115282,https://www.amazon.co.uk/dp/B0BX4L6FBG,Available (see Keepa data),Gorilla Double Sided Carpet Tape 7 3M X 35Mm 115282,163,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.52, shared=4) | Brand match: gorilla",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.521,4
ACCTIM NARDO WALL CLOCK WHITE,Acctim 74662 Nardo 20cm Radio Controlled White Wall Clock,5.01256E+12,5.01256E+12,B07661X1FP,10.752,12.95,-2.408333333,-25.32422012,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.53, shared=5) | Brand match: acctim",False,https://www.efghousewares.co.uk/acctim-nardo-wall-clock-white-106898,https://www.amazon.co.uk/dp/B07661X1FP,Available (see Keepa data),Acctim Nardo Wall Clock White 106898,164,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.53, shared=5) | Brand match: acctim",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.535,5
BRUMMER WOODFILLER BLACK 250G,Brummer Wood Filler Black 250g – 2 Sizes & Assorted Shades | Ideal for DIY Wood Repairs & Restorations,5.01088E+12,5.01088E+12,B0CMX1M8VG,4.416,8.25,-1.105,-26.12293144,200,200,200,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.46, shared=3) | Brand match: brummer",False,https://www.efghousewares.co.uk/brummer-woodfiller-black-250g-117885,https://www.amazon.co.uk/dp/B0CMX1M8VG,,Brummer Woodfiller Black 250G 117885,165,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.46, shared=3) | Brand match: brummer",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.457,3
BRUMMER WOODFILLER MEDIUM OAK 250G,Brummer Wood Filler Medium Oak 250g– 2 Sizes & Assorted Shades | Ideal for DIY Wood Repairs & Restorations,5.01088E+12,5.01088E+12,B0CMWZCQLM,4.416,8.16,-1.14,-26.95035461,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.50, shared=4) | Brand match: brummer",False,https://www.efghousewares.co.uk/brummer-woodfiller-medium-oak-250g-117913,https://www.amazon.co.uk/dp/B0CMWZCQLM,,Brummer Woodfiller Medium Oak 250G 117913,166,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.50, shared=4) | Brand match: brummer",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.5,4
BRUMMER WOODFILLER PINE 250G,Brummer Wood Filler Pine 250g – 2 Sizes & Assorted Shades | Ideal for DIY Wood Repairs & Restorations,5.01088E+12,5.01088E+12,B0CMX1VBJV,4.416,8.16,-1.14,-26.95035461,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.45, shared=3) | Brand match: brummer",False,https://www.efghousewares.co.uk/brummer-woodfiller-pine-250g-117910,https://www.amazon.co.uk/dp/B0CMX1VBJV,,Brummer Woodfiller Pine 250G 117910,167,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.45, shared=3) | Brand match: brummer",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.448,3
BRUMMER WOODFILLER NATURAL OAK 250G,Brummer Wood Filler Natural Oak 250g – 2 Sizes & Assorted Shades | Ideal for DIY Wood Repairs & Restorations,5.01088E+12,5.01088E+12,B0CMX1BPMP,4.416,8.16,-1.14,-26.95035461,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.50, shared=4) | Brand match: brummer",False,https://www.efghousewares.co.uk/brummer-woodfiller-natural-oak-250g-117912,https://www.amazon.co.uk/dp/B0CMX1BPMP,,Brummer Woodfiller Natural Oak 250G 117912,168,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.50, shared=4) | Brand match: brummer",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.504,4
RUSTINS QUICK DRY RADIATOR PAINT GREY SATIN 250ML,"RUSTINS Quick Drying Radiator Enamel Satin - Grey 250ml – Durable, Long-Lasting Finish for Radiators That Stands the Test of Time",5.01533E+12,5.01533E+12,B0CGW1K65G,5.244,8.94,-1.33,-27.03252033,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.47, shared=6) | Brand match: rustins",False,https://www.efghousewares.co.uk/rustins-quick-dry-radiator-paint-grey-satin-250ml-119045,https://www.amazon.co.uk/dp/B0CGW1K65G,,Rustins Quick Dry Radiator Paint Grey Satin 250Ml 119045,169,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.47, shared=6) | Brand match: rustins",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.471,6
PRIMA FRYING PAN 20CM,PRIMA 20cm Non Stick Fry Pan Frying,5.03867E+12,5.03867E+12,B007JVVOAS,5.172,8.99,-1.368333333,-28.15500686,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.43, shared=4) | Brand match: prima",False,https://www.efghousewares.co.uk/prima-frypan-20cm-15033,https://www.amazon.co.uk/dp/B007JVVOAS,Available (see Keepa data),Prima Frypan 20Cm 15033,170,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.43, shared=4) | Brand match: prima",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.429,4
LLOYTRON BATTERY CHARGER ASSORTED BATTERIES,LLOYTRON Universal Home Battery Charger for AA/AAA/C/D / 9V (PP3) NiMh Rechargeable Batteries - Charge Individual Batteries at Once - B1531 - Black,5.05234E+12,5.05234E+12,B0BXFGQTFW,7.728,11.09,-2.058333333,-29.4468288,50,50,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.42, shared=4) | Brand match: lloytron",False,https://www.efghousewares.co.uk/lloytron-battery-charger-assorted-batteries-115036,https://www.amazon.co.uk/dp/B0BXFGQTFW,Available (see Keepa data),Lloytron Battery Charger Assorted Batteries 115036,171,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.42, shared=4) | Brand match: lloytron",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.42,4
GRUNWERG PLASTIC TRAY 16 INCH ROUND,"Grunwerg Non-Slip Round Food and Drink Plastic Serving Tray with High Grip Rubber Surface, Round, 16"" Diameter",5.01931E+12,5.01931E+12,B0725FW85V,6.2064,10.99,-1.703666667,-29.7739718,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.44, shared=4) | Brand match: grunwerg",False,https://www.efghousewares.co.uk/grunwerg-plastic-tray-16-inch-round-15-08,https://www.amazon.co.uk/dp/B0725FW85V,,Other,172,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.44, shared=4) | Brand match: grunwerg",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.44,4
RUSTINS HIGH HEAT BLK 400ML,RUSTINS High Heat Black Paint 400 ml (Pack of 1) Spray,5.01533E+12,5.01533E+12,B07NPTKK95,5.916,9.45,-1.635,-29.83576642,,,0,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.68, shared=3) | Brand match: rustins",False,https://www.efghousewares.co.uk/rustins-high-heat-blk-400ml,https://www.amazon.co.uk/dp/B07NPTKK95,,Rustins High Heat Blk 400Ml,173,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.68, shared=3) | Brand match: rustins",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.684,3
RADOX GIFT SET SHOWER GEL BUNDLE 4PCS EACH,Radox Shower Gel Bundle Collection Gift Set with four shower gels and a shower puff perfect for any occasion 4 piece,8.72018E+12,8.72018E+12,B0FG32Q3WB,5.364,8.99,-1.508333333,-30.04648074,50,,50,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.38, shared=5) | Brand match: radox",False,https://www.efghousewares.co.uk/radox-gift-set-shower-gel-bundle-4pcs-each-124977,https://www.amazon.co.uk/dp/B0FG32Q3WB,,Radox Gift Set Shower Gel Bundle 4Pcs Each 124977,174,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.38, shared=5) | Brand match: radox",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.38,5
RUSTINS QUICK DRY POLY VARNISH GLOSS CLEAR 250ML,"Rustins Quick Dry Poly Varnish Gloss Clear 250ml -Tough, Water-Based Clear Finish in Gloss, Matt or Satin; Durable Protection for Interior Wood, Furniture and Floors",5.01533E+12,5.01533E+12,B0CST1XW9Q,5.904,9.24,-1.67,-30.53016453,100,100,100,TIER_2_LIKELY,60,EAN_CHECKSUM_FAIL | UNPROFITABLE,"EAN digits match but checksum invalid | Moderate title match (sim=0.46, shared=8) | Brand match: rustins",False,https://www.efghousewares.co.uk/rustins-quick-dry-poly-varnish-gloss-clear-250ml-117886,https://www.amazon.co.uk/dp/B0CST1XW9Q,,Rustins Quick Dry Poly Varnish Gloss Clear 250Ml 117886,175,TIER_2_LIKELY,60,"EAN digits match but checksum invalid | Moderate title match (sim=0.46, shared=8) | Brand match: rustins",EAN_CHECKSUM_FAIL | UNPROFITABLE,False,0.464,8
