ASIN,EAN,SupplierTitle,AmazonTitle,TitleMatch,Verdict,Reasons,Sales,NetProfit,ROI
B0FPGF1M99,5056721842059.0,Botanica Large Pink Calla Lily (82cm),"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Sw",0.10810810810810811,[XX] LIKELY FALSE,"Type MISMATCH: supplier=flower, amazon=different",200.0,14.011666666666668,431.1282051282051
B0FFNB63CZ,5056170328364.0,Bamboo Square Head Fishing Net Medium 142cm,Telescopic Fishing Landing Net – Foldable & Extendable 1.3M ,0.22340425531914893,[??] NEEDS VERIFICATION,Similarity only,200.0,2.247916666666667,131.4571150097466
B0CB4LXJZJ,5015302109516.0,Hello Baby Design Pink Baby Blanket (75cm x 100cm),Personalised Baby Blanket Embroidered with Name & Elephant D,0.21495327102803738,[??] NEEDS VERIFICATION,Type match: blanket; Type match: baby,400.0,3.0595833333333333,59.75748697916666
B07K8KQBD6,5056519253395.0,Essential Lavender Carnation Bunch,"TooGet Natural Lavender Bundles, Freshly Harvested 200+ Stem",0.22535211267605634,[??] NEEDS VERIFICATION,Similarity only,200.0,1.8350000000000009,97.08994708994712
B0FPGF1M99,5056519267590.0,Essential Pink Bougainvillea Trail,"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Sw",0.1461187214611872,[XX] LIKELY FALSE,Similarity only,200.0,9.681666666666665,127.72647317502197
B0FLNMHCWR,5056283884856.0,Assorted Girls Printed Lunch Box,Lunch Bags for Women Insulated Cooler Lunch Bag Adults Kids ,0.22727272727272727,[??] NEEDS VERIFICATION,Similarity only,300.0,1.5083333333333335,71.14779874213836
B09CV2GFW3,5055977318264.0,Arundel Open Rose Blue,"Preserved Real Rose Gift Box with I Love You Necklace, Handm",0.11059907834101383,[XX] LIKELY FALSE,Type match: flower,200.0,12.962916666666665,800.1800411522632
B0C86CH9ST,5023797402173.0,Boys 3 Pack Ribbed Socks  by Soft Touch,A2Z 4 Kids Boys Girls Children Kids Back to School Cotton Ri,0.23214285714285715,[??] NEEDS VERIFICATION,Type match: sock,200.0,0.7250000000000003,39.40217391304349
B0CCHKKCX6,5056721862118.0,White Wash Oval Woven Tray Basket with Handles (Medium),Shayson Kids Piano Keyboard with Microphone 37 Key Portable ,0.23893805309734514,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=basket, amazon=different",200.0,0.0083333333333335,0.1302083333333363
B0FPGF1M99,5056721842110.0,Botanica Mango Calla Lily (60cm),"WESEARY Wireless 2.4GHz Gaming Headset for PS5, PS4, Mac, Sw",0.08294930875576037,[XX] LIKELY FALSE,"Type MISMATCH: supplier=flower, amazon=different",200.0,15.501666666666663,880.776515151515
B0D7T8LTNV,5052434222478.0,Medium Mumbles Pink Teddy T-shirt to fit 8 - 10 inch Bears,Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy ,0.20883534136546184,[??] NEEDS VERIFICATION,Similarity only,300.0,2.745000000000002,107.64705882352948
B093X3TVHG,5056283884443.0,Girls Notebook (Assorted),abeec Pastel Daily Planner Set – Stationery Supplies Includi,0.2247191011235955,[??] NEEDS VERIFICATION,Similarity only,300.0,0.7566666666666657,41.123188405797045
B0DCV4MYW1,5015934689073.0,Knitting Set,Lekeeu Knitting Kit for Beginners Adults Children - 12 Colou,0.22429906542056074,[??] NEEDS VERIFICATION,Similarity only,200.0,0.2716666666666676,8.436853002070423
B0CCHKKCX6,5056721861944.0,White Wash Finish Two Tone Oval Basket with Ears (28cm W),Shayson Kids Piano Keyboard with Microphone 37 Key Portable ,0.18421052631578946,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=basket, amazon=different",200.0,4.158333333333333,184.8148148148148
B08819H3SC,5056519267668.0,Essential Pink Ranunculus Bush,10 x Ranunculus Asiaticus Pink Summer Flowering Bulbs Persia,0.21794871794871795,[??] NEEDS VERIFICATION,Similarity only,200.0,0.7116666666666667,38.26164874551971
B0057Z7EKC,5056721851310.0,Essential Lavender Spray,Absolute Aromas Natural Lavender Room Spray with Pure Lavend,0.2198952879581152,[??] NEEDS VERIFICATION,Similarity only,200.0,0.3450000000000002,38.76404494382024
B0BVMRGWJL,681070197977.0,18 inch Baby - Baby Clothes Girl Shape  Balloon,"Baby Doll Clothes for 14-18 Inch Doll 35-45 cm Baby Doll, Ne",0.21333333333333335,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=balloon, amazon=different; Type match: baby",200.0,0.2283333333333341,15.121412803532063
B0BVMRGWJL,681070197991.0,18 inch Baby - Baby Clothes Girl Shape  Balloon,"Baby Doll Clothes for 14-18 Inch Doll 35-45 cm Baby Doll, Ne",0.21333333333333335,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=balloon, amazon=different; Type match: baby",200.0,0.2283333333333341,15.121412803532063
B09L6VK8WB,5056519267675.0,Essential Burgundy Ranunculus Bush,Oliwier's Bulbs 10 x Ranunculus Asiaticus Purple Beautiful S,0.2048780487804878,[??] NEEDS VERIFICATION,Similarity only,300.0,0.7416666666666665,39.87455197132615
B07B6281JL,5056188213270.0,Pink Babies Cellular Blanket,Bloomsbury Mill - Cellular Blankets Baby - Soft 100% Organic,0.1743119266055046,[??] NEEDS VERIFICATION,Type match: blanket,200.0,3.7316666666666674,105.1173708920188
B07B6281JL,5056188213263.0,Pink Babies Cellular Blanket,Bloomsbury Mill - Cellular Blankets Baby - Soft 100% Organic,0.1743119266055046,[??] NEEDS VERIFICATION,Type match: blanket,200.0,3.7316666666666674,105.1173708920188
B0DNJWM5ZL,5055442154618.0,Kids 3pk Plain Sock - Black 27-30 / 9-12,The Essentials Wardrobe Boys Kids Socks Children’s 12-Pack B,0.1895734597156398,[??] NEEDS VERIFICATION,Type match: sock,400.0,0.9250000000000004,54.41176470588238
B0F8QL9T4C,5015934682838.0,Mini Spring (Assorted Designs),"Compression Springs Assortment Kit, 300PCS 304 Stainless Ste",0.16822429906542055,[??] NEEDS VERIFICATION,Similarity only,200.0,2.58,198.46153846153845
B07GRJRV6Z,5055977389264.0,Tintagel Rose Bush Cream,Grahams Natural Rosacea Cream - Clinically Proven Anti-Redne,0.1308411214953271,[XX] LIKELY FALSE,"Type MISMATCH: supplier=flower, amazon=different",400.0,6.289583333333332,115.19383394383392
B0D7T8LTNV,5055977318387.0,Arundel Open  Rose Yellow,Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy ,0.1388888888888889,[XX] LIKELY FALSE,"Type MISMATCH: supplier=flower, amazon=different",300.0,2.906250000000001,165.12784090909096
B0FTMP2WZP,5056721895802.0,Natural & Black Seagrass Basket (14cm x 15cm),Straame Seagrass Storage Baskets Set of 4 - Handwoven Wicker,0.09795918367346938,[XX] LIKELY FALSE,Type match: basket,300.0,6.478333333333332,352.0833333333332
B0FTMP2WZP,5056721849270.0,Natural & Black Seagrass Basket (14cm x 15cm),Straame Seagrass Storage Baskets Set of 4 - Handwoven Wicker,0.09795918367346938,[XX] LIKELY FALSE,Type match: basket,300.0,6.278333333333332,307.76143790849665
B0FFNB63CZ,5055442154540.0,Kids 3pk Plain Sock - Navy 31-36 / 12-3.5,Telescopic Fishing Landing Net – Foldable & Extendable 1.3M ,0.12903225806451613,[XX] LIKELY FALSE,"Type MISMATCH: supplier=sock, amazon=different",200.0,2.2579166666666666,132.8186274509804
B0FTMP2WZP,5056721849393.0,Natural & Black Seagrass Basket (14cm x 15cm),Straame Seagrass Storage Baskets Set of 4 - Handwoven Wicker,0.09795918367346938,[XX] LIKELY FALSE,Type match: basket,300.0,5.278333333333332,173.62938596491222
B0FTMP2WZP,5056349257402.0,Natural & Black Seagrass Basket (14cm x 15cm),Straame Seagrass Storage Baskets Set of 4 - Handwoven Wicker,0.09795918367346938,[XX] LIKELY FALSE,Type match: basket,300.0,5.278333333333332,173.62938596491222
B0F9YLW28K,,Personalisable Grey Unbranded Sleepsuit with Chest Poppers (,Unisex Baby Sleepsuits 2 Pack – I Love Mummy & Daddy Cotton ,0.3465346534653465,[??] POSSIBLE MATCH,Similarity only,300.0,1.0016666666666667,19.04309252217998
B0F9YLW28K,,Personalisable Black Unbranded Sleepsuit with Chest Poppers ,Unisex Baby Sleepsuits 2 Pack – I Love Mummy & Daddy Cotton ,0.33497536945812806,[??] POSSIBLE MATCH,Similarity only,300.0,1.7516666666666667,38.839615668883965
B0D25Z974W,,Lovely mixed design fleece blankets by Soft Touch 75x100cm,"Exclusivo Mezcla Fleece Throw Blanket for Couch, Super Soft ",0.3431372549019608,[??] POSSIBLE MATCH,Type match: blanket,400.0,0.9283333333333336,16.726726726726728
B0CFV8GBY8,,Peppa Pig Touch and Feel Puzzles,Peppa Pig Wooden Jigsaw Puzzle Set - Fun And Educational Bab,0.26666666666666666,[??] NEEDS VERIFICATION,Brand match: peppa pig,300.0,2.532916666666668,71.349765258216
B0F82ZJCVQ,5056721865577.0,Hortus Vienna Matt Pink Ceramic Pot (15cm),"ELFORDSON LED Gaming Chair with 8-Point Massage, Home Office",0.16831683168316833,[??] NEEDS VERIFICATION,Similarity only,100.0,80.31500000000003,2448.6280487804884
B08X7GVZ2B,5060002043851.0,Booja-Booja Chocolate Orange Chocolate Truffles (92g),"Booja - Booja, Chocolate Orange Vegan Chocolate Truffles 92g",0.9026548672566371,[OK] TRUE MATCH,Type match: chocolate,100.0,1.4495833333333337,80.53240740740742
B08X7GVZ2B,5060002044544.0,Booja-Booja Chocolate Orange Chocolate Truffles (92g),"Booja - Booja, Chocolate Orange Vegan Chocolate Truffles 92g",0.9026548672566371,[OK] TRUE MATCH,Type match: chocolate,100.0,0.4495833333333336,16.05654761904763
B0D9W1S3Y5,5050565665836.0,Assorted Puppy with Love Heart Plush (26cm),UGEARS V8 Engine 3D Wooden Puzzles for Adults - Wooden Model,0.18834080717488788,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=toy, amazon=different",100.0,49.425,3530.357142857143
B005NG8E0E,5056721861975.0,19cm Round Two Tone Seagrass and Green Paper Basket,JVL Natural Round Seagrass Waste Paper Basket,0.6458333333333334,[OK] TRUE MATCH,Type match: basket,100.0,2.2383333333333333,107.61217948717947
B005NG8E0E,5056349220437.0,19cm Round Two Tone Seagrass and Green Paper Basket,JVL Natural Round Seagrass Waste Paper Basket,0.6458333333333334,[OK] TRUE MATCH,Type match: basket,100.0,1.388333333333333,48.54312354312352
B0B35QQLXX,5038168001701.0,Baby's Breath Artificial Flower - Peach (12 Stems),"12 Pcs Babys Breath Artificial Flowers, Gypsophila Real Touc",0.5,[OK] TRUE MATCH,Type match: flower; Type match: baby,100.0,3.985000000000002,221.388888888889
B0B35QQLXX,5038168037106.0,Baby's Breath Artificial Flower - Cerise (12 Stems),"12 Pcs Babys Breath Artificial Flowers, Gypsophila Real Touc",0.4968944099378882,[OK] TRUE MATCH,Type match: flower; Type match: baby,100.0,3.985000000000002,221.388888888889
B07B9349B3,,Double layer cotton jersey blank bandana bib -white,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (,0.5166666666666667,[OK] TRUE MATCH,Type match: bib,100.0,1.7050000000000007,83.57843137254906
B07B9349B3,5056117213654.0,Double layer cotton jersey blank bandana bib - Black,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (,0.512396694214876,[OK] TRUE MATCH,Type match: bib,100.0,1.7050000000000007,83.57843137254906
B09LTKDZZZ,5023797303111.0,Soft Touch Small Beige Cable Knit Pom-pom Hat (NB-12 Months),Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twi,0.5116279069767442,[OK] TRUE MATCH,Brand match: soft touch,100.0,1.078333333333334,52.34627831715214
B09LTKDZZZ,5023797401596.0,Soft Touch Baby Plain Ribbed Pom-Pom Hat (0-12 Months) (Asso,Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twi,0.5081081081081081,[OK] TRUE MATCH,Brand match: soft touch; Type match: baby,100.0,1.3883333333333343,84.14141414141419
B09LTKDZZZ,5023797303128.0,Soft Touch Small Grey Cable Knit Hat With Fluffy Pom-pom (NB,Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twi,0.5136612021857924,[OK] TRUE MATCH,Brand match: soft touch,100.0,0.6783333333333341,27.57452574525748
B09LTKDZZZ,5023797303135.0,Soft Touch Small Grey Cable Knit Hat With Fluffy Pom-pom (NB,Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twi,0.5136612021857924,[OK] TRUE MATCH,Brand match: soft touch,100.0,0.6783333333333341,27.57452574525748
B08MZRBNRT,5025572149068.0,Wheel Barrow and Accessories Sand Set,"Delex Pull along Kids Wagon Wheelbarrow and Gardening, Beach",0.36065573770491804,[??] POSSIBLE MATCH,Similarity only,100.0,13.5,1238.532110091743
B09LTKDZZZ,5023797303173.0,Soft Touch Blue Mittens (NB-12 Months),Soft Touch Baby Boys Girls Pom Pom Hat Unisex Cable Knit Twi,0.4666666666666667,[OK] TRUE MATCH,Brand match: soft touch,100.0,1.738333333333334,124.16666666666671
B0D9Y8Q8NN,5025572981651.0,Deluxe Adult Mask & Snorkel Set  (Assorted Designs),G2RISE SN02 Snorkel Set Adults - Scuba Mask Diving Goggles D,0.34782608695652173,[??] POSSIBLE MATCH,Similarity only,100.0,10.871666666666666,272.4728487886382
B00V5FK3UG,5055139017936.0,Card of 4 Deco Ribbon (Assorted Designs),10M Bundles of Mixed Ribbon off cuts Assorted Colours / size,0.4444444444444444,[??] POSSIBLE MATCH,Similarity only,100.0,1.208333333333334,163.2882882882884
B08MZRBNRT,5056283878930.0,Wheel Barrow and Accessories Sand Set,"Delex Pull along Kids Wagon Wheelbarrow and Gardening, Beach",0.36065573770491804,[??] POSSIBLE MATCH,Similarity only,100.0,8.548333333333332,320.1622971285892
B0F8BVCVKH,5056117200159.0,Grey Marl Short Sleeve Unbranded Baby Bodysuit (3-6 Months),Baby Bodysuits Cotton 6 Pack Short Sleeve White Vests Tops B,0.38095238095238093,[??] POSSIBLE MATCH,Type match: baby,100.0,4.361250000000002,179.4753086419754
B095CR44YJ,5023797402081.0,Navy Ribbed Knee Length Socks with satin Flower & Diamonte  ,Sock Snob - Womens Long Knee High Bamboo Socks | 2 Pair Pack,0.38596491228070173,[??] POSSIBLE MATCH,"Type match: sock; Type MISMATCH: supplier=flower, amazon=different",100.0,3.815000000000002,192.67676767676772
B095CR44YJ,5023797402067.0,Navy Ribbed Knee Length Socks with satin Flower & Diamonte  ,Sock Snob - Womens Long Knee High Bamboo Socks | 2 Pair Pack,0.38596491228070173,[??] POSSIBLE MATCH,"Type match: sock; Type MISMATCH: supplier=flower, amazon=different",100.0,3.806666666666669,192.2558922558924
B0F8BVCVKH,5056117224476.0,Grey Marl Short Sleeve Unbranded Baby Bodysuit (3-6 Months),Baby Bodysuits Cotton 6 Pack Short Sleeve White Vests Tops B,0.38095238095238093,[??] POSSIBLE MATCH,Type match: baby,100.0,4.255000000000001,175.10288065843628
B07B8Z9L6Y,5056117251915.0,Supersoft Plain cotton jersey Blue Pop On Bibs  by Soft Touc,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (,0.4,[??] POSSIBLE MATCH,Type match: bib,100.0,1.9950000000000008,133.00000000000006
B0B9SKCVKN,5023797402074.0,Navy Ribbed Knee Length Socks with satin Flower & Diamonte  ,Youngly 6 Pairs of Cotton Lycra Plain Knee High Socks Extra ,0.3829787234042553,[??] POSSIBLE MATCH,"Type match: sock; Type MISMATCH: supplier=flower, amazon=different",100.0,3.316666666666669,213.97849462365608
B07B8Z9L6Y,,Supersoft Plain cotton jersey Blue Pop On Bibs  by Soft Touc,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (,0.4,[??] POSSIBLE MATCH,Type match: bib,100.0,1.3750000000000009,64.85849056603777
B0BCDRW9RY,5015302108465.0,Ragdoll Plush Toy Assortment (6 Assorted),CU-MATE 20 Inch Grey Ragdoll Cat Stuffed Toy Dolls Cute Hand,0.3037974683544304,[??] POSSIBLE MATCH,Type match: toy,100.0,10.768333333333334,210.31901041666669
B0DB5MZKN1,742554363230.0,14 inch  Number Balloon - 7 - Hot Pink,"5in1 STEM Building Toys for Kids 6-14, Remote & APP Controll",0.17721518987341772,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=balloon, amazon=different",100.0,22.965,2050.4464285714284
B0CG3J5ZP8,5055442154496.0,Kids 3pk Plain Sock - Grey 27-30 / 9-12,A2Z 4 Kids Boy's Socks-970 Socks,0.39436619718309857,[??] POSSIBLE MATCH,Type match: sock,100.0,1.1650000000000007,68.52941176470593
B0DZDV3P74,5056188236934.0,Grey Cellular Cotton Baby Blanket (70 x 90cm),Soft Touch Newborn Essentials 70 x 90cm Cotton Baby Cellular,0.3783783783783784,[??] POSSIBLE MATCH,Type match: blanket; Type match: baby; FALSE: baby matched to car,100.0,2.691250000000002,65.64024390243908
B0DZDY6ZKG,5056188213256.0,Grey Cellular Cotton Baby Blanket (70 x 90cm),Soft Touch Newborn Essentials 70 x 90cm Cotton Baby Cellular,0.3783783783783784,[??] POSSIBLE MATCH,Type match: blanket; Type match: baby; FALSE: baby matched to car,100.0,2.325000000000002,65.49295774647894
B0F32SP7JT,5023797402098.0,White Ribbed Knee Length Socks with satin Flower & Diamonte ,"1Pair White Knee High Socks with White Satin Bow, Overknee S",0.391304347826087,[??] POSSIBLE MATCH,"Type match: sock; Type MISMATCH: supplier=flower, amazon=different",100.0,0.7083333333333341,45.69892473118285
B00EXPGYOE,5015302106874.0,Blue Plain Fleece Baby Blanket By First Steps,"Genuine""First Steps"" Luxury Soft Fleece Baby Blanket in Cute",0.38461538461538464,[??] POSSIBLE MATCH,Type match: blanket; Type match: baby,100.0,1.1366666666666665,73.33333333333331
B002T21CC2,5707167451519.0,Polystyrene Ball - 6cm.  Great for Sweetie Trees!,Creativ Company Polystyrene Balls – 25 White Foam Balls (Ø 8,0.3575418994413408,[??] POSSIBLE MATCH,Similarity only,100.0,3.521666666666669,308.91812865497093
B0B9SKCVKN,5023797405785.0,Dusty Blue \'Elegance\' Knee Length Socks w/Pom Pom,Youngly 6 Pairs of Cotton Lycra Plain Knee High Socks Extra ,0.3614457831325301,[??] POSSIBLE MATCH,Type match: sock,100.0,3.066666666666669,170.3703703703705
B0FCSK9Y7S,5023797312748.0,Printed Blue Baby Fleece Wrap,Personalised Baby Blanket Embroidered Elephant & Name Soft F,0.34375,[??] POSSIBLE MATCH,Type match: blanket; Type match: baby,100.0,4.552916666666666,206.0143288084464
B0DF1XFRGB,5056721855516.0,Oval Split Willow Basket Handle and Liner Natural (37cm),"STEM Building Toys for Kids 6-14, Remote & APP Controlled 3i",0.2109704641350211,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=basket, amazon=different",100.0,17.715000000000003,231.8717277486912
B0C2D2TLGM,5017224988927.0,Warner Bros Little Heroes Superman Socks - 24-36 Months - 3 ,"Car Boot Organiser with Cooler Bag, Extra Large Premium Expa",0.1990521327014218,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=sock, amazon=different",100.0,18.655000000000005,259.0972222222223
B0FWCHV916,5055579165075.0,Age 6 Unisex Birthday Latex Balloons (6 Pks Of 8 Balloons),"2.4GHz Wireless Gaming Headset for PS5, PS4, Switch, Mac, PC",0.22857142857142856,[??] NEEDS VERIFICATION,"Type MISMATCH: supplier=balloon, amazon=different",100.0,15.584999999999996,343.2819383259911
B01N0LP3CF,,Grey Unbranded 0-3m Plain Baby Beanie Hat,Soft Touch Plain Super Soft Cotton Hat,0.379746835443038,[??] POSSIBLE MATCH,"Type MISMATCH: supplier=baby, amazon=different",100.0,0.3250000000000002,17.955801104972384
B0DK5SV5Q7,5056117232440.0,Girls 3pk Knee High School Socks - Navy Size 31-36 / 12-3.5,ProActive Sports 6 Pairs Girls' Knee High Socks - Size 4-6 U,0.358974358974359,[??] POSSIBLE MATCH,Type match: sock,100.0,2.048333333333333,99.91869918699186
B0C27LY2MG,5055579157841.0,Female 50th Birthday Banner (pack Of 12),"22 Pcs 50th Birthday Decorations, Black Gold 50th Birthday B",0.3375,[??] POSSIBLE MATCH,Similarity only,100.0,3.075,334.2391304347825
B07B9349B3,,WHITE 100% ORGANIC COTTON UNBRANDED VELCRO BIB,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (,0.34782608695652173,[??] POSSIBLE MATCH,Type match: bib,100.0,1.505000000000001,67.18750000000003
B07B8Z9L6Y,,Supersoft Plain Navy Bandana Bibs  by Soft Touch,Baby's Double Layer of Cotton Soft Absorbent Drooling Bibs (,0.3418803418803419,[??] POSSIBLE MATCH,Type match: bib,100.0,2.005000000000001,134.5637583892618
B0CNQ8Y6DN,5023797201356.0,Ditsy Bandana Bibs By Soft Touch,Muslin Baby Bibs 6 Pack Dribble Bandana Bibs Cotton Drool Bi,0.33783783783783783,[??] POSSIBLE MATCH,Type match: bib,100.0,2.1100000000000003,130.2469135802469
B09QCYJC91,5056117256194.0,White 100% Organic Cotton Short Sleeve T-shirt 3-4yr,Fruit of the Loom Unisex Kids Kid's Original T T-Shirt (Pack,0.3389830508474576,[??] POSSIBLE MATCH,Similarity only,100.0,1.6366666666666674,79.06602254428344
B01N0LP3CF,,White Unbranded 0-3m Plain Baby Beanie Hat,Soft Touch Plain Super Soft Cotton Hat,0.35,[??] POSSIBLE MATCH,"Type MISMATCH: supplier=baby, amazon=different",100.0,0.1550000000000002,7.828282828282841
B01N0LP3CF,,White Unbranded 0-3m Plain Baby Beanie Hat,Soft Touch Plain Super Soft Cotton Hat,0.35,[??] POSSIBLE MATCH,"Type MISMATCH: supplier=baby, amazon=different",100.0,0.0950000000000002,4.656862745098049
B0DG92Z6KT,,White Round Basket with Handle 25cm Dia,Arthur Cameron - Rectangular Wicker Storage Basket with Hand,0.32673267326732675,[??] POSSIBLE MATCH,Type match: basket,100.0,1.564583333333333,41.06517935258092
B0735243GH,5012866016618.0,Baby Doll 30cm By Atoz Toys (2 Assorted Designs),"A to Z My Baby Bella Doll, Pink, 30cm",0.32941176470588235,[??] POSSIBLE MATCH,"Type MISMATCH: supplier=toy, amazon=different; Type match: baby",100.0,1.0466666666666675,46.31268436578176
B0DZHYRSLG,5055442193341.0,Men's 3 Pack Stripe Design Socks (Assorted Designs),Mens Stripe Socks Rich Cotton Bright & Colourful Design Stri,0.32727272727272727,[??] POSSIBLE MATCH,Type match: sock,100.0,0.9995833333333336,44.42592592592594
B0CYBRZ68Y,26635230278.0,Gold Foil Star Balloon (18 Inch),"Gold Foil Star Balloon,10Pcs Gold Star Shaped Foil Balloons,",0.30526315789473685,[??] POSSIBLE MATCH,Type match: balloon,100.0,2.371666666666667,217.5840978593272
B0DG33QVTW,5015302106775.0,Girls Printed Bottle With Straw (400ml) (Assorted Designs),Polar Gear Kids Water Bottles with Straw - 400ml BPA Free To,0.3275862068965517,[??] POSSIBLE MATCH,Similarity only,100.0,0.0233333333333332,1.2962962962962892
B0CYBRZ68Y,26635305761.0,Gold Foil Star Balloon (18 Inch),"Gold Foil Star Balloon,10Pcs Gold Star Shaped Foil Balloons,",0.30526315789473685,[??] POSSIBLE MATCH,Type match: balloon,100.0,2.201666666666667,174.73544973544978
B0C9JYYLLK,5050293385587.0,Finding Dory nemo Shaped Cushion - 2 Assorted,"Disney Store Official Dory Small Soft Toy for Kids, Finding ",0.24390243902439024,[??] NEEDS VERIFICATION,Similarity only,100.0,8.094999999999999,465.2298850574712
B088NCTV3K,5056188229264.0,Milestone Blanket,Baby Milestone Mat Blanket photo prop with floral numbers Ne,0.3177570093457944,[??] POSSIBLE MATCH,Type match: blanket,100.0,0.5616666666666663,8.588175331294593
B0DK5SV5Q7,5056117232471.0,Girls 3pk Knee High Sock - Navy 37-40 / 4-6,ProActive Sports 6 Pairs Girls' Knee High Socks - Size 4-6 U,0.3016759776536313,[??] POSSIBLE MATCH,Type match: sock,100.0,2.048333333333333,99.91869918699186
B01N0LP3CF,,Cream Unbranded Plain Baby Beanie Hat (0-3 Months),Soft Touch Plain Super Soft Cotton Hat,0.3181818181818182,[??] POSSIBLE MATCH,"Type MISMATCH: supplier=baby, amazon=different",100.0,0.3250000000000002,17.955801104972384
B0CS6KLPNW,5015302108519.0,Daytime Soother & Steriliser Box (2 Pack) (Assorted Designs),6PCS Dummy Case Pacifier Storage Box Pacifier Case Transpare,0.31223628691983124,[??] POSSIBLE MATCH,Similarity only,100.0,0.7433333333333332,47.64957264957263
B0CWLLFVX3,5023797308765.0,"2 Pack Knotty Headband (Clouds & Stars, Pink)","Brushworks Pink Cloud Beauty Headband – Ultra-Soft, Puffy Te",0.3106796116504854,[??] POSSIBLE MATCH,Similarity only,100.0,0.3416666666666672,19.52380952380956
B0F3JGX8SP,5056283884917.0,Boys Stationery Set (18 Piece) (Assorted Designs),Four Candies 39 PCS School Stationery Supplies with Cute Pen,0.19555555555555557,[??] NEEDS VERIFICATION,Similarity only,100.0,11.761666666666668,331.3145539906104
B09YXYVFVB,5015302118112.0,Wood Tumbling Tower Large,"Garden Games Giant Tumble Tower (Stack 0.6 M up to 1.5 M), L",0.20652173913043478,[??] NEEDS VERIFICATION,Similarity only,100.0,10.401666666666666,247.65873015873007
B08TC3W6TZ,5053154146655.0,Medium White Stirling Bear (21cm),Apricot Lamb Soft Toys Plush White Polar Bear Stuffed Animal,0.2535211267605634,[??] NEEDS VERIFICATION,Similarity only,100.0,5.428333333333334,178.56359649122808
B0F12WCN65,5023797301988.0,Hessian Style Christmas Printed Sack (Assorted),Cinaci 5 Pieces Soft Stretchy Baby Girl Wide Headbands with ,0.27835051546391754,[??] NEEDS VERIFICATION,Similarity only,100.0,2.838333333333334,191.7792792792793
B08XXBC81T,5055992768556.0,Baa Baa Lamb Bamboo Plate,"Bubba Bear Baby Weaning Set | Bamboo Plates, Bowls & Spoons ",0.20095693779904306,[??] NEEDS VERIFICATION,Similarity only,100.0,10.465,300.7183908045977
B0CS6KLPNW,5015302108540.0,Night-Time Soother & Steriliser Box (2 Pack) (Assorted Desig,6PCS Dummy Case Pacifier Storage Box Pacifier Case Transpare,0.3,[??] NEEDS VERIFICATION,Similarity only,100.0,0.2833333333333332,14.02640264026402
B0F9YPTPT5,5035320015392.0,Nursery Time Baby Romper - Love And Hugs (0 To 6 Months),Unisex Baby Sleepsuits 2 Pack – I Love Mummy & Daddy Cotton ,0.2994652406417112,[??] NEEDS VERIFICATION,Type match: baby,100.0,0.281666666666666,4.898550724637671
B0DBLW27T2,681070107334.0,"18"" Baby Girl Little Elephant","Baby Bilingual Musical Elephant Stuffed Animals Toys,Infant ",0.17647058823529413,[??] NEEDS VERIFICATION,Type match: baby,100.0,12.465,842.2297297297297
B0CHK2LNX1,5020133488242.0,Boys Fairisle Lounge Sock (Assorted Designs),GM Apparel Boys Kids Fluffy Slipper Socks – Non-Skid Gripper,0.2840909090909091,[??] NEEDS VERIFICATION,Type match: sock,100.0,1.3079166666666666,49.35534591194968
B0BMXB894B,5056721838267.0,Essential Garden Mix Remembrance Grave Pot - Orange,Mr. Barry’s Rose Artificial Flowers in Grave Flower Pots – U,0.27705627705627706,[??] NEEDS VERIFICATION,Similarity only,100.0,1.454583333333333,37.10671768707481
B01N0LP3CF,5023797401787.0,Infants Plain Hat By Soft Touch,Soft Touch Plain Super Soft Cotton Hat,0.2898550724637681,[??] NEEDS VERIFICATION,"Brand match: soft touch; Type MISMATCH: supplier=baby, amazon=different",100.0,0.0150000000000001,0.7075471698113266
B0FN3KD9HN,5056721861272.0,Wreath Storage Box 40 cm,"2 Pack Christmas Wreath Storage Bag, 24 Inch Large Waterproo",0.22826086956521738,[??] NEEDS VERIFICATION,Similarity only,100.0,6.011666666666668,280.9190031152648
