SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,tier,confidence_score,flags,reasons,ean_exact_match,Category,v2_tier,v2_confidence,v2_flags
PAINT FACTORY FABRIC PAINT GOLD 200ML,Flexible Fabric Spray Paint Gold 200ml for Leather Vinyl and Fabric,5055319510677.0,5055319510677.0,B078YW3M43,1.476,5.99,-0.0183333333333333,-1.0299625468164784,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=4)",True,Diy   Tools,TIER_1_VERIFIED,98,UNPROFITABLE
PAINT FACTORY FABRIC SILVER 200ML,Diva Group Flexible Fabric Spray Paint Silver 200ml for Leather Vinyl and Fabric,5055319510684.0,5055319510684.0,B078YW947S,1.476,4.35,-1.475,-82.86516853932582,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=4)",True,Diy   Tools,TIER_1_VERIFIED,95,BRAND_MISMATCH | UNPROFITABLE
151 PAINT SPRAY 400ML CLEAR LACQUER,3 x Clear Lacquer Spray Paint,5053249215280.0,5053249215280.0,B07CDV9CZ8,2.352,10.66,2.6308333333333342,104.81407702523244,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=4)",True,Diy   Tools,TIER_1_VERIFIED,96,BRAND_MISMATCH
PPS MICRO 4 ROUND CONTAINER+ LID 1000ML,Pack of 4 Food Storage Container With Lid Round 1000ml Kitchen Essential,5030481930362.0,5030481930362.0,B07DC7Q2DV,0.768,5.52,0.3099999999999995,26.050420168067184,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=4)",True,Disposable Tableware,TIER_1_VERIFIED,98,
151 HARD AS NAILS MOUNTING TAPE,2 X Hard As Nails Mounting Tape Heavy Duty Double Sided 50kg per Roll 24mm X 5m,5053249000909.0,5053249000909.0,B07G2B2XK6,1.14,5.28,-0.1699999999999999,-11.333333333333329,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=4)",True,Diy   Tools,TIER_1_VERIFIED,99,UNPROFITABLE
NAILS FLAT HEAD ASSORTED 250PK,Bloc Assorted Flat Nails (Pack of 250),5056170305587.0,5056170305587.0,B07K7N68CJ,1.008,3.03,-0.8349999999999999,-60.071942446043145,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,95,BRAND_MISMATCH | UNPROFITABLE
RAPIDE ENAMEL PAINT GLOSS WHT 400ML,"Paint Factory Enamel Paint White Gloss, 400 ml",5055319525794.0,5055319525794.0,B07NJGQFQS,2.352,5.51,-1.3383333333333332,-53.320053120849934,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.65, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,98,UNPROFITABLE
PAPER STRAW 250 BLACK STRAWS 20CM,"250 x Black Paper Drinking Straws Biodegradable Eco 8"" (20cm) Approx",5030481800368.0,5030481800368.0,B07Q35VRPS,2.22,6.19,-0.7916666666666659,-32.98611111111107,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=5)",True,Disposable Tableware,TIER_1_VERIFIED,96,BRAND_MISMATCH | UNPROFITABLE
WINDOW INSULATION KIT,RYSONS Window Insulation Kit Fit Double Glazing Shrink Film Draught Excluder Condensation,5056239433329.0,5056239433329.0,B07QFLN7BD,1.008,3.05,-0.9083333333333335,-65.34772182254197,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,100,UNPROFITABLE
AIRWICK FRESHMATIC REFILL MANGO PK4,"Air Wick Freshmatic, Island Mango Air Freshener, 250 ml Refill",5011417572337.0,5011417572337.0,B07RF7W8YN,10.068,4.15,-8.561666666666667,-95.76808351976138,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=3)",True,Air Fresheners,TIER_1_VERIFIED,100,UNPROFITABLE
RYSONS BATHROOM SHOWER CADDY W/SUCTION CUPS,"Bathromm Shower Caddy with Suction Cups Wall Mounted Bathroom Shelf, Storage Organizer for Bathroom, Toilet, Dorm and Kitchen- No Drilling",5056239428035.0,5056239428035.0,B0884NQMHZ,1.008,7.09,1.2220833333333327,87.91966426858508,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=5)",True,Bathroom   Cosmetics   Beauty,TIER_1_VERIFIED,98,
PPS BIODEGRADABLE PAPER BENDY 250 STRAWS 20CM,"250 x Bendy Red and White Stripe Paper Drinking Straws Biodegradable Eco 8"" (20cm) approx",5030481800542.0,5030481800542.0,B08CC8G6K5,2.424,9.55,1.3283333333333334,51.68612191958495,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=6)",True,Disposable Tableware,TIER_1_VERIFIED,96,BRAND_MISMATCH
STRONG AS AN OX REMOVABLE REPLACEMENT STRIP LARGE 4PC,"HE344P Large Removable Replacement Strips, 20mm x 60mm, White Pack of 4, Multi-Colour",5055319529228.0,5055319529228.0,B08FMQKR9C,1.008,5.49,1.0150000000000003,73.02158273381298,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,95,BRAND_MISMATCH
CABLE TIES ASS 50PC,Lot of 3 - Did Cable Ties Assorted Colours - 300MM - 50PC per lot,5056338373533.0,5056338373533.0,B08SJJDZMS,0.744,4.99,-0.7416666666666659,-63.39031339031334,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,95,BRAND_MISMATCH | UNPROFITABLE
LOCKSMITH PADLOCK LONG SHACKLE 38MM,Green Jem 38mm Long Shackle Padlock,5034537018448.0,5034537018448.0,B08Y59RL1W,1.416,6.12,0.1950000000000007,11.271676300578076,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.46, shared=4)",True,Diy   Tools,TIER_1_VERIFIED,96,BRAND_MISMATCH
CABLE TIES WHITE 150PC,DID White Cable Ties Assorted 150'S,5056338373519.0,5056338373519.0,B096KFY2VY,1.008,3.75,-0.2949999999999998,-21.2230215827338,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.61, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,96,BRAND_MISMATCH | UNPROFITABLE
RYSONS WOOD FILLER STICKS PK5,JIATING Wood Filler Sticks 5 Pack,5056239422118.0,5056239422118.0,B09V5G86JB,1.008,3.99,-0.1049999999999998,-7.553956834532364,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.74, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,98,UNPROFITABLE
MARKSMAN MINI FLAT NOSE PLIER 51001C,Mini Flat Nose Pliers,5038673510019.0,5038673510019.0,B09V5PLHVK,1.14,6.99,-2.925,-195.0,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.70, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,96,BRAND_MISMATCH | UNPROFITABLE
UTILITY KEY 4 WAY,RYSONS 4 Way Utility Key,5056239433459.0,5056239433459.0,B09W6B83JL,1.008,7.69,0.9683333333333344,69.66426858513196,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,96,BRAND_MISMATCH
PLASTERBOARD WALL PATCH,RYSONS PLASTERBOARD Wall Patch,5056239433411.0,5056239433411.0,B09WH1SD9H,1.008,3.24,-1.5050000000000003,-108.27338129496404,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.87, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,100,UNPROFITABLE
WEED MAT PINS U SHAPED,RYSONS 10 GALVANISED U SHAPED WEED MAT PINS,5056239461018.0,5056239461018.0,B09X5XLW7P,1.008,3.95,-1.0020833333333332,-72.09232613908871,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=4)",True,Diy   Tools,TIER_1_VERIFIED,96,BRAND_MISMATCH | UNPROFITABLE
HAIR STYLING COMBS 2PC,HEALTH & BEAUTY HAIR STYLING COMBS METAL PIN TAIL HANDLE 2 PC,5056239472434.0,5056239472434.0,B09XBN1K5K,1.008,2.99,-0.6483333333333329,-46.64268585131891,TIER_2_LIKELY,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=3)",True,Bathroom   Cosmetics   Beauty,TIER_1_VERIFIED,95,BRAND_MISMATCH | UNPROFITABLE
DENTIPLUS DENTAL FLOSS PICKS 50 PIECES,CLARADENT - Dental Floss Picks - 50 Pcs,5053249250892.0,5053249250892.0,B09ZHCSDQZ,1.14,4.49,0.3816666666666672,25.444444444444485,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.80, shared=3)",True,Bathroom   Cosmetics   Beauty,TIER_1_VERIFIED,99,
GALVANISED TOOL HOOKS 5PC,Rysons Galvanised Tool Hooks 5 pcs,5056239433336.0,5056239433336.0,B0CGXQ9X1P,1.008,6.95,0.2016666666666672,14.50839328537174,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.85, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,100,
WOODEN NAIL BRUSHES 2PC,Health & Beauty Wooden Nail Brushes 2 Pack,5056239472045.0,5056239472045.0,B0CGXQS8C5,1.008,7.5,1.5125,108.81294964028775,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.72, shared=3)",True,Bathroom   Cosmetics   Beauty,TIER_1_VERIFIED,96,BRAND_MISMATCH
SUPER GLUE BOTTLE 3PC,Rysons Super Glue Bottle Set 3 piece,5056239432018.0,5056239432018.0,B0D6NCDCLW,1.008,19.99,10.359583333333331,745.2937649880095,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.74, shared=3)",True,Diy   Tools,TIER_1_VERIFIED,98,
LITTLE TREES CAR FRESHENER SUPERNOVA,Little Trees® MTR0092 Supernova,7612720200030.0,7612720200030.0,B0DLX1WN8H,0.936,22.0,11.723333333333336,881.4536340852133,TIER_1_VERIFIED,55,EXTREME_PRICE_RATIO,"Exact EAN match (checksum verified),Moderate title match (sim=0.73, shared=3),Brand match: little,Price ratio 23.5x - likely mismatch",True,Other,TIER_1_VERIFIED,100,EXTREME_PRICE_RATIO
CRYSTAL PLASTIC SHOT 50 GLASSES 2 OZ,"Crystal Touch 2oz Shot Glass Set - 100 Disposable, Durable Plastic Cups - Crystal Clear Dessert Cups for Birthday, Wedding, Anniversary Party Tasting",5060357992798.0,5060357992798.0,B0DQWTGXB9,1.908,12.97,3.678333333333335,171.8847352024923,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=3),Brand match: crystal",True,Other,TIER_1_VERIFIED,100,
AMTECH DELTA SAND SHEET SET10PC (P120 GRIT,"Amtech V4030 P120 Grit Hook and Loop Delta Sheets 10 Piece Set, 140mm x 140mm x 100mm Triangle Sanding Paper, 240 V, Clear, 140 x 140 x 100mm",5032759048434.0,5032759048434.0,B07BBZRXSF,1.476,6.99,1.465,82.30337078651687,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.20, shared=4),Brand match: amtech",True,Other,TIER_1_VERIFIED,97,
151 SUPER GLUE 3G PACK OF 2,"151 Super Glue, Quick Drying, Extra Strong, 4 x 3g Tubes, Non-Drip Formula for Household Repairs",5053249240381.0,5053249240381.0,B0F74DTRRN,1.14,5.69,1.0516666666666667,70.11111111111111,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=3),Brand match: 151",True,Other,TIER_1_VERIFIED,100,
AMTECH HEAVYDUTY BYPASS PRUNER,Amtech U0355 Bypass secateurs,5032759047017.0,5032759047017.0,B0B528KSL4,3.72,10.65,2.385,65.34246575342465,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.58, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,97,
SUPERIOR FOIL 10 CONTAINERS & LID 10X12,Superior Large Foil Containers with Lids Pack of 10 –Sturdy Durable Spacious Foil Trays with Lids - Aluminium Containers 10 x 12 Inch Leak Proof Trays for Cooking Baking BBQ Meal Prep Storage,5060357990121.0,5060357990121.0,B08L66NXB5,4.5,14.97,2.665000000000002,61.97674418604656,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=3),Brand match: superior",True,Other,TIER_1_VERIFIED,100,
AMTECH SANDING SHEET DELTA P80 GRIT 10PCE,"Amtech V4025 P80 Grit Hook and Loop Delta Sheets 10 Piece Set, 140mm x 140mm x 100mm Triangle Sanding Paper, 240 V, Clear, 140 x 140 x 100mm",5032759048496.0,5032759048496.0,B07BBZS2QY,1.476,5.99,0.7616666666666669,42.79026217228466,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=5),Brand match: amtech",True,Other,TIER_1_VERIFIED,98,
SUPERIOR FOIL 10 TRAY 9X13 INCH,Superior Large Foil Aluminium Trays Pack of 10 – Heavy-Duty Deep Tin Foil Trays 32 x 26 cm Ideal for Cooking Baking Roasting BBQ Meal Prep Storage Tray – Foil Containers for Christmas Parties,5060357990114.0,5060357990114.0,B074ZH6DXK,4.5,13.97,1.7616666666666674,40.96899224806204,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=3),Brand match: superior",True,Other,TIER_1_VERIFIED,100,
AMTECH WRENCH ADJUSTABLE 6INCH,"Amtech C1682 150mm (6"") Adjustable wrenc",5032759027552.0,5032759027552.0,B004HL3XEI,3.564,9.34,1.3233333333333337,37.59469696969697,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.66, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,95,BRAND_MISMATCH
AMTECH DRIVE METRIC SOCKET SET 1/4 INCH 12PC,"Amtech I0351 Socket Set ¼”, 12pc Chrome Vanadium Steel Metric Wrench Kit, 45 Tooth Ratchet Pack with Quick Release",5032759050499.0,5032759050499.0,B089WKMFBB,10.5,21.12,2.830000000000001,30.430107526881727,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=4),Brand match: amtech",True,Other,TIER_1_VERIFIED,98,
KINGFISHER MICRO CONTAINER SS,"Kingfisher 5 Microwave Food Containers Blue Lids, 17 x 10.7 x 4.5 cm",5013478558077.0,5013478558077.0,B000XJ9QGM,0.972,5.89,0.4083333333333334,30.02450980392157,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.60, shared=1),Brand match: kingfisher",True,Other,TIER_1_VERIFIED,100,
TALA PRESERVE JAR CLIP LID 1550ML,"Tala Glass Storage Jar - Clear (Single Piece) | 1550ml | Airtight | Versatile, Preserving Fresh Goods, reducing waste | Solid",5012904128150.0,5012904128150.0,B003SOSSYK,2.088,8.99,0.5916666666666677,25.836972343522607,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.24, shared=3),Brand match: tala",True,Other,TIER_1_VERIFIED,100,
AMTECH WOODEN DOWEL 90PC SET,"Amtech - Assorted Wooden Dowels Set for Home DIY, Furniture Assembly, Woodworking, and More, Durable, Long Lasting, Provides Stability, Easy to Use (90pcs)",5032759051717.0,5032759051717.0,B0DK3NJ1FX,1.716,5.97,0.4849999999999994,24.494949494949463,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,100,
AMTECH BI-METAL HOLESAW HEX ARBOUR 14-30MM,"Amtech - 14-30mm Bi-Metal Holesaw Hex Arbour for Stable Drilling and Clean Cuts through Wood, Metal, and Plastic, Home DIY, Durable and Easy to Attach, Includes 6mm Pilot Hole Drill Bit",5032759052110.0,5032759052110.0,B0DPGDTP9P,2.16,6.45,0.5249999999999999,22.34042553191489,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=6),Brand match: amtech",True,Other,TIER_1_VERIFIED,98,
TIDYZ COMPOSTABLE 15 BAGS 10LTR,Tidyz 15 x Food Waste Bags Natural Biobags 10 Litre Biodegradable Compostable Kitchen Caddy Liners Bin Liners,5025364006043.0,5025364006043.0,B07SM7KY45,0.744,5.13,0.2150000000000006,18.37606837606843,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=3),Brand match: tidyz",True,Other,TIER_1_VERIFIED,100,
XOXO HAAIR BANDS 12PC,"XOXO Hair Bands - Pack Of 12 - Assorted Designs - Perfect For Daily Use, Parties, & Gifts",5050565566461.0,5050565566461.0,B0CWS75P54,1.008,5.92,0.2333333333333339,16.786570743405317,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=2),Brand match: xoxo",True,Other,TIER_1_VERIFIED,100,
TIDYZ FREEZER BAGS 150PCS,"TidyZ 150 Pack Freezer Bags 22cm x 28cm – Clear Plastic Food Storage Bags for Freezing, Sandwiches & Meal Prep",5025364006876.0,5025364006876.0,B0GN2DGHML,0.744,4.99,0.1683333333333342,14.387464387464464,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=3),Brand match: tidyz",True,Other,TIER_1_VERIFIED,100,
KINGFISHER FOIL 6 DISH & LIDS KCF2,"Kingfisher Foil Food Containers and Lid, Silver, Large, Pack of 6",5013478557834.0,5013478557834.0,B000XJ59XQ,1.14,5.75,0.1816666666666671,12.11111111111114,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.55, shared=2),Brand match: kingfisher",True,Other,TIER_1_VERIFIED,100,
AMTECH DRILL COBALT 13PC SET,Amtech F1122 13 Piece Titanium Coated high Speed Steel (HSS) Drill bit Set,5032759034697.0,5032759034697.0,B002CWM5DE,5.46,10.42,0.4933333333333338,9.673202614379097,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,97,
KINGFISHER DEHUMIDIFIER INTERIOR,"Kingfisher DHS2 Refillable Dehumidifier, Transparent, One Size",5013478158192.0,5013478158192.0,B07MBBD1BW,3.828,9.49,0.3283333333333342,8.778966131907334,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.61, shared=2),Brand match: kingfisher",True,Other,TIER_1_VERIFIED,98,
"AMTECH BUCKET SPATULA 6.5""","Amtech - Bucket Scoop for Scooping, Digging, and Lifting Various Materials, Home DIY, Rust-Resistant Stainless Steel, Non-Slip and Comfortable Grip (165mm)",5032759047703.0,5032759047703.0,B0DGXBS7LF,3.312,8.54,0.2866666666666659,8.660624370594139,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.28, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,100,
AMTECH ASSORTED SCREWDRIVER 6PC SET(PZ+SL),"Amtech L0665 General Purpose Screwdriver Set, 6Pcs, 3 Pozi & 3 Slotted, Non-Slip Handles, Durable Carbon Steel Shafts",5032759040100.0,5032759040100.0,B0BL1SKC5H,4.404,9.02,0.2566666666666666,6.082148499210109,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.41, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,100,
SUPERIOR PLASTIC 5 CONTAINERS & LID 32 OZ,Superior 10 Pack Meal Prep Containers - 32oz Reusable 3 Compartment Food Containers–Microwave and Dishwasher Safe Prep Plastic Food Containers with Lid Divided Bento Box Lunch Tray,5060357991012.0,5060357991012.0,B017KNFDOM,3.66,9.97,0.1583333333333338,4.398148148148164,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.28, shared=4),Brand match: superior",True,Other,TIER_1_VERIFIED,100,
AMTECH TENNON SAW 12INCH,"Amtech M0350 300mm (12"") Tenon Saw",5032759020928.0,5032759020928.0,B003XKPUBI,3.504,9.56,0.1366666666666673,3.938520653218081,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.58, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,95,BRAND_MISMATCH
DRI AIRE REFILL BAGS 500G PACK OF 3,"Dri Aire 3 * 500G Refill Bag Compatible With Premium Moisture Absorber M Size Helps Prevent Damp Mould And Condensation Absorbs Moisture Quickly And Easily, White",5055441468600.0,5055441468600.0,B0G2MH2MHG,3.492,9.99,0.1150000000000008,3.3236994219653435,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=4),Brand match: dri",True,Other,TIER_1_VERIFIED,100,
APOLLO GLASS SALT & PEPPER,"apollo THE HOUSEWARES BRAND Housewares 6782 Glass S&P Set 7cm PL lid, Plastic",5026180067829.0,5026180067829.0,B00F4L9IQC,0.876,5.8,0.0333333333333329,2.60416666666664,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=2),Brand match: apollo",True,Other,TIER_1_VERIFIED,100,
AMTECH COMBO SPANNER SET 5PCE,Amtech K0100 5 Piece Combination Spanner Set,5032759003792.0,5032759003792.0,B004TRTN6M,2.64,7.35,0.0249999999999996,0.9090909090908976,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.66, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,98,
CAROLINE 6PC FOODTRAY & LIDS,Caroline Plastic Tubs with Lids X7 500ml,5012145000703.0,5012145000703.0,B007LJ74IO,1.104,5.49,0.0087499999999997,0.5952380952380749,TIER_1_VERIFIED,55,,"Exact EAN match (checksum verified),Weak title match (sim=0.57, shared=2),Brand match: caroline",True,Other,TIER_1_VERIFIED,100,
KINGFISHER FOIL SET3 PLATTERS 17INCH,"Kingfisher Foil Platter, Silver, 17-Inch, Pack of 3",5013478557919.0,5013478557919.0,B01LZ8DKSW,1.644,7.2,-0.01,-0.5208333333333337,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.75, shared=2),Brand match: kingfisher",True,Other,TIER_1_VERIFIED,100,UNPROFITABLE
AMTECH EYE LOOP 3PC 2905,"Amtech S2905 Eye Loupe Set, Jewellers Loupe Magnifier for Watches, Coins and Stamps 3-Piece set includes x2, x5, and x10 lenses",5032759025824.0,5032759025824.0,B00303YCJ4,1.788,6.55,-0.0116666666666667,-0.5718954248366036,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,96,TITLE_WEAK | UNPROFITABLE
AMTECH FOLDING HAND TRUCK 25KG,"Amtech - Folding Hand Truck on Wheels for Moving Heavy Loads, Includes Cords to Secure Items, Durable, Lightweight, Collapsible for Easy Transport in Car Boot (25kg Capacity)",5032759050949.0,5032759050949.0,B08ZJFZWZ3,10.212,17.96,-0.0833333333333297,-0.919793966151542,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=5),Brand match: amtech",True,Other,TIER_1_VERIFIED,100,UNPROFITABLE
ECOBAG GARDEN BAG GREEN 25 BAG 80 LTR,"EcoBag - 25 Pack Extra Strong Heavy Duty Garden Sacks - 80L - 30 Microns - Recyclable, Leak Resistant & Eco-Friendly, Durable Garden Waste Disposal Bags for Household & Commercial Use (700x860mm)",5019685103505.0,5019685103505.0,B097BHC3RH,2.124,6.99,-0.0949999999999995,-4.094827586206876,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=2),Brand match: ecobag",True,Other,TIER_1_VERIFIED,100,UNPROFITABLE
AMTECH POLY FOAM BRUSH 4PC SET,"Amtech - Poly Foam Brushes for Staining Wood with Tapered Heads for Easy Access to Intricate Areas, Home DIY, No Brush Marks, Easy to Clean, Includes Different Sizes (Set of 4)",5032759051625.0,5032759051625.0,B0D6N6V5GV,0.876,3.82,-0.0566666666666668,-4.427083333333349,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=4),Brand match: amtech",True,Other,TIER_1_VERIFIED,100,UNPROFITABLE
AMTECH PADLOCK DISC 90MM,"Amtech W4250 90mm Disc Padlock, Heavy Duty and Corrosion Resistant Stainless Steel Construction with 2 Keys",5032759014873.0,5032759014873.0,B003BJ2DZM,5.256,10.12,-0.2266666666666668,-4.59770114942529,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=4),Brand match: amtech",True,Other,TIER_1_VERIFIED,95,BRAND_MISMATCH | UNPROFITABLE
AMTECH SOCKET 27PC SET WITH BITS,"Amtech I0225 27 Piece 1/4"" Drive Socket and bit Set",5032759034703.0,5032759034703.0,B003XKIGOQ,13.08,18.58,-0.8066666666666678,-7.045123726346443,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.44, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,97,UNPROFITABLE
AMTECH SAW BLADES FOR WOOD 5PC,Amtech M1600 5 Piece wood jigsaw blade set (AMT111C),5032759004553.0,5032759004553.0,B0030BWNJC,1.104,4.05,-0.1450000000000003,-9.863945578231316,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.47, shared=2),Brand match: amtech",True,Other,TIER_1_VERIFIED,97,UNPROFITABLE
AMTECH 3W PORTABLE SWITCH LIGHT,"Amtech - Portable Switch Light for The Home, Garage, Shed and More, Powerful White LED Light with 240 Lumens, Easy to Install, Batteries Included",5032759048373.0,5032759048373.0,B0CY2L15G2,2.784,6.97,-0.3429166666666663,-11.948315911730534,TIER_2_LIKELY,55,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=4),Brand match: amtech",True,Other,TIER_1_VERIFIED,100,UNPROFITABLE
