source,local_idx,label_binary,split,kind,SupplierTitle,AmazonTitle
pw,1633,1,validation,ambig_pos_packdiff,Masterplast Ear Plugs 4 Pairs,Master Plast Ear Plug Set of 5
pw,67,1,validation,clean_pos,Murder Motel Half Skull Halloween Mask 2 Assorted,Murder Motel Half Skull Mask Horror-Themed Halloween Parties Unisex
pw,533,1,validation,clean_pos,Duzzit Appliance Descaler 2 Pack,"Duzzit Appliance Descaler Easy To Use Sachets For Kettle Coffee Machine Removes Limescale, Purple (Pack Of 2)"
efg,164,1,validation,clean_pos,BLACKSPUR MINI LONG NOSE PLIERS,Blackspur - Mini Carbon Steel Long Nose Pliers - 12cm - Black
pw,193,1,validation,clean_pos,Elysium Spa Himalayan Bath Salts 1kg,Elysium Spa Himalayan Salt (1kg)
pw,2659,0,validation,listing_swap,Jokes & Gags Squeezy Banana Squish Toy CDU,HTI 1373188
pw,585,1,validation,clean_pos,DID P.T.F.E Thread Seal Tape 12mm X 0.075mm X 12m 3 Pack,DID P.T.F.E Thread Sealing Tape Pack Of 3 Plumbers Water Tight Plumbing Seal Adhesive
pw,475,1,validation,clean_pos,SupeRetro Tiddlywinks Board Game,Superetro Tiddlywinks Classic Game
efg,1654,0,validation,clean_neg,CAROLINE PLASTIC 2 OZ 14 TUBS & LID 1430,"RIAARIO 1:18 All Terrain RC Car, 36 KPH High Speed Remote Control Car with 2.4 GHz Remote Control, 4WD Electric Vehicle Off-Road Truck, 4X4 Waterproof RC Trucks with 2 Rechargeable Batteries"
pw,337,1,validation,clean_pos,Pan Aroma Honeysuckle & Sandalwood Reed Diffuser 50ml CDU,"Pan Aroma Air Freshener Reed Diffuser, Sandalwood & Honeysuckle, 50Ml,Green"
efg,1913,0,validation,clean_neg,NEUTRADOL AIR FRESHENER SPRAY FRESH  PINK 300ML PK12,C21N1818-1 Battery for Asus VivoBook 15 F512D F512J F512F F512FA F512FB F512FJ F512FL F512DA F512JA F512UA X512DA X512JA X512FA X512FB X512FJ X512FL X512JF X512JP X512DK S512DK S512FA S512FB 7.7V 37Wh
efg,2994,0,validation,clean_neg,BLOC SUPER GLUE 3G 5PK,LEGO Star Wars 75407 Brick-Built Star Wars Logo - Collectible DIY Building Set for Adults - Iconic Pop Culture Model Kit - Home Office Display Piece - Gift Idea for Adult & Teenage Fans
pw,4543,0,validation,clean_neg,Giftmaker Busy Bees Gift Bag Large,"V10 Dust Bin Sealing Ring Compatible with Dyson V10 SV12 Cyclone Vacuum Cleaner, Replacement Part for Motorhead Absolute Animal Torque Models, Dust Bucket Canister Bin Seal with T8 Tool"
pw,6435,0,validation,clean_neg,Auto Extreme Car Pump Sprayer 2L,"Mlikero 10 Pack Classic Baseplates Building Plates- Large 10"" x 10"" Building Bricks, Compatible with All Major Brands and Activity Table, for Builders Age 3+ (Grey)"
efg,625,1,validation,clean_pos,151 HARD AS NAILS MOUNTING TAPE,2 X Hard As Nails Mounting Tape Heavy Duty Double Sided 50kg per Roll 24mm X 5m
pw,71,1,validation,clean_pos,DID White Cable Ties Assorted 150pc,DID White Cable Ties Assorted 150'S
efg,889,1,holdout,clean_pos,151 GLUE STICKS PACK OF 4,12 X Glue Sticks Washable Non Toxic Kids Children School Craft Glue Adhesives
efg,2301,0,holdout,clean_neg,ESSENTIAL BAKING SHEETS 10M PK12,H&S Adjustable Shower Head with High Pressure - Universal Handheld Showerhead with 5 Different Spray Modes - Powerful Chrome Replacement - for Low Water Pressure - High Pressure Shower Heads
efg,2983,0,holdout,clean_neg,GLITTER SILVER PLATE 10 INCH,"MATANA 25 Premium Clear Hard Plastic Dinner Plates with Silver Glitter, 26cm / 10 Inch - Elegant & Reusable Party Plates for Weddings, Birthdays, Picnic, BBQ, Parties"
pw,449,1,holdout,clean_pos,Roadster Baseball Bat Steering Wheel Lock,Roadster Baseball Car Lock
pw,577,1,holdout,clean_pos,Duzzit Microfibre Duster 54cm Assorted Colours,DUZZIT - Microfibre Duster
pw,181,1,holdout,clean_pos,Elbow Grease Natural Citric Acid 250g,Elbow Grease Citric Acid 250g
pw,3263,0,holdout,clean_neg,Cleaning Caddy Taupe,242303001 Refrigerator Air Damper Control Assembly Compatible with Frigidaire/Crosley Fridge AP5788340 PS8746718 EAP8746718 3016452 (120V 50/60Hz)
pw,386,1,holdout,clean_pos,Pestshield Mouse Traps 2 Pack,Pestshield Mouse Traps x 2 Indoor & Outdoor Use Easy to Use
pw,5845,0,holdout,clean_neg,Alya Exotic Leaves Air Freshener Automatic Spray 250ml,"860 Pcs Small Screws Assortment Kit, M2 M2.5 M3 Micro Tiny Mini Cross Flat Head Countersunk Screws for Phone Watch Spectacle Computer Laptop Glasses(Black, Silver)"
pw,101,1,holdout,clean_pos,Pets Play Chewy Dental Dog Toy Assorted,PETS PLAY DOG CHEWY DENTAL TOY-PAP1064 -RANDOM DESIGN & COLOUR
pw,6314,0,holdout,clean_neg,Greenshield Household Anti-Bacterial Wipes 70 Sheets,Interlock Microswitch Compatible for Lamona 2-Tag 'New' Type Multi-Model Fitting Dishwasher Door. OPN: 1731980300
efg,1781,0,holdout,clean_neg,STATUS DIMMABLE LED GLS BC PEARL W/W 13W 100W,"Battery for Dyson V10 SV12, LONGFIT 6500mAh Battery Compatible with Dyson Cyclone V10 Animal V10 Absolute V10 Fluffy V10 Motorhead V10 Total Clean Vacuum Cleaner"
pw,3181,0,holdout,clean_neg,"DID Foil Containers & Lids 2 Pack 9""","UoYeet Football Display Case with Ball Holder, Clear Display Box for Full Size Football Soccer Volleyballs, Sports Memorabilia Showcase"
pw,1275,1,holdout,clean_pos,151 Super Glue Twin Pack,Super Glue Twin pack 2 x 5g bottles
pw,3247,0,holdout,clean_neg,Prima Stainless Steel Ice Cube Tong 16cm,"Lenor Outdoorable Fabric Conditioner 480 Washes (8x60), Spring Awakening - Ultra Concentrated Freshness"
pw,7,1,holdout,ambig_pos_packdiff,Elbow Grease Antibacterial Surface Scrub Wipes 24 Pack,Elbow Grease Surface Kitchen Bathroom Scrub Wipes 72 (3 PACK)
efg,1759,0,holdout,clean_neg,SECURE FIX SUPER GLUE 5XIg,LEGO Wicked Elphaba's Retreat - Forest Building Toy with 2 Mini Dolls & 2 Animal Figures plus Accessories - Gift for 7+ Year Old Girls & Movie Fans - 75687
pw,864,1,holdout,ambig_pos_packdiff,151 Wet Or Dry Sandpaper 8 Pack,Wet Or Dry Sandpaper 10Pk
pw,407,1,holdout,clean_pos,Pan Aroma French Vanilla Air Freshener Refill,Pan Aroma A/F Refill-250Ml Vanilla
pw,537,1,holdout,clean_pos,Home Collection Black A4 Certificate Photo Frame 21cm X 29.7cm,Home Collection Cambridge Range Stylish Black Wood Effect Photo Frame Table Stand & Wall Mounts to Display A4 Picture/Certificate
pw,60,1,holdout,ambig_pos_packdiff,World Of Pets Lemon Scented Pet Wipes 40 Pack,World of pets Pet wipes WP440 1 pack
pw,4524,0,holdout,clean_neg,Police Play Gun Set,"Remington Detail Kit for Men (Trimmer for Eyebrows and Fine Detailing, Rotary Trimmer for Nose and Ear, Comb Tweezers, Storage, Battery Operated with Battery Included) NE8000"
pw,611,1,holdout,clean_pos,Elbow Grease Super Strong Rubber Gloves Large CDU,"Elbow Grease Rubber Gloves | Cotton Lined, Super Strong, Non-Slip Household Cleaning Gloves (Large)"
pw,3458,0,holdout,clean_neg,Battery-Operated Bubble Gun With Bubble Solution,Power Window Regulator Front Left Passenger Side for Skoda Fabia MK3 2014-2021 Window Regulator Replaces 6V0837461 6V0837461A 6V0837461B 6V0837461C
efg,2977,0,holdout,clean_neg,GLAMOUR STUDIO SCARF SCRUNCHIES,"Sensory Toys Baby Toys,93 Lighting Mode Sensory Lights,Dimmable+Timer+Remote Star Projector Baby Lights Projector,360°Rotate Baby Night Light Kids Night Light Projector,Baby Boy Gifts Baby Girl Gifts"
pw,260,1,holdout,clean_pos,Munch & Crunch Chewy Bites Chicken,"Munch & Crunch ‎178849 Chewy Bites, Brown, 66.53 g (Pack of 3)"
pw,315,1,holdout,ambig_pos_packdiff,Pan Aroma Mini Gel Air Freshener 3 Pack,"Pan Aroma Mini Gel Air Freshener, 9 Pack, Assorted Scents (Lavender Garden/Vanilla Bean/Pure Cotton)"
pw,539,1,holdout,clean_pos,Masterplast Assorted Waterproof Dressings 100pc,Masterplast 100 Waterproof Assorted Plasters | Mixed First Aid Dressings - Breathable & Durable - Perfect for The Shower or Swimming (100 Pack)
pw,30,1,holdout,ambig_pos_packdiff,"Munch & Crunch Rawhide Knotted Bones 6"" 2 Pack","Munch & Crunch Dog Treats Knotted Bones 6"" 100% Natural Rawhide 4 Pack"
