SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,tier,confidence_score,flags,reasons,ean_exact_match,Category,v2_tier,v2_confidence,v2_flags
Bello Plastic Margarita Cocktail Glass,Clear Margarita Cocktail Glass Plastic 17CM Pack of 2,5015302421595,5015302421595.0,B07F3HKCJT,0.852,8.74,2.520833333,200.0661376,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=4)",True,Wholesale Partyware,TIER_1_VERIFIED,96,BRAND_MISMATCH
"Lynwood Simulated Sheepskin Roller Set 9""","Lynwood Paint Roller and Tray 9"" 229mm",5016574123552,5016574123552.0,B009672R18,1.68,11.98,3.713333333,190.4273504,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.57, shared=2),Brand match: lynwood",True,Paint Rollers Trays,TIER_1_VERIFIED,97,
151 Dark Oak Varnish 180ml,4 x Dark Oak Varnish 180ml Paint Gloss Car Home Metal Wood Brick,5050375085282,5050375085282.0,B07MQBG5LR,1.5,10.56,3.27,181.6666667,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=4)",True,Wholesale Sealants Paints,TIER_1_VERIFIED,98,
151 Classic Mahogany Varnish 180ml,4 x Classic Mahogany Varnish 180ml Paint Gloss Car Home Metal Wood Brick,5050375085312,5050375085312.0,B07MJH88RP,1.5,10.56,3.27,181.6666667,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=4)",True,Wholesale Sealants Paints,TIER_1_VERIFIED,98,
Eglo Peneto White Recessed Moveable Spotlight GU10 With Warm White Bulb,"Eglo 94262 Interior Light, Silver",9002759942625,9002759942625.0,B011KOWHBE,1.56,12.6,3.36,181.6216216,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=1),Brand match: eglo",True,Wholesale Lighting Light Bulbs,TIER_1_VERIFIED,100,TITLE_WEAK
Clear Plastic Half Pint Tumbler 284ml 20 Pack,20 x 1/2 PINT PLASTIC TUMBLERS - half pint disposable quality beer glasses,5030481960192,5030481960192.0,B00QU13LJU,0.768,8.72,2.096666667,176.1904762,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=3)",True,Wholesale Partyware,TIER_1_VERIFIED,95,BRAND_MISMATCH
Bello Dimple Small Bowl 14cm,"""Bello"" Set of 4 Plastic Dimple Small Bowls Perfect for Parties 14x9cm",5015302432058,5015302432058.0,B00IUKZAZ2,0.78,9.19,2.018333333,168.1944444,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=3)",True,Wholesale Partyware,TIER_1_VERIFIED,98,
Rapide Clear Gloss Varnish 170ml,Varnish 180ml Can Gloss 'Clear',5019702951584,5019702951584.0,B0052C6J8I,0.804,8.99,2.051666667,168.1693989,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=3)",True,Other,TIER_1_VERIFIED,96,BRAND_MISMATCH
Rapide General Purpose Primer 170ml,General Purpose Primer Paint 180ml x 1,5055319551045,5055319551045.0,B00C28YGSK,0.804,8.99,2.051666667,168.1693989,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.74, shared=3)",True,Other,TIER_1_VERIFIED,100,
Auto Extreme High Performance Chain Lube Spray 200ml,Mean Machine Bicycle chain lube oil lubricant spray 200ml (2),5055319556071,5055319556071.0,B011IEZMMW,0.804,7.99,2.029583333,166.3592896,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.56, shared=4)",True,Other,TIER_1_VERIFIED,95,BRAND_MISMATCH
Pan Aroma Gel Fresh Flower Air Freshener Assorted Fragrance,GEL FRESH AIR FRESHENER,5053249009308,5053249009308.0,B075FWC62K,0.912,7.99,2.058333333,157.1246819,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.56, shared=4)",True,Wholesale Home Fragrance Candles Accessories,TIER_1_VERIFIED,96,BRAND_MISMATCH
Halloween Ghoulish Decoration Glitter Spiders 6.5cm 4 Pack Assorted Colours,Gem Imports Halloween Decorative Orange Glitter Spiders - Pack of 4,5056170312967,5056170312967.0,B0CKTNNWCL,0.72,6.19,1.778333333,154.6376812,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.64, shared=3)",True,Wholesale Halloween,TIER_1_VERIFIED,95,BRAND_MISMATCH
Halloween Ghoulish Decoration Glitter Spiders 6.5cm 4 Pack Assorted Colours,Gem Imports Halloween Decorative Orange Glitter Spiders - Pack of 4,5056170312967,5056170312967.0,B0CKTNNWCL,0.72,6.19,1.778333333,154.6376812,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.64, shared=3)",True,Wholesale Halloween,TIER_1_VERIFIED,95,BRAND_MISMATCH
Fun Time Tingle Stimulating Lubricant 75ml,3 x Tingle Stimulating Sex Lube Fun Time Play Lubrication Water Based Lube 75ml,5020535015466,5020535015466.0,B0DJD5981G,0.912,8.09,2.010416667,153.4669211,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=5)",True,Wholesale First Aid Medical,TIER_1_VERIFIED,98,
Dekton 3mm Flat Pro Screwdriver 7.5cm,Dekton Flat Screwdriver 3mm x 75mm | Durable CR-V Steel Construction | Magnetic Tip for Easy Screw Pick-Up | Non-Slip Rubber Handle for Improved Grip and Control | Ideal for DIY & Home Improvement,5055441423982,5055441423982.0,B0DH57P7LG,0.792,6.41,1.801666667,148.8980716,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=4),Brand match: dekton",True,Wholesale Hand Tools,TIER_1_VERIFIED,100,
Leonardo Desire Aroma Heart-Shaped Silver Wax Oil Burner,Desire Silver Heart Wax Melt Warmer,5010792475851,5010792475851.0,B09RWWZB6W,2.1,11.48,3.421666667,148.7681159,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=4)",True,Wholesale Home Fragrance Candles Accessories,TIER_1_VERIFIED,98,
Pan Aroma Coconut & Vanilla Scented Gel Crystals Air Freshener 150g,Lava Gel Crystal Air Freshener French Vanilla,5053249003894,5053249003894.0,B00F4LBW6Q,0.912,8.49,1.845,140.8396947,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=4)",True,Wholesale Home Fragrance Candles Accessories,TIER_1_VERIFIED,95,BRAND_MISMATCH
151 Multipurpose Spray Paint Clear Lacquer 400ml,3 x Clear Lacquer Spray Paint,5053249215280,5053249215280.0,B07CDV9CZ8,1.932,10.66,2.980833333,138.0015432,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=4)",True,Wholesale Sealants Paints,TIER_1_VERIFIED,96,BRAND_MISMATCH
"Marksman Metal Spring Clamps 4"" 4 Pack",8 x Metal Spring Clamps stall Clips with Rubber Coated Tipped Grip Holder for Camping Tarpaulin 4 inches,5038673610597,5038673610597.0,B08BY3BTCX,0.936,7.75,1.749583333,131.547619,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.35, shared=3)",True,Wholesale Marksman Tools,TIER_1_VERIFIED,95,BRAND_MISMATCH
Wheat Heat Pack Assorted Fleece Tartan,WHEAT & LAVENDER HEAT CUSHION,5038918067988,5038918067988.0,B00CIRSY92,2.988,12.99,3.75125,123.3963816,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.45, shared=2),Brand match: wheat",True,Wholesale First Aid Medical,TIER_1_VERIFIED,97,
Marksman Digital Voltage Tester 12V-220V,DIGITAL AC/DC 12V-250V VOLTAGE NEUTRAL TESTER,5038673680514,5038673680514.0,B003PJ9C3E,0.768,6.9,1.38,115.9663866,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=4)",True,Wholesale Marksman Tools,TIER_1_VERIFIED,96,BRAND_MISMATCH
Cooper & Pals Adjustable Dog Lead & Collar Set Assorted,Dog Lead and Collar Set Adjustable (Medium) Colour May Vary,5055257868564,5055257868564.0,B00C8R3RZ8,0.78,5.99,1.342916667,111.9097222,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=4)",True,Wholesale Pet Walking Grooming,TIER_1_VERIFIED,95,BRAND_MISMATCH
Cookhouse Stainless Steel Pizza Cutter 20cm,2 X Pizza Cutter Stainless Steel 20cm with Easy Grip Handle an Essential Item for All Kitchens,5015302440282,5015302440282.0,B08DVG3JZV,0.852,7.95,1.375,109.1269841,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.35, shared=5)",True,Wholesale Kitchen Utensils Cutlery,TIER_1_VERIFIED,96,BRAND_MISMATCH
Foil Oven Dishes & Lids 20cm X 11cm X 5.5cm 5 Pack,FOIL OVEN DISH & LID LRG,5030481930119,5030481930119.0,B00CDL34PW,0.768,6.09,1.265,106.302521,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.56, shared=2),Brand match: foil",True,Wholesale Foil,TIER_1_VERIFIED,100,
Marksman Wood Screws Assortment 100pc,165Pc Wood Screws Assortment,5038673620022,5038673620022.0,B007JVRCO0,1.02,6.75,1.455,103.9285714,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.71, shared=3)",True,Fasteners Assortments,TIER_1_VERIFIED,99,
Bello Assorted Colour Reusable Bottle Chillers 4 Pack,Pack of 4 Plastic Reusable Bottle Chillers Ice Cube Cubes Blue & Green 12x1.5cm,5015302421786,5015302421786.0,B0BZ19RG9K,0.552,5.5,1.043333333,103.30033,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=3)",True,Wholesale Partyware,TIER_1_VERIFIED,95,BRAND_MISMATCH
Halloween Pumpkin Carving Kit 3pc Assorted Colours,Gem Imports Halloween Adults Pumpkin Carving Kit,5056170308885,5056170308885.0,B0CKT855CC,0.768,5.69,1.211666667,101.8207283,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=4)",True,Wholesale Halloween,TIER_1_VERIFIED,98,
Prima Universal Sink Plugs Assorted 5 Pack,Pack Of 5 Assorted Universal Sink Plugs,5038673184845,5038673184845.0,B08ZH6WHJF,0.888,6.04,1.283333333,99.48320413,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=4)",True,Sinks Drains,TIER_1_VERIFIED,96,BRAND_MISMATCH
Halloween Cookie Cutter 2 Pack Assorted,Gem Imports Assorted Halloween Cookie Cutters - Pack of 2,5056170338134,5056170338134.0,B0CKRZ6J1G,0.852,5.79,1.195,94.84126984,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.65, shared=3)",True,Wholesale Halloween,TIER_1_VERIFIED,96,BRAND_MISMATCH
Halloween Cookie Cutter 2 Pack Assorted,Gem Imports Assorted Halloween Cookie Cutters - Pack of 2,5056170338134,5056170338134.0,B0CKRZ6J1G,0.852,5.79,1.195,94.84126984,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.65, shared=3)",True,Wholesale Halloween,TIER_1_VERIFIED,96,BRAND_MISMATCH
Kids Create PVA White Glue 500ml,500ml White PVA Glue - Pack of 3,5012128511394,5012128511394.0,B087X9V5HT,1.14,8.75,1.371666667,91.44444444,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=4)",True,Wholesale Christmas,TIER_1_VERIFIED,98,
Creepsterz Colour-Changing Lizard CDU Assorted Colours,HTI Colour Changing Lizard- Change In Water- Pocket Money Animal Toys,5050837482611,5050837482611.0,B09WLNXKRN,0.924,5.88,1.2,90.90909091,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=3)",True,Wholesale Display Box Toys,TIER_1_VERIFIED,95,BRAND_MISMATCH
Handy Homes Heavy Duty Padlock,40mm Heavy Duty Cast Iron Padlock,5055257820432,5055257820432.0,B0082CR1QY,0.636,5.3,0.946666667,87.65432099,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.63, shared=3)",True,Wholesale Home Security,TIER_1_VERIFIED,95,BRAND_MISMATCH
Dr Johnson's Sterilising Fluid 1L,Dr Jonsons Baby Sterilising Fluid Highly Concentrated - 1 Litre,5025416330034,5025416330034.0,B00KQHJKTY,1.044,7.52,1.196666667,84.27230047,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.66, shared=2),Brand match: dr",True,Multi Purpose Cleaners,TIER_1_VERIFIED,98,
Pan Aroma Pure Cotton Scented Gel Crystals Air Freshener 150g,3 x Pan Aroma Lava Gel Crystals Cool Linen 150g by Pan Aroma,5053249003917,5053249003917.0,B01N9177Q9,0.888,6.64,1.063333333,82.42894057,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=5)",True,Wholesale Home Fragrance Candles Accessories,TIER_1_VERIFIED,95,BRAND_MISMATCH
151 Multipurpose Spray Paint Blue Gloss 400ml,3 x Blue Spray Paint,5053249219783,5053249219783.0,B07C991XMX,2.16,9.44,1.926666667,81.9858156,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.46, shared=3)",True,Wholesale Sealants Paints,TIER_1_VERIFIED,95,BRAND_MISMATCH
Dekton Mini Emulsion Paint Roller Set 4pc,"Dekton 4"" Emulsion Set 4pc-Woven roller for emulsion| Ideal for emulsion paints on walls & ceiling| Medium Pile Woven Fabric Sleeve| Durable Finish| Seamless Repairs On Nicks & scuffs| 2 roller,1 tray",5055441449807,5055441449807.0,B0DJBVQGY2,1.812,9.14,1.666666667,80.90614887,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.30, shared=4),Brand match: dekton",True,Wholesale Painting Decorating,TIER_1_VERIFIED,100,
Cre8 A4 Multi-Coloured Activity Paper,Pennine A4 Multi-Coloured Activity Pad,5060082936265,5060082936265.0,B01BFHR7IO,0.768,5.87,0.951666667,79.9719888,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.82, shared=3)",True,Stationery Pound Lines,TIER_1_VERIFIED,100,
Marksman All Purpose Scraper With 5 Spare Blades,All Purpose Scraper,5038673600031,5038673600031.0,B07KYX96D7,1.104,6.15,1.145,77.89115646,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=3)",True,Wholesale Painting Decorating,TIER_1_VERIFIED,99,
"Harris Woodcare Brush 3""",Harris 10630 3-Inch Transform Wood Stain and Varnish Brush - Green,5000253106301,5000253106301.0,B009V5VTU0,1.932,7.92,1.68,77.77777778,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.46, shared=2),Brand match: harris",True,Paint Brushes,TIER_1_VERIFIED,100,
Christmas Santa & The Nutcracker Kids Cutlery Set 3pc,RSW Christmas Themed Kids Cutlery Set Tableware Knife Fork Spoon Santa Nutcracker Christmas Characters Xmas Festive Childs,5015302166199,5015302166199.0,B0CMDBJK6D,1.944,7.95,1.595,73.50230415,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=5)",True,Wholesale Christmas,TIER_1_VERIFIED,98,
Bloome Triple Fragrance Wax Melts Fresh Berries X12,Wax Melts 12 Pack (Fresh Berries),5055566988014,5055566988014.0,B071RDJG8B,0.78,4.99,0.858333333,71.52777778,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.56, shared=4)",True,Wholesale Home Fragrance Candles Accessories,TIER_1_VERIFIED,96,BRAND_MISMATCH
151 Extra Strong Super Glue 1g 5 Pack,"2 x 151 Super Glue Tubes 1g 5pk, Extra Strong Non-Drip Formula for Household Repairs",5053249256498,5053249256498.0,B0F74FJH1T,0.912,6.99,0.935,71.3740458,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=5)",True,Wholesale Glue Adhesives Tape,TIER_1_VERIFIED,96,BRAND_MISMATCH
Giftmaker Metallic Silver Tissue Paper 5 Sheets 50cm X 70cm,"Dragon Tissue Paper Silver Colour, Pack of 5",5012128568275,5012128568275.0,B0DJBWMX3C,0.552,5.83,0.709583333,70.25577558,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.35, shared=3)",True,Wholesale Gift Wrap Bags,TIER_1_VERIFIED,95,BRAND_MISMATCH
151 Heavy Duty Multipurpose Adhesive Spray 500ml,3 Spray Glue Adhesive Contact Glue Heavy Duty Mount DIY Craft Upholstery 500ml,5053249215044,5053249215044.0,B098P62161,2.508,10.99,1.848333333,70.01262626,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=5)",True,Wholesale Glue Adhesives Tape,TIER_1_VERIFIED,95,BRAND_MISMATCH
Marksman Clear Packing Tape 48mm X 50m,6Pcs Clear Packaging Tape 48mm x 50 mm,5038673720609,5038673720609.0,B07KRM4CR8,0.468,6.18,0.65,69.14893617,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.82, shared=3)",True,Wholesale Glue Adhesives Tape,TIER_1_VERIFIED,98,
Cotton Tree Nail Polish Remover 236ml,2 x FINGER NAIL POLISH REMOVER LEMON FRAGRANCE 295ML by Cotton Tree,5050375052369,5050375052369.0,B01N8TMBWW,0.972,6.29,0.925416667,68.04534314,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=5)",True,Wholesale Hand Nail,TIER_1_VERIFIED,96,BRAND_MISMATCH
Elbow Grease Lemon Fresh Foaming Toilet Cleaner 500g,"3 x Elbow Grease Foaming Toilet Cleaner, Deep Cleaning Action, Lemon Fresh Fragrance 500g",5053249253183,5053249253183.0,B0CCJS5GKB,1.944,9.8,1.466666667,67.58832565,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=8)",True,Bathroom Cleaners,TIER_1_VERIFIED,99,
Marksman Trimmer Line 1.65mm X 15m,HEAVY DUTY STRIMMER LINE 1.65MM X 15M 15 METRE GREEN,5038673701578,5038673701578.0,B004NLPX36,0.816,5.16,0.8,65.04065041,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.62, shared=3)",True,Garden Tools,TIER_1_VERIFIED,95,BRAND_MISMATCH
A4 Ringbinder Folder 3 Assorted Colours,A4 Files Ringbinder - 4 colours available,5012128320378,5012128320378.0,B007IJPRY0,0.912,6.43,0.834583333,63.7086514,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.58, shared=2),Brand match: a4",True,Wholesale Office Supplies,TIER_1_VERIFIED,98,
World of Science Gold Panning Kit CDU,KandyToys Gold Panning Kit for Kids | Science Kit | Children's Toy,5033849045340,5033849045340.0,B073H4C1WV,1.428,7.99,1.068333333,61.39846743,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=4)",True,Wholesale Games Activity Toys,TIER_1_VERIFIED,95,BRAND_MISMATCH
Car Pride Clean & Polish Microfibre Cloth,CARPRIDE® Clean and Polish MicroFibre Cloth for Car Exterior and Interior | Streak Free | 30 x 30 cm,5053249245799,5053249245799.0,B0BLLV2M74,0.912,5.29,0.788333333,60.17811705,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=5)",True,Cleaning Air Fresheners,TIER_1_VERIFIED,100,
Bello Elegant Swirl Dinner Plate 27cm X 3.5cm,RSW Set of Bello Elegant Swirl Clear Reusable Plastic 27cm Dinner Plate (Set of 2),5015302420437,5015302420437.0,B092VYT22B,1.752,7.93,1.197083333,59.55638474,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=6)",True,Wholesale Partyware,TIER_1_VERIFIED,96,BRAND_MISMATCH
Masterplast Tubular Support Bandage,TUBULAR SUPPORT BANDAGE- PACK OF 2,5050375025776,5050375025776.0,B00C7T93U0,0.852,6.2,0.736666667,58.46560847,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.68, shared=3)",True,Wholesale First Aid Medical,TIER_1_VERIFIED,99,
Tidyz Multipurpose Disposable Gloves 150 Pack,TIDY MULTI-PURPOSE DISPOSABLE GLOVES(150 PK) - 1,5025364005275,5025364005275.0,B00F4LCAIU,0.636,5.45,0.611666667,56.63580247,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.92, shared=3)",True,Work Gloves,TIER_1_VERIFIED,100,
Bello Beer Glass 600ml,RSW Bello 600ml Plastic Beer Glass (1),5015302421748,5015302421748.0,B0B1N76DJ7,1.944,8.2,1.228333333,56.60522273,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=4)",True,Wholesale Partyware,TIER_1_VERIFIED,99,
Dry Food Storage Containers 2ltr 4 Assorted Colours,"""Brights"" Dry Food Storage Container Great for Cereal and Food Storage",5015302464103,5015302464103.0,B00H8TNM7E,0.948,9.99,0.755,56.34328358,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.61, shared=3)",True,Wholesale Storage Boxes Containers,TIER_1_VERIFIED,97,
Just Stationery CD/DVD Peel & Seal Bubble Envelopes 140mm X 170mm 6 Pack,Just-Stationery 140 x 170 mm CD Bubble Envelope (Pack of 6),5013922042251,5013922042251.0,B071S26W5V,0.768,5.15,0.661666667,55.6022409,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.60, shared=3)",True,Stationery Pound Lines,TIER_1_VERIFIED,100,
Squishy Bead Pineapple Squish Toy CDU,Kandytoys Squishy Bead Pineapple,5033849032661,5033849032661.0,B00476PB4S,1.008,7.0,0.743333333,53.47721823,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.64, shared=3)",True,Wholesale Pocket Money Toys,TIER_1_VERIFIED,98,
Prima Easy Can Opener With Sharp Punch,Stainless Steel Easy Can Opener - Tin Bottle Metal Food Open Camping New Punch,5038673182797,5038673182797.0,B00PYNT3WY,0.852,4.99,0.648333333,51.45502646,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=4)",True,Wholesale Kitchen Utensils Cutlery,TIER_1_VERIFIED,95,BRAND_MISMATCH
Craft Buddy Diy Crystal Art Card Kit,CRYSTAL ART Pretty Flowers Card Kit 11x22cm Craft Buddy,5055865491918,5055865491918.0,B09JWXZNCP,0.852,4.99,0.648333333,51.45502646,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=6)",True,Wholesale Games Activity Toys,TIER_1_VERIFIED,96,BRAND_MISMATCH
Hugs & Kisses Mummy's & Daddy's New Bone China Mugs,"New Parents Mugs Mummy Daddy Newborn 12oz Bone China Luxury New Born Celebration Mug, Set of 2, For Home Kitchen Office",5015302106065,5015302106065.0,B07CL5KHVJ,2.784,10.94,1.476666667,51.45180023,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=5)",True,Wholesale Gifts Toys,TIER_1_VERIFIED,95,BRAND_MISMATCH
Party Solutions White Disposable Plastic Cups 200ml 60 Pack,60Pk 200Ml White Plastic Cups,5030481970177,5030481970177.0,B00SX7N66C,1.02,6.37,0.702083333,50.14880952,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=4)",True,Wholesale Plastic Disposable,TIER_1_VERIFIED,98,
151 Multipurpose Spray Paint Green 400ml,3 x Green Spray Paint,5053249219806,5053249219806.0,B07BQFP366,2.112,9.39,1.145,49.56709957,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.49, shared=3)",True,Wholesale Sealants Paints,TIER_1_VERIFIED,96,BRAND_MISMATCH
Smart Choice Pet Treat Food Storage Container 6l,RSW INTERNATIONAL Dog Food Treat Biscuit Storage Container - 24 x 23 x 18cm,5052516212991,5052516212991.0,B09ZPQZNBX,3.072,9.93,1.515,48.71382637,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4)",True,Wholesale Pet Toys Treats,TIER_1_VERIFIED,95,BRAND_MISMATCH
Air Wick Jasmine Bloom & Freesia Reed Diffuser 42ml,"Airwick Reed Diffuser - Infused with Natural Essential Oils, Jasmine Bloom and Freesia Scent",5059001010759,5059001010759.0,B0CCJV3WJ4,2.58,7.99,1.258333333,46.60493827,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.46, shared=5)",True,Wholesale Home Fragrance Candles Accessories,TIER_1_VERIFIED,98,
Kids Create A4 Chalk Board Set,"Anker Kids Create Arts and Crafts Chalkboard with Chalk Duster, Plastic, Assorted Colour, A4",5012128210785,5012128210785.0,B08CH2B4PB,0.9,6.28,0.573333333,44.1025641,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=3)",True,Wholesale Art Crafts,TIER_1_VERIFIED,100,
Kids Create White Pva Glue,250ml White PVA Glue - Pack of 2,5012128388651,5012128388651.0,B087QPSQRN,0.732,5.75,0.502916667,43.35488506,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=3)",True,Wholesale Christmas,TIER_1_VERIFIED,95,BRAND_MISMATCH
Prima PVC Shower Hose Pipe Set 1.5m,My Bargains Online Shop 23175C 1.5m PVC Shower Hose Pipe Set,5038673231754,5038673231754.0,B0082C7VHI,2.928,9.77,1.231666667,41.19286511,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=4)",True,Wholesale Bathroom Accessories,TIER_1_VERIFIED,96,BRAND_MISMATCH
