SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,Unit_Qty_Flag,Unit_Qty_Note,Bucket
Zoflora Odour Neutralising Disinfectant 120ml Assorted,"Zoflora Mixed Pack Assortment 1 x 120ml, Concentrated 3-in-1 Multipurpose Disinfectant – Fragrances May Vary Kills 99.9% of Bacteria & Viruses",5011309302417,5011309302417.0,B01M18TKG1,1.26,6.99,0.7949999999999999,49.68749999999999,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=3),Brand match: zoflora",True,https://www.poundwholesale.co.uk/zoflora-odour-neutralising-disinfectant-120ml-assorted,https://www.amazon.co.uk/dp/B01M18TKG1,Available (see Keepa data),Multi Purpose Cleaners,MATCH,,B
Dinosaur Wind Up Fans CDU Assorted,Dinosaur Wind-up Hand Fans | Child-Friendly Fans,5033849927912,5033849927912.0,B07RM37718,0.84,5.99,0.5829166666666667,46.63333333333334,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.66, shared=3),Brand match: dinosaur",True,https://www.poundwholesale.co.uk/dinosaur-wind-up-fans-cdu-assorted,https://www.amazon.co.uk/dp/B07RM37718,,Wholesale Pocket Money Toys,MATCH,,B
Hot Shots Kids Archery Set 4pc,Hot Shots Archery Set,5050837025412,5050837025412.0,B003O272B6,2.604,11.15,1.251666666666668,46.01715686274515,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.82, shared=3),Brand match: hot",True,https://www.poundwholesale.co.uk/hot-shots-kids-archery-set-4pc,https://www.amazon.co.uk/dp/B003O272B6,,Wholesale Games Activity Toys,UNCLEAR,,B
DID T-Handle Bicycle Pump Set,DID T-Handle Mini Bike Pump Bicycle Inflating Sport Football Soccer Tyre Balloons,5056338357281,5056338357281.0,B0BKKXK41P,0.888,5.99,0.5429166666666667,42.08656330749354,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=4),Brand match: did",True,https://www.poundwholesale.co.uk/did-t-handle-bicycle-pump-set,https://www.amazon.co.uk/dp/B0BKKXK41P,,Wholesale Cycling,MATCH,,B
Smart Choice Flashing LED Dog Lead 120cm Assorted Colours,Smart Choice LED Flashing Dog Lead 120cm – Reflective Light-Up Safety Leash for Dogs – 3 Flash Modes – Assorted Colours – Battery Included (Blue with white led),5052516215947,5052516215947.0,B0F799YVXC,5.1,12.99,1.9912500000000013,41.48437500000004,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=9),Brand match: smart",True,https://www.poundwholesale.co.uk/smart-choice-flashing-led-dog-lead-120cm-assorted-colours,https://www.amazon.co.uk/dp/B0F799YVXC,,Wholesale Pet Walking Grooming,MATCH,,B
World Of Pets Clean Up Refills 3 Pack 4 Assorted Colours,World of pets Poop Refills 3 x 20 piece Rolls for use with Poop Bag Holder - Blue,5015302203795,5015302203795.0,B01C7IMQ90,0.756,5.94,0.4600000000000006,38.98305084745768,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=3),Brand match: world",True,https://www.poundwholesale.co.uk/pet-clean-up-refils-pack-3,https://www.amazon.co.uk/dp/B01C7IMQ90,,Wholesale Dog,MATCH,,B
Pan Aroma Small Jar Scented Candle With Lid Fluffy Towels,Pan Aroma Fluffy Towels Scented Candle – Small jar,5053249218496,5053249218496.0,B07MW82G2T,0.948,5.99,0.5216666666666667,38.93034825870647,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=8),Brand match: pan",True,https://www.poundwholesale.co.uk/pan-aroma-small-jar-scented-candle-with-lid-fluffy-towels,https://www.amazon.co.uk/dp/B07MW82G2T,Available (see Keepa data),Wholesale Home Fragrance Candles Accessories,MATCH,,B
Dekton Utility Knife Blades 60mm With Dispenser 50pc,"Dekton 50PCS SK5 Utility Blades with Auto Dispenser - Heavy Duty Steel, Long - Lasting Sharp Blades for Cardboard, Carpet, Leather, Paper & DIY Cutting Projects",5055441435060,5055441435060.0,B0FTT3GRJ8,3.348,9.99,1.2650000000000012,37.87425149700603,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=4),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-professional-60mm-knife-blades-automatic-dispenser-set-50-pack,https://www.amazon.co.uk/dp/B0FTT3GRJ8,,Dekton Hobby Precision,MATCH,,B
Pan Aroma Honeysuckle & Sandalwood Reed Diffuser 50ml CDU,"Pan Aroma Air Freshener Reed Diffuser, Sandalwood & Honeysuckle, 50Ml,Green",5053249248233,5053249248233.0,B09KCN149M,0.972,6.59,0.4716666666666669,34.68137254901962,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=7),Brand match: pan",True,https://www.poundwholesale.co.uk/pan-aroma-honeysuckle-sandalwood-reed-diffuser-50ml,https://www.amazon.co.uk/dp/B09KCN149M,,Wholesale Home Fragrance Candles Accessories,MATCH,,B
Smart Choice Flashing Squeaky Rubber Spiky Ball Dog Toy Assorted Colours,Smart Choice RUBBER DOG BALL WITH FLASHER AND SQUEAKER,5052516201636,5052516201636.0,B08BS4GJG3,1.224,6.98,0.5266666666666675,33.54564755838646,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.44, shared=5),Brand match: smart",True,https://www.poundwholesale.co.uk/smart-choice-flashing-squeaky-rubber-spiky-ball-dog-toy-assorted-colours,https://www.amazon.co.uk/dp/B08BS4GJG3,,Wholesale Pet Toys Treats,MATCH,,B
Palette Light Brown 5-0 Intensive Permanent Colour Creme,Palette Intensive Color Cream 5-0 Light Brown,3838824127880,3838824127880.0,B01NCHC5Y6,1.824,6.99,0.6750000000000005,32.60869565217393,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=4),Brand match: palette",True,https://www.poundwholesale.co.uk/palette-light-brown-5-0-intensive-permanent-colour-creme,https://www.amazon.co.uk/dp/B01NCHC5Y6,,Wholesale Hair Care,MATCH,,B
Hugs & Kisses Stainless Steel Kids Cutlery Set,Hugs and kisses My First Cutlery Set,5015302108366,5015302108366.0,B094PZK5W9,1.308,5.69,0.521666666666667,31.808943089430908,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.67, shared=3),Brand match: hugs",True,https://www.poundwholesale.co.uk/hugs-kisses-stainless-steel-kids-cutlery-set,https://www.amazon.co.uk/dp/B094PZK5W9,,Wholesale Baby Weaning Feeding,MATCH,,B
Marksman Pick Up & Reaching Tool 76cm,Marksman 70154 Reach Pick Up Tool - 77cm,5038673701547,5038673701547.0,B005JD044K,2.124,7.99,0.7183333333333344,30.96264367816096,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.67, shared=3),Brand match: marksman",True,https://www.poundwholesale.co.uk/marksman-pick-up-tool,https://www.amazon.co.uk/dp/B005JD044K,,Wholesale Marksman Tools,MATCH,,B
Stretcherz Stretch Squad Wave 2 Toy Assorted,Stretcherz Stretch Squad GREEN CROC Figure,5050837662419,5050837662419.0,B0CS32J9LT,2.856,9.44,0.8666666666666665,29.579067121729235,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.70, shared=3),Brand match: stretcherz",True,https://www.poundwholesale.co.uk/stretcherz-stretch-squad-wave-2-toy-assorted,https://www.amazon.co.uk/dp/B0CS32J9LT,Available (see Keepa data),Wholesale Dolls Soft Toys,MATCH,,B
Duzzit Drain Away Drain Unblocker 400ml,Duzzit Drain Away Liquid 500ml,5050375038141,5050375038141.0,B005KIKUQG,0.912,6.86,0.3766666666666669,28.753180661577627,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.70, shared=3),Brand match: duzzit",True,https://www.poundwholesale.co.uk/drain-unblocker,https://www.amazon.co.uk/dp/B005KIKUQG,,Cleaning Wipes Sprays,MATCH,,B
Elysium Spa Ylang Ylang Essential Oil 10ml,Elysium Spa Essential Aroma Calming Relaxing Oil,5020535015244,5020535015244.0,B09BW3MDC3,0.984,5.54,0.3866666666666668,28.223844282238453,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.56, shared=4),Brand match: elysium",True,https://www.poundwholesale.co.uk/elysium-spa-ylang-ylang-essential-oil-10ml,https://www.amazon.co.uk/dp/B09BW3MDC3,,Wholesale Home Fragrance Candles Accessories,MATCH,,B
Roadster 4-Digit Coloured Combination Bicycle Lock 65cm,Roadster Combination Number Code Bike Bicycle Cycle Lock 8mm by 650mm Steel Cable Black,5038673815831,5038673815831.0,B087B9FLRW,1.272,4.99,0.4483333333333339,27.846790890269187,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4),Brand match: roadster",True,https://www.poundwholesale.co.uk/roadster-4-digit-coloured-combination-bicycle-lock-65cm,https://www.amazon.co.uk/dp/B087B9FLRW,,Wholesale Home Security,MATCH,,B
Marksman 6 Function Spray Gun,Marksman Comfy Grip Deluxe Garden Hose Pipe 6 Function Spray Gun Nozzle mister watering,5038673703053,5038673703053.0,B06WLKQ3GN,1.68,7.5,0.5200000000000002,26.66666666666668,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=4),Brand match: marksman",True,https://www.poundwholesale.co.uk/marksman-6-function-spray-gun-70305c,https://www.amazon.co.uk/dp/B06WLKQ3GN,,Wholesale Marksman Tools,MATCH,,B
Elmer's Colour Changing Liquid Glue 147ml,Elmer's Colour Changing PVA Glue | Blue to Purple | 147 ml | Washable & Kid Friendly| Great for Making Slime | 1 Count,3026981095078,3026981095078.0,B084LC9S5L,0.72,5.4,0.2300000000000007,20.000000000000068,100.0,100.0,100,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.45, shared=4),Brand match: elmer's",True,https://www.poundwholesale.co.uk/elmer-s-colour-changing-liquid-glue-147ml,https://www.amazon.co.uk/dp/B084LC9S5L,Available (see Keepa data),Stationery Pound Lines,MATCH,,A
Spray Mastic Black 200ml,"Spray Mastic Instant Leak Stop Spray N Seal for Roofs, Gutters, Pipes 200ml Black",5055319571241,5055319571241.0,B007TI3VDE,0.84,5.49,0.2287499999999998,18.299999999999983,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=4),Brand match: spray",True,https://www.poundwholesale.co.uk/spray-mastic-black-200ml,https://www.amazon.co.uk/dp/B007TI3VDE,,Other,MATCH,,B
Dekton Flexible Sanding Block 80 Grit,"Dekton Flexible Sanding Block - Medium 80 Grit for Multi-Surface Woodworking, Paintwork, Keying Plaster, and Prep Work - Perfect for Achieving a Smooth Finish Between Coats",5055441432380,5055441432380.0,B07HM86ZZX,0.768,4.66,0.2133333333333337,17.92717086834737,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.36, shared=5),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-flexible-sanding-block-80-grit,https://www.amazon.co.uk/dp/B07HM86ZZX,,Wholesale Painting Decorating,MATCH,,B
Prima Lint Removers With 5 Refills 1.4m,Prima Lint Removers with Handle 10cm x 1.4M,5038673232232,5038673232232.0,B07F83WF6V,0.936,5.99,0.2316666666666669,17.418546365914807,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.75, shared=3),Brand match: prima",True,https://www.poundwholesale.co.uk/5-in-1-lint-pick-up-10cm-x-1-6m,https://www.amazon.co.uk/dp/B07F83WF6V,Available (see Keepa data),Laundry,MATCH,,B
"Prima Stainless Steel Icing Spatula 10""","Prima 13168c Icing Spatula, Stainless Steel",5038673131689,5038673131689.0,B0BFB74Y59,1.236,6.99,0.2550000000000003,16.139240506329134,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.53, shared=5),Brand match: prima",True,https://www.poundwholesale.co.uk/prima-stainless-steel-icing-spatula-10,https://www.amazon.co.uk/dp/B0BFB74Y59,,Wholesale Baking,MATCH,,B
Prima Tennis Balls 2 Pack,Prima Tennis Balls For Outdoor Sports Cricket Beach Leisure 2 x Balls,5038673700526,5038673700526.0,B095T43PKD,0.888,5.51,0.2029166666666668,15.729974160206734,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=3),Brand match: prima",True,https://www.poundwholesale.co.uk/prima-tennis-balls-2-pack,https://www.amazon.co.uk/dp/B095T43PKD,,Wholesale Outdoor Toys,MATCH,,B
"Marksman Bypass Pruning Shears 8""","Marksman Bypass Pruning Shears, Sharp Precision-Ground Steel Blade Plant Clippers",5038673703794,5038673703794.0,B0BPDMMRRG,2.364,7.49,0.3754166666666667,14.897486772486776,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.56, shared=4),Brand match: marksman",True,https://www.poundwholesale.co.uk/marksman-bypass-pruning-shears-8,https://www.amazon.co.uk/dp/B0BPDMMRRG,,Garden Tools,MATCH,,B
Marksman Caulking Gun 28cm,"Marksman 11"" Aluminium Skeleton Type Caulking Gun",5038673681245,5038673681245.0,B00EKNFDSM,2.976,8.21,0.3754166666666674,12.389988998899913,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=3),Brand match: marksman",True,https://www.poundwholesale.co.uk/marksman-caulking-gun-28cm,https://www.amazon.co.uk/dp/B00EKNFDSM,,Wholesale Painting Decorating,MATCH,,B
Roadster Black Rubber Car Mat Set 5pc,Roadster 5pc Non Slip Universal VERY THICK Rubber Car Mat Set Black 4x4 Van TRIM to FIT,5038673810942,5038673810942.0,B01MTCDXY7,8.916,15.9,0.8724999999999994,10.933583959899742,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=6),Brand match: roadster",True,https://www.poundwholesale.co.uk/roadster-black-rubber-car-mat-set-5pc,https://www.amazon.co.uk/dp/B01MTCDXY7,,Wholesale Car Care,MATCH,,B
Masterplast Hand Support Assorted Sizes,Masterplast First Aid Hand Support - Medium,5050375002265,5050375002265.0,B004RA15A8,0.852,4.99,0.0783333333333342,6.2169312169312905,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.69, shared=3),Brand match: masterplast",True,https://www.poundwholesale.co.uk/masterplast-hand-support-assorted-sizes,https://www.amazon.co.uk/dp/B00A2NIFOS,,Wholesale First Aid Medical,MATCH,,B
Marksman Trimmer Line 1.3mm X 15m,Marksman Orange Strimmer Line 1.25mm x 15M Heavy Duty Replacement,5038673701561,5038673701561.0,B004NLLZIS,0.732,3.99,0.065,5.603448275862073,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.65, shared=3),Brand match: marksman",True,https://www.poundwholesale.co.uk/marksman-trimmer-line-1-3mm-x-15m,https://www.amazon.co.uk/dp/B004NLLZIS,,Garden Tools,MATCH,,B
Prima Plastic Juice Squeezer,Prima Traditional Juice Squeezer Crusher Lightweight Easy To Clean,5038673182674,5038673182674.0,B00CFS8YZ8,1.26,5.99,0.0716666666666667,4.479166666666673,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=3),Brand match: prima",True,https://www.poundwholesale.co.uk/prima-plastic-juice-squeezer,https://www.amazon.co.uk/dp/B00CFS8YZ8,,Wholesale Kitchen Utensils Cutlery,MATCH,,B
Munch & Crunch Bleached Rawhide Large Knotted Bone,Munch & Crunch Dog Treats Large Knotted Bone 100% Rawhide (Bleached) 1 Pack,5053249226316,5053249226316.0,B087BT1JJW,0.972,6.02,0.0566666666666659,4.166666666666616,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=7),Brand match: munch",True,https://www.poundwholesale.co.uk/munch-crunch-bleached-rawhide-large-knotted-bone,https://www.amazon.co.uk/dp/B087BT1JJW,,Wholesale Pet Toys Treats,MATCH,,B
Prima 24pc Stainless Steel Cutlery Set With Metal Stand Assorted Colours,Prima 24 PC CUTLERY SET STAINLESS STEEL WITH TRAY/STAND (Cream with Stand),5038673120065,5038673120065.0,B01K23UD06,5.496,10.93,0.202083333333334,3.9392462638076817,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.56, shared=5),Brand match: prima",True,https://www.poundwholesale.co.uk/prima-24pc-stainless-steel-cutlery-set-with-metal-stand-assorted-colours,https://www.amazon.co.uk/dp/B01K23UD06,,Wholesale Kitchen Utensils Cutlery,UNCLEAR,,B
Artbox A5 Assorted Colour Neon Craft Card 30 Sheets,"ARTBOX 30 Sheets A5 Neon Card Assorted Colours, 6876",5013922068763,5013922068763.0,B07CPQZ4TS,0.78,4.35,0.045,3.750000000000002,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=5),Brand match: artbox",True,https://www.poundwholesale.co.uk/artbox-a5-assorted-colour-neon-craft-card-30-sheets,https://www.amazon.co.uk/dp/B07CPQZ4TS,,Stationery Pound Lines,MATCH,,B
Nuage Vapour Inhaler 2 Pack,Nuage Vapour Inhaler Nasal Stick (2 Pack),5053249268088,5053249268088.0,B0DJH68KDK,0.852,3.72,0.0400000000000002,3.174603174603196,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.82, shared=3),Brand match: nuage",True,https://www.poundwholesale.co.uk/nuage-vapour-inhaler-2-pack,https://www.amazon.co.uk/dp/B0DJH68KDK,,Wholesale First Aid Medical,MATCH,,B
Masterplast Elbow Support Assorted Sizes,Masterplast Elbow Support - Medium,5050375002227,5050375002227.0,B00ASB53L2,0.852,4.94,0.0366666666666672,2.9100529100529595,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.79, shared=3),Brand match: masterplast",True,https://www.poundwholesale.co.uk/masterplast-elbow-support-assorted-sizes,https://www.amazon.co.uk/dp/B00ASB53L2,,Wholesale First Aid Medical,MATCH,,B
Dekton Telescopic Window Cleaning Kit,"DEKTON 4-in-1 Telescopic Window Cleaning Kit with 8ft Long Reach Pole, Bendable Duster, Squeegee & Scrubber for High Windows, Ceilings & Conservatories",5055441466248,5055441466248.0,B0FV33KQPL,8.724,17.81,0.2016666666666668,2.578857630008528,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=5),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-multifunctional-extendable-8ft-cleaning-kit-4pc,https://www.amazon.co.uk/dp/B0FV33KQPL,,Dekton Miscellaneous,MATCH,,B
Dekton Gecko Grip Self-Adhesive Stainless Steel Hook Set 4pc,"Dekton Geckogrip Hook Set Stainless Steel 4pc-Heavy-Duty Adhesive Hooks| Rust-Resistant & Durable| Holds Up to 10kg | Ideal for Kitchen, Bathroom, Office| Sleek, Modern Design| Reusable & Residue-Free",5055441460109,5055441460109.0,B0F4KGCQ18,2.112,4.99,0.0083333333333341,0.3607503607503979,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.36, shared=6),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-gecko-grip-self-adhesive-stainless-steel-hook-set-4pc,https://www.amazon.co.uk/dp/B0F4KGCQ18,Available (see Keepa data),Fasteners Assortments,MATCH,,B
Sealapack Assorted Colour Bag Clips 6 Pack,"Sealapack SAP1070 Bag Clips, Plastic",5053249006581,5053249006581.0,B00JPL97SQ,1.092,3.92,-0.1633333333333336,-11.18721461187217,200.0,200.0,200,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.65, shared=3),Brand match: sealapack",True,https://www.poundwholesale.co.uk/sealapack-assorted-colour-bag-clips-6-pack,https://www.amazon.co.uk/dp/B00JPL97SQ,Available (see Keepa data),Food Freezer Bags,UNCLEAR,,C
Bicycle Tyre Fix 200ml,Bicycle Tyre Fix Spray Temporary Puncture Repair,5055319552929,5055319552929.0,B004ZQO4IY,0.804,3.99,-0.2637500000000002,-21.61885245901641,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=3),Brand match: bicycle",True,https://www.poundwholesale.co.uk/bicycle-tyre-fix-200ml,https://www.amazon.co.uk/dp/B004ZQO4IY,,Other,MATCH,,C
Dekton Yellow Brick Line With Holder & Spindle 50m,Dekton 100m Brick Line with Holder | High-Visibility 100m Masonry String | Plastic Spindle Handle & Lock | Ideal for Bricklaying & Construction Work,5055441458205,5055441458205.0,B0F5HM6417,2.1,5.82,-0.8599999999999992,-37.39130434782606,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=5),Brand match: dekton",True,https://www.poundwholesale.co.uk/dekton-yellow-brick-line-with-holder-spindle-100m,https://www.amazon.co.uk/dp/B0F5HM6417,,Dekton Measuring Levels,MATCH,,C
White Plastic Cake Stand 28cm X 17cm,White Plastic Traditional Desserts Cake Stand Plate Display,5015302427016,5015302427016.0,B07L981N7Y,2.112,7.14,-0.9200000000000004,-39.82683982683984,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.55, shared=4),Brand match: white",True,https://www.poundwholesale.co.uk/white-plastic-cake-stand-28cm-x-17cm,https://www.amazon.co.uk/dp/B07L981N7Y,Available (see Keepa data),Wholesale Baking,MATCH,,C
"All Purpose White Matt Spray Paint 400ml (Metal,Wood And Plastic)",All Purpose White MATT 400ML - Professional Satin Finish Spray Wood Color Paint,5055319517362,5055319517362.0,B078HN4VV9,1.8,5.39,-1.008333333333334,-49.186991869918735,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.49, shared=8),Brand match: all",True,https://www.poundwholesale.co.uk/all-purpose-white-matt-spray-paint-400ml-metal-wood-and-plastic,https://www.amazon.co.uk/dp/B078HN4VV9,,Other,MATCH,,C
Elbow Grease Berry Blast Toilet Tablets 10 Pack,Elbow Grease Toilet Cleaning Tabs - No Scrubbing Needed | Removes Up To 100% Limescale (Berry Blast - Pack of 10 Tablets),5053249250250,5053249250250.0,B0CCJNGYTG,1.752,5.22,-0.9900000000000004,-49.2537313432836,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=6),Brand match: elbow",True,https://www.poundwholesale.co.uk/elbow-grease-berry-blast-toilet-tablets-12-pack,https://www.amazon.co.uk/dp/B0CCJNGYTG,,Bathroom Cleaners,MATCH,,C
151 Multipurpose Champagne Gold Metallic Gloss Spray Paint 400ml,151 Products TAR060 400ml Multi Purpose Spray Paint Aerosol Wood Metal Brick - Champagne Gold Metallic Finish,5053249240640,5053249240640.0,B08X1T13C7,2.088,5.39,-1.248333333333334,-54.512372634643405,500.0,500.0,500,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=7),Brand match: 151",True,https://www.poundwholesale.co.uk/151-multipurpose-champagne-gold-metallic-gloss-spray-paint-400ml,https://www.amazon.co.uk/dp/B08X1T13C7,,Wholesale Sealants Paints,MATCH,,C
Tidyz Pocket Fragranced Tie Handle Doggy Bags 240 Pack,"TidyZ 240 DOGGY BAGS WITH TIE HANDLES, POCKET PACK, FRAGRANCED, BLACK (12 rolls of 20 Bags)",5025364007279,5025364007279.0,B0CNS2KC1T,1.68,5.25,-1.0650000000000002,-54.61538461538462,1000.0,,1000,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=7),Brand match: tidyz",True,https://www.poundwholesale.co.uk/tidyz-pocket-fragranced-tie-handle-doggy-bags-240-pack,https://www.amazon.co.uk/dp/B0CNS2KC1T,Available (see Keepa data),Wholesale Dog,UNCLEAR,,C
Rapide PTFE Lubricant Spray 250ml,Rapide 300ml PTFE Grease Aerosol Spray Lubricant Can Chains Belts Cables Oil,5055319529914,5055319529914.0,B07XZF187M,1.284,4.99,-0.961666666666666,-59.36213991769543,100.0,,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.48, shared=4),Brand match: rapide",True,https://www.poundwholesale.co.uk/rapide-ptfe-lubricant-spray-250ml,https://www.amazon.co.uk/dp/B07XZF187M,,Wholesale Car Care,MATCH,,C
Elysium Spa Epsom Salts Eucalyptus 1kg,"Elysium Spa Calming Eucalyptus Epsom Salts | 100% Natural Mineral Salts For Relaxing Muscle Aches, Smoothing and Softening Skin (1kg)",5020535010812,5020535010812.0,B07HCFS586,1.632,5.03,-1.1683333333333326,-61.169284467713744,700.0,700.0,700,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=6),Brand match: elysium",True,https://www.poundwholesale.co.uk/elysium-spa-epsom-salts-eucalyptus-1kg,https://www.amazon.co.uk/dp/B07HCFS586,,Wholesale Toiletries,MATCH,,C
Elysium Spa Epsom Salts Lavender 1kg,Elysium Spa Lavender Epsom Salts | Relaxing Bath with 100% Natural Mineral Salts for Muscle Relief Sleep Promotion and Skin Softener (1kg),5020535010799,5020535010799.0,B07BXKNDV6,1.632,5.02,-1.1766666666666663,-61.60558464223384,400.0,400.0,400,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.40, shared=6),Brand match: elysium",True,https://www.poundwholesale.co.uk/elysium-spa-epsom-salts-lavender-1kg,https://www.amazon.co.uk/dp/B07BXKNDV6,,Wholesale Toiletries,MATCH,,C
Nuage Menthol & Eucalyptol Vapour Oil 10ml,Nuage Vapour Oil | Contains Soothing Menthol & Eucalyptol - Breathe Easy (10ml),5053249249865,5053249249865.0,B0BLT1QW8G,0.948,3.78,-0.91,-67.91044776119402,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.57, shared=6),Brand match: nuage",True,https://www.poundwholesale.co.uk/nuage-menthol-eucalyptol-vapour-oil-10ml,https://www.amazon.co.uk/dp/B0BLT1QW8G,Available (see Keepa data),Wholesale First Aid Medical,MATCH,,C
Just Stationery Assorted Colour Cardboard Luggage Labels 30 Pack,Just Stationery 135x75mm Luggage Label (Pack of 30) 4256,5013922042565,5013922042565.0,B007K7Q848,0.78,2.75,-0.8883333333333331,-74.02777777777774,100.0,100.0,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=3),Brand match: just",True,https://www.poundwholesale.co.uk/30-luggage-labels,https://www.amazon.co.uk/dp/B007K7Q848,Available (see Keepa data),Stationery Pound Lines,MATCH,,C
