EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin,RowID,EAN_clean,EAN_OnPage_clean,SupplierPack,AmazonPack,SupplierBrand,AmazonBrand,TitleSimilarity,AdjustedProfit,Category,Reason
5060187175750.0,5060187175750.0,B008F6946C,BLUE CANYON VECTOR SHOWER SPRAY,Blue Canyon Vector Double Tap Shower Spray| Bathroom Accessory| Premium Shower Attachment for Bath taps| Push-on-Fitting| Suitable for Round & Oval Taps| Shower Head for Bathroom| ~1.5 Meters| (White),https://www.efghousewares.co.uk/blue-canyon-vector-shower-spray,https://www.amazon.co.uk/dp/B008F6946C,500,Available (see Keepa data),Available (see Keepa data),16.0,4.296,3.58,9.85,1.23,2.65,0.55,1.64166666666666,1.602,0.748333333333333,-1.602,0.198333333333333,0.0480225988700564,9.612,2.41624365482233,359,5060187175750,5060187175750,1,1,BLUE,BLUE,17.391304347826086,0.198333333333333,VERIFIED,Exact EAN + pack match + profitable
5050765044394.0,,B07HXJCBCZ,BG GOLD 2 GANG SWITCH,"BG Electrical Double Wall Light Switch, 2 Way, Raised and Slim Profile, Round Edges, Nexus Metal, Antique Brass, 20A, 16AX, NAB42",https://www.efghousewares.co.uk/bg-gold-2-gang-switch-116449,https://www.amazon.co.uk/dp/B07HXJCBCZ,500,,,,5.508,4.59,10.99,1.37375,2.41,0.55,1.83166666666666,1.78475,0.784583333333333,-1.78475,0.234583333333332,0.0456387808041503,10.7085,2.56141947224749,361,5050765044394,,1,1,BG,BG,8.695652173913043,0.234583333333332,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 9%)
5029347603557.0,,B00IZMVQOO,EVERBUILD SEALANT STRIPOUT TOOL,Everbuild Super Flow Sealant/Adhesive Cartridge Applicator Gun with Rotating Barrel â€“ Soft Grip Handle â€“ For Cartridges Up to 310 ml,https://www.efghousewares.co.uk/everbuild-sealant-stripout-tool,https://www.amazon.co.uk/dp/B00IZMVQOO,400,,,,4.104,3.42,49.65,6.20625,2.41,0.55,8.27499999999999,2.51725,29.33875,-2.51725,28.78875,7.2515743073047805,15.1034999999999,69.5800604229607,377,5029347603557,,1,1,EVERBUILD,EVERBUILD,4.761904761904762,28.78875,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 5%)
8694064013285.0,5029784903364.0,B0933MHLG6,HOBBY FLORIA LACE PRACTICAL BASKET MEDIUM,"Hobby Gift Sewing Box, Wood/Fabric, Embroidered Bee, Medium",https://www.efghousewares.co.uk/hobby-floria-lace-practical-basket-medium,https://www.amazon.co.uk/dp/B0933MHLG6,400,,Available (see Keepa data),4.0,2.004,1.67,24.99,3.75,4.87,0.55,4.16499999999999,2.168,10.5349999999999,-2.168,9.98499999999999,4.4977477477477406,13.008,47.9471788715486,391,8694064013285,5029784903364,1,1,HOBBY,HOBBY,16.666666666666664,9.98499999999999,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 17%)
5015934923276.0,5056814619636.0,B0FKH5GWYL,WICKED STATIONERY BACKPACK,"WICKED Backpack, Glinda And Elphaba Girls Backpack, Girls School Bag, Kids School Bag",https://www.efghousewares.co.uk/wicked-stationery-backpack-124119,https://www.amazon.co.uk/dp/B0FKH5GWYL,400,Available (see Keepa data),Available (see Keepa data),2.0,2.892,2.41,19.99,3.0,2.98,0.55,3.33166666666666,1.788,8.26833333333333,-1.788,7.71833333333333,2.6075450450450397,10.728,46.3331665832916,403,5015934923276,5056814619636,1,1,WICKED,WICKED,9.090909090909092,7.71833333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 9%)
8692952100840.0,5055512159437.0,B087RLGF1Y,LAV FAME WINE GLASS 40CL PK3,LAV 12x Clear 400ml Lal Red Wine Glasses - Large Glass White Rose Long Stem Cocktail Party Drinking Goblet Gift Set,https://www.efghousewares.co.uk/lav-fame-wine-glass-40cl-pk3,https://www.amazon.co.uk/dp/B087RLGF1Y,400,,Available (see Keepa data),1.0,3.432,2.86,23.99,3.6,4.87,0.55,3.99833333333333,2.376,8.66166666666666,-2.376,8.11166666666666,2.37878787878787,14.256,40.5752396832013,406,8692952100840,5055512159437,3,12,LAV,LAV,13.043478260869565,-2.18433333333334,FILTERED OUT,Low confidence + unprofitable
5024418531081.0,,B0B93FVKPS,COTTON BUDS IN JAR 12X6CM 50 PCS,Cotton Bud Holder 10 Oz Bathroom Jars with Lids for Cotton Ball Swab Pad Cotton Pad Holder (4 Pack),https://www.efghousewares.co.uk/cotton-buds-in-jar-12x6cm-50-pcs-112580,https://www.amazon.co.uk/dp/B0B93FVKPS,400,,,,0.936,0.78,8.99,1.12375,2.41,0.55,1.49833333333333,0.97275,3.17791666666666,-0.97275,2.62791666666666,1.97587719298245,5.8365,35.0778642936596,416,5024418531081,,50,4,COTTON,COTTON,5.555555555555555,2.62791666666666,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 6%)
5411183131217.0,,B07STZLCM6,SOUDAL EXPANDING FOAM HAND HELD 150ML,Soudal 750ml Champagne Gap Filler Expanding Foam Handheld Spray with Nozzle & Gloves (3),https://www.efghousewares.co.uk/soudal-expanding-foam-hand-held-150ml,https://www.amazon.co.uk/dp/B07STZLCM6,400,,,,3.096,2.58,15.55,1.94375,2.41,0.55,2.59166666666666,1.49675,6.02458333333333,-1.49675,5.47458333333333,1.74906815761448,8.9805,42.2475884244373,420,5411183131217,,1,1,SOUDAL,SOUDAL,20.0,5.47458333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 20%)
5050565765581.0,,B0BBKPZQ7T,EXFOLIATING GLOVES PAIR,"Exfoliating Wash Gloves, Shower Scrub Gloves/Loofah, Natural Fibre Bath Gloves for Spa, Massage, Body Scrub Exfoliator, Dead Skin Remover with Hanging Loop(Heavy)",https://www.efghousewares.co.uk/exfoliating-gloves-pair,https://www.amazon.co.uk/dp/B0BBKPZQ7T,400,Available (see Keepa data),,1.0,1.008,0.84,6.99,0.56,1.52,0.55,1.165,0.694,2.905,-0.694,2.355,1.6942446043165402,4.164,40.4291845493562,422,5050565765581,,1,1,EXFOLIATING,EXFOLIATING,10.0,2.355,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 10%)
,,B094CRFHT2,EXTRASTAR 3 WAY WALL ADAPTOR WHITE,"ExtraStar 4 Way Extension Lead with Surge Protection, 13A/250V~ Multi Sockets Power Strips, 3120W Fused UK Plug Wall Mounted Power Socket with 3M Extension Cord-White",https://www.efghousewares.co.uk/extrastar-3-way-wall-adaptor-white-107183,https://www.amazon.co.uk/dp/B094CRFHT2,400,Available (see Keepa data),,1.0,1.872,1.56,12.31,1.85,3.15,0.55,2.05166666666666,1.422,3.69833333333333,-1.422,3.14833333333333,1.4921011058451799,8.532,30.6904955320877,429,,,1,1,EXTRASTAR,EXTRASTAR,12.5,3.14833333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 12%)
5411183078956.0,,B07STZLCM6,SOUDAL EXPANDING FOAM HANDHELD 750ML,Soudal 750ml Champagne Gap Filler Expanding Foam Handheld Spray with Nozzle & Gloves (3),https://www.efghousewares.co.uk/soudal-expanding-foam-750ml-handheld-103655,https://www.amazon.co.uk/dp/B07STZLCM6,400,,,,4.56,3.8,15.55,1.94375,2.41,0.55,2.59166666666666,1.74074999999999,4.80458333333333,-1.74074999999999,4.25458333333333,0.9780651340996169,10.4445,32.8327974276527,449,5411183078956,,1,1,SOUDAL,SOUDAL,41.66666666666667,4.25458333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 42%)
5010789510978.0,,B08F7X9Y9Z,BARTOLINE EASIPASTE 1KG,"Bartoline EasipasteÂ® Ready Mixed Wallpaper Adhesive 5kg - High Initial Tack, No Mixing, Suitable for Vinyl, Blown Vinyl, Embossed, Washable & Paste The Wall Wallcoverings",https://www.efghousewares.co.uk/bartoline-easipaste-1kg,https://www.amazon.co.uk/dp/B08F7X9Y9Z,400,,,,3.288,2.74,9.99,1.24875,2.41,0.55,1.66499999999999,1.38975,1.92625,-1.38975,1.37625,0.418313069908814,8.3385,16.5315315315315,490,5010789510978,,1,1,BARTOLINE,BARTOLINE,4.545454545454546,1.37625,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 5%)
5014353089983.0,,B00QM9CG7I,KILROCK DAMP CLEAR REFILL POUCH 1KG (2x500g),"Kilrock Damp Clear Moisture Trap Refill - Pack of 5 x 500 grams - Moisture Absorbers - for air quality, reduces damp odours & damage",https://www.efghousewares.co.uk/damp-clear-refill-pouch-1kg-2x500g-,https://www.amazon.co.uk/dp/B00QM9CG7I,400,,,,2.892,2.41,8.85,1.10625,2.41,0.55,1.47499999999999,1.29525,1.44874999999999,-1.29525,0.898749999999999,0.30363175675675597,7.7715,12.186440677966,499,5014353089983,,1,5,KILROCK,KILROCK,20.0,-10.66925,FILTERED OUT,Low confidence + unprofitable
742288764624.0,5028250720191.0,B072JH8JGG,MASTER COOK CASSEROLE NON-STICK 28CM,"MasterClass Casserole Dish with Lid, Large 5L/28 cm, Lightweight Cast Aluminium, Induction Hob and Oven Safe, Black",https://www.efghousewares.co.uk/master-cook-casserole-n-s-28cm,https://www.amazon.co.uk/dp/B072JH8JGG,400,,Available (see Keepa data),9.0,16.728,13.94,34.41,6.0,5.15,0.55,5.73499999999999,5.128,3.58499999999999,-5.128,3.03499999999999,0.209454796411318,30.7679999999999,10.5841325196163,507,742288764624,5028250720191,1,1,MASTER,MASTERCLASS,5.263157894736842,3.03499999999999,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 5%)
5010792749549.0,5010792749549.0,B0DPQVJ4NW,HIGHLAND COW PLAQUE FRIENDS,Lesser & Pavey Love & Affection Highland Cow Wooden Plaque - Friends For Home Decor & Gift | Wooden and Acrylic Plaques For Home and Office | Ideal Signs & Plaque Birthday Gifts For Women & Men,https://www.efghousewares.co.uk/highland-cow-plaque-friends-116502,https://www.amazon.co.uk/dp/B0DPQVJ4NW,400,Available (see Keepa data),,1.0,6.588,5.49,14.99,2.25,2.96,0.55,2.49833333333333,2.25,1.79166666666666,-2.25,1.24166666666666,0.205573951434878,13.5,9.93995997331554,508,5010792749549,5010792749549,1,1,HIGHLAND,LESSER,19.047619047619047,1.24166666666666,VERIFIED,Exact EAN + pack match + profitable
5012904013777.0,5012904088409.0,B008CY80YY,CHEF AID PASTRY BRUSH 3 IN 1 CARDED,"Chef Aid Pure Bristle Pastry Brush, Beige",https://www.efghousewares.co.uk/chef-aid-pastry-brush-3-in-1-carded-116047,https://www.amazon.co.uk/dp/B008CY80YY,400,Available (see Keepa data),Available (see Keepa data),5.0,0.768,0.64,3.75,0.31,1.46,0.55,0.625,0.592,0.715,-0.592,0.164999999999999,0.13865546218487299,3.552,5.27999999999999,510,5012904013777,5012904088409,1,1,CHEF,CHEF,27.27272727272727,0.164999999999999,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 27%)
5029594303187.0,5029594284295.0,B00JITIIQ2,ROLSON BALL ENDED HEX SCREWDRIVER 7PC BITS,"Rolson 51 pc Screwdriver & Bit Set (Chrome Vanadium Steel, Square, Hex, Pozidriv, Tri-winged, Stainless Steel Tweezers)",https://www.efghousewares.co.uk/rolson-ball-ended-hex-screwdriver-7pc-bits-115948,https://www.amazon.co.uk/dp/B00JITIIQ2,400,Available (see Keepa data),Available (see Keepa data),7.0,3.072,2.56,8.47,1.1,2.42,0.55,1.41166666666666,1.326,0.978333333333333,-1.326,0.428333333333333,0.13772775991425498,7.95599999999999,6.06847697756789,511,5029594303187,5029594284295,7,51,ROLSON,ROLSON,9.523809523809524,-18.88138095238095,FILTERED OUT,Low confidence + unprofitable
8692952202568.0,5056057687577.0,B07YQ7BSR4,LAV TUMBLER 3PCS,Lav Sude Tumbler Glass Set. Drinking Glasses. Pack of 6. 315 cc.,https://www.efghousewares.co.uk/lav-tumbler-3pcs-112131,https://www.amazon.co.uk/dp/B07YQ7BSR4,400,,Available (see Keepa data),2.0,3.264,2.72,9.73,1.46,3.14,0.55,1.62166666666666,1.574,0.788333333333334,-1.574,0.238333333333333,0.0728848114169216,9.44399999999999,2.93936279547791,517,8692952202568,5056057687577,3,6,LAV,LAV,16.666666666666664,-3.025666666666667,FILTERED OUT,Low confidence + unprofitable
3426470299985.0,,B0BN8J4WLM,PYREX BUTTERFLY RECTANGULAR DISH SET OF 2,Pyrex - Set of 3 Rectangular Oven Dishes - Ideal for 2 to 6 People - 3 Sizes - Borosilicate Glass - Wide Handles - Extreme Resistance - Dishwasher Safe - Made in France,https://www.efghousewares.co.uk/pyrex-butterfly-rectangular-dish-set-of-2-121646,https://www.amazon.co.uk/dp/B0BN8J4WLM,400,Available (see Keepa data),,1.0,14.496,12.08,26.89,4.03,5.16,0.55,4.48166666666666,4.364,1.13833333333333,-4.364,0.588333333333333,0.046582211665347,26.184,2.6255113425065,523,3426470299985,,2,3,PYREX,PYREX,16.666666666666664,-6.659666666666667,FILTERED OUT,Low confidence + unprofitable
9414202017000.0,,B002ARYB8I,SISTEMA CLEAR RECT FOOD BOX 2 LTR,Sistema KLIP IT Food Storage Container | 2 L | Airtight & Stackable Meal Prep Container with Lid | School Lunch Box | BPA-Free | 1 Count,https://www.efghousewares.co.uk/sistema-clear-rect-food-box-2-ltr,https://www.amazon.co.uk/dp/B002ARYB8I,400,,,,3.432,2.86,8.39,1.04875,2.41,0.55,1.39833333333333,1.37375,0.672916666666667,-1.37375,0.122916666666667,0.0360459433040079,8.2425,1.7580452920143,526,9414202017000,,1,1,SISTEMA,SISTEMA,18.181818181818183,0.122916666666667,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 18%)
5056683919721.0,,B07PMB7PYK,"JAUNTY PARTYWARE CONFETTI PARTY BOWLS 6"" 12PK","Jaunty 24pk Bulk Party Flashing Glasses - Neon Rave Accessories - Light Up Glasses for Adults - Multicolour LED Glow for Birthdays, Festivals, Dance Events, Fancy Dress, and Celebration Parties",https://www.efghousewares.co.uk/jaunty-partyware-confetti-party-bowls-6-12pk-120832,https://www.amazon.co.uk/dp/B07PMB7PYK,300,,,,0.936,0.78,19.99,2.49875,2.41,0.55,3.33166666666666,1.24775,10.9695833333333,-1.24775,10.4195833333333,7.83427318295739,7.48649999999999,62.5487743871935,541,5056683919721,,1,1,JAUNTY,JAUNTY,7.142857142857142,10.4195833333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 7%)
9333527629203.0,,B0DM9FNQ9R,FESTIVE MAGIC SANT SLEIGH FELT BUCKET,Festive Childrens Holding DIY Sleigh - Large Xmas Home Decoration Ideal for Small Presents or Stocking Fillers - Kids Christmas Eve Box or Gift Bag,https://www.efghousewares.co.uk/festive-magic-sant-sleigh-felt-bucket-122959,https://www.amazon.co.uk/dp/B0DM9FNQ9R,300,,,,1.68,1.4,12.99,1.62375,2.41,0.55,2.16499999999999,1.19675,5.39125,-1.19675,4.84125,2.4826923076923,7.18049999999999,44.7228637413395,586,9333527629203,,1,1,FESTIVE,FESTIVE,8.0,4.84125,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 8%)
5022245000282.0,,B07DLSHF4Z,EXTRA SELECT PREMIUM RABBIT FOOD BUCKET 5L,"Extra Select Premium Rabbit Mix Bucket 5L - Balanced Complementary Feed with Pellets, Forage, Vitamins & Minerals (Packaging may vary)",https://www.efghousewares.co.uk/extra-select-premium-rabbit-food-bucket-5l-115013,https://www.amazon.co.uk/dp/B07DLSHF4Z,300,,,,3.36,2.8,14.99,1.87375,2.41,0.55,2.49833333333333,1.52675,5.40791666666666,-1.52675,4.85791666666666,1.45012437810945,9.16049999999999,38.8892595063375,616,5022245000282,,1,1,EXTRA,EXTRA,33.33333333333333,4.85791666666666,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 33%)
5010853197838.0,5010853271859.0,B08KJB12RQ,MASON CASH MIXING BOWL OWL STONE 26CM,"Mason Cash in The Forest Owl Mixing Bowl 4 Litre | 26cm Dark Green S18 Stoneware Bowl for Bread, Cake, Cookie, Pastry & Pudding Mixes, Embossed Woodland Design",https://www.efghousewares.co.uk/mason-cash-mixing-bowl-owl-stone-26cm-118284,https://www.amazon.co.uk/dp/B08KJB12RQ,300,,,4.0,6.45599999999999,5.38,23.71,3.71,3.58,0.55,3.95166666666666,2.64399999999999,7.08833333333333,-2.64399999999999,6.53833333333333,1.1025857223159,15.864,33.0915225643188,627,5010853197838,5010853271859,1,1,MASON,MASON,26.08695652173913,6.53833333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 26%)
5054061297706.0,,B07C8V2DJ7,RUSSELL HOBBS VIENNA CUTLERY SET 16PC,"Russell Hobbs RH00022GP Vienna 16 Piece Cutlery Set - Stainless Steel Silverware, Service for 4, Tableware with Forks, Knives, Tablespoons and Teaspoons, Dishwasher Safe Flatware, Mirror Polished",https://www.efghousewares.co.uk/russell-hobbs-vienna-cutlery-set-16pc,https://www.amazon.co.uk/dp/B07C8V2DJ7,300,,Available (see Keepa data),5.0,12.972,10.81,24.97,3.0,3.13,0.55,4.16166666666666,3.498,3.86833333333333,-3.498,3.31833333333333,0.292106807511737,20.988,15.9471365638766,691,5054061297706,,16,16,RUSSELL,RUSSELL,20.833333333333336,3.31833333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 21%)
5029594103718.0,5029594112017.0,B00JITHXRM,ROLSON CLAW HAMMER FIBREGLASS 8OZ,Rolson 11201 8oz Stubby Claw Hammer,https://www.efghousewares.co.uk/rolson-claw-hammer-fibreglass-8oz-108560,https://www.amazon.co.uk/dp/B00JITHXRM,300,,Available (see Keepa data),5.0,2.892,2.41,8.09,1.05,1.87,0.55,1.34833333333333,1.176,1.41166666666666,-1.176,0.861666666666667,0.291103603603603,7.056,12.7812113720642,692,5029594103718,5029594112017,1,1,ROLSON,ROLSON,57.14285714285714,0.861666666666667,HIGHLY LIKELY,Brand match (ROLSON) + 57% similarity + profitable
3426470283373.0,764558754944.0,B00NEKRON4,PYREX ESSENTIALS CASSEROLE 6.7LTR RECT,"Pyrex Essentials - Set of 3 glass casseroles high resistance 1,4L/2,1L/3L",https://www.efghousewares.co.uk/pyrex-essentials-casserole-6-5ltr-rect-pm-,https://www.amazon.co.uk/dp/B00NEKRON4,300,,Available (see Keepa data),4.0,13.572,11.31,29.84,4.48,5.34,0.55,4.97333333333333,4.336,3.73666666666666,-4.336,3.18666666666666,0.268690275435637,26.016,12.8150134048257,696,3426470283373,764558754944,1,3,PYREX,PYREX,16.666666666666664,-23.957333333333338,FILTERED OUT,Low confidence + unprofitable
5010792752389.0,,B0DYX1VBLV,FRUITS PAPMPER SET,"Fruit Skincare Set, Face Care Kit for All Skin with Cleanser, Toner, Serum, Eye Cream & Moisturiser, Hydrating, Pore Refining & Radiance Boosting, Travel Pamper Gifts for Women Teenage Girls",https://www.efghousewares.co.uk/fruits-papmper-set-119283,https://www.amazon.co.uk/dp/B0DYX1VBLV,300,Available (see Keepa data),,1.0,6.852,5.71,15.99,3.0,3.13,0.55,2.66499999999999,2.478,1.485,-2.478,0.935000000000001,0.149361022364217,14.868,7.01688555347092,708,5010792752389,,1,1,FRUITS,FRUIT,0.0,0.935000000000001,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 0%)
5010303185965.0,,B0DCGDS6Y5,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 550ML,"Addis Clip Tight Food Storage Container Large 4.2 Litre Tall Rectangle Airtight Silicone Seal Containers Bpa Free Easy Locking Lid Clips, Clear Transparent",https://www.efghousewares.co.uk/addis-clip-tight-rectangle-food-box-550ml-114032,https://www.amazon.co.uk/dp/B0DCGDS6Y5,300,,,,1.596,1.33,6.39,0.79875,2.41,0.55,1.06499999999999,1.01775,0.786249999999999,-1.01775,0.236249999999999,0.125664893617021,6.1065,4.43661971830985,714,5010303185965,,1,1,ADDIS,ADDIS,20.0,0.236249999999999,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 20%)
5038135120701.0,9876553862614.0,B08P8GS8XP,WHAM CRYSTAL 160LTR CLEAR BOX & LID,"Wham Pack of 2 Crystal Storage Boxes with Lids, Plastic, 80L, Clear, 80L, Made in UK, Rectangular Storage Boxes 60 x 40 x 42cm",https://www.efghousewares.co.uk/wham-crystal-160ltr-clear-box-lid,https://www.amazon.co.uk/dp/B08P8GS8XP,300,,Available (see Keepa data),14.0,16.116,13.43,23.21,2.90125,2.41,0.55,3.86833333333333,3.85825,0.600416666666667,-3.85825,0.0504166666666676,0.00360634239389611,23.1495,0.260663507109009,726,5038135120701,9876553862614,1,2,WHAM,WHAM,9.523809523809524,-16.065583333333333,FILTERED OUT,Low confidence + unprofitable
6923456823471.0,,B0CNCZJLYF,SQUARE SPICE JAR BLACK/WHITE,"Square Spice Jars Set of 24 with Bamboo Lids, Shaker Inserts, Pre-Printed English Labels, Black and White Stickers (180 Spice Names), Silicone Funnel, and Cleaning Brush (English Labels)",https://www.efghousewares.co.uk/square-spice-jar-black/white-119723,https://www.amazon.co.uk/dp/B0CNCZJLYF,200,Available (see Keepa data),,1.0,0.78,0.65,24.99,3.75,5.15,0.55,4.16499999999999,2.02,11.2749999999999,-2.02,10.7249999999999,8.93749999999999,12.12,51.500600240096,738,6923456823471,,1,24,SQUARE,SQUARE,8.0,-7.215000000000101,FILTERED OUT,Low confidence + unprofitable
5012904112753.0,,B0D5HN7W14,CHEF AID SANTOKU KNIFE SOFT GRIP HANDLE,"MasterChef Knife Set with Block, 5 Kitchen Knives with Sharp Stainless Steel Blades (Chef, Paring, Utility, Carving, Bread) Soft Touch Easy Grip Handles & Universal Knife Holder, Earth Greys",https://www.efghousewares.co.uk/chef-aid-santoku-knife-soft-grip-handle,https://www.amazon.co.uk/dp/B0D5HN7W14,200,,,,2.808,2.34,24.49,3.06125,2.41,0.55,4.08166666666666,1.67225,12.5970833333333,-1.67225,12.0470833333333,4.16854094579008,10.0335,59.0302164148632,767,5012904112753,,1,1,CHEF,MASTERCHEF,10.344827586206897,12.0470833333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 10%)
5024418552062.0,5060003610953.0,B095X7QFSN,CHRISTMAS TEALIGHTS SPICED CINNAMON 10 PACK,"St Eval | Orange and Cinnamon Scented Tealights | Warm Tangy Fragrance with Hints of Spicy Cinnamon, Aniseed and Sweet Vanilla | Pack of 9 | Upto 6 Hours Per Tealight Candle | Made in Cornwall",https://www.efghousewares.co.uk/christmas-tealights-winter-forest-pack-of-10-123300,https://www.amazon.co.uk/dp/B095X7QFSN,200,Available (see Keepa data),,1.0,0.6,0.5,9.99,1.5,1.73,0.55,1.66499999999999,0.856,4.595,-0.856,4.045,3.8523809523809502,5.136,48.5885885885885,771,5024418552062,5060003610953,10,9,CHRISTMAS,ST,10.714285714285714,4.045,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 11%)
8721037573603.0,5060914443909.0,B0D7HTYPTL,GLASS BOTTLE 120ML,"Glass Shot Bottles with Lids - 12 Pack 120ml Empty Mini Bottles for Ginger Shots with Cleaning Brush & Labels - Reusable, Clear, Airtight - Ideal for Juice, Oils, Sauces, Medicine",https://www.efghousewares.co.uk/bottle-120ml-glass-122131,https://www.amazon.co.uk/dp/B0D7HTYPTL,200,,Available (see Keepa data),1.0,0.672,0.56,12.99,1.95,4.72,0.55,2.16499999999999,1.556,3.595,-1.556,3.045,2.74324324324324,9.33599999999999,28.1293302540415,801,8721037573603,5060914443909,1,120,GLASS,GLASS,8.695652173913043,-76.923,FILTERED OUT,Low confidence + unprofitable
5036200127242.0,,B00TU1VL08,THE BIG CHEESE NEO ZAP ELECTRONIC RAT KILLER REFILL,"The Big Cheese Ultra Power - Electronic Mouse Killer, Quick, Effective Humane - Professional Electric Mouse Trap that Kills Instantly - Safe, Hygienic Zapper - Indoor Battery Powered Electric Trap",https://www.efghousewares.co.uk/stv-neo-zap-electronic-rat-killer-refill,https://www.amazon.co.uk/dp/B00TU1VL08,200,,,,2.88,2.4,16.99,2.12375,2.41,0.55,2.83166666666666,1.49674999999999,7.22458333333333,-1.49674999999999,6.67458333333333,2.26257062146892,8.9805,47.1424367274867,811,5036200127242,,1,1,THE,THE,11.11111111111111,6.67458333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 11%)
4001836065665.0,5023041541245.0,B073XQYNQT,SCHOTT ZWIESEL WHITE WINE GLASS 407ML SET OF 2,"Schott Zwiesel Pure Glassware - White Wine Glasses - Set of 2, 408ml Capacity, Tritan Glass, Dishwasher Safe.",https://www.efghousewares.co.uk/schott-zwiesel-wine-glasses-set-of-2-white,https://www.amazon.co.uk/dp/B073XQYNQT,200,Available (see Keepa data),Available (see Keepa data),2.0,3.348,2.79,19.99,3.0,3.14,0.55,3.33166666666666,1.896,7.72833333333333,-1.896,7.17833333333333,2.14920159680638,11.376,43.0915457728864,817,4001836065665,5023041541245,2,2,SCHOTT,SCHOTT,27.77777777777778,7.17833333333333,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 28%)
5014348229363.0,,B0046MHRMM,BEAUFORT SQUARE FOOD CONTAINER 600ML,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,https://www.efghousewares.co.uk/beaufort-sq-food-container-0-6-ltr,https://www.amazon.co.uk/dp/B0046MHRMM,200,,,,0.66,0.55,7.91,0.98875,2.41,0.55,1.31833333333333,0.89975,2.64291666666666,-0.89975,2.09291666666666,1.90265151515151,5.3985,31.7509481668773,833,5014348229363,,1,1,BEAUFORT,BEAUFORT,33.33333333333333,2.09291666666666,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 33%)
5014348277067.0,,B0046MHRMM,BEAUFORT SQUARE FOOD CONTAINER 1LTR,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,https://www.efghousewares.co.uk/beaufort-sq-food-container-01-ltr,https://www.amazon.co.uk/dp/B0046MHRMM,200,,,,0.744,0.62,7.92,0.99,2.41,0.55,1.31999999999999,0.914,2.58,-0.914,2.03,1.7350427350427298,5.48399999999999,30.7575757575757,840,5014348277067,,1,1,BEAUFORT,BEAUFORT,33.33333333333333,2.03,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 33%)
8692952067501.0,8692952079030.0,B082XDN4LH,LAV GLASS WHISKEY TUMBLER 345ML 3PCE,Lav Coral Tumbler Glasses. Coloured Base (Pack of 6) Whisky Juice Drinking Glasses Set. 345ml,https://www.efghousewares.co.uk/lav-glass-whiskey-tumbler-345ml-3pce-116595,https://www.amazon.co.uk/dp/B082XDN4LH,200,Available (see Keepa data),,3.0,2.268,1.89,15.0,2.25,3.58,0.55,2.5,1.654,4.78,-1.654,4.23,1.73360655737704,9.924,33.84,841,8692952067501,8692952079030,3,6,LAV,LAV,17.647058823529413,1.9620000000000006,NEEDS VERIFICATION,Brand/title match needs confirmation (sim: 18%)
