SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,token_overlap,underpriced_suspicious,supplier_pack_qty,amazon_pack_qty,Unit_Qty_Flag,Unit_Qty_Note,Net_Profit
Munch & Crunch Duck Drumsticks Dog Treats 70g,Munch & Crunch Dog Treats Duck Drumsticks 70g,5053249257297,5053249257297.0,B0CZBW2CZQ,1.044,6.02,-0.9533333333333336,-67.1361502347418,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=7),Brand match: munch",True,https://www.poundwholesale.co.uk/munch-crunch-duck-drumsticks-dog-treats-70g,https://www.amazon.co.uk/dp/B0CZBW2CZQ,,Wholesale Pet Toys Treats,7,False,1,1,MATCH,,-0.9533333333333336
Elysium Spa Himalayan Bath Salts 1kg,Elysium Spa Himalayan Salt (1kg),5020535010836,5020535010836.0,B07X6NMBF4,1.752,4.92,-1.3499999999999994,-67.1641791044776,50.0,50.0,50,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.91, shared=4),Brand match: elysium",True,https://www.poundwholesale.co.uk/elysium-spa-himalayan-bath-salts-1kg,https://www.amazon.co.uk/dp/B07X6NMBF4,Available (see Keepa data),Wholesale Skin Care,4,False,1,1,MATCH,,-1.3499999999999994
Sealapack 5L Food Waste Bags 20 Pack CDU,"Sealapack Essential Food Waste Bags, 100% Biodegradable, Compostable, Pack Of 20",5053249227924,5053249227924.0,B079JZRP1L,0.888,4.49,-0.8683333333333327,-67.31266149870795,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.60, shared=4),Brand match: sealapack",True,https://www.poundwholesale.co.uk/sealapack-5l-food-waste-bags-20-pack-cdu,https://www.amazon.co.uk/dp/B079JZRP1L,,Bin Liners Refuse Sacks,6,False,20,20,MATCH,,-0.8683333333333327
Just Stationery A4 Dry-Wipe Board With Pen Assorted Colours,Just Stationery A4 Magnetic Dry Wipe Board - Assorted Colours,5013922042855,5013922042855.0,B00465Q01I,1.104,3.36,-0.99,-67.3469387755102,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.85, shared=7),Brand match: just",True,https://www.poundwholesale.co.uk/dry-wipe-board-with-pen,https://www.amazon.co.uk/dp/B00465Q01I,Available (see Keepa data),Wholesale Pens Pencils Markers,8,False,1,1,MATCH,,-0.99
Swirl Non-Bio Fresh Clean Laundry Detergent Sheets 20 Pack,SWIRL Laundry Detergent Sheets Fresh Clean,5053249260792,5053249260792.0,B0C9JFYV21,1.212,4.15,-1.061666666666666,-68.05555555555551,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.67, shared=6),Brand match: swirl",True,https://www.poundwholesale.co.uk/swirl-non-bio-fresh-clean-laundry-detergent-sheets-20-pack,https://www.amazon.co.uk/dp/B0C9JFYV21,,Laundry,6,False,20,1,MATCH,,-1.061666666666666
Cotton Tree Kind & Gentle Baby Wipes 72 Pack,"Cotton Tree Essential Baby Wipes, 72Pk",5053249233963,5053249233963.0,B07VKQ6MBW,0.828,3.99,-0.8449999999999995,-68.14516129032255,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.80, shared=4),Brand match: cotton",True,https://www.poundwholesale.co.uk/cotton-tree-kind-gentle-baby-wipes-72-pack,https://www.amazon.co.uk/dp/B07VKQ6MBW,Available (see Keepa data),Wholesale Baby Changing Wipes,4,False,72,1,MATCH,,-0.8449999999999995
Chatsworth Love Your Lawn Grass Seed Lawn Fertiliser 500g,"Chatsworth Love Your Lawn Grass Seed, Ready To Use, 500 G, Clear",5053249251462,5053249251462.0,B09ZVKSLRJ,1.5,4.72,-1.2266666666666668,-68.14814814814815,900.0,900.0,900,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.80, shared=6),Brand match: chatsworth",True,https://www.poundwholesale.co.uk/chatsworth-love-your-lawn-all-in-one-grass-seed-lawn-fertiliser-375g,https://www.amazon.co.uk/dp/B09ZVKSLRJ,Available (see Keepa data),Planting Growing,6,False,1,1,MATCH,,-1.2266666666666668
Out & About Water Proof Spray 300ml,Out & about waterproof spray fabric protector tents sleeping bags 300ml,5053249206783,5053249206783.0,B0721FCSZB,1.416,4.99,-1.1816666666666658,-68.30443159922923,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=4),Brand match: out",True,https://www.poundwholesale.co.uk/water-proof-spray-300ml,https://www.amazon.co.uk/dp/B0721FCSZB,,Wholesale Camping,4,False,1,1,MATCH,,-1.1816666666666658
Munch & Crunch Assorted Treats Bikkies 350g,Munch & Crunch Dog Treats Bikkies Assorted Treats - 350g,5053249265926,5053249265926.0,B0CZC4GH3X,1.104,4.48,-1.0166666666666662,-69.16099773242627,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.73, shared=6),Brand match: munch",True,https://www.poundwholesale.co.uk/bikkies-assorted-treats,https://www.amazon.co.uk/dp/B0CZC4GH3X,,Wholesale Pet Toys Treats,6,False,1,1,MATCH,,-1.0166666666666662
Escenti Kids 3-In-1 Lice Repellent Defence Shampoo 300ml,Escenti Kids Lice Repellent 3 in 1 Defence Shampoo 300Ml,5020535011789,5020535011789.0,B07HND9GS5,1.164,4.13,-1.0583333333333331,-69.62719298245612,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.89, shared=7),Brand match: escenti",True,https://www.poundwholesale.co.uk/escenti-kids-3-in-1-lice-repellent-defence-shampoo-300ml,https://www.amazon.co.uk/dp/B07HND9GS5,Available (see Keepa data),Wholesale Toiletries,9,False,1,1,MATCH,,-1.0583333333333331
Prima Coir Wire Natural Door Mat 40cm X 60cm,Prima Coir Wire Mat Natural 40x60 cm,5038673220857,5038673220857.0,B0CDM84PM7,10.092,13.6,-6.336666666666665,-70.72172619047616,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.70, shared=5),Brand match: prima",True,https://www.poundwholesale.co.uk/prima-coir-wire-natural-door-mat-40cm-x-60cm,https://www.amazon.co.uk/dp/B0CDM84PM7,,Wholesale Home Accessories,5,False,1,1,MATCH,,-6.336666666666665
Auto Extreme Professional Chrome Effect Spray Paint 400ml,"Auto Extreme Auto Spray Chrome, 400 ml",5055319599559,5055319599559.0,B07NJGVPVQ,2.436,4.99,-1.8416666666666657,-71.38242894056843,400.0,,400,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=4),Brand match: auto",True,https://www.poundwholesale.co.uk/auto-extreme-professional-chrome-effect-spray-paint-400ml,https://www.amazon.co.uk/dp/B07NJGVPVQ,Available (see Keepa data),Cleaning Air Fresheners,4,False,1,1,MATCH,,-1.8416666666666657
Pristine Gleam Dental Care Kit 3pc,Pristine Gleam Dental Care KIT 3 Pack,5056175974207,5056175974207.0,B0C7KJ1SSW,0.78,2.74,-0.8666666666666664,-72.22222222222219,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.96, shared=5),Brand match: pristine",True,https://www.poundwholesale.co.uk/pristine-gleam-dental-care-kit-3pc,https://www.amazon.co.uk/dp/B0C7KJ1SSW,,Wholesale Dental,5,False,3,3,MATCH,,-0.8666666666666664
Pan Aroma Incense Sticks Gift Set 4 Pack,"Pan Aroma 4Pk Gift Pack Incense Sticks,PAN0079A",5053249224701,5053249224701.0,B07NHNLHQ4,0.936,3.7,-0.9666666666666665,-72.6817042606516,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.60, shared=5),Brand match: pan",True,https://www.poundwholesale.co.uk/incense-sticks-5pk-gift-pack,https://www.amazon.co.uk/dp/B07NHNLHQ4,,Wholesale Home Fragrance Candles Accessories,6,False,4,1,MATCH,,-0.9666666666666665
Dentiplus Fresh Mint Fresh Breath Spray 25ml,DENTIPLUS BREATH FRESH FRESHMINT ALCOHOL FREE SPRAY,5020535005931,5020535005931.0,B0070WH0CM,0.912,3.69,-0.9549999999999996,-72.90076335877859,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=4),Brand match: dentiplus",True,https://www.poundwholesale.co.uk/dentiplus-fresh-mint-fresh-breath-spray-25ml,https://www.amazon.co.uk/dp/B0070WH0CM,,Wholesale Dental,4,False,1,1,MATCH,,-0.9549999999999996
151 Multipurpose Spray Paint Grey Primer 400ml,"151 Spray Paint, Grey Primer, 400Ml",5053249215303,5053249215303.0,B06XWPRCND,2.028,4.77,-1.6350000000000005,-72.99107142857144,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.84, shared=6),Brand match: 151",True,https://www.poundwholesale.co.uk/151-multipurpose-spray-paint-grey-primer-400ml,https://www.amazon.co.uk/dp/B06XWPRCND,,Wholesale Sealants Paints,6,False,1,1,MATCH,,-1.6350000000000005
Pan Aroma Plug-In Vanilla & Coconut Air Freshener,"Pan Aroma Plug In Air Freshener - Vanilla & Coconut Scents, White",5053249230214,5053249230214.0,B07MTHKH3T,1.356,4.68,-1.2299999999999998,-73.2142857142857,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.70, shared=7),Brand match: pan",True,https://www.poundwholesale.co.uk/pan-aroma-plug-in-vanilla-coconut-air-freshener,https://www.amazon.co.uk/dp/B07MTHKH3T,,Wholesale Home Fragrance Candles Accessories,7,False,1,1,MATCH,,-1.2299999999999998
Just Stationery Pre-Strung Tie-On Tags 13 X 20mm 200 Pack,"Just stationery 13 x 20 mm Pre Strung Tag (Pack of 200), White, 4257.0",5013922042572,5013922042572.0,B01BGDZGBC,0.78,2.76,-0.8800000000000002,-73.33333333333334,200.0,200.0,200,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.60, shared=5),Brand match: just",True,https://www.poundwholesale.co.uk/just-stationery-pre-strung-tie-on-tags-200-pack,https://www.amazon.co.uk/dp/B01BGDZGBC,Available (see Keepa data),Stationery Pound Lines,8,False,200,200,MATCH,,-0.8800000000000002
Elysium Spa Citrus Fresh Neroli & Sweet Orange Bath Bombs 3 Pack,Elysium Spa Neroli & Sweet Orange Bath Bombs,5020535021955,5020535021955.0,B0BYTBC9D1,0.984,3.99,-1.0149999999999997,-74.08759124087588,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.81, shared=7),Brand match: elysium",True,https://www.poundwholesale.co.uk/elysium-spa-citrus-fresh-neroli-sweet-orange-bath-bombs-3-pack,https://www.amazon.co.uk/dp/B0BYTBC9D1,,Wholesale Skin Care,7,False,3,1,MATCH,,-1.0149999999999997
Artbox Colouring Pencils Assorted Colours 20 Pack,Artbox 20 full size colouring pencils set in 20 assorted colours,5013922051215,5013922051215.0,B0058GK5Q0,0.792,2.97,-0.915,-75.61983471074382,1000.0,,1000,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.73, shared=5),Brand match: artbox",True,https://www.poundwholesale.co.uk/20-full-sized-coloured-pencils,https://www.amazon.co.uk/dp/B0058GK5Q0,Available (see Keepa data),Stationery Pound Lines,6,False,20,1,MATCH,,-0.915
Nuage Micellar Cleansing 20 Wipes Twin Pack,"Nuage Micellar 3 in 1 Cleansing Wipes, Twin Pack",5020535008826,5020535008826.0,B072JL11MS,0.888,3.99,-0.985,-76.35658914728681,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.89, shared=5),Brand match: nuage",True,https://www.poundwholesale.co.uk/nuage-micellar-cleansing-wipes,https://www.amazon.co.uk/dp/B072JL11MS,Available (see Keepa data),Wholesale Toiletries,6,False,1,1,MATCH,,-0.985
Pets Play Puppy Training Mats 50cm X 40cm 4 Pack,Pets at Play Puppy Training Mat (Pack Of 4),5050375038981,5050375038981.0,B003GC45YG,0.924,2.99,-1.008333333333333,-76.38888888888886,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.74, shared=4),Brand match: pets",True,https://www.poundwholesale.co.uk/puppy-training-mats-4pk-50cm-x-40cm,https://www.amazon.co.uk/dp/B003GC45YG,,Wholesale Dog,6,False,4,4,MATCH,,-1.008333333333333
Duzzit Wooden Furniture Polish 300ml,DUZZIT FURNITURE POLISH 300ML,5050375097940,5050375097940.0,B0042FLG6G,1.116,4.25,-1.1383333333333328,-76.91441441441438,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.89, shared=4),Brand match: duzzit",True,https://www.poundwholesale.co.uk/duzzit-wooden-furniture-polish-300ml,https://www.amazon.co.uk/dp/B0042FLG6G,,Multi Purpose Cleaners,4,False,1,1,MATCH,,-1.1383333333333328
Escenti Spearmint & Menthol Soothing Foot Soak 450G,Escenti Cool Feet Soothing Spearmint & Menthol Essential Foot Soak,5020535008765,5020535008765.0,B06XCLN79Q,0.912,3.96,-1.0099999999999998,-77.09923664122135,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.70, shared=6),Brand match: escenti",True,https://www.poundwholesale.co.uk/escenti-spearmint-menthol-soothing-foot-soak-450g,https://www.amazon.co.uk/dp/B06XCLN79Q,Available (see Keepa data),Wholesale Foot Care,6,False,1,1,MATCH,,-1.0099999999999998
Duzzit Assorted Colour Heavy Duty Scouring Pads 10 Pack,Duzzit Heavy Duty Scouring Pads Asstd. 10 Pack,5053249252711,5053249252711.0,B0BXFCC8Z2,0.912,5.01,-1.0250000000000004,-78.24427480916033,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.78, shared=5),Brand match: duzzit",True,https://www.poundwholesale.co.uk/duzzit-assorted-colour-heavy-duty-scouring-pads-10-pack,https://www.amazon.co.uk/dp/B0BXFCC8Z2,,Sponges Scourers Cloths,7,False,10,10,MATCH,,-1.0250000000000004
Elbow Grease Dishwasher Cleaner 250ml,"Elbow Grease Dishwasher Cleaner 250Ml, Blue",5053249244761,5053249244761.0,B09343H1ZX,1.032,4.19,-1.108333333333333,-78.60520094562644,100.0,100.0,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.94, shared=5),Brand match: elbow",True,https://www.poundwholesale.co.uk/elbow-grease-dishwasher-cleaner-250ml,https://www.amazon.co.uk/dp/B09343H1ZX,,Kitchen Cleaners,5,False,1,1,MATCH,,-1.108333333333333
"Just Stationery Clear Exam Pencil Case 13"" Assorted Colours","Just Stationery 13 inch Clear Exam Pencil Case,Assorted colors",5013922061900,5013922061900.0,B007MMAPA4,0.78,2.66,-0.9433333333333332,-78.61111111111109,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.89, shared=7),Brand match: just",True,https://www.poundwholesale.co.uk/just-stationery-13-clear-exam-pencil-case,https://www.amazon.co.uk/dp/B007MMAPA4,Available (see Keepa data),Wholesale Pens Pencils Markers,8,False,1,1,MATCH,,-0.9433333333333332
Pan Aroma Tangerine & Vanilla Air Freshener Spray 250ml,Pan Aroma Tangerine and Vanilla Trigger Spray 250Ml,5053249212593,5053249212593.0,B01MUXQ9S1,1.188,4.15,-1.211666666666666,-78.67965367965364,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.84, shared=6),Brand match: pan",True,https://www.poundwholesale.co.uk/pan-aroma-tangerine-vanilla-air-freshener-spray-250ml,https://www.amazon.co.uk/dp/B01MUXQ9S1,,Wholesale Home Fragrance Candles Accessories,6,False,1,1,MATCH,,-1.211666666666666
Auto Extreme Red Primer Spray Paint 250ml,"Auto Extreme Auto Spray Red Primer, 250 ml",5055319519137,5055319519137.0,B07NJFXL6R,1.104,4.35,-1.165,-79.2517006802721,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.71, shared=5),Brand match: auto",True,https://www.poundwholesale.co.uk/mean-machine-auto-spray-red-primer-250ml,https://www.amazon.co.uk/dp/B07NJFXL6R,,Cleaning Air Fresheners,5,False,1,1,MATCH,,-1.165
Cotton Tree Petroleum Jelly With Cocoa Butter 226g,Cotton Tree Jumbo Petroleum Jelly 226G Cocoa Butter Daily Skin Body Care,5050375107632,5050375107632.0,B00BSD64Q2,1.044,3.9,-1.13,-79.57746478873239,200.0,200.0,200,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.69, shared=7),Brand match: cotton",True,https://www.poundwholesale.co.uk/cotton-tree-petroleum-jelly-with-cocoa-butter-226g,https://www.amazon.co.uk/dp/B00BSD64Q2,,Wholesale Skin Care,7,False,1,1,MATCH,,-1.13
Prima Red & Yellow Sauce Dispenser Set 2pc,Prima 18296C 2pc Sauce Dispenser (Mustard & Ketchup),5038673182964,5038673182964.0,B08ZGHFJ16,1.188,4.99,-1.231666666666666,-79.97835497835494,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=4),Brand match: prima",True,https://www.poundwholesale.co.uk/prima-red-yellow-sauce-dispenser-set-2pc,https://www.amazon.co.uk/dp/B08ZGHFJ16,,Other,4,False,2,2,MATCH,,-1.231666666666666
Just Stationery Assorted Bright Chisel Tip Highlighter Pens 5 Pack,"Just stationery Bright Chisel Tip Highlighter (Pack of 5), 6363",5013922063638,5013922063638.0,B00D2W4D1K,0.78,2.58,-0.96,-79.99999999999997,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.79, shared=6),Brand match: just",True,https://www.poundwholesale.co.uk/just-stationery-assorted-bright-chisel-tip-highlighter-pens-5-pack,https://www.amazon.co.uk/dp/B00D2W4D1K,Available (see Keepa data),Wholesale Pens Pencils Markers,8,False,5,5,MATCH,,-0.96
Marksman Paint Brush Set 10pc,"Marksman 10pc Paint Brush Set (1/2"" 1"" 1.5"" 2"" 2.5), Wood, L",5038673640273,5038673640273.0,B0057VA7KA,2.712,8.99,-2.258333333333332,-80.36773428232499,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.67, shared=4),Brand match: marksman",True,https://www.poundwholesale.co.uk/marksman-paint-brush-set-10pc,https://www.amazon.co.uk/dp/B0057VA7KA,,Wholesale Painting Decorating,5,False,10,10,MATCH,,-2.258333333333332
Kids Create Make Your Own Wooden Bead Jewellery Set,Kids Create Make Own Style Bracelets & Necklaces Jewellery Sets Wooden Beads 5+,5012128484643,5012128484643.0,B01N18IZOS,0.72,2.69,-0.9283333333333332,-80.72463768115942,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.62, shared=6),Brand match: kids",True,https://www.poundwholesale.co.uk/make-your-own-wooden-bead-jewelry-set,https://www.amazon.co.uk/dp/B01N18IZOS,Available (see Keepa data),Stationery Pound Lines,6,False,1,1,MATCH,,-0.9283333333333332
Just Stationery Universal Clear Punched Pockets 20 Pack,Just Stationery 20 Clear Plastic Punched Pocket,5013922040530,5013922040530.0,B005VC5L6A,0.516,2.77,-0.7916666666666663,-80.78231292517003,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.73, shared=4),Brand match: just",True,https://www.poundwholesale.co.uk/just-stationery-universal-clear-punched-pockets-20-pack,https://www.amazon.co.uk/dp/B005VC5L6A,,Stationery Pound Lines,5,False,20,1,MATCH,,-0.7916666666666663
"Prima Stainless Steel 8mm BBQ Skewers 24""","PRIMA 14082C 8mm S/S BBQ Skewers 24"", Wood",5038673140827,5038673140827.0,B0CCJTQLZK,1.524,8.95,-1.4716666666666665,-80.86080586080585,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=4),Brand match: prima",True,https://www.poundwholesale.co.uk/prima-stainless-steel-8mm-bbq-skewers-24,https://www.amazon.co.uk/dp/B0CCJTQLZK,,Wholesale Kitchen Utensils Cutlery,5,False,1,1,MATCH,,-1.4716666666666665
Nuage Acetone-Free Nail Polish Remover 250ml,Nuage Nail Polish Remover Acetone & Fragrance Free 250ml,5020535009601,5020535009601.0,B07W5WSZ67,1.008,3.99,-1.1349999999999998,-81.6546762589928,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=6),Brand match: nuage",True,https://www.poundwholesale.co.uk/nuage-acetone-free-nail-polish-remover-250ml,https://www.amazon.co.uk/dp/B07W5WSZ67,,Wholesale Hand Nail,7,False,1,1,MATCH,,-1.1349999999999998
Duzzit Amazing Baking Soda 350g,Duzzit Baking Soda 350g,5053249256634,5053249256634.0,B0DGTWGQZQ,0.948,4.18,-1.096666666666667,-81.84079601990051,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.85, shared=4),Brand match: duzzit",True,https://www.poundwholesale.co.uk/duzzit-amazing-baking-soda-350g,https://www.amazon.co.uk/dp/B0DGTWGQZQ,,Multi Purpose Cleaners,4,False,1,1,MATCH,,-1.096666666666667
Kids Create Letter To Santa Pack With Pencil,Kids Create Letter To Santa Pack Activity Pack Stickers Pencil Eraser,5012128554209,5012128554209.0,B08HSHQ4M9,0.8160000000000001,2.54,-1.0133333333333332,-82.38482384823847,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.74, shared=5),Brand match: kids",True,https://www.poundwholesale.co.uk/kids-create-letter-to-santa-pack-with-pencil,https://www.amazon.co.uk/dp/B08HSHQ4M9,,Wholesale Christmas,6,False,1,1,MATCH,,-1.0133333333333332
Auto Extreme Silver Wheel Spray Paint 250ml,"Auto Extreme Auto Spray Silver Wheel, 250 ml",5055319519045,5055319519045.0,B07NJFYFZR,1.104,4.5,-1.2200000000000002,-82.99319727891157,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=5),Brand match: auto",True,https://www.poundwholesale.co.uk/auto-extreme-silver-wheel-spray-paint-250ml,https://www.amazon.co.uk/dp/B07NJFYFZR,,Cleaning Air Fresheners,5,False,1,1,MATCH,,-1.2200000000000002
Just Stationery Black Permanent Markers 4 Pack,Just stationery Chisel Tip Permanent Marker - Black (Pack of 4) 1156,5013922011561,5013922011561.0,B00A2N7G4I,0.78,2.52,-1.0,-83.33333333333331,200.0,200.0,200,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=4),Brand match: just",True,https://www.poundwholesale.co.uk/just-stationery-black-permanent-markers-4-pack,https://www.amazon.co.uk/dp/B00A2N7G4I,Available (see Keepa data),Wholesale Pens Pencils Markers,6,False,4,4,MATCH,,-1.0
Just Stationery Chunky Dry-Wipe Board Markers Assorted Colours 3 Pack,"Just Stationery 1141 Chunky Dry Wipe Board Markers, Pack of 3",5013922011417,5013922011417.0,B00A92H0OI,0.8160000000000001,2.56,-1.0266666666666668,-83.46883468834689,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.77, shared=7),Brand match: just",True,https://www.poundwholesale.co.uk/3-chunky-dry-wipe-board-markers,https://www.amazon.co.uk/dp/B00A92H0OI,Available (see Keepa data),Wholesale Pens Pencils Markers,9,False,3,3,MATCH,,-1.0266666666666668
Pestshield Metal Mouse Trap 2 Pack,Pestshield 2 Pack Metal Mouse Trap Indoor & Outdoor Use New,5050375050389,5050375050389.0,B015G4EZ3M,1.272,2.89,-1.3516666666666663,-83.95445134575567,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=4),Brand match: pestshield",True,https://www.poundwholesale.co.uk/metal-mouse-trap-2pk,https://www.amazon.co.uk/dp/B015G4EZ3M,Available (see Keepa data),Pest Killers Deterrents,6,False,2,2,MATCH,,-1.3516666666666663
Sealapack Re-usable Non-Stick Round Air Fryer Cooking Liner 24cm,SEALAPACK Reusable Air Fryer Liner - Round 24cm (1 Pack),5053249260631,5053249260631.0,B0C72PHRSC,0.912,2.79,-1.1049999999999998,-84.35114503816791,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.68, shared=6),Brand match: sealapack",True,https://www.poundwholesale.co.uk/sealapack-re-usable-non-stick-round-air-fryer-cooking-liner-24cm,https://www.amazon.co.uk/dp/B0C72PHRSC,,Food Freezer Bags,6,False,1,1,MATCH,,-1.1049999999999998
151 Assorted Colour Soft Grip Clothes Pegs 20 Pack,151 Soft Grip Clothes PEGS 20PK,5050375049857,5050375049857.0,B007C0LZDM,1.896,4.35,-1.805,-84.74178403755869,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.77, shared=5),Brand match: 151",True,https://www.poundwholesale.co.uk/151-assorted-colour-soft-grip-clothes-pegs-20-pack,https://www.amazon.co.uk/dp/B007C0LZDM,,Laundry,5,False,20,1,MATCH,,-1.805
Artbox A4 Tracing Paper 60 Sheets,Artbox A4 tracing paper - 60 sheets,5013922050690,5013922050690.0,B004KRB7TM,0.792,2.81,-1.038333333333333,-85.81267217630852,200.0,200.0,200,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.99, shared=4),Brand match: artbox",True,https://www.poundwholesale.co.uk/60-sheet-a4-tracing-paper-pad,https://www.amazon.co.uk/dp/B004KRB7TM,Available (see Keepa data),Stationery Pound Lines,6,False,1,1,MATCH,,-1.038333333333333
Just Stationery Fabric Pens & Name Tag Labels 2 Pack,"Just stationery Fabric Pens and Name Labels (Pack of 2), 5639",5013922056395,5013922056395.0,B00K2PM6A0,0.78,2.49,-1.045,-87.08333333333331,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.83, shared=6),Brand match: just",True,https://www.poundwholesale.co.uk/2-fabric-pens-and-name-labels,https://www.amazon.co.uk/dp/B00K2PM6A0,Available (see Keepa data),Wholesale Pens Pencils Markers,8,False,2,2,MATCH,,-1.045
Tidyz Drawstring Refuse Sacks 100l,Tidyz Super Strong Drawstring Refuse Sacks Black Bin Liners 100L - 10 Bin Liners,5025364015281,5025364015281.0,B07SC3SG3R,0.78,4.09,-1.0516666666666667,-87.63888888888887,,,0,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.60, shared=5),Brand match: tidyz",True,https://www.poundwholesale.co.uk/tidyz-drawstring-refuse-sacks-100l,https://www.amazon.co.uk/dp/B07SC3SG3R,Available (see Keepa data),Bin Liners Refuse Sacks,5,False,1,1,MATCH,,-1.0516666666666667
