SupplierTitle,AmazonTitle,EAN,ASIN,SupplierURL,AmazonURL,SupplierPrice_exVAT,SellingPrice_incVAT,NetProfit,ROI,sales_count,total_offer_count,fba_seller_count,fbm_seller_count,investment_tier,reason,has_strong_brand,brand_detected,MatchMethod,Confidence
Grunwerg Rockingham Forge Red Fibres Universal Knife Block,Rockingham Forge BK-WD/R Acrylic Round Knife Block,5.02E+12,B015TPQYEQ,https://www.poundwholesale.co.uk/grunwerg-rockingham-forge-red-fibres-universal-knife-block,https://www.amazon.co.uk/dp/B015TPQYEQ,1.41,10.0,1.623333333,0.828231293,Unknown,1.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Shot Ring Caps 8 Shot 20pc 160 Caps CDU,Swat Ring Caps Cap Gun Caps Fits all 8 Shot Toy Cap Gun Toy 8 Shot Ring Caps 160 - Pack 1,5.05E+12,B07YL6X8TH,https://www.poundwholesale.co.uk/shot-ring-caps-8-shot-20pc-160-caps-cdu,https://www.amazon.co.uk/dp/B07YL6X8TH,0.71,5.49,1.035,0.821428571,Unknown,3.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Elmer's Disappearing Purple Glue Stick 6G,Elmer's Disappearing Purple Glue Sticks | Dries Clear | Great for Schools & Crafting | Washable & Child-Friendly | 6g | 3 Count,3.03E+12,B08PCHSL7Y,https://www.poundwholesale.co.uk/elmer-s-disappearing-purple-glue-stick-6g-cdu,https://www.amazon.co.uk/dp/B08PCHSL7Y,0.43,4.69,0.798333333,0.81462585,100.0,3.0,,,REJECTED,['ROI 0.8% < 30.0%'],False,,EAN_cached,low
Head Funk Heat Defence Spray 150ml,"Bed Head by TIGI Some Like It Hot Heat Protection Spray - Heat Defence Shield with Anti Humidity protection and Frizz Control for hair that's heat styled, 100ml",5.05E+12,B08R4YZXTM,https://www.poundwholesale.co.uk/head-funk-heat-defence-spray-150ml,https://www.amazon.co.uk/dp/B08R4YZXTM,0.89,6.67,1.168333333,0.811342593,Unknown,23.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,title,medium
Dekton Mini Emulsion Paint Roller Set 4pc,"Dekton 4"" Emulsion Set 4pc-Woven roller for emulsion| Ideal for emulsion paints on walls & ceiling| Medium Pile Woven Fabric Sleeve| Durable Finish| Seamless Repairs On Nicks & scuffs| 2 roller,1 tray",5.06E+12,B0DJBVQGY2,https://www.poundwholesale.co.uk/dekton-mini-emulsion-paint-roller-set-4pc,https://www.amazon.co.uk/dp/B0DJBVQGY2,1.51,9.14,1.666666667,0.809061489,Unknown,1.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Hoot Squishy Bead Dinosaur Assorted CDU,"Squishy Dinosaur Stress Toys - Assorted Colours, 9CM, T-Rex, Triceratops, Stegosaurus, Fidget Toys, Squishies, Novelty Party Bag Fillers, Sensory Fun for Children with Anxiety ADHD",5.06E+12,B0CG9V6PQP,https://www.poundwholesale.co.uk/hoot-squishy-bead-dinosaur-assorted-cdu,https://www.amazon.co.uk/dp/B0CG9V6PQP,0.65,6.99,0.965,0.804166667,50.0,1.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'Sales 50.0 ≤ 50']",False,,title,medium
DID Plastic Measuring Jug 1l,"Acense Polypropylene Measuring Jug, Precise Measurement, Perfect Narrow Stem, Spillage-Free, Multi-Purpose Flour, Ground Almonds, Sugar, Milk, Oil, Dishwasher Safe, Capacity: 1ltr/35fl.oz",5.06E+12,B09HTXGVYP,https://www.poundwholesale.co.uk/did-plastic-measuring-jug-1l,https://www.amazon.co.uk/dp/B09HTXGVYP,0.49,6.6,0.835,0.802884615,Unknown,1.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Masterplast Migra Cool Patches 5cm X 12cm 2 Patches,Zarkles Masterplast Migra Cool Patches x 2 (5cm x 12 cm) for Migraines and Headaches,5.05E+12,B0CS6Y2DHG,https://www.poundwholesale.co.uk/migra-cool-pk3-5cm-x-12cm,https://www.amazon.co.uk/dp/B0CS6Y2DHG,0.75,5.45,1.041666667,0.801282051,Unknown,1.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Cre8 A4 Multi-Coloured Activity Paper,Pennine A4 Multi-Coloured Activity Pad,5.06E+12,B01BFHR7IO,https://www.poundwholesale.co.uk/a4-multi-coloured-activity-paper,https://www.amazon.co.uk/dp/B01BFHR7IO,0.64,5.87,0.951666667,0.799719888,Unknown,3.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Giftmaker Christmas Traditions Gift Wrap 1.5m Assorted CDU,"Christmas Wrapping Paper Sheets, 8 Sheets Xmas Wrapping Paper Set with Stickers, Reindeer/Gift Boxes/Xmas Tree/Candy Patterns Gift Wrapping Paper for Christmas, New Year, Holiday, 50cm x 70cm",5.01E+12,B0CG1Z1DLF,https://www.poundwholesale.co.uk/giftmaker-christmas-traditions-gift-wrap-2m-assorted-cdu,https://www.amazon.co.uk/dp/B0CG1Z1DLF,0.65,6.99,0.95125,0.792708333,Unknown,,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,title,medium
"Harris Woodcare Brush 3""",Harris 10630 3-Inch Transform Wood Stain and Varnish Brush - Green,5.00E+12,B009V5VTU0,https://www.poundwholesale.co.uk/harris-woodcare-brush-3,https://www.amazon.co.uk/dp/B009V5VTU0,1.61,7.92,1.68,0.777777778,Unknown,1.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Classics Juggling Balls 3 Pack CDU,HTI Toys Classic Juggling Balls,5.05E+12,B07T3F5CL9,https://www.poundwholesale.co.uk/classics-juggling-balls-3-pack-cdu,https://www.amazon.co.uk/dp/B07T3F5CL9,1.46,8.99,1.557916667,0.775082919,Unknown,2.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Hoot Pop-Up Sun Tent,"NHOWIN Pop Up Beach Tent for 2-3 Persons, 2025 Upgraded Windproof Pop Up Tent with 4 Wind Ropes & 8 Nails, 50+ UV Sun Protection Beach Shelter Portable & Easy Set Up Sun Shade for Park Garden Picnic",5.06E+12,B0DTTKWPJT,https://www.poundwholesale.co.uk/hoot-pop-up-sun-tent,https://www.amazon.co.uk/dp/B0DTTKWPJT,6.68,21.99,5.54625,0.767116183,400.0,,,,REJECTED,['ROI 0.8% < 30.0%'],False,,title,medium
Dr J's Just 4 Dogs Bactericidal Cleaning Disinfectant Spray 500ml,just 4 dogs Dr J,5.03E+12,B00BPTJWS6,https://www.poundwholesale.co.uk/dr-j-s-just-4-dogs-bactericidal-cleaning-disinfectant-spray-500ml,https://www.amazon.co.uk/dp/B00BPTJWS6,0.91,8.0,1.116666667,0.764840183,Unknown,1.0,,,REJECTED,"['ROI 0.8% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Smart Choice Large Dog Collar 50cm-60cm Assorted Colours,Smart choice dog collar,5.05E+12,B08T7R9KDP,https://www.poundwholesale.co.uk/smart-choice-large-dog-collar-50cm-60cm-assorted-colours,https://www.amazon.co.uk/dp/B08T7R9KDP,0.92,7.57,1.092083333,0.742913832,Unknown,2.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Fun Time Pink Lemonade Flavoured Lube 75ml,"FMHOME Pink Lemonade Flavoured Lubricant, Water-Based, 75ml",5.05E+12,B0F8NPFY6S,https://www.poundwholesale.co.uk/fun-time-pink-lemonade-flavoured-lube-75ml,https://www.amazon.co.uk/dp/B0F8NPFY6S,0.8,5.37,0.995,0.737037037,Unknown,1.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Prima Deluxe Nail Clipper Set 2 pc,NAIL CUTTER,5.04E+12,B007DX0Q38,https://www.poundwholesale.co.uk/prima-deluxe-nail-clipper-set-2-pc,https://www.amazon.co.uk/dp/B007DX0Q38,0.74,4.99,0.948333333,0.735142119,Unknown,1.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Christmas Santa & The Nutcracker Kids Cutlery Set 3pc,RSW Christmas Themed Kids Cutlery Set Tableware Knife Fork Spoon Santa Nutcracker Christmas Characters Xmas Festive Childs,5.02E+12,B0CMDBJK6D,https://www.poundwholesale.co.uk/christmas-santa-the-nutcracker-kids-cutlery-set-3pc,https://www.amazon.co.uk/dp/B0CMDBJK6D,1.62,7.95,1.595,0.735023041,Unknown,2.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
151 Extra Strong Super Glue 1g 5 Pack,"2 x 151 Super Glue Tubes 1g 5pk, Extra Strong Non-Drip Formula for Household Repairs",5.05E+12,B0F74FJH1T,https://www.poundwholesale.co.uk/151-extra-strong-super-glue-1g-5-pack,https://www.amazon.co.uk/dp/B0F74FJH1T,0.76,6.99,0.935,0.713740458,Unknown,1.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Prima Can Opener,"Tin Can Opener Manual, UHIYEE Upgrade Stainless Steel Can Openers That Work with Soft Grips Sharp Cutting Blades, Heavy Duty Tin Openers for Arthritis Hands with Magnetic Lid Lifter, Black",5.04E+12,B09YRGLP36,https://www.poundwholesale.co.uk/prima-can-opener,https://www.amazon.co.uk/dp/B09YRGLP36,3.3,13.95,2.745,0.712987013,50.0,1.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'Sales 50.0 ≤ 50']",False,,title,medium
Marksman Spade Bit Sets 6pc,6PC FLAT SPADE WOOD DRILL BIT SET HOLE CUTTER BORE 10MM 13MM 16MM 19MM 22MM 25MM,5.04E+12,B06XVM7KHY,https://www.poundwholesale.co.uk/6pc-10-13-16-19-22-25-spade-bit-sets,https://www.amazon.co.uk/dp/B06XVM7KHY,2.05,8.99,1.851666667,0.712179487,Unknown,3.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Christmas Kraft Printed Flat-Pack Gift Boxes 3 Pack Assorted,"Christmas Wrapping Paper Sheets, 8 Sheets Xmas Wrapping Paper Set with Stickers, Reindeer/Gift Boxes/Xmas Tree/Candy Patterns Gift Wrapping Paper for Christmas, New Year, Holiday, 50cm x 70cm",5.06E+12,B0CG1Z1DLF,https://www.poundwholesale.co.uk/christmas-kraft-printed-flat-pack-gift-boxes-3-pack-assorted,https://www.amazon.co.uk/dp/B0CG1Z1DLF,0.71,6.99,0.89125,0.70734127,Unknown,,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,title,medium
"Marksman Hanging Basket Replacement Chain 14""","Hanging Basket Chains 3 Point (Pack of 4) 14"" Inch 36cm Metal Replacement Chain For Hanging Basket Bird Feeder Flower pots and Ornaments",5.04E+12,B0F7LSRJV5,https://www.poundwholesale.co.uk/marksman-hanging-basket-replacement-chain-14,https://www.amazon.co.uk/dp/B0F7LSRJV5,0.71,6.99,0.89125,0.70734127,100.0,,,,REJECTED,['ROI 0.7% < 30.0%'],False,,title,medium
Secure Fix Repair Epoxy Permanent Adhesive 40g,Dabmoo Super Stik 2 Pack Epoxy Glue Adhesive Reapering Small Jobs Rapid Bond Glass Metal Plastics Rubber Wood Transparent Quick Dry Araldite Ceramic Household Repairs Automotive Plumbing Resin,5.06E+12,B07RJ348XY,https://www.poundwholesale.co.uk/secure-fix-repair-epoxy-permanent-adhesive-40g,https://www.amazon.co.uk/dp/B07RJ348XY,0.63,6.79,0.829583333,0.703036723,Unknown,1.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Munch & Crunch Anti-Slip Dog Bowl 700ml,Munch & Crunch Stainless Steel Dog Bowl – 700ml Capacity for Small and Medium Dogs,5.05E+12,B0CQKDMS6B,https://www.poundwholesale.co.uk/munch-crunch-anti-slip-dog-bowl-700ml,https://www.amazon.co.uk/dp/B0CQKDMS6B,1.52,8.99,1.421666667,0.686795491,Unknown,2.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Kingdom Trendy Cat Bowl 17cm Assorted Colours 2 Pack,Cat Bowls - Twin Pack Cat Feeding Bowls - Food and Water Bowls for Cats - Assorted Colours,5.06E+12,B096T1TLC3,https://www.poundwholesale.co.uk/kingdom-trendy-cat-bowl-17cm-assorted-colours-2-pack,https://www.amazon.co.uk/dp/B096T1TLC3,0.65,6.84,0.82,0.683333333,100.0,7.0,,,REJECTED,['ROI 0.7% < 30.0%'],False,,EAN,high
Cotton Tree Nail Polish Remover 236ml,2 x FINGER NAIL POLISH REMOVER LEMON FRAGRANCE 295ML by Cotton Tree,5.05E+12,B01N8TMBWW,https://www.poundwholesale.co.uk/nail-polish-remover-295ml,https://www.amazon.co.uk/dp/B01N8TMBWW,0.81,6.29,0.925416667,0.680453431,Unknown,2.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Pan Aroma Wild Berries Scented Glass Candle,Pan Aroma Scented Candle - Wild Berries - fragrance fragranced scent smell smelly,5.05E+12,B07HKGYM9Q,https://www.poundwholesale.co.uk/pan-aroma-wild-berries-scented-glass-candle,https://www.amazon.co.uk/dp/B07HKGYM9Q,0.79,7.25,0.911666667,0.680348259,Unknown,2.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Tarpaulin Blue/Green 3.5m X 5.4M,"Onarway Tarpaulin 3m x 4m Thicken Tarpaulin Waterproof Heavy Duty 110GSM with Reinforced Grommets, Tarp Sheet Cover for Multipurpose Outdoor Use, Blue",5.03E+12,B0BBMNV5Q1,https://www.poundwholesale.co.uk/tarpaulin-blue-green-3-5m-x-5-4m,https://www.amazon.co.uk/dp/B0BBMNV5Q1,6.24,19.99,4.569583333,0.672987236,400.0,,,,REJECTED,['ROI 0.7% < 30.0%'],False,,title,medium
Prima Universal Sink Plugs Assorted 5 Pack,Pack Of 5 Assorted Universal Sink Plugs,5.04E+12,B08ZH6WHJF,https://www.poundwholesale.co.uk/prima-universal-sink-plugs-assorted-5-pack,https://www.amazon.co.uk/dp/B08ZH6WHJF,0.74,5.99,0.861666667,0.667958656,Unknown,1.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Clear Plastic Champagne Flutes 140ml,Party & Paper Solutions,5.03E+12,B00P81R02M,https://www.poundwholesale.co.uk/clear-plastic-champagne-flutes-140ml,https://www.amazon.co.uk/dp/B00P81R02M,0.64,7.49,0.781666667,0.656862745,Unknown,2.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Marksman Trimmer Line 1.65mm X 15m,HEAVY DUTY STRIMMER LINE 1.65MM X 15M 15 METRE GREEN,5.04E+12,B004NLPX36,https://www.poundwholesale.co.uk/marksman-trimmer-line-1-65mm-x-15m,https://www.amazon.co.uk/dp/B004NLPX36,0.68,5.16,0.8,0.650406504,Unknown,3.0,,,REJECTED,"['ROI 0.7% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Smart Choice Small Dog Lead 1.2m Assorted Colours,Smart Choice Small Dog Lead 1.2m- 4 assorted colours,5.05E+12,B08CF26YBK,https://www.poundwholesale.co.uk/smart-choice-small-dog-lead-1-2m-assorted-colours,https://www.amazon.co.uk/dp/B08CF26YBK,1.03,7.63,1.024583333,0.648470464,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Smart Choice Dental Rubber Toothbrush Dog Toy 15cm Assorted Colours,Smart Choice Puppy Dental Teething Dog Play Toy Tube Pet Train Chew Healthy Gums Soft Rubber Toothbrush Interactive,5.05E+12,B09DGLXC92,https://www.poundwholesale.co.uk/smart-choice-dental-rubber-toothbrush-dog-toy-15cm-assorted-colours,https://www.amazon.co.uk/dp/B09DGLXC92,1.27,6.92,1.176666667,0.646520147,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Leonardo Desire Aroma DimpLED White Heart Wax Oil Burner,"lesser and pavey LP48269 Wax/Oil Warmer | White Heart | 1 Piece-13x13x17 cm Accessory, Multicolor",5.01E+12,B0BKGXTXS5,https://www.poundwholesale.co.uk/leonardo-desire-aroma-dimpled-white-heart-wax-oil-burner,https://www.amazon.co.uk/dp/B0BKGXTXS5,1.95,10.49,1.611666667,0.644666667,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Giftmaker Giant Penguin Christmas Gift Tags Assorted 8 Pack,"Giftmaker Collection - Christmas Giant Xmas Gift Tags, Pack of 8, Z-ANXAHGT227",5.01E+12,B07XCX77VQ,https://www.poundwholesale.co.uk/giftmaker-giant-penguin-christmas-gift-tags-assorted-8-pack,https://www.amazon.co.uk/dp/B07XCX77VQ,0.6,4.99,0.738333333,0.642028986,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'NetProfit £0.74 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Tobar Growing Hatching Llamacorn 10cm,Tobar GROWING HATCHING LLAMACORN,5.04E+12,B07PLGD7T1,https://www.poundwholesale.co.uk/tobar-growing-hatching-llamacorn-10cm,https://www.amazon.co.uk/dp/B07PLGD7T1,0.6,6.79,0.728333333,0.633333333,Unknown,5.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'NetProfit £0.73 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
1 Litre Measuring Jug,"Acense Polypropylene Measuring Jug, Precise Measurement, Perfect Narrow Stem, Spillage-Free, Multi-Purpose Flour, Ground Almonds, Sugar, Milk, Oil, Dishwasher Safe, Capacity: 1ltr/35fl.oz",5.06E+12,B09HTXGVYP,https://www.poundwholesale.co.uk/1-litre-measuring-jug,https://www.amazon.co.uk/dp/B09HTXGVYP,0.6,6.6,0.725,0.630434783,100.0,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'NetProfit £0.72 < £0.75']",False,,title,medium
Pestshield Kids Mosquito & Insect Repellent Pump Spray 120ml,Pestshield Mosquito and Insect Repellent Pump Spray for Kids 120ml,5.05E+12,B0CXTCW27B,https://www.poundwholesale.co.uk/pestshield-kids-mosquito-insect-repellent-pump-spray-120ml,https://www.amazon.co.uk/dp/B0CXTCW27B,1.09,6.65,1.011666667,0.616869919,Unknown,8.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
World of Science Gold Panning Kit CDU,KandyToys Gold Panning Kit for Kids | Science Kit | Children's Toy,5.03E+12,B073H4C1WV,https://www.poundwholesale.co.uk/gold-panning-kit,https://www.amazon.co.uk/dp/B073H4C1WV,1.19,7.99,1.068333333,0.613984674,Unknown,2.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Leonardo Desire Aroma White Heart Wax Oil Burner,Desire Aroma Wax Melt Oil Burner Warmer White Heart,5.01E+12,B09SZGV1LN,https://www.poundwholesale.co.uk/leonardo-desire-aroma-white-heart-wax-oil-burner,https://www.amazon.co.uk/dp/B09SZGV1LN,1.75,9.9,1.4,0.608695652,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Marvel Spider-Man Water Bottle,"Marvel Spider-Man 750ml Stainless Steel Water Bottle with Straw - Leak-Proof, Insulated, BPA-Free - Ideal for Kids & Adults - Perfect for School, Travel & Outdoor Activities",5.06E+12,B0FJG68VH5,https://www.poundwholesale.co.uk/marvel-spider-man-water-bottle,https://www.amazon.co.uk/dp/B0FJG68VH5,2.12,10.0,1.613333333,0.604244694,Unknown,,,,REJECTED,['ROI 0.6% < 30.0%'],True,marvel,title,medium
Purity Plus Charcoal Infused Konjac Facial Sponge,Purity Plus Charcoal Infused Konjac Sponge,5.02E+12,B07V27WPFS,https://www.poundwholesale.co.uk/purity-plus-charcoal-infused-konjac-facial-sponge,https://www.amazon.co.uk/dp/B07V27WPFS,0.76,6.0,0.79,0.603053435,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Procamp Electric Air Pump 240V,"AUOKAI Electric Air Pump, 4000mAh, Quick-Fill Portable Mini Air Pump (4 Nozzles) for Inflatable, Inflator Deflator USB Rechargeable, Small Pump for Air Mattress, Camping Bed and Pool Toys",5.06E+12,B09XH59ZXY,https://www.poundwholesale.co.uk/procamp-electric-air-pump-240v,https://www.amazon.co.uk/dp/B09XH59ZXY,4.77,15.99,3.20625,0.602678571,400.0,,,,REJECTED,['ROI 0.6% < 30.0%'],False,,title,medium
Car Pride Clean & Polish Microfibre Cloth,CARPRIDE® Clean and Polish MicroFibre Cloth for Car Exterior and Interior | Streak Free | 30 x 30 cm,5.05E+12,B0BLLV2M74,https://www.poundwholesale.co.uk/car-pride-clean-polish-microfibre-cloth,https://www.amazon.co.uk/dp/B0BLLV2M74,0.76,5.29,0.788333333,0.60178117,Unknown,3.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Work Of Art Assorted Water Colour Paints 6ml 8 Pack,Work of Art 8 x 6 ml Watercolour Paint Tube,5.01E+12,B07356V4Y4,https://www.poundwholesale.co.uk/water-colour-paints-8x6ml-tubes,https://www.amazon.co.uk/dp/B07356V4Y4,0.71,4.99,0.748333333,0.593915344,Unknown,12.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'NetProfit £0.75 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Prism Mixed Cistern Toilet Blocks Assorted,"24pk Toilet Bowl Freshener | Each 50g Toilet Block Lasts for 14 Days | 24 Cistern Blocks in Ocean, Pine & Bleach Scents by Prism",5.06E+12,B07TYK5JDJ,https://www.poundwholesale.co.uk/prism-mixed-cistern-toilet-blocks,https://www.amazon.co.uk/dp/B07TYK5JDJ,0.74,7.47,0.765,0.593023256,Unknown,3.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
DID White Spatula Set 5pc,Pastry Brush and Spatula Set,5.06E+12,B09MSVBPGW,https://www.poundwholesale.co.uk/did-white-spatula-set-5pc,https://www.amazon.co.uk/dp/B09MSVBPGW,0.64,4.99,0.698333333,0.586834734,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'NetProfit £0.70 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
"Marksman Swivel Rotating Table 10""",swivel base Rotating Platform Turntable Revolving TV Monitor Stand Table cake,5.04E+12,B01N4R1RN9,https://www.poundwholesale.co.uk/marksman-swivel-rotating-table-10,https://www.amazon.co.uk/dp/B01N4R1RN9,2.12,10.59,1.555,0.582397004,Unknown,2.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Tidyz Multipurpose Disposable Gloves 150 Pack,TIDY MULTI-PURPOSE DISPOSABLE GLOVES(150 PK) - 1,5.03E+12,B00F4LCAIU,https://www.poundwholesale.co.uk/150-pe-disposable-gloves,https://www.amazon.co.uk/dp/B00F4LCAIU,0.53,5.45,0.611666667,0.566358025,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'NetProfit £0.61 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Dry Food Storage Containers 2ltr 4 Assorted Colours,"""Brights"" Dry Food Storage Container Great for Cereal and Food Storage",5.02E+12,B00H8TNM7E,https://www.poundwholesale.co.uk/dry-food-storage-containers-2-ltr-4-colours,https://www.amazon.co.uk/dp/B00H8TNM7E,0.79,9.99,0.755,0.563432836,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Colgate Max White Crystal Mint Toothpaste 100ml,x2 Colgate Max White with White Crystals 100ml Each Toothpaste,6.92E+12,B0DX44YC6D,https://www.poundwholesale.co.uk/colgate-max-white-crystal-mint-toothpaste-100ml,https://www.amazon.co.uk/dp/B0DX44YC6D,0.87,6.15,0.795,0.559859155,Unknown,7.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Foam Fresh Citrus Zest Foaming Toilet Cleaner 370g,"Duzzit Foam Fresh Toilet Cleaner, Citrus Zest",5.05E+12,B09MY61LH2,https://www.poundwholesale.co.uk/foam-fresh-citrus-zest-foaming-toilet-cleaner,https://www.amazon.co.uk/dp/B09MY61LH2,0.99,7.09,0.858333333,0.557359307,Unknown,5.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN_cached,low
Pan Aroma Fluffy Towels Scented Glass Candle,Pan Aroma Scented Candle - Fluffy Towels - Fragrance fragranced Scent Smell Smelly,5.05E+12,B07HK9GWCY,https://www.poundwholesale.co.uk/pan-aroma-fluffy-towels-scented-glass-candle,https://www.amazon.co.uk/dp/B07HK9GWCY,0.79,7.05,0.745,0.555970149,Unknown,3.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'NetProfit £0.74 < £0.75', 'No sales data and no strong brand indicators']",False,,EAN,high
Prima Stainless Steel Strainer 6.5cm,"S/S Kitchen Gadget, Strainer 6.5cm",5.04E+12,B08F7ZLQY6,https://www.poundwholesale.co.uk/prima-stainless-steel-strainer-6-5cm,https://www.amazon.co.uk/dp/B08F7ZLQY6,1.05,5.85,0.885,0.553125,Unknown,2.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Prima Stainless Steel Jumbo Pizza Cutter 9.5cm,9.5cm S/S Jumbo Pizza Cutter,5.04E+12,B0BL7JHRTM,https://www.poundwholesale.co.uk/prima-jumbo-pizza-cutter-3-1-4,https://www.amazon.co.uk/dp/B0BL7JHRTM,0.99,5.99,0.851666667,0.553030303,Unknown,1.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Marksman 1/2 Pint Oil Can,2x Oil Can,5.04E+12,B076KHGBC5,https://www.poundwholesale.co.uk/marksman-1-2-pint-oil-can,https://www.amazon.co.uk/dp/B076KHGBC5,1.57,8.69,1.171666667,0.552672956,Unknown,2.0,,,REJECTED,"['ROI 0.6% < 30.0%', 'No sales data and no strong brand indicators']",False,,EAN,high
Red Deer Toys Wild West Shoot Out Set,"Wild Wild West Cowboy Sheriff Twin Gun Dress Up Set Complete with Holster Belt with Two Toy Guns, Bullets and Badge, Kids Pretend Role Play Fancy Dress Playset (10 Piece Wild West Cowboy Set",5.06E+12,B089Y6WR1Z,https://www.poundwholesale.co.uk/red-deer-toys-wild-west-shoot-out-set,https://www.amazon.co.uk/dp/B089Y6WR1Z,0.97,6.99,0.835,0.549342105,200.0,1.0,,,REJECTED,['ROI 0.5% < 30.0%'],False,,EAN_cached,low
