SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,tier,new_tier,confidence_score,new_confidence_score,posterior_match_probability
AMTECH RACHET T-HANDLE UNIVERSAL SOCKET PIN D,Amtech I6355 Ratchet T-Handle with Universal pin Drive Socket,5032759050253.0,,B08T5P1K1T,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999921
AMTECH KEYLESS COMBINATION SECURITY LOCKING,Amtech T1151 Keyless Combination Locking Bolt,5032759050062.0,,B09D41HZM3,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.997791
KINGFISHER FOIL PIE 5 DISHES KCF7,"Kingfisher Foil Pie Dishes, Silver, Large, Pack of 5",5013478557889.0,,B000XJB9Y4,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.999141
AMTECH PADLOCKS HEAVY DUTY ALARM,Amtech T2310 Heavy Duty Alarm Padlock,5032759035779.0,,B004PAC3F6,TIER_4_REJECTED,TIER_2_LIKELY,35,99.1,0.990677
AMTECH HEAVT DUTY PLUNGER LARGE,Amtech S1490 Large Heavy Duty Sink Plunger,5032759010004.0,,B0087P1SGU,TIER_4_REJECTED,TIER_2_LIKELY,35,99.7,0.996881
"AMTECH BRICK TROWEL 280MM(11"") SOFT GRIP","Amtech G0430 280mm (11"") Brick trowel with soft grip",5032759027651.0,,B008PQDUBW,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999998
AMTECH RASP PLANE 145MM,"Amtech E1120 145mm (5.7"") Rasp Plane",5032759020959.0,,B0076O3HTO,TIER_4_REJECTED,TIER_2_LIKELY,35,99.5,0.995231
AMTECH SINK & PLUG HOLE UNBLOCKER,Amtech S1905 Sink and Plug Hole unblocker,5032759050857.0,,B08LN59Z5W,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.999344
AMTECH BENT NOSE PLIER 11 INCH,Amtech B0845 11'' Bent Nose PLIER - 90 Degree,5032759010219.0,,B0070NBB3U,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.998661
AMTECH COB LED WORKLIGHT 5W,Amtech S8170 5W COB LED worklight,5032759043972.0,,B01CNSGDK2,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999867
AMTECH POINTING TROWEL WITH SOFT GRIP 130MM,"Amtech G0226 130mm (5"") Pointing Trowel with Soft Grip",5032759038091.0,,B00LQOZINS,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999981
AMTECH HEX KEY RADIATOR,Amtech C3155 Radiator hex Key,5032759032525.0,,B0017AX3C4,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.997758
AMTECH DIGITAL ANGLE FINDER RULER 200MM,"Amtech P5330 200mm (8"") Digital Angle Finder with Ruler",5032759044191.0,,B08W8CYJDG,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999979
AMTECH ADJUSTABLE COMBINATION PADLOCK 4 DIGIT,Amtech T1885 4-Digit Adjustable Combination Padlock,5032759050659.0,,B08GQ9KK9F,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999978
AMTECH RATCHET SPEED CLAMP 12INCH,"Amtech D0940 300mm (12'"") Ratchet Speed clamp",5032759018222.0,,B003XKMSTA,TIER_4_REJECTED,TIER_2_LIKELY,35,99.6,0.996277
AMTECH MAXI MITRE BLOCK,Amtech M0030 Maxi Plus mitre Block,5032759004393.0,,B004TRQXJW,TIER_4_REJECTED,TIER_2_LIKELY,35,99.3,0.993283
CAROLINE 40 2LB LOAF TIN LINERS 1714,Caroline 40 Loaf Tin Liners 2lb,5012145013673.0,,B078PD2JFJ,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999988
ENERGIZER LED GU10 3.6W W/W BULB EACH,"Energizer GU10 4 W, 1 LED GU10 Bulb",5050028078487.0,,B012W002BC,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999604
AMTECH RATCHET TIE DOWN 50MM,Amtech S0801 670cm Ratchet tie down,5032759041350.0,,B00LQQ4QPC,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.99751
"AMTECH CORE DRILL 82MM(3.2"")","Amtech F1212 82mm (3.2"") Core drill",5032759029211.0,,B008F7TDDA,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999958
AMTECH REVERSE CUT WOOD JIGSAW BLADE SET 5PC,Amtech M1603 5 Piece reverse cut wood jigsaw blade set (AMT101BR),5032759047253.0,,B074TNLGW5,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999819
AMTECH COPING SAW BLADE SET 10PC,Amtech M2015 10 Piece Coping Saw Blade Set,5032759050130.0,,B07YZNZ3JR,TIER_4_REJECTED,TIER_2_LIKELY,35,98.9,0.988631
AMTECH PIPE CUTTER PLASTIC,Amtech C0228 Plastic Pipe Cutter,5032759047086.0,,B074WG6X9H,TIER_4_REJECTED,TIER_2_LIKELY,35,99.3,0.992688
AMTECH SCRAPER SOFT GRIP HANDLE 6IN1,Amtech G0642 6-in-1 Scraper with Soft Grip Handle,5032759044108.0,,B01LVVGL32,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.997709
KILNER HEXAGONAL TWIST TOP JAR GLASS 110ML,Kilner Glass Hexagonal Twist Top Jar 110ml,5010853191423.0,,B00BX9P9TY,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999998
ELYSIUM SPA EPSOM SALTS ORIGINAL 1KG EACH,Elysium Spa Natural Original Epsom Salts 1Kg,5020535010775.0,,B07H1TSNKZ,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999968
KINGFISHER PAPER PLATES 7 INCH PK100,"Kingfisher Paper Disposable Plates, White, 7-Inch, Pack of 100",5013478110473.0,,B01H2T3K6W,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999593
AMTECH SNAP OFF KNIFE BLADES 20PC,Amtech S0155 20 Piece snap Off Knife Blades (9mm and 18mm),5032759049684.0,,B07L5C1F52,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.997594
AMTECH SHARPENER KNIFE BLADE,Amtech E2540 Knife Blade Sharpener,5032759038053.0,,B008B5EWDW,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.998303
AMTECH POST BOX BLACK,Amtech S5550 Post box - black,5032759022748.0,,B0039O40GY,TIER_4_REJECTED,TIER_2_LIKELY,35,99.1,0.991276
EVEREADY LED BULB WARM WHT GLS 9.6/60W PK5,EVEREADY LED Bulb - GLS B22 806lm Warm White,5050028164036.0,,B07KGGTJ6L,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.998943
151 PAINT METALLIC SILVER,151 Metallic Silver Paint 180ML,5050375085732.0,,B002W12NYQ,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.997979
MAXIM LED CANDLE SES 6W C/W PK10,Maxim (SES) LED Candle 6W (40W Equiv) Cool,5022822201873.0,,B07GNRDS21,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.99945
AMTECH ROUND TIP ART B/SET 9PC,Amtech S4135 9 Piece round tip art brush set,5032759012909.0,,B00LQQAC3M,TIER_4_REJECTED,TIER_2_LIKELY,35,98.1,0.981375
AMTECH OFFSET RATCHET SCREWDRIVER 11PC,Amtech L1560 11 Piece Offset Ratchet Screwdriver Set,5032759010769.0,,B0076MAKAK,TIER_4_REJECTED,TIER_2_LIKELY,35,99.0,0.989589
GLADE CANDLE PINE WONDERLAND 129G PK6,Glade Candle 4 oz Pine Wonderland Juniper Berry Scented Candle,5000204274295.0,,B0BCX242SQ,TIER_4_REJECTED,TIER_2_LIKELY,35,98.4,0.984278
151 CLEAR GLOSS VARNISH 180ML,151 Clear Gloss Varnish 180ML,5050375085251.0,,B002W12G0C,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999932
NUAGE SKIN TATTOO MOISTURISER 150ML,Nuage Skin Tattoo Moisturiser 150 ml,5020535010607.0,,B074FW99YS,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.998769
AMTECH WALL TILE ADHESIVE APPLICATOR,Amtech G1666 Wall Tile Adhesive applicator,5032759043361.0,,B01BKX7NIC,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999824
AMTECH HACKSAW JUNIOR WITH 6 BLADES 6INCH,"Amtech M1000 150mm (6"") Junior Hacksaw with 6 Blades",5032759004492.0,,B0056IXCN8,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999634
LITTLE TREES CAR FRESHENER BLACK ICE,"Little Trees Car Air Freshener, Black Ice, Pack of 2",76171101556.0,,B0069O236U,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999955
GLADE AIR FRESHENER CLEAN LINEN 300ML PK12,"Glade Air Freshener, Aerosol Room Spray, Clean Linen, 300ml",5000204771626.0,,B00XHDRPWI,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999867
LITTLE TREES CAR FRESHENER CAFE,"Little Trees Air Freshener Tree MTR0089, Cafe Fragrance",7612720201044.0,,B09993CGXB,TIER_4_REJECTED,TIER_2_LIKELY,35,98.7,0.986547
AMTECH PLIER MINI TOP CUTTER,Amtech B3185 Mini top Cutter plier,5032759008100.0,,B007K9AB0S,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999718
AMTECH CHUCK KEY UNIVERSAL 4PC,Amtech F0650 4-Way Universal Chuck Key,5032759009084.0,,B009F16OIC,TIER_4_REJECTED,TIER_2_LIKELY,35,98.7,0.987244
LITTLE TREES CAR FRESHENER VANILLAROMA,"Little Trees 50105 Air Freshener, Vanillaroma Fragrance, Vanilla",76171101051.0,,B000B5KPQ8,TIER_4_REJECTED,TIER_2_LIKELY,35,99.7,0.997206
LITTLE TREES CAR FRESHENER NEW CAR,"Little Trees Air Freshener, New Car Fragrance",76171101891.0,76171101891.0,B000BO6VN0,TIER_4_REJECTED,TIER_2_LIKELY,35,99.8,0.99807
ELYSIUM SPA BATH BOMBS CHAMOMILE & JASMINE PACK OF 3,Elysium Spa Chamomile & Jasmine Bath Bombs,5020535022013.0,,B0BYTC329Y,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999969
AMTECH CHUNK KEYLESS 1/2 WITH SDS ADAPTER,"Amtech V1280 13mm (1/2"") Keyless Chuck with SDS Adapter",5032759030934.0,,B000VODBBU,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999899
AMTECH WOOD/LAMINATE FLOORING INSTALLATION,Amtech G4200 Laminate Wood Flooring Installation Kit,5032759033843.0,,B003B91I1M,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.999251
151 TAPE DOUBLE-SIDED 8M PACK OF 3,151 Double Sided Tape Pack of 3 24mm x 10m,5053249246741.0,,B003BV7YUO,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.999293
PAINT FACTORY VARNISH CLEAR GLOSS SPRAY 250ML,Paint Factory Clear Gloss Varnish Spray Can 250ml,5055319571265.0,,B007TI0EYS,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999995
AMTECH RASP PLANE W/SPARE BLADE,"Amtech E1340 250mm (10"") Rasp Plane with Spare Blade",5032759035946.0,,B008PQDW0G,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.998677
151 HARD AS NAILS MOUNTING TAPE,"151 Hard As Nails Essential Adhesive Mounting Tape, Double Sided",5053249000909.0,,B009Q0C152,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999837
"AMTECH BUCKET TROWEL 150MM(6"") WITH SOFT GRIP","Amtech G0320 150mm (6"") Bucket trowel with soft grip",5032759040230.0,,B00K0JMXL0,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,35,100.0,0.999998
PAINT FACTORY NEON ORANGE 200ML,"Paint Factory Fluorescent Neon Orange, 200 ml",5055319553889.0,,B00LQO2DR2,TIER_4_REJECTED,TIER_2_LIKELY,35,98.7,0.986622
AMTECH PIPE WRENCH 2IN1 WIDE JAW 1678,Amtech 2-In-1 Adjustable/ Pipe Wrench With Wide Jaw by Am-Tech,5032759029716.0,,B0186JUOA2,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.99908
AMTECH DRAIN & WASTE PIPE UNBLOCKER 5 METRE,Amtech S1895 Flexible Drain Auger & Waste Pipe Unblocker,5032759044139.0,,B01LYX9RRV,TIER_4_REJECTED,TIER_2_LIKELY,35,99.9,0.999439
BACOFOIL ZIPPER BAGS ALL PURPOSE 15 PACK SMALL 1L,"BacoFoil All Purpose Zipper Bags, Pack of 15",5023139861019.0,,B073QSHS5Q,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.99997
FEBREZE AIR FRESHENER COSY SEASON 185ML PK8,Febreze Air Freshener Spray Mrs Hinch's Cosy Season 185ml,8700216567398.0,,B08FB88S22,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999886
FEBREZE AIR FRESHENER COTTON FRESH 185ML PK8,"Febreze Air Freshener for Room Spray & Bathroom, Cotton Fresh, 185ML x 8 Packs, Air Fresheners for Home",8700216185622.0,,B0976XZGSW,TIER_4_REJECTED,TIER_2_LIKELY,35,100.0,0.999806
AMTECH MINI PRY BAR 3PC SET,Amtech I9332 3 Piece mini pry bar Set,5032759038305.0,,B09K3KW4LX,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,35,98.7,0.987012
PAN AROMA AIR FRESHENER SOLID GEL PURE JASMINE 190G,Pan Aroma Gel Air Freshener (Pure Jasmine),5053249256047.0,,B0CRPS1STF,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,35,100.0,0.999994
FEBREZE 3VOL REFILL HONEYSUCKLE 20ML PK7,Febreze 3volution Refill Honeysuckle 20ml,8700216310345.0,,B0D53TYLD7,TIER_4_REJECTED,TIER_2_LIKELY,35,99.6,0.995595
PAN AROMA CANDLE COLOUR GLASS MEDITERRANEAN ORCHARD,Pan Aroma Scented Glass Jar Candle Mediterranean Orchard Pack of 1,5053249268767.0,,B0DFK5WSZP,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,35,100.0,0.999932
PAN AROMA CANDLE RIBBED GLASS LAVENDER GARDEN 120G,Pan Aroma Ribbed Glass Scented Candle Lavender Garden 120g Pack of 1,5053249269207.0,,B0DFVN4PVM,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,35,100.0,0.999999
PAN AROMA CANDLE RIBBED GLASS PURE COTTON 120G,Pan Aroma Ribbed Glass Scented Candle Pure Cotton 120g Pack of 1,5053249269184.0,,B0DFVN9264,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,35,100.0,0.999999
FLORAL IN WASH FRAGRANCE BOOSTER 200G GARDENIA,"Floral In-Wash Fragrance Booster Bundle, 3 x 200g Scented Laundry Crystals",5061031651307.0,,B0DG9177B1,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,35,99.9,0.998699
STATUS LED CANDLE ES PA PEARL W/WHT 1PK BOX,2.5w = 25w = 250 lumens - Status - LED - Candle - E27 - PA - Pearl - Warm White - 1 pk box - in White CDU,5022822193079.0,,B016MKGYPG,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,100.0,0.99983
GLASS SALT & PEPPER SET 9CM,9cm Glass Salt & Pepper Set,5414886296269.0,,B078SF6PN4,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.9,0.999421
GLASS DRINKS DISPENSER WITH TAP 3L,Clear Glass Drinks Dispenser with TAP 3L Juice Water Milk Cocktail JUG,5015302416638.0,,B06X1DGJNK,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,100.0,0.999709
CLEAR GLASS FLOWER POT SHAPE CANDLE,Assorted Clear Glass Flower Pot Shape 180G Wax Scented Candle by Market Street,5025572198486.0,,B07J4QS5DX,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,100.0,0.999604
CAROLINE FOIL PUDDING 4 BASINS 1 LB 1044,FOIL Pudding BASINS 1LB PK4 1044,5012145000376.0,,B003KNFQ9O,TIER_4_REJECTED,TIER_2_LIKELY,25,99.4,0.993593
EVEREADY LED BULB WARM WHT GLS ES 9.6/60W PK5,Pack of 5 Everyday LED Bulb GLS E27 Warm White Uses 8.2W/60W Power,5050028164418.0,,B09FTGVBX9,TIER_4_REJECTED,TIER_2_LIKELY,25,99.9,0.998995
BACOFOIL SAFELOC DOUBLE SEAL FOOD & FREEZER BAGS 20 PACK 1LTR,Bacofoil® SafeLoc® Double-Seal Food and Freezer Bags 20 Small,5023139861217.0,,B07BK3M9TM,TIER_4_REJECTED,TIER_2_LIKELY,25,100.0,0.999998
151 PAINT SPRAY 400ML BLACK GLOSS,TARGET 151 Multi Purpose Spray Paint 400ml Black Gloss,5053249215006.0,,B06XX4J49N,TIER_4_REJECTED,TIER_2_LIKELY,25,100.0,0.999957
151 WHITE GLOSS PAINT RADIATOR ENAMEL 180ML,Radiator Enamel White Gloss Paint - 180ml,5050375085619.0,,B002WS31CW,TIER_4_REJECTED,TIER_2_LIKELY,25,100.0,0.999966
151 EXTERIOR STICKY PADS 20x20MM 80 PADS,"151® ADHESIVES, Exterior Sticky Pads, 80 Pack",5050375026582.0,,B00A3F535E,TIER_4_REJECTED,TIER_2_LIKELY,25,100.0,0.999791
MARKSMAN MINI LONG NOSE PLIER 51000C,"4.5"" (11.5cm) Mini Long Nose Plier",5038673510002.0,,B0CG25Y7FX,TIER_4_REJECTED,TIER_2_LIKELY,25,99.4,0.99402
AIRWICK REED DIFFUSER PINK SWEET PEA 33ML PK5,"Air Wick Air Freshener Reed Diffuser,Pink Sweet Pea, 33 ml",5059001003720.0,,B08VP66BDN,TIER_4_REJECTED,TIER_2_LIKELY,25,99.8,0.997572
AIRWICK REED DIFFUSER CRISP LINEN LILAC 33ML PK5,"Air Wick Air Freshener Reed Diffuser, Crisp Linen and Lilac, 33 ml",5059001003669.0,,B08VP6N8PJ,TIER_4_REJECTED,TIER_2_LIKELY,25,99.8,0.998294
151 MULTIPURPOSE SILICONE SEALANT WHITE TUBE 70G,Silicon SEALANT White Tube 70G,5050375038042.0,,B004SGE0OY,TIER_4_REJECTED,TIER_2_LIKELY,25,99.7,0.997361
151 MULTIPURPOSE SILICONE SEALANT CLEAR TUBE 70G,Silicon SEALANT Clear Tube 70G,5050375038066.0,,B0036GEK9W,TIER_4_REJECTED,TIER_2_LIKELY,25,99.7,0.997398
MASON CONTRACTORS DUAL BLADE TAPE MEASURE 3Mx16MM,Blackspur BB-TM256 Contractors Dual Blade Tape Measure,5060298505941.0,,B003NEKDBG,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,100.0,0.999589
AMTECH MINI TOOL BOX WIYH TRAY 0135,"Am-Tech 10"" Mini Small Plastic Tool Box With Removable Tray",5032759037292.0,,B007DC2LDW,TIER_4_REJECTED,TIER_2_LIKELY,25,96.9,0.969478
AIRWICK PLUG REFILL CRISP LINEN & LILAC 19ML PK6,"Air Wick Electrical Plug In Refills with Essential Oils, Crisp Linen and Lilac, 19ml Refill x 6",5011417556917.0,,B00BV4SP1U,TIER_4_REJECTED,TIER_2_LIKELY,25,100.0,0.999781
PAN AROMA GEL AIR FRESHENER MINI ASS,Panaroma Air Freshener Mini Gel Pack 4,5053249000213.0,,B00N9IL11C,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.6,0.996407
AIRWICK AIR FRESHENER SWEET PEA 300ML PK6,Air Wick |Pink Sweet Pea |Air Freshener Reed Diffuser 33ml | Pack of 5,5059001013989.0,,B08R4SFW8J,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.2,0.992493
SIL TOILET ROLL HOLDER STAINLESS STEEL,"Free-Standing Toilet Roll Holder, Stainless Steel, Silver, Holds 5 Rolls",5024418537410.0,,B09377NPKH,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.8,0.998029
TURBO JET AIR FRESHENER / SANITISER SPRAY FRESH LINEN 500ML,Sovereign Car Home Turbojet Air Freshener Sanitiser Blast Spray - FRESH LINEN,5060471890352.0,,B0957YC3X8,TIER_4_REJECTED,TIER_2_LIKELY,25,100.0,0.999903
FLORAL CANDLE BOXED 3OZ GARDENIA,3X Floral Candle - Gardenia - 3oz,5061031650898.0,,B0DBLZLHRN,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.8,0.998118
FLORAL CANDLE BOXED 3OZ JASMINE,3X Floral Candle - Jasmine - 3oz,5061031650881.0,,B0DBM1PPNM,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.8,0.998044
FLORAL ROOM SPRAY TRIGGER 250ML MAGNOLIA,3x Floral Fragranced Room Spray - 3 Scents to Choose From - 250ml (Magnolia),5061031650553.0,,B0DGV4Q4JY,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.9,0.999484
FLORAL ROOM SPRAY TRIGGER 250ML GARDENIA,6x Floral Fragranced Room Spray - 3 Scents to Choose From - 250ml (Gardenia),5033849984090.0,,B0DGV5VXJC,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.9,0.999462
FLORAL CARPET FRESHENER 595G MAGNOLIA,3x Floral Carpet Freshener With Deodorising Baking Soda - 595g (Magnolia),5061031651543.0,,B0DH562KNK,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.9,0.999015
FLORAL CARPET FRESHENER 595G JASMINE,3x Floral Carpet Freshener With Deodorising Baking Soda - 595g (Jasmine),5061031651550.0,,B0DH574RZL,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,25,99.9,0.998968
KILNER ROUND TWIST TOP JAR GLASS 43ML,Kilner Preserving Twist Checkered Top Round Jar 43ml (Pack of 6),5010853191454.0,,B08F7MRLBH,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999821
STATUS 11W B/C GLS A70 COOL WHITE FILAMENT LED LIGHT BULB SINGLE,"Status LED GLS Light Bulbs, 11W Cool White 4000K Clear Finish, 100W Filament Equivalent Bayonet Cap B22 Lighting for Home or Office, Pack of 10 (11SFGCB22C1B10)",5022822216655.0,,B0C1MV4Y7W,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999981
TIDYZ SWING BIN LINERS 20 BAGS WHITE TIE HANDLE 50L,TidyZ 20 x Extra Strong Swing Bin Liners with Tie Handles Refuse Sacks White 50 Litres - 90 x 120cm (20 Bags),5025364000607.0,,B08RZDYZGY,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999991
STATUS LED SES CANDLE PEARL C/W 5.5W EACH,Status 5w = 40w = 470 lumens LED - Candle - E14 - PA - Pearl - Cool White - 1 pk Box - in White CDU,5022822199521.0,,B01EYT8BY4,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.5,0.995184
STATUS LED 4.5W GU10 PEARL,"Status GU10 LED, Warm White 2700k, 4.5w = 50w, 345 lumens, 10 Pack Box (4.5SLGU10WP1B10)",5022822193314.0,,B00WZI1N1U,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.8,0.998444
MASON CASH MIXING BOWL IN THE FOREST BEAR 24CM,"Mason Cash in The Forest Bear Mixing Bowl 2 Litre | 24cm Cane S24 Stoneware Bowl for Bread, Cake, Cookie, Pastry & Pudding Mixes, Embossed Woodland Design",5010853244235.0,,B0777L3RS7,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999986
STATUS 4W B/C ROUND COOL WHITE FILAMENT LED LIGHT BULB SINGLE,Status 4w = 40w = 470 lumens Filament LED - Round - BC - Clear - Cool White Light - 1 pk Box - in White CDU,5022822207912.0,,B0FRBBKDBM,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999997
SARINA OIL & VINEGAR BOTTLE 50CL,"Sarina Glass vinegar and oil bottle, 500 ml, pearl plain oil bottle, oil dispenser glass, dishwasher safe",8680518411066.0,,B08ZJMH95R,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,97.9,0.978705
STATUS 4W B/C CANDLE DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,Status 4w = 40w = 470 lumens - Filament LED - Candle - BC - Clear - Day Light - 1 pk Box - in White CDU,5022822207240.0,,B0FR9TQC5W,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999983
PAUL RUSSELLS 6 FOOT BATTEN 60W 4000K NATURAL WHITE,"paul russells 6ft LED Batten Light, LED Tube Light 60W 6600lm, Ceiling Lighting Daylight 6500K, LED Garage Lighting, Office Ceiling Lights, Workshop & Shed Light, Fluorescent Replacement, 1 Pack",5056560114645.0,,B0CKTY78FL,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,95.4,0.954214
STATUS DIMMABLE LED RND SES PEARL W/W5.5W 40W,Status 5.5w = 40w = 470 lumens Dimmable LED - Round - E14 - PA - Pearl - Warm White - 1 pk Box - in White CDU,5022822195721.0,,B07BJZWGSP,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999715
MASON CASH PUDDING BASIN WHITE 20CM,"Mason Cash Original White Earthenware All-Purpose Pudding Basin, 20 cm",5012133014248.0,,B0000BVFTF,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.6,0.995646
STATUS 5.5W SES ROUND DAY LIGHT FILAMENT LED LIGHT BULB SINGLE,Status 5.5w = 60w = 806 lumens Filament LED - Round - SES- Clear - Day Light - 1 pk Box - in White CDU,5022822223318.0,,B0FRNPYHPB,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,1.0
MASON CASH MIXING BOWL OWL STONE 26CM,"Mason Cash in The Forest Owl Mixing Bowl 4 Litre | 26cm Stone S18 Stoneware Bowl for Bread, Cake, Cookie, Pastry & Pudding Mixes, Embossed Woodland Design",5010853197838.0,,B00DPGFJA2,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999949
STATUS GU10 BULB 3W REMOTE CONTROL,Status LED GU10 LED Light Bulb | 3 Watt Colour Changing | 16 Colour Modes | 4 Transition Modes | Remote Control with 5m Range | C3LEDG10CC1PKB3,5022822188341.0,,B00P2HQK4Q,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.6,0.995748
COK FRIGER GLASS JUG SQUARE 1L,"Cok 116-J25A CT6 Friger Square Jug, 1 L, Glass, Transparent",8435123225535.0,,B00ET4XSYI,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.8,0.997703
MASON CASH PUDDING BASIN WHITE 22CM,Mason Cash Original White 22 cm Earthenware All-Purpose Pudding Basin,5012133014187.0,,B00GFUXIMG,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.9,0.998537
STATUS LED CANDLE ES PA PEARL 5.5 WW/WHT 1PK,Status 5w = 40w - 470 Lumen LED - Candle - E27 - WW - Pearl - 1pk Box in CDU,5022822193109.0,,B016MKGYSS,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999646
JCB LED BULB DAY LIGHT GU10 3W/35W,"JCB 3w = 35w / 5w = 50w LED GU10 100deg 3000k (Warm) / 6500k (Daylight) (3w (35w), 6500k (Daylight))",5050028108276.0,,B0727WDCJ9,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.8,0.998018
AMTECH PADLOCK IRON 50MM,Amtech T0400C 50mm Iron Padlock,5032759006076.0,,B0070V78KW,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,99.4,0.993554
STATUS LED STRIP LIGHT BULB W/W 4W EACH 221MM,Status S15 221mm 4 Watt Warm White LED Opal Strip Light Bulb,5022822226739.0,,B0GR62MY7Z,TIER_3_NEEDS_REVIEW,TIER_2_LIKELY,20,100.0,0.999923
