RowID,Category,Verdict,Confidence,SupplierTitle,AmazonTitle,EAN_clean,EAN_OnPage_clean,ASIN,NetProfit,Adjusted_Profit,Sales,RSU,Pack_Verdict,Key_Evidence,Filter_Reason
648,FILTERED,FILTERED OUT,70,PLASTIC CLEAR ROUND 6 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",615867839078,767461986853,B0F28RTFV4,4.46833333333333,-0.17566666666666997,100,4.0,BUNDLE (4x) - LOSS,Potential match but negative profit,Negative adjusted profit £-0.18
651,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PPS PLASTIC DRINK SHOT 30 GLASSES 30ML,100 Plastic Shot Glasses - Multi Use Crystal Clear Hard Plastic Sampling Cups - 30ml - 1 oz,5030481960178,5060659230123,B07T68VD2Y,2.83833333333333,2.83833333333333,300,1.0,1:1 Match,Title sim 40%; keywords 4,Verify brand/product match
652,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,THE CHRISTMAS WORKSHOP 40 FAIRY LIGHTS  CLEAR,40M 800 LED Fairy Lights Outdoor Christmas Lights Plug in Clear Wire String Lights with Remote Timer 8 Modes Waterproof for Outside Garden Tree Yard Patio Party Wedding Decorations-Warm White,5025301757007,,B0FP2FYNHZ,9.31166666666666,9.31166666666666,200,1.0,1:1 Match,Title sim 19%; keywords 4,Verify brand/product match
653,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,CLEAR GLASS CANDLE W/COLOUR 4ASSTD FRAG,"Glass Candle Cylinder Holders â€“ Set of 3 Pillar Candle Vases â€“ Assorted Heights for Home DÃ©cor, Weddings & Centerpieces â€“ Crystal Clear Glass Candle Jars â€“ M&W",5050565897763,5055884526547,B087BXLC3M,4.44833333333333,1.3523333333333296,50,3.0,BUNDLE (3x) - OK,Title sim 19%; keywords 3,Verify brand/product match
654,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PPS FOIL PIE 4 PLATTERS ROUND,Bakery Direct 50 Round Aluminium foil Pie foils/Dishes in 4 Colours! (Red/Silver),5030481930089,5060309625736,B07JZ17JHL,2.935,2.935,50,1.0,1:1 Match,Title sim 27%; keywords 3,Verify brand/product match
657,FILTERED,FILTERED OUT,70,WHAM CRYSTAL 60LTR SMOKE BOX & LID,"Wham Crystal 5 x 60L Stackable Plastic Storage Boxes with Lids | Ideal for Home, Office, Toys & More | Large Boxes | Made in UK - Clear",5038135251504,5057604505252,B0B5TP5BRN,13.8099999999999,-11.3900000000001,50,5.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-11.39
659,FILTERED,FILTERED OUT,70,SOZALI ROUND CONTAINERS 220ML&450ML 2PCE SET,"[50 Pack 450ml - 16oz Round Stackable Plastic Food Container Set With Lids - Reusable, Leakproof, Dishwasher & Microwave Safe, BPA Free Meal Prep Containers",5055706699046,,B0B6WFK4ZK,3.78458333333333,-26.167416666666668,500,25.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-26.17
660,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,LAV FAME WINE GLASS 40CL PK3,LAV 12x Clear 400ml Lal Red Wine Glasses - Large Glass White Rose Long Stem Cocktail Party Drinking Goblet Gift Set,8692952100840,5055512159437,B087RLGF1Y,8.11166666666666,8.11166666666666,400,1.0,1:1 Match,Title sim 34%; keywords 3,Verify brand/product match
665,HIGHLY_LIKELY,HIGHLY LIKELY,85,TIDYZ WHEELY BIN LINERS 5 BAGS 300L,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,5025364005824,5025762919174,B07MGLHMWY,2.76666666666666,2.76666666666666,500,1.0,1:1 Match,Brand 'TIDYZ' matches; strong title match,-
669,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,LARGE CLAW HAIR CLIP.2 ASSORTED COLOURS.,"Kitsch Large Assorted Hair Clips for Women, Medium Open Shape Hair Claw Clips for Thick Hair, Flat Lay Hair Clip & Big Octopus Claw Clip for Teen Girls, Hair Styling Accessories, 3 pcs",5050565762825,,B0BJS1QDSM,3.27625,1.26025,800,3.0,BUNDLE (3x) - OK,Title sim 24%; keywords 4,Verify brand/product match
672,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,ASHLEY SUCTION SOAP DISH,"TAILI Suction Soap Dish for Shower, Max Hold 3 KG Shower Soap Holder for Bathroom, Wall Mounted Sponge Tray, Drill-Free, Removable Bathtub Organizer, Waterproof, Plastic Sink Holder Suction Cup, White",5017403119524,,B07J5GHTY6,3.27625,3.27625,400,1.0,1:1 Match,Title sim 1%; keywords 3,Verify brand/product match
674,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,ADORN GLASS OIL DISPENSER 250ML,Olietta Oil Dispenser Borosilicate Glass Olive Oil Bottle - 250ml Non Drip Dispenser - Leak Proof Pourer Vinegar Drizzler - Easy Clean Drip Free Bottles for Kitchen,6923456815117,5060784780081,B08PHWB5RK,2.82833333333333,2.82833333333333,50,1.0,1:1 Match,Title sim 22%; keywords 4,Verify brand/product match
677,FILTERED,FILTERED OUT,70,SECURPAK DRYWALL SCREWS BLACK 3.5X65MM,TIMCO PH2 Philips Drywall Screws - 3.5 x 32 - Black - Box of 1000,5019923203592,,B0014FFGTK,2.83291666666666,-123.09508333333335,50,160.0,BUNDLE (160x) - LOSS,Potential match but negative profit,Negative adjusted profit £-123.10
678,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,JL VACUUM PACK STORAGE BAG 50X60,"BoxLegend Vacuum Storage Bags Vacuum Bags - 10 Large 80x60cm Double Zip Seal Reusable Airtight Bags Vacuum Pack Storage Bags for Duvets, Bedding, Pillow, Clothes, Quilt, Sweater, Comforter, Suitcase",6925614695012,,B0D2Z4R4FD,3.25166666666666,3.25166666666666,50,1.0,1:1 Match,Title sim 23%; keywords 3,Verify brand/product match
679,FILTERED,FILTERED OUT,70,PPS PLASTIC CUTLERY HEAVY DUTY 50 SPOONS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950246,,B0DPNM9J3L,3.06166666666666,-132.82633333333334,50,150.0,BUNDLE (150x) - LOSS,Potential match but negative profit,Negative adjusted profit £-132.83
680,FILTERED,FILTERED OUT,70,PPS PLASTIC CUTLERY HEAVY DUTY 50 FORKS BLACK,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",50304811950239,,B0DPNM9J3L,3.06166666666666,-132.82633333333334,50,150.0,BUNDLE (150x) - LOSS,Potential match but negative profit,Negative adjusted profit £-132.83
682,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY HEAVY DUTY BUNGEE CORD 40 INCH,"Bungee Cords With Hooks, Heavy Duty Outdoor Elastic Bungee Strapsï¼ŒNo odour Industrial Grade bungee rope For Securing Tarps, Luggage, Tents, Bikes or garden tidying 24inch 4Pcs (Black)",5050796011921,,B0BQMNWSL6,2.73166666666666,0.4996666666666596,600,4.0,1:1 Match (dimensions),Title sim 30%; keywords 3,Verify brand/product match
683,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY LUXURY CAT RADIATOR BED CREAM,"Petlicity Snuggle Padded Cat Radiator Bed - Machine Washable Fleece Cover and Foldable Arms Cat Hammock - Radiator Beds for Indoor Cats, Dogs and Small Pets - Beige",5050796006583,5056295313122,B0FXBLZZHL,6.47833333333333,6.47833333333333,400,1.0,1:1 Match,Title sim 27%; keywords 3,Verify brand/product match
684,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BETTINA TOILET BRUSH SET WHITE,"Toilet Brushes Set - White Plastic Toilet Cleaner Brushes with 4 Replaceable Brush Heads, Ergonomic Handle & Soft Flexible Bristles for Home&Hotel Bathroom Toilet Cleaning",5052578010603,,B0DSMKZYGD,3.70166666666666,3.70166666666666,50,1.0,1:1 Match,Title sim 22%; keywords 4,Verify brand/product match
687,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PRIMA STAINLESS STEEL EGG SLICER,Multi Function Stainless Steel Egg Slicer for Hard Boiled Eggs Dishwasher Safe Heavy Duty Egg Cutter Kitchen Helper,5038673182711,,B08RZF2W2V,4.00833333333333,4.00833333333333,100,1.0,1:1 Match,Title sim 38%; keywords 4,Verify brand/product match
688,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,"MASON SHELF BRACKETS 10x12"" 2 PIECES","10 Pieces Shelf Brackets Heavy Duty, Wall Mounted Triangle Shelving Brackets, 90 Degree Right Angle Shelf Supporters Brace Brackets, for Living Room Bedroom (10 PCS Black 150x95 mm/6x3.7 inch)",5060298505774,,B0DGQB41LL,3.215,3.215,500,1.0,1:1 Match,Title sim 20%; keywords 3,Verify brand/product match
690,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PPS PLASTIC KNIVES HEAVY DUTY BLACK 50PCS,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",5030481950223,,B0DPNM9J3L,3.05166666666666,1.20366666666666,50,3.0,BUNDLE (3x) - OK,Title sim 26%; keywords 4,Verify brand/product match
694,HIGHLY_LIKELY,HIGHLY LIKELY,85,MASON NAIL ASSORTMENT 124 PIECES,"Brackit 2,000 Piece Nail Assortment Set with Storage Case â€“ Including Wire Nails, Brad Nails & Tacks - For DIY, Craft, Masonry, Woodwork, DÃ©cor",5060298503633,5060424641734,B07B3ZJ83Y,3.19166666666666,3.19166666666666,100,1.0,1:1 Match,Brand 'MASON' matches,-
696,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,SPLATTER SCREEN GUARD 2PC SILVER 24/28CM,"Snowyee Splatter Screen for Frying Pan, Grease Splatter Guard Stainless Steel Large 13â€ and Small 10â€ Shield (2 in 1 Set)",5055490653613,766415013447,B087M744WZ,3.79166666666666,3.79166666666666,300,1.0,1:1 Match,Title sim 33%; keywords 3,Verify brand/product match
697,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,KINGFISHER FOIL 3 DISH & LIDS LARGE,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",5013478157225,5060357992217,B07GZGXQYG,4.53499999999999,4.53499999999999,200,1.0,1:1 Match,Title sim 20%; keywords 3,Verify brand/product match
701,FILTERED,FILTERED OUT,70,SECURPAK HAT & COAT HOOK BP50MM,10 Pack of Double Hat and Coat Hooks Aluminium Dress Robe Garment Hangers Hook,5019923200683,,B01H2SXVNU,2.74791666666666,-4.38008333333334,100,10.0,BUNDLE (10x) - LOSS,Potential match but negative profit,Negative adjusted profit £-4.38
702,FILTERED,FILTERED OUT,70,PETS PLAY RUBBER BALLS,Pets & Play Squeaky Dog Ball 6 Pack | Upgraded Durable Dog Balls | Strong & Sturdy | Bouncy Rubber Dog Toys for Training & Boredom | Chew Dog Ball Multipack | Xmas Present Gift | Small & Medium Dogs,5050375087262,5070002961543,B0DPR6ZD18,4.035,-3.3449999999999998,900,6.0,BUNDLE (6x) - LOSS,Potential match but negative profit,Negative adjusted profit £-3.34
703,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,THL BROOM & HANDLE SOFT ZP156,Soft Broom Indoor Sweeping Broom Brush with Stainless Steel Handle - The Perfect Indoor Sweeping Kitchen Floor Brush for Your House - The Long Handled Sweeper (Green),8697409840546,5060507280683,B07H5HVHNL,4.165,4.165,100,1.0,1:1 Match,Title sim 21%; keywords 3,Verify brand/product match
704,HIGHLY_LIKELY,HIGHLY LIKELY,85,THE BIG CHEESE NEO ZAP ELECTRONIC RAT KILLER REFILL,"The Big Cheese Ultra Power - Electronic Mouse Killer, Quick, Effective Humane - Professional Electric Mouse Trap that Kills Instantly - Safe, Hygienic Zapper - Indoor Battery Powered Electric Trap",5036200127242,,B00TU1VL08,6.67458333333333,6.67458333333333,200,1.0,1:1 Match,Brand 'THE BIG CHEESE' matches,-
705,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PPS DRINK CUPS RIPPLE 4OZ ESPRESSO PACK OF 25 (NO LIDS),Disposable Paper Hot Coffee Tea Drinking Espresso Cups 4oz - 118ml (100 Pack),5030481970580,5060659230147,B07XTPDF3T,2.84833333333333,0.29233333333333,200,4.0,1:1 Match (dimensions),Title sim 36%; keywords 3,Verify brand/product match
709,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PRIMA SHOE RACK WOODEN TWO TIER WALNUT,"LEMIKKLE Shoe Rack, Oak Wooden Shoe Storage Rack, 2 Tier Stainless Steel Expandable Design, Ideal for Small Shoe Rack for Narrow Space, Suitable for Entrances, Garages, Bedrooms, Cloakrooms",5038673413181,,B0CJ8MGXPH,10.9116666666666,10.9116666666666,200,1.0,1:1 Match,Title sim 19%; keywords 4,Verify brand/product match
711,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,APOLLO STAINLESS STEEL BREAD KNIFE,"Wooden Bread Bow Knife, Serrated Bread Bow Cutter, Stainless Steel Sourdough Bread Knife, Professional Bread Knife Cutter with Wooden Handle for Homemade Bread Sourdough Bagel Cake Fruit",5026180053938,6953087007568,B0D83Z7HYQ,4.74833333333333,4.74833333333333,200,1.0,1:1 Match,Title sim 28%; keywords 4,Verify brand/product match
712,HIGHLY_LIKELY,HIGHLY LIKELY,85,TIDYZ COMPOSTABLE 15 BAGS 10LTR,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,5025364006043,8800202181437,B07F2MFZT5,2.72666666666666,2.72666666666666,500,1.0,1:1 Match,Brand 'TIDYZ' matches,-
713,HIGHLY_LIKELY,HIGHLY LIKELY,85,TIDYZ PEDAL BIN LINERS 40 WHITE TIE HANDLE 15L,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,5025364000652,8800202181437,B07F2MFZT5,2.72666666666666,2.72666666666666,500,1.0,1:1 Match,Brand 'TIDYZ' matches,-
715,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,PRO MINI /CAKE FORK 6PC STAINLESS STEEL,"YUEMING 6pc Stainless Steel Dessert Forks, Perfect for Cake, Fruit, Salad, Mini Cakes & More",5055490604943,798789903611,B08S3VBBM5,2.71833333333333,2.71833333333333,50,1.0,1:1 Match,Title sim 35%; keywords 4,Verify brand/product match
717,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY SAUCEPAN NON STICK COOKWARE SET 6PCS,"11Pcs Pots and Pans Set, Nonstick Cookware Sets, White Granite Induction Cookware Non Stick Cooking Set w/Frying Pans & Saucepans",5050796010283,,B0FCBVZXPB,18.6066666666666,10.776666666666602,50,1.8333333333333333,BUNDLE (1x) - OK,Title sim 35%; keywords 4,Verify brand/product match
727,HIGHLY_LIKELY,HIGHLY LIKELY,85,SCHOTT ZWIESEL WHITE WINE GLASS 407ML SET OF 2,"Schott Zwiesel Pure Glassware - White Wine Glasses - Set of 2, 408ml Capacity, Tritan Glass, Dishwasher Safe.",4001836065665,5023041541245,B073XQYNQT,7.17833333333333,7.17833333333333,200,1.0,1:1 Match,Brand 'SCHOTT ZWIESEL' matches; strong title match,-
730,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY FOIL CONTAINERS & LIDS 130MM X 101MM X 42MM 10 PIECES,"Caterserve 10 Aluminium Foil Trays with Lids - Large Tin Foil Containers with Paper Lids for Roasting, Baking, Broiling, Cooking, Food Storage and Freezing | 9 x 9 inch Square",5050796012829,5060659231229,B08SMLV6C2,2.50833333333333,2.50833333333333,400,1.0,1:1 Match,Title sim 27%; keywords 3,Verify brand/product match
731,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY FOIL CONTAINERS & LIDS 148MM X 120MM X 45MM 8 PIECES,"Caterserve 10 Aluminium Foil Trays with Lids - Large Tin Foil Containers with Paper Lids for Roasting, Baking, Broiling, Cooking, Food Storage and Freezing | 9 x 9 inch Square",5050796012812,5060659231229,B08SMLV6C2,2.50833333333333,2.50833333333333,400,1.0,1:1 Match,Title sim 27%; keywords 3,Verify brand/product match
735,FILTERED,FILTERED OUT,70,PAN AROMA BATHROOM AIR FRESHENER GEL SUNDRIED LINEN 150G,"Glade Solid Gel Air Freshener, Odour Eliminator for Home & Bathroom, Clean Linen, Pack of 8 (8 x 150g)",5053249278674,5000204123081,B084V7Z77B,3.07999999999999,-4.480000000000011,200,8.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-4.48
736,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,FESTIVE MAGIC GIFT WRAPPING SET 14PC,"70x50cm Christmas Wrapping Paper Sheets Set with Tags & Ribbons, Recyclable Luxury Wrapping Paper Xmas Gift Festive Decorations for Girls Boys Baby (Classic)",,,B0FHD85VYZ,4.13291666666666,4.13291666666666,50,1.0,1:1 Match,Title sim 21%; keywords 4,Verify brand/product match
737,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,KINGFISHER 1PK JUMBO VACUUM BAGS VBJ,"6 Packs Extra Large Vacuum Storage Bags [130 x 100 cm], XXL Vacuum Bags for Storage Airtight Space Saver Jumbo Vacuum Storage Bags for Duvets Clothes Travel",5013478137609,,B0FJ5PJJZG,6.08166666666666,6.08166666666666,100,1.0,1:1 Match,Title sim 27%; keywords 3,Verify brand/product match
738,FILTERED,FILTERED OUT,70,LYNWOOD DECORATORS COVER SHEET 5M X 4M,"Pack of 6 Large Plastic Dust Sheets for Decorating 4m x 4m Decorators Polythene Paint Covers Sheeting for Furniture & Flooring etc,",8711451013991,5060785160127,B08TVZV8VD,3.17833333333333,-2.521666666666669,200,6.0,BUNDLE (6x) - LOSS,Potential match but negative profit,Negative adjusted profit £-2.52
741,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,LED FIRE FLAME LIGHT 7.5X9CM,LED Flame Light Fire Effect Light for Indoor Outdoor Simulated Decorative Ambiance Lamps Resin Flame Night Lights Artificial Campfire Centerpiece for Party Bar Christmas Decoration NO BATTERY,5024418453994,,B0DM5XBGXP,5.42541666666666,5.42541666666666,50,1.0,1:1 Match,Title sim 16%; keywords 4,Verify brand/product match
742,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,JAUNTY FLOWER MUSICAL BIRTHDAY CANDLE,"Musical Birthday Candles â€“ 3-Pack Lotus Flower Candles with Music & Spinning Bloom â€“ Assorted Colors, Perfect for Cakes, Birthdays & Parties",5055257867406,5060911764793,B0BY5CCTG9,3.16625,3.16625,50,1.0,1:1 Match,Title sim 25%; keywords 3,Verify brand/product match
746,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY HEAVY DUTY BUNGEE CORD 52 INCH,"Bungee Cords With Hooks, Heavy Duty Outdoor Elastic Bungee Strapsï¼ŒNo odour Industrial Grade bungee rope For Securing Tarps, Luggage, Tents, Bikes or garden tidying 24inch 4Pcs (Black)",5050796011938,,B0BQMNWSL6,2.64166666666666,0.0856666666666599,600,4.0,1:1 Match (dimensions),Title sim 30%; keywords 3,Verify brand/product match
747,FILTERED,FILTERED OUT,70,HOSE CLAMPS ASSORTED PK8,"100 Pcs Hose Clips Adjustable 8-44mm Range, Stainless Steel Hose Clamps Assorted Kit, Water Pipe Clamps Clips Assorted with Screwdriver for Gas Automobile Pipe",5056170351690,,B09DVL82WP,2.91333333333333,-8.67866666666667,200,12.5,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-8.68
750,FILTERED,FILTERED OUT,70,MONEY TIN BOX ASST SMALL KING CHARLES,Set Of 5 Pound Note Design Money Tin - Piggy Bank Box Savings Coins Cash Change | Sterling Money Pot Tinplate Saving Money Box | Â£5 Â£10 Â£50 Â£20 Size 15cm x 10cm,5060195620068,,B07H994498,2.67791666666666,-0.8260833333333402,400,5.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-0.83
754,HIGHLY_LIKELY,HIGHLY LIKELY,85,BACOFOIL ZIPPER BAGS ALL PURPOSE 12 PACK 1L (PM Â£2.19),Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),5023139862917,,B08FBJ59DR,2.93,2.93,500,1.0,1:1 Match,Brand 'BACOFOIL' matches; strong title match,-
755,FILTERED,FILTERED OUT,70,SIL CRAFT PAINT POTS,"Mini Acrylic Paint Set, 10pcs 8Colors Acrylic Paint Strips for Kids Adults Art & Craft Painting,Container Storage Paints Pots for Birthday Halloween Party School Home Classroom Painting Supplies Gifts",5024418125976,,B0CHYCBBWY,2.88166666666666,-6.190333333333339,200,10.0,BUNDLE (10x) - LOSS,Potential match but negative profit,Negative adjusted profit £-6.19
756,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,CASA & CASA GRATER WITH STORAGE BOX BLACK,Cheese Grater with Container and Lid & Peeler Set - Vegetable Fruit Multi-Function Stainless Steel Kitchen Utensil Kit with Black Food Plastic Storage Stable Box - Hand Chopper Graters & Peelers,5056295709543,717932298961,B089ZS7SVW,4.77666666666666,4.77666666666666,100,1.0,1:1 Match,Title sim 24%; keywords 4,Verify brand/product match
759,FILTERED,FILTERED OUT,70,STORAGE JAR GLASS 50ML,"50ml Amber Glass Jars 6Pcs, GAUATO Cosmetic Jars with Lids Lotion Container, Empty Glass Pots Face Cream Lotion Storage Jar for Make Up, Sample, Travel Use",8720573955355,,B0CSXG2MKQ,2.25833333333333,-1.1016666666666701,100,6.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-1.10
760,FILTERED,FILTERED OUT,70,STORAGE JAR 50ML GLASS,"50ml Amber Glass Jars 6Pcs, GAUATO Cosmetic Jars with Lids Lotion Container, Empty Glass Pots Face Cream Lotion Storage Jar for Make Up, Sample, Travel Use",8720573955324,,B0CSXG2MKQ,2.25833333333333,-1.1016666666666701,100,6.0,1:1 Match (dimensions),Potential match but negative profit,Negative adjusted profit £-1.10
762,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,DAEWOO TRAVEL ADAPTOR INDIA TO UK,"UK to India Plug Adapter 2 Packs, Grounded UK to India Travel Adapter with 3 USB Ports 32W USB C Fast Travel Charger, Travel Adaptor Plug UK to india for India, Pakistan, Sri Lanka, Yemen(Type D)",5024996705959,,B0CZCY2974,6.4375,6.4375,500,1.0,1:1 Match,Title sim 26%; keywords 3,Verify brand/product match
765,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,BRIGHT & HOMELY PAINT BRUSH SET 3 PACK,"3 Pack Paint Brush Set, 30 pcs Nylon Hair Brushes for Acrylic Oil Watercolor Painting Artist Professional Painting Kits",5050796010979,785197261921,B07C87DSM8,2.055,2.055,100,1.0,1:1 Match,Title sim 29%; keywords 3,Verify brand/product match
769,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,CASA & CASA PEBBLE SINK MAT CLEAR,"Sink Protector Mat, 2 Pack Kitchen Sink Mat Draining Board Cuttable Clear PVC Sink Dish Drying Mat Pebble Pattern Water Tank Filter for Ceramic Stainless Steel Sinks, Fast Draining Cut-to-Fit (30x40)",5056295705569,607607527949,B0FSF234RB,3.305,1.973,50,2.0,BUNDLE (2x) - OK,Title sim 17%; keywords 4,Verify brand/product match
775,FILTERED,FILTERED OUT,70,"JAUNTY PARTYWARE DOTTY PARTY PLATES 9"" 12PK","90 Pack Colourful Party Tableware Set - 30 x 7 Paper Plates, 30 Paper Cups, 30 Napkins, Multicoloured Rainbow Party Plates Cups and Napkins for Birthday Holiday Events",5056683919714,,B0FJ2KRQ37,2.62791666666666,-80.67608333333334,50,90.0,BUNDLE (90x) - LOSS,Potential match but negative profit,Negative adjusted profit £-80.68
776,HIGHLY_LIKELY,HIGHLY LIKELY,85,BABY PIPKIN SILICONE PACIFIER,"Baby Fruit Feeder Set, Includes 2 Food Dummy Feeders with 3 Size Nipples, Silicone Feeder for Babies, Pacifier & Storage Containersr",5055706660428,768877243028,B0DT4NPX7D,2.485,2.485,100,1.0,1:1 Match,Brand 'SIL' matches,-
778,HIGHLY_LIKELY,HIGHLY LIKELY,85,EXTRASTAR LED FLASHLIGHT TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",5060577579977,,B09YCKKWHZ,4.50125,4.50125,100,1.0,1:1 Match,Brand 'EXTRASTAR' matches,-
779,HIGHLY_LIKELY,HIGHLY LIKELY,85,EXTRASTAR LED FLASHLIGHT BATTERY TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",8432011550380,,B09YCKKWHZ,4.50125,4.50125,100,1.0,1:1 Match,Brand 'EXTRASTAR' matches,-
780,FILTERED,FILTERED OUT,70,BRIGHT & HOMELY CITRONELLA TEALIGHT CANDLES LARGE 4 PACK,Price's Candles Citronella Tealights - 100 Pack,5050796010764,,B072KDL23B,2.72375,-21.46825,200,25.0,BUNDLE (25x) - LOSS,Potential match but negative profit,Negative adjusted profit £-21.47
781,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,CITRONELLA GARDEN TORCH ASSORTED,"CUQOO 1L Scented Citronella Oil for Garden Burners - 2 Pack Insect-Repelling Torch & Lantern Oil Outdoor Use, Garden Citronella for Tiki Torches, Burners & Lamps, Patios, BBQs, Camping",8711252951201,,B092FLZ886,4.48708333333333,2.39908333333333,100,2.0,1:1 Match (dimensions),Title sim 27%; keywords 3,Verify brand/product match
782,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,SANCTUARY TREE OF LIFE MIRROR BRONZE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,5050565862372,5060955590969,B0B5DFTVG9,18.4616666666666,18.4616666666666,50,1.0,1:1 Match,Title sim 42%; keywords 3,Verify brand/product match
783,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,SANCTUARY TREE OF LIFE MIRROR GREY EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,5050565862419,5060955590969,B0B5DFTVG9,18.4616666666666,18.4616666666666,50,1.0,1:1 Match,Title sim 41%; keywords 3,Verify brand/product match
784,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,SANCTUARY TREE OF LIFE MIRROR WHITE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,5050565862396,5060955590969,B0B5DFTVG9,18.4616666666666,18.4616666666666,50,1.0,1:1 Match,Title sim 37%; keywords 3,Verify brand/product match
787,NEEDS_VERIFICATION,NEEDS VERIFICATION,60,ADORN COFFEE MUG 8.5X12CM ASSORTED,Bree Merryn Fine China Harmony Highland Cows Farm Tea/Coffee Boxed Mug 8.5x8cm,6923456821217,5056053272104,B09J9BNRFP,2.70166666666666,2.70166666666666,100,1.0,1:1 Match,Title sim 36%; keywords 1,Verify brand/product match
