Section,Verdict,Confidence,RowID,ASIN,SupplierEAN,AmazonEAN,SupplierTitle,AmazonTitle,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,PackVerdict,AdjustedProfit,KeyEvidence,FilterReason
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1087,B0D4JNBKP1,5050565796714,762763569582,NIGHTLIGHT DINOSAUR COLOUR CHANGING,Kids Night Light Squishy Dinosaur Nightlight for Kids Room 7 Color Changing Children Bedside Lamp Portable Rechargeable Touch Dimmable Baby Silicone Cute Night Light Dinosaur Lamp for Boys Girls,£2.15,£12.74,£3.43,146.4%,500,1:1 Match,£3.43,"RowID=1087; EAN=NON_EXACT; Brand=nightlight; TypeTokens=changing,dinosaur; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£3.43",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1185,B074QKHZ94,9333527002938,607376353787,PADLOCK LAMINATED 40MM,"SEPOXÂ® 2Pack Heavy Duty Padlock Keyed Alike, 40MM Laminated Steel Lock Body, 60MM Extra Long Shackle, Ideal for Gym Locker, Sheds, Gate, Warehouse, Hasp (2 Locks with Same Keys)",£1.52,£9.48,£2.43,133.5%,500,1:1 Match,£2.43,"RowID=1185; EAN=NON_EXACT; Brand=padlock; TypeTokens=40mm,laminated; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£2.43",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1224,B00M16SQ8O,6923456807518,,SALT & PEPPER SHAKERS,Juvale Salt and Pepper Shakers Stainless Steel and Glass Set,£0.80,£7.99,£1.54,126.1%,500,1:1 Match,£1.54,"RowID=1224; EAN=AMZ_MISSING; Brand=salt; TypeTokens=pepper,shakers; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£1.54",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1364,B0FNMPDXDC,,,FESTIVE MAGIC TINSEL DOOR BOW 29 X45CM,"Christmas Bow for Front Door, Front Door Bows Xmas, Christmas Door Bow, Door Ribbon Christmas for Wedding Celebration, Festive Season House Decoration 40cmÃ—50cm",£2.02,£9.89,£2.37,106.1%,500,1:1 Match,£2.37,"RowID=1364; EAN=AMZ_MISSING; Brand=festive; TypeTokens=bow,door; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£2.37",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1409,B08FBJ59DR,5023139861019,,BACOFOIL ZIPPER BAGS ALL PURPOSE 15 PACK SMALL 1L,Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),£1.94,£9.96,£2.17,100.0%,500,1:1 (pack unclear; supplier:15 PACK vs amazon:leading_x(3x)),£2.17,"RowID=1409; EAN=AMZ_MISSING; Brand=bacofoil; TypeTokens=all,zipper; capacity:NA; PackS=supplier:15 PACK; PackA=amazon:leading_x(3x); rsu:split_required(supplier=15,amazon=3); AdjProfit=£2.17",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1599,B07MGLHMWY,5056175970841,5025762919174,WASTE SMART EXTRA STRONG WHEELIE BIN 5 BAGS,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,£1.01,£8.25,£1.09,78.8%,500,1:1 Match,£1.09,"RowID=1599; EAN=NON_EXACT; Brand=waste; TypeTokens=bin,wheelie; capacity:NA; PackS=supplier:context_qty(5 BAGS); PackA=amazon:default(1); rsu:1; AdjProfit=£1.09",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2121,B084Z492PW,,791348432249,EXTRASTAR EXTENSION LEAD 6 GANG 1M WHITE,"ExtraStar 6 Way Extension Leads with Surge Protection, Wall Mounted Power Strips with Individual Switches 13A UK Plug (1M, White)",£3.49,£11.99,£1.08,31.3%,500,1:1 Match,£1.08,"RowID=2121; EAN=NON_EXACT; Brand=extrastar; TypeTokens=extension,white; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£1.08",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,531,B0CHBGWTH9,6923456818668,604565842879,AIR FRYER PAPER LINER ROUND 16X4.4.5CM 50PCE,"Round Air Fryer Liners Disposable 100Pcs - Air Fryer Liners Round 8 inch for Ninja, Tefal and More - Disposable Round Parchment Paper Liners for Air Fryers | High-Temperature Resistant and Unbleached",£1.01,£12.99,£4.36,313.3%,400,BUNDLE (RSU=2) - OK,£3.35,"RowID=531; EAN=NON_EXACT; Brand=air fryer; TypeTokens=paper,round; capacity:NA; PackS=supplier:50PCE; PackA=amazon:pcs(100); rsu:ceil(100/50)=2; AdjProfit=£3.35",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,681,B0CHBGWTH9,6923456818682,604565842879,AIR FRYER PAPER LINER  ROUND 20X4.5CM 50PCE,"Round Air Fryer Liners Disposable 100Pcs - Air Fryer Liners Round 8 inch for Ninja, Tefal and More - Disposable Round Parchment Paper Liners for Air Fryers | High-Temperature Resistant and Unbleached",£1.31,£12.99,£4.11,250.3%,400,BUNDLE (RSU=2) - OK,£2.80,"RowID=681; EAN=NON_EXACT; Brand=air fryer; TypeTokens=paper,round; capacity:NA; PackS=supplier:50PCE; PackA=amazon:pcs(100); rsu:ceil(100/50)=2; AdjProfit=£2.80",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1999,B0D9FFVTB7,5024418626275,,CHRISTMAS VOTIVES RED/WHITE BERRY SET OF 3,Glasseam Christmas Candle Holder Glass: Set of 3 Tea Light Candle Holders Decorative Christmas Tea Light Holders with Red Berry and Snow Pinecone Votive Candle Holder for Table Centrepieces Party Gift,£2.62,£10.19,£1.10,40.4%,400,1:1 Match,£1.10,"RowID=1999; EAN=AMZ_MISSING; Brand=christmas; TypeTokens=berry,red; capacity:NA; PackS=supplier:SET OF 3; PackA=amazon:default(1); rsu:1; AdjProfit=£1.10",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2406,B008CY80YY,5012904013777,5012904088409,CHEF AID PASTRY BRUSH 3 IN 1 CARDED,"Chef Aid Pure Bristle Pastry Brush, Beige",£0.77,£3.75,£0.16,13.9%,400,1:1 Match,£0.16,"RowID=2406; EAN=NON_EXACT; Brand=chef aid; TypeTokens=brush,pastry; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.16",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2576,B002ARYB8I,9414202017000,,SISTEMA CLEAR RECT FOOD BOX 2 LTR,Sistema KLIP IT Food Storage Container | 2 L | Airtight & Stackable Meal Prep Container with Lid | School Lunch Box | BPA-Free | 1 Count,£3.43,£8.39,£0.12,3.6%,400,1:1 Match,£0.12,"RowID=2576; EAN=AMZ_MISSING; Brand=sistema; TypeTokens=box,food; capacity:2 LTR->2 L (Δ0.0%); PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.12",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,90,B0FN3TVZVL,742288768073,,PORCELAIN MUG 12OZ COLOURED,"vancasso SIMI Mugs Set, 12oz/360ml Porcelain Coffee Mug Set of 6, Bohemian Style Tea and Coffee Cups with Handle, Microwave & Dishwasher Safe, Suitable for All Kinds of Drinks",£0.74,£30.59,£14.86,1270.2%,300,1:1 Match,£14.86,"RowID=90; EAN=AMZ_MISSING; Brand=porcelain; TypeTokens=12oz,mug; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£14.86",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,680,B08688KYF6,50304811690067,5060670130181,ECO BAMBOO DISH BRUSH,"eplanita Natural Dish Brush, 3 Replacement Heads, Kitchen Eco Bamboo Scrubber Brushes, Extra Plant Sponge, Plastic Free Washing Up, Zero Waste Cleaning",£1.20,£11.99,£3.88,250.4%,300,1:1 Match,£3.88,"RowID=680; EAN=NON_EXACT; Brand=eco bamboo; TypeTokens=brush,dish; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£3.88",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,926,B0CHP4MZTM,5050565432858,,FIRST AID ELBOW SUPPORT BANDAGE 3 SIZES,"Tubular Bandage 3in X 26ft Elasticated Support for Arm, Stretch Roll First Aid Gauze Dressing Cotton Retention for Arms Lower Legs Size D",£1.01,£8.85,£2.47,177.6%,300,1:1 Match,£2.47,"RowID=926; EAN=AMZ_MISSING; Brand=first aid; TypeTokens=bandage,support; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£2.47",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,932,B08HX852WM,5056175970810,7427135397172,WASTE SMART STRONG REFUSE SACKS 20 BAGS,Haya Home 60 Î¼m 120L 20 Extremely Strong Heavy Duty Black Bin Bags Bin Liners Refuse Sacks Waste Dustbin Bags Rubble Sack Industrial Commercial Builders Kitchen Home Office DIY Garden 100% Recycled,£1.01,£10.75,£2.44,175.4%,300,1:1 Match,£2.44,"RowID=932; EAN=NON_EXACT; Brand=waste; TypeTokens=refuse,sacks; capacity:NA; PackS=supplier:context_qty(20 BAGS); PackA=amazon:default(1); rsu:1; AdjProfit=£2.44",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1328,B087YZWHG6,5025572649919,5060927910795,ROTARY LINE COVER,Rotary Washing Line Cover Waterproof - Universal Fit with Zip and Drawstring to Tighten - Weather Resistant and Great Protection Parasol Cover for Garden Dryer and Airer (Green),£1.48,£7.99,£1.98,111.1%,300,1:1 Match,£1.98,"RowID=1328; EAN=NON_EXACT; Brand=rotary; TypeTokens=cover,line; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£1.98",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1872,B08616GDRJ,5056239413192,801786319856,SALT & PEPPER POTS GLASS,Glass Salt and Pepper Shaker Pot Set of 2 Classic Clear Glass Traditional Cruet Set Cafe-Style Dispenser Bottles,£1.01,£6.98,£0.73,52.3%,300,1:1 Match,£0.73,"RowID=1872; EAN=NON_EXACT; Brand=salt; TypeTokens=glass,pepper; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.73",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2145,B07C8V2DJ7,5054061297706,,RUSSELL HOBBS VIENNA CUTLERY SET 16PC,"Russell Hobbs RH00022GP Vienna 16 Piece Cutlery Set - Stainless Steel Silverware, Service for 4, Tableware with Forks, Knives, Tablespoons and Teaspoons, Dishwasher Safe Flatware, Mirror Polished",£12.97,£24.97,£3.32,29.2%,300,1:1 Match,£3.32,"RowID=2145; EAN=AMZ_MISSING; Brand=russell hobbs; TypeTokens=cutlery,vienna; capacity:NA; PackS=supplier:16PC; PackA=amazon:default(1); rsu:1; AdjProfit=£3.32",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2423,B0DCGDS6Y5,5010303185965,,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 550ML,"Addis Clip Tight Food Storage Container Large 4.2 Litre Tall Rectangle Airtight Silicone Seal Containers Bpa Free Easy Locking Lid Clips, Clear Transparent",£1.60,£6.39,£0.24,12.6%,300,1:1 Match,£0.24,"RowID=2423; EAN=AMZ_MISSING; Brand=addis clip tight; TypeTokens=food,rectangle; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.24",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,89,B0FS1K5WQH,5052516111348,,SMART CHOICE RUBBER BALL DOG TOY,"Cheerble Smart Interactive Dog Toys - Wicked Ball AIR, Automatic Moving Bouncing & Rotating Dog Ball with E-TPU Material, IPX7, USB-C Rechargeable, Active Rolling Balls for Medium-Large Dogs - Blue",£1.61,£39.98,£24.02,1270.9%,200,1:1 Match,£24.02,"RowID=89; EAN=AMZ_MISSING; Brand=smart; TypeTokens=ball,dog; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£24.02",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,143,B0CNCZJLYF,6923456823471,,SQUARE SPICE JAR BLACK/WHITE,"Square Spice Jars Set of 24 with Bamboo Lids, Shaker Inserts, Pre-Printed English Labels, Black and White Stickers (180 Spice Names), Silicone Funnel, and Cleaning Brush (English Labels)",£0.78,£24.99,£10.72,893.7%,200,1:1 Match,£10.72,"RowID=143; EAN=AMZ_MISSING; Brand=square spice; TypeTokens=black,white; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£10.72",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,599,B0CKLQ3G62,5055566999041,,CERAMIC WAX/OIL BURNER,Grey Ombre Glaze Tea Light Essential Oil Burner | Ceramic Wax Melt Burner Fragrance Oil Burner Diffuser | Round Tealight Holder Oil Burner,£1.01,£10.99,£3.98,286.7%,200,1:1 Match,£3.98,"RowID=599; EAN=AMZ_MISSING; Brand=ceramic wax; TypeTokens=burner,oil; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£3.98",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,662,B09Q558B4M,6609971314419,,ROUND TRAY ASS DECOR,Hanobe Rustic Wooden Serving Tray: Round Wood Decorative Candle Holder Vintage Centerpiece Butler Trays Farmhouse Ottoman Tray for Decor Kitchen Countertop for Home Coffee Table,£1.01,£11.88,£3.58,257.6%,200,1:1 Match,£3.58,"RowID=662; EAN=AMZ_MISSING; Brand=round; TypeTokens=decor,tray; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£3.58",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,760,B00TU1VL08,5036200127242,,THE BIG CHEESE NEO ZAP ELECTRONIC RAT KILLER REFILL,"The Big Cheese Ultra Power - Electronic Mouse Killer, Quick, Effective Humane - Professional Electric Mouse Trap that Kills Instantly - Safe, Hygienic Zapper - Indoor Battery Powered Electric Trap",£2.88,£16.99,£6.67,226.3%,200,1:1 Match,£6.67,"RowID=760; EAN=AMZ_MISSING; Brand=the big cheese; TypeTokens=electronic,killer; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£6.67",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,837,B008EXEVG4,6923456816312,5055071655654,LONDON MUG 10CM,"Puckator London Red Routemaster Bus Ceramic Shaped Mug, Tea Coffee Hot Drinks, Decorative Gift Box, Home Kitchen Office Height 10cm Width 13.5cm Depth 8.5cm",£1.01,£9.88,£2.77,199.5%,200,1:1 Match,£2.77,"RowID=837; EAN=NON_EXACT; Brand=london; TypeTokens=10cm,mug; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£2.77",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1010,B07GZGXQYG,5060357992170,,SUPERIOR FOIL 5 CONTAINERS & LID 2400ML,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",£3.02,£14.79,£5.00,162.7%,200,1:1 Match (supplier:context_qty(5 CONTAINERS) vs amazon:n_pack(5)),£5.00,"RowID=1010; EAN=AMZ_MISSING; Brand=superior foil; TypeTokens=containers,lid; capacity:NA; PackS=supplier:context_qty(5 CONTAINERS); PackA=amazon:n_pack(5); rsu:ceil(5/5)=1; AdjProfit=£5.00",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1121,B0FB2VXH8H,5050565451897,,HAIR BOBBLES 36PC BROWN BLACK WHITE,"15 Pcs Brown and Black Hair Bobbles, Mixed Color Elastic Hair Ties for Women and Girls, Thick No Damage Bands, Ponytail Holders",£1.01,£6.49,£1.98,142.3%,200,1:1 (pack unclear; supplier:36PC vs amazon:pcs(15)),£1.98,"RowID=1121; EAN=AMZ_MISSING; Brand=hair bobbles; TypeTokens=black,brown; capacity:NA; PackS=supplier:36PC; PackA=amazon:pcs(15); rsu:split_required(supplier=36,amazon=15); AdjProfit=£1.98",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1229,B09MTP248R,5055141626904,,VASE GLASS CYLINDER 20X10X10CM,"YOUEON Wide Glass Cylinder Vase (20x10cm), Decorative Terrarium for Flowers, Pillar Candles & Arrangements, Wedding, Event & Home Centerpiece",£4.78,£19.99,£5.68,125.3%,200,1:1 Match,£5.68,"RowID=1229; EAN=AMZ_MISSING; Brand=vase; TypeTokens=cylinder,glass; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£5.68",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1362,B07GZGXQYG,5060357992217,,SUPERIOR FOIL 5 CONTAINERS & LID 9X13IN,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",£4.03,£14.79,£4.16,106.3%,200,1:1 Match (supplier:context_qty(5 CONTAINERS) vs amazon:n_pack(5)),£4.16,"RowID=1362; EAN=AMZ_MISSING; Brand=superior foil; TypeTokens=containers,lid; capacity:NA; PackS=supplier:context_qty(5 CONTAINERS); PackA=amazon:n_pack(5); rsu:ceil(5/5)=1; AdjProfit=£4.16",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1397,B0DCGHNZQS,5010303186269,,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 1.1L,"Addis Clip Tight Food Storage Container Large 5.3 Litre Rectangle Airtight Silicone Seal Containers Bpa Free Easy Locking Lid Clips, Clear Transparent",£2.11,£9.99,£2.36,102.0%,200,1:1 Match,£2.36,"RowID=1397; EAN=AMZ_MISSING; Brand=addis clip tight; TypeTokens=food,rectangle; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£2.36",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1520,B07GZGXQYG,5060357994426,5060357992217,SUPERIOR FOIL 5 CONTAINERS & LID 4.5LTR,"Superior Foil Containers with Lids â€“ 9x13 Inches Sturdy Deep Foil Trays with Lid, Ideal for Cooking, Baking,Roasting, BBQ, Meal Prep Storage Tray â€“ Large Foil Trays with Lids (5 Pack)",£3.49,£14.79,£3.06,88.6%,200,1:1 Match (supplier:context_qty(5 CONTAINERS) vs amazon:n_pack(5)),£3.06,"RowID=1520; EAN=NON_EXACT; Brand=superior foil; TypeTokens=containers,lid; capacity:NA; PackS=supplier:context_qty(5 CONTAINERS); PackA=amazon:n_pack(5); rsu:ceil(5/5)=1; AdjProfit=£3.06",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,1723,B0DJC89421,5056239405098,5065020885551,FREEZER & FOOD BAGS 500 ROLL,500 x Clear Plastic Freezer Bags on Roll | Sandwich Food Plastic Bags for Multi-Use | Ideal for Fresh Fruit and Veg - Versatile and Durable-(9 x 14 Inch),£1.01,£7.99,£0.94,67.5%,200,1:1 Match,£0.94,"RowID=1723; EAN=NON_EXACT; Brand=freezer; TypeTokens=food,roll; capacity:NA; PackS=supplier:context_qty(BAGS 500); PackA=amazon:dimension_pattern; rsu:1; AdjProfit=£0.94",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2120,B08VMRHP2B,,,EXTRASTAR EXTENSION LEAD 6 GANG 1M BLACK,"ExtraStar 6 Way Extension Leads with Surge Protection, Wall Mounted Power Strips with Individual Switches 13A UK Plug (1M, Black)",£3.49,£11.99,£1.08,31.3%,200,1:1 Match,£1.08,"RowID=2120; EAN=AMZ_MISSING; Brand=extrastar; TypeTokens=black,extension; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£1.08",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2148,B09MWPSLQF,5015302106713,4008600409359,FIRST STEPS SAFARI BABY FEEDING BOTTLE 150ML,NUK First Choice+ Baby Bottle| 0-6 Months M | Temperature Control | Anti Colic Vent | 150 ml | BPA-Free | Silicone Teat | Safari (Beige),£1.04,£5.98,£0.41,29.1%,200,1:1 Match,£0.41,"RowID=2148; EAN=NON_EXACT; Brand=first; TypeTokens=baby,safari; capacity:150ML->150 ml (Δ0.0%); PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.41",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2258,B000TAUFFG,5011802242111,5010608056250,YALE ESSENTIALS DEADLOCK P/BRASS 64MM,"Yale British Standard 5 Lever Mortice Deadlock, High Security, Visi Pack, Suitable for External Doors, Brass Finish, 2.5 Inch/64 mm",£8.14,£16.99,£1.62,22.1%,200,1:1 Match,£1.62,"RowID=2258; EAN=NON_EXACT; Brand=yale; TypeTokens=brass,deadlock; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£1.62",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2314,B09K42Z3JN,5038756115025,,TRAVEL CARD HOLDER 1500,Genuine Leather Oyster Card Holder Bus Travel Pass Holders - Black,£1.94,£5.99,£0.42,19.4%,200,1:1 Match,£0.42,"RowID=2314; EAN=AMZ_MISSING; Brand=travel; TypeTokens=card,holder; capacity:NA; PackS=supplier:trailing_number(1500)_ignored; PackA=amazon:default(1); rsu:1; AdjProfit=£0.42",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2328,B0046MHRMM,5014348241525,,BEAUFORT SQ FOOD CONTAINER 13 LTR,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,£2.56,£7.90,£0.51,18.9%,200,1:1 Match,£0.51,"RowID=2328; EAN=AMZ_MISSING; Brand=beaufort; TypeTokens=container,food; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.51",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2501,B0001A96H2,5010353324369,850002727173,MINKY WASHING LINE PROP SUREGRIP,"Minky Retractable Reel Washing Line with 15 m of Drying Space, Extendable Clothes Line for Laundry, Wall Mounted for Indoor & Outdoor Use, Grey, Single Line",£5.24,£11.99,£0.38,7.8%,200,1:1 Match,£0.38,"RowID=2501; EAN=NON_EXACT; Brand=minky; TypeTokens=line,washing; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.38",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2614,B08CVK7746,5022822194984,5022822207776,STATUS 3WAY BASIC C/FREE SOCKET WHT 1PK CLAM,STATUS 2 Way Socket | 2 USB Port Cable Free Socket | S2W2USBCFS12,£3.49,£9.00,£0.04,1.2%,200,1:1 Match,£0.04,"RowID=2614; EAN=NON_EXACT; Brand=status; TypeTokens=free,socket; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.04",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,2629,B084DT8RNB,5012904106219,,CHEF AID FLUTED CAKE RING,"Chef Aid Non-Stick Fluted Cake Pan with Non-Stick Coating, Ideal for Home Baked Bread or Cake centrepieces with Flowing Pattern, Internal Measurement of 22.5 cm Diameter, Grey",£3.62,£8.46,£0.01,0.4%,200,1:1 Match,£0.01,"RowID=2629; EAN=AMZ_MISSING; Brand=chef aid; TypeTokens=cake,fluted; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£0.01",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,274,B0CLCBL6DT,5056170340526,,CHRISTMAS PIPE CLEANERS 40PC,PLULON 60 Sets Christmas Crafts for Kids Christmas Beaded Ornament Kit Tri Beads with Pipe Cleaners Craft Bead Wreath Snowman Candy Cane for Xmas Party Tree Hanging Decorations,£0.60,£12.89,£5.67,540.0%,100,1:1 Match,£5.67,"RowID=274; EAN=AMZ_MISSING; Brand=christmas; TypeTokens=cleaners,pipe; capacity:NA; PackS=supplier:40PC; PackA=amazon:default(1); rsu:1; AdjProfit=£5.67",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,348,B01M7V2PYL,8694064017993,,HOBBY GRAND STORAGE BOX & LID 0.5LTR,Really Useful Box Plastic Storage 4 Litre Clear with 2 x Hobby Trays,£0.88,£15.49,£5.73,447.5%,100,BUNDLE (RSU=2) - OK,£4.85,"RowID=348; EAN=AMZ_MISSING; Brand=hobby; TypeTokens=box,storage; capacity:NA; PackS=supplier:default(1); PackA=amazon:leading_x(2x); rsu:ceil(2/1)=2; AdjProfit=£4.85",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,547,B08V4Y13M3,5056239423443,,TABLE TOP TRASH CAN,"Small desk bin mini waste bin with lid kids dustbin trash can for classic desk, desktop, bedroom, office table top bin in blue and yellow color YAGGOOD",£1.14,£11.99,£4.58,305.5%,100,1:1 Match,£4.58,"RowID=547; EAN=AMZ_MISSING; Brand=table top; TypeTokens=can,trash; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£4.58",-
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,845,B0DT4NPX7D,5055706660428,768877243028,BABY PIPKIN SILICONE PACIFIER,"Baby Fruit Feeder Set, Includes 2 Food Dummy Feeders with 3 Size Nipples, Silicone Feeder for Babies, Pacifier & Storage Containersr",£0.85,£8.49,£2.48,197.2%,100,1:1 Match,£2.48,"RowID=845; EAN=NON_EXACT; Brand=baby; TypeTokens=pacifier,silicone; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£2.48",EAN mismatch/missing: verify barcode before buying
HIGHLY_LIKELY_RECOMMENDED,HIGHLY LIKELY,86,847,B09YCKKWHZ,8432011550380,,EXTRASTAR LED FLASHLIGHT BATTERY TORCH,"EXTRASTAR Head Torch Rechargeable, Headlight with 3 Lights 4 Modes, LED Head Torch Headlamp for Camping, Fishing, Hiking, Jogging, Running, Cycling",£2.09,£12.99,£4.50,196.6%,100,1:1 Match,£4.50,"RowID=847; EAN=AMZ_MISSING; Brand=extrastar; TypeTokens=led,torch; capacity:NA; PackS=supplier:default(1); PackA=amazon:default(1); rsu:1; AdjProfit=£4.50",-
