RowID,ASIN,Category,Confidence,SupplierEAN,AmazonEAN,SupplierTitle,AmazonTitle,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,PackVerdict,AdjustedProfit,FilterReason,KeyEvidence
526,B0DZNWNYV7,NEEDS_VERIFICATION_FILTERED,70,5030481930645,199284635647,PPS FOIL ROASTING 2 DISHES,"10 Pack Large Aluminium Foil Trays Deep (3500ml) - Tin Foil Food Containers for Cooking, Baking, Roasting, and BBQ (32x26x7)",0.672,11.99,3.50166666666666,3.15465465465465,400,Bundle (10x) - LOSS,-2.54633333333334,Adjusted profit £-2.55,Supplier brand: PPS; Common: FOIL
527,B074HFNS9B,NEEDS_VERIFICATION,70,5026180049245,,APOLLO STAINLESS STEEL SHARPENING STEEL,"Professional Carbon Steel Black Knife Sharpening Steel, Black 12 Inch",1.716,14.99,6.22791666666666,3.14541245791245,300,1:1 Match,6.22791666666666,-,"Supplier brand: APOLLO; Common: STEEL, SHARPENING"
528,B08G1Y82GN,NEEDS_VERIFICATION,70,5030481930669,5060659231021,PPS FOIL FLAN 5 DISHES ROUND LARGE,20 Aluminium Foil Trays with Paper Lids â€“ Round Foil Flan Dishes â€“ Durable and Food Grade Tin Pie Cases â€“ Oven and Freezer Safe â€“ Baking Trays Containers - 9 inch-23cm,0.804,11.98,3.82333333333333,3.13387978142076,200,1:1 Match,3.82333333333333,-,"Supplier brand: PPS; Common: DISHES, FOIL, ROUND, FLAN"
532,B06Y64P5YM,NEEDS_VERIFICATION,70,5055441460567,5060514901403,DEKTON GECKOSLIDE CARPET PROTECTORS,Winsome Clear Carpet Protector Film Self Adhesive Roll Temporary Protecting Water Resistant Floor Dust Sheet Cover | 60cm x 25m Roll (60 Micron),1.884,17.99,6.63166666666666,3.12814465408804,700,1:1 Match,6.63166666666666,-,Supplier brand: DEKTON; Common: CARPET
533,B079L16LN6,NEEDS_VERIFICATION,70,5038673210841,721968264197,PRIMA TAILORING SCISSORS 24CM,LIVINGO Premium Dressmaking Scissors Heavy Duty Multi-Purpose Titanium Coating Forged Stainless Steel Sewing Fabric Leather Tailor Comfort Grip Shears Professional Crafting 24cm,1.908,15.99,6.685,3.1238317757009297,500,1:1 Match,6.685,-,"Supplier brand: PRIMA; Common: 24CM, SCISSORS"
537,B0CRQDLYTQ,NEEDS_VERIFICATION,70,6260573000812,,OPAL ROUND CEREAL BOWl WHITE,"12V Power Supply, 12V 2A Power Adapter, for Yamaha Keyboard LED Strip Light CCTV Camera External Hard Drive BT Speaker GPS Webcam Router Scanner with 12Vdc Power Cord",1.056,12.99,4.445,3.1083916083916,50,1:1 Match,4.445,-,Supplier brand: OPAL
538,B083ZR2KMN,NEEDS_VERIFICATION,60,5037241304548,801269136529,STEAM PUNK SKULL GOLD/BRONZE10CM ASSORTED,"Nemesis Now Steampunk Clockwork Baron Skull Figurine Ornament, Bronze, 11cm",3.15599999999999,23.7,9.88,3.10691823899371,50,1:1 Match,9.88,-,Title similarity: 47%; Common: SKULL
540,B07TDNYMCH,NEEDS_VERIFICATION,70,5026180025133,,APOLLO CHROME TOILET BRUSH & HOLDER,BGL 304 Stainless Steel Toilet Brush Long Bucket Stand Round Toilet Brush with Holder Chrome,4.032,25.99,12.0895833333333,3.09196504688831,200,1:1 Match,12.0895833333333,-,"Supplier brand: APOLLO; Common: TOILET, HOLDER, CHROME, BRUSH"
541,B085CCNXXB,NEEDS_VERIFICATION,70,4894158092507,727380548068,FESTIVE MAGICSNOW WINDOW DECORATION,"Dirt Bike Gifts, Motocross 3D Night Light for Kids for Xmas Holiday Birthday Gifts for KidsMotorcycle Fan with Remote Control 16 Colors Changing + 4 Changing Mode + Dim Function",1.944,16.99,6.67833333333333,3.07757296466973,100,1:1 Match,6.67833333333333,-,Supplier brand: FESTIVE
544,B0CBC32HQK,NEEDS_VERIFICATION_FILTERED,70,,,PREMIER COLOUR YOUR OWN CHRISTMAS CHRACTER 15CM,"Tenare 16 Pack Colour Your Own Christmas Cards Xmas Colouring Greeting Cards Santa Snowman Xmas Tree Elk Card Making Kits for Children DIY Merry Christmas Cards with 16 Envelopes for Kids, 4 Styles",1.14,12.99,4.605,3.07,50,Bundle (16x) - LOSS,-12.494999999999997,Adjusted profit £-12.49,"Supplier brand: PREMIER; Common: COLOUR, YOUR, CHRISTMAS, OWN"
545,B0DGWW3XXC,NEEDS_VERIFICATION,70,5053249281803,,CAR PRIDE CAR VENT AIR FRESHENER LAVENDER 4ML PACK OF 2,"SCENTORINI Car Air Freshener, 2 Fragrance, Linen & Lavender, Vent Clip, New Car Scent for Men & Women, Car Freshener Long Lasting 6 Pack, Total 24ml",1.14,12.99,4.605,3.07,50,Bundle (3x) - OK,2.3250000000000006,-,"Supplier brand: CAR PRIDE; Common: VENT, CAR, FRESHENER, AIR"
549,B0C8TXW6J8,NEEDS_VERIFICATION,70,5050028016120,,EVERREADY T8 6FT 70W TUBE LIGHT,"Bright Source 6ft (1763mm) 28w LED T8 Tube, 2520lm, 3000K Warm White, Replacement for 70w T8 Fluorescent, Starter Included - Direct Mains or for use with Switch Start Fitting with Magnetic Ballast",4.90799999999999,29.89,14.1220833333333,3.0435524425287297,50,1:1 Match,14.1220833333333,-,"Supplier brand: EVERREADY; Common: 70W, 6FT"
550,B0DR2XPS27,HIGHLY_LIKELY_FILTERED,85,6260573000614,,OPAL ROUND SOUP PLATE WHITE,"Best House | 6 Pcs Opalware Dinner Plates Round | 10""/25.5 cm | Set of 6 Pcs | White | Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",0.936,14.99,4.04166666666666,3.0388471177944805,200,Bundle (6x) - LOSS,-0.6383333333333407,RSU=6; Adjusted profit £-0.64,"Brand: OPAL; Common: OPAL, ROUND, WHITE"
553,B07KG16PJ2,HIGHLY_LIKELY,85,5026619372548,6425496666907,DRESS UP CHILD FAIRY WINGS,"EQLEF Fairy Wings Costume Kids, Princess Fairy Costume Butterfly Wings Set for Girls Tutu Wand",1.68,13.95,5.915,3.0333333333333297,100,1:1 Match,5.915,-,"Brand: FAIRY; Common: WINGS, FAIRY"
554,B0BNK8VQML,NEEDS_VERIFICATION,60,5060753251857,,TOP 3 ROTARY FOOD CHOPPER STAINLESS STEEL,Ourokhome Rotary Cheese Grater Vegetable Slicer - Rotary Round Drum Grater Chopper with 3 Stainless Steel Drums Strong Suction Base (Black),3.828,26.99,11.3416666666666,3.0325311942959003,500,1:1 Match,11.3416666666666,-,"Title similarity: 40%; Common: STEEL, CHOPPER, ROTARY, STAINLESS"
556,B08DCZC33V,NEEDS_VERIFICATION_FILTERED,70,5030481960222,,PPS HEAVY DUTY TUMBLER 10OZ 20 PIECES,"Tebery 100 Pack Gold Plastic Cups Tumblers, 10oz Clear Reusable Wedding Cups Elegant Party Cup with Gold Rim",2.004,19.99,6.71833333333333,3.02627627627627,200,Bundle (5x) - LOSS,-1.2976666666666699,Adjusted profit £-1.30,Supplier brand: PPS; Common: 10OZ
558,B0D7BHB64L,NEEDS_VERIFICATION,70,5017403123224,,ASHLEY CERAMIC HUMIDIFIER,"Ceramic Essential Oil Diffuser For Home Electric 200ml Large Humidifier Cool Mist Aromatherapy Premium Ultrasonic 4 In 1, 9 LED Lights, 4 Timer Adjust Settings And Waterless Auto-Off Home Fragrance",2.28,18.99,7.39499999999999,3.01836734693877,900,1:1 Match,7.39499999999999,-,"Supplier brand: ASHLEY; Common: HUMIDIFIER, CERAMIC"
559,B0948Z8CMY,NEEDS_VERIFICATION_FILTERED,70,5055441458748,,DEKTON UTILITY KNIFE SET,"Nuovva Sharp Kitchen Knife Set â€“ 7Pcs Stainless Steel Blades with Wooden Style Handles â€“ 360Â° Rotating Acrylic Knives Block Set with Sharpener â€“ Chef, Bread, Utility, Scissors, Paring & Carving Tools",3.372,24.99,10.1349999999999,3.0163690476190403,600,Bundle (7x) - LOSS,-10.097000000000099,Adjusted profit £-10.10,"Supplier brand: DEKTON; Common: SET, KNIFE"
563,B0F8VHC6GY,NEEDS_VERIFICATION,70,5012128597411,,GIFTMAKER WREATH STORAGE BAG 45X15CM,"SEYMAC stock Case for iPad (A16) 11th/10th Generation 11''/10.9'' 2025/2022, Full Body Shockproof Cover with Screen Protector, Foldable Stand & Shoulder Strap for iPad 11 inch A16/10.9 inch, Black",2.148,17.99,7.03166666666666,3.00498575498575,100,1:1 Match,7.03166666666666,-,Supplier brand: GIFTMAKER
572,B0CH9BL1B3,NEEDS_VERIFICATION,70,5012904071951,,TALA FISH SCALER,"Fish Scaler Stainless Steel, Premium Fish Scale Remover Integrated Casting, Heavy Duty Wedge-Shaped Sawtooth Fish Descaler Tool, Ergonomic Handle Fish Scaler Remover No Mess, Fish Scaler Tool",2.616,19.99,8.15833333333333,2.98840048840048,50,1:1 Match,8.15833333333333,-,"Supplier brand: TALA; Common: SCALER, FISH"
575,B07N4FSYHR,NEEDS_VERIFICATION,70,8432011550083,,EXTRASTAR 5W LED FLASLIGHT TORCH,"Luceco LED Tilting Torch Light with USB Power Bank, 2 Light Modes, Rechargeable, Black, IK05, 5W, 450lm, 6500K, LILT45T65",2.892,19.99,8.78958333333333,2.96945382882882,50,1:1 Match,8.78958333333333,-,"Supplier brand: EXTRASTAR; Common: TORCH, LED"
579,B0DPNM9J3L,NEEDS_VERIFICATION,70,50304811950154,,PPS PLASTIC CUTLERY ASST WHITE 48PCS,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",0.672,10.79,3.26166666666666,2.93843843843843,50,1:1 Match,3.26166666666666,-,"Supplier brand: PPS; Common: PLASTIC, CUTLERY"
580,B0DFHLTLP2,NEEDS_VERIFICATION,70,5030481984464,5060630696863,PPS SERVING PLATTER REUSABLE PLASTIC WHITE 35x21CM 2 PIECES,"MATANA 6 White Rectangular Serving Platters with Silver Rim, 30x23cm - Reusable Plastic Trays for Snack, Sandwich, Buffet Trays, Food Serving, Catering, Parties, Weddings, Birthdays",0.683999999999999,9.99,3.285,2.93303571428571,50,1:1 Match,3.285,-,"Supplier brand: PPS; Common: PLASTIC, REUSABLE, WHITE, SERVING"
582,B097NJ5LDP,NEEDS_VERIFICATION,70,5026180083492,627987373509,APOLLO SILICONE PINCH GRIPS CDU,"MoveRays Hand Grip Strengthener, Forearm, Fingers Exerciser - Silicone Rings for Muscle Training, Sports, Rock Climbing, Fitness",1.14,12.99,4.375,2.91666666666666,200,1:1 Match,4.375,-,Supplier brand: APOLLO; Common: SILICONE
584,B0DRNZ7P94,NEEDS_VERIFICATION,70,5053249281827,,CAR PRIDE CAR VENT AIR FRESHENER VANILLA COCOA 4ML PACK OF 2,"SCENTORINI Car Air Freshener, Vent Clip, 2 Fragrance, Cotton, Vanilla for Cars, New Car Smell, Adjustable Scent Strength, Cars Perfume Air Freshener 6 Pack",1.14,11.69,4.37041666666666,2.9136111111111096,100,Bundle (3x) - OK,2.0904166666666604,-,"Supplier brand: CAR PRIDE; Common: AIR, VANILLA, FRESHENER, PACK"
586,B0CQR91S1Y,NEEDS_VERIFICATION,70,5038673130989,,PRIMA SCOOP DIE CAST 13098,"32"" XL Dog Pooper Scoopers No Bending Foldable Long Handle Pet Poop Picker Upper for Gravel Dirt Grass",3.288,22.99,9.54833333333332,2.90222897669706,100,1:1 Match,9.54833333333332,-,Supplier brand: PRIMA
589,B00XA0196G,NEEDS_VERIFICATION,70,5010853210841,5060400676286,PRICE & KENSINGTON 2 CUP TEAPOT JADE GREEN,English Pewter Company Stag Head Whisky Glass Tumbler with Pewter Base [STAG104],5.736,35.0,15.4566666666666,2.89993746091307,100,1:1 Match,15.4566666666666,-,Supplier brand: PRICE & KENSINGTON
590,B09BW19KZ9,NEEDS_VERIFICATION,70,5038673131511,719812052175,PRIMA STAINLESS STEEL PEELER SWIVEL,OXO Steel Swivel Peeler,1.008,11.0,4.02666666666666,2.8968824940047897,100,1:1 Match,4.02666666666666,-,"Supplier brand: PRIMA; Common: STEEL, SWIVEL, PEELER"
591,B0D1DLY4H4,NEEDS_VERIFICATION,70,5056295706894,603134706802,BLUE CANYON UNIVERSAL HEIGHT ADUSTER 22-28MM CHROME,SKYLEO Desk Lamp - LED Desk Light - 5 Color Modes X 11 Brightness Levels - Adjustable Swing Arm - Timmer & Memory Function - 12W Study Lamp - Black,3.564,24.99,10.1949999999999,2.8963068181818103,600,1:1 Match,10.1949999999999,-,Supplier brand: BLUE CANYON
592,B0DH4XN19H,NEEDS_VERIFICATION_FILTERED,70,5017403134350,,ASHLEY BIODEGRADABLE STRAWS BLACK 40PCE,"500 x Black Paper Drinking Straws Biodegradable Eco 8"" (20cm) Approx (2x250) by Healthy Home",1.008,12.49,4.01833333333333,2.8908872901678597,300,Bundle (12x) - LOSS,-7.5736666666666705,Adjusted profit £-7.57,"Supplier brand: ASHLEY; Common: STRAWS, BIODEGRADABLE, BLACK"
594,B0FHDQ6V5N,NEEDS_VERIFICATION,70,5024418539377,,SIL WATER BOTTLE WITH PILL BOX,BOTTLE BOTTLE Insulated Water Bottle 950ml(32oz) Stainless Steel Sports Water Bottles with Straw Dual-use Lid Drink Flask Design for Gym with Pill Box (Rabbits),2.688,18.69,8.03875,2.8812724014336903,100,1:1 Match,8.03875,-,"Supplier brand: SIL; Common: WITH, BOX, BOTTLE, PILL"
595,B0F9F4MHPV,NEEDS_VERIFICATION_FILTERED,70,5010853236742,,MASON CASH SIDE PLATE 20CM CREAM,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",2.616,23.27,7.85166666666666,2.8760683760683703,200,Bundle (5x) - LOSS,-2.61233333333334,Adjusted profit £-2.61,Supplier brand: MASON CASH
596,B0F9F4MHPV,NEEDS_VERIFICATION_FILTERED,70,5010853236735,,MASON CASH DINNER PLATE 26CM CREAM,"Vtopmart Glass Mixing Bowls with Lids, Set of 5 Borosilicate Glass Salad Bowl, Nesting Kitchen Serving Bowls for Prep, Cooking, Baking, Microwave Freezer Dishwasher Safe (0.2/0.5/1.0/2.0/3.5 L)",2.616,23.27,7.85166666666666,2.8760683760683703,200,Bundle (5x) - LOSS,-2.61233333333334,Adjusted profit £-2.61,Supplier brand: MASON CASH
598,B0B1N8DRF7,HIGHLY_LIKELY_FILTERED,85,8692952070839,5055512045112,LAV NECTAR TUMBLER 3PC 280ML,LAV 12x 280ml Nectar Glass Tumblers - Dishwasher Safe Kitchen Water Cocktail Juice Gin Wine Whisky Drinking Glassware Glasses Set,2.544,17.99,7.66291666666666,2.8700062421972503,50,Bundle (12x) - LOSS,-20.32108333333334,RSU=12; Adjusted profit £-20.32,"Brand: LAV; Common: LAV, NECTAR, 280ML"
600,B09377NPKH,NEEDS_VERIFICATION,70,5024418537410,,SIL TOILET ROLL HOLDER STAINLESS STEEL,"Free-Standing Toilet Roll Holder, Stainless Steel, Silver, Holds 5 Rolls",1.008,12.1,3.97333333333333,2.8585131894484404,600,1:1 Match,3.97333333333333,-,"Supplier brand: SIL; Common: TOILET, ROLL, STAINLESS"
601,B07TT3CR46,NEEDS_VERIFICATION_FILTERED,70,5055441428031,732046997494,DEKTON HOBBY KIT 7PC,"Aussel Gundam Model Tools Kit, Model Basic Tools Craft Set, Hobby Building Craft Set, for Basic Model Building Repairing and Fixing, 26 Pcs",1.344,13.99,4.75833333333333,2.8493013972055796,100,Bundle (26x) - LOSS,-28.841666666666672,Adjusted profit £-28.84,Supplier brand: DEKTON; Common: HOBBY
603,B0CJ9LXBJD,NEEDS_VERIFICATION,70,6923456802063,,ADORN REUSABLE SHOT GLASSES COLORED 20 PACK,"Volila Heavy Base Shot Glasses - 25ml (6 Pack) Coloured Set for Alcohol, Vodka, Expresso, Tequila & Desserts - Durable & Reusable for Home, Bars & Party",0.804,9.99,3.44625,2.82479508196721,600,1:1 Match,3.44625,-,"Supplier brand: ADORN; Common: SHOT, REUSABLE, GLASSES"
604,B0D7T8LTNV,NEEDS_VERIFICATION,70,5012213505086,,GIFTMAKER CARD GLASSES,"Cleaning Brush - Hard Bristle Crevice Cleaning Brush - Easy Living Magic Brush - Grout Cleaning Brushes for Difficult Places to Reach, such as Window Track Bathroom Gap Kitchen Groove (3 PCS)",0.804,9.99,3.44625,2.82479508196721,300,Bundle (3x) - OK,1.83825,-,Supplier brand: GIFTMAKER
606,B00O2F0LT4,NEEDS_VERIFICATION_FILTERED,70,5030481960208,,PPS PLASTIC PINT 12 TUMBLERS,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",0.804,9.99,3.44625,2.82479508196721,300,Bundle (6x) - LOSS,-0.5737500000000004,Adjusted profit £-0.57,"Supplier brand: PPS; Common: PLASTIC, PINT"
607,B093PRY4ZQ,NEEDS_VERIFICATION,70,5029347600655,630808009174,EVERBUILD PLUMBERS PUTTY 750ML BEIGE,"Libraton PVC Pipe Cutter 63mm, Large PVC Cutter, Improved Blade for Heavy-Duty, Plastic Pipe Cutter for Cutting PVC Pipe, PEX Pipe, Plastic Pipes",3.768,23.99,10.4116666666666,2.82158988256549,100,1:1 Match,10.4116666666666,-,Supplier brand: EVERBUILD
615,B0028YPW68,NEEDS_VERIFICATION,70,5050796010511,5038210010002,BRIGHT & HOMELY GARDEN HEDGE SHEARS,"Darlac Telescopic Hedge Shear - Extendable Handles Adjust to Exact Length Required - Super Lightweight Approx 1kg - Razor Sharp Blade Ideal for Hedge Trimming, Green Growth & Light Woody Growth",4.032,28.99,10.9883333333333,2.8103154305200295,50,1:1 Match,10.9883333333333,-,Supplier brand: BRIGHT & HOMELY; Common: HEDGE
617,B085MQZCLY,NEEDS_VERIFICATION,70,6923456822900,,ADORN PATTERN MANICURE SET WITH CASE,ZIZZON Manicure Set 18 in 1 Professional Pedicure Set Nail scissors Grooming Kit with Leather Travel Case Pink,1.236,11.89,4.43208333333333,2.80511603375527,800,1:1 Match,4.43208333333333,-,"Supplier brand: ADORN; Common: CASE, MANICURE, WITH, SET"
618,B0BLZH4CQ7,NEEDS_VERIFICATION_FILTERED,70,5030481980749,196852249060,PPS 12OZ PLASTIC WHITE BOWL 14 PCS,"Pack of 100 White Plastic Bowls â€“ 12 OZ, Washable & Reusable â€“Microwaveable- Perfect for Parties, Dessert, and Picnic Tableware.Reliable,Stackable,Reuseable and Light Plastic Bowls.",0.672,10.79,3.11166666666666,2.8033033033033004,300,Bundle (7x) - LOSS,-1.01633333333334,Adjusted profit £-1.02,"Supplier brand: PPS; Common: PLASTIC, WHITE"
621,B09LRYRWLQ,NEEDS_VERIFICATION,70,5038673413174,194343030982,PRIMA SHOE RACK WOODEN TWO TIER DARK OAK,"VASAGLE 5-Layer Shoe Rack, High Shoe Storage with 4 Mesh Shelves and Large Top for Bags, Space Saving for Entrance, Hallway, Steel, Industry, Rustic Brown and Black LBS038B01",5.172,34.99,13.5483333333333,2.78772290809327,200,1:1 Match,13.5483333333333,-,Supplier brand: PRIMA; Common: SHOE
627,B0DT6NY7VW,NEEDS_VERIFICATION_FILTERED,70,5017403099918,,ASHLEY PEVA DRESS BAG 60 X 120CM,"12 Pack Garment Bags 60 x 120cm/6pcs + 60 x 100cm/6pcs, PEVA Translucent Clothes Covers, Garment Covers, Dress Organizer Bags Used To Protect Shirts, Winter Coats, Jackets, Evening Dresses",2.088,16.99,6.31833333333333,2.75909752547307,100,Bundle (12x) - LOSS,-16.64966666666667,Adjusted profit £-16.65,"Supplier brand: ASHLEY; Common: PEVA, DRESS"
631,B0BXL6W7PN,NEEDS_VERIFICATION,70,5055441437057,,DEKTON FOLD BACK KNIFE,"ENOKING Magnetic Knife Block Without Knives â€“ Double Sided Magnetic Knife Holder & Stand,Acacia Wood Knife Storage Rack for Cutlery â€“ Natural Wooden Knife Organiser,Quick-Fit Design",6.384,39.99,16.135,2.74872231686541,100,1:1 Match,16.135,-,Supplier brand: DEKTON; Common: KNIFE
633,B0F881RDFM,NEEDS_VERIFICATION,70,8694064005648,,HOBBY MULTI PURPOSE TUB MINI NO:0-3LT,"Best House | 3 Pcs of Flexi Tub with Handles | Small Size | Mini | 7 Litres | Yellow | Garden Tubs | Plastic Storage Container for Home, Washing, Garden Waste and DIY Projects",1.296,11.99,4.45291666666666,2.73185071574642,50,Bundle (3x) - OK,1.8609166666666597,-,"Supplier brand: HOBBY; Common: TUB, MINI"
637,B00O2F0LT4,NEEDS_VERIFICATION_FILTERED,70,5013478557995,,KINGFISHER PLASTIC 10 PINT GLASSES,"Set of 6 Unbreakable Polycarbonate Plastic Pint Glasses. Capacity (1 pint / 568ml / 20oz). Ideal for bbq's, camping, glamping, boats and general use.. Dishwasher safe.",0.852,9.99,3.40625,2.70337301587301,300,Bundle (6x) - LOSS,-0.8537499999999998,Adjusted profit £-0.85,"Supplier brand: KINGFISHER; Common: PLASTIC, PINT"
638,B087GF4HML,NEEDS_VERIFICATION,70,1072556214773,,SMART CHOICE 3 RAWHIDE/CHICKEN LEG TREAT,Dried Dog Treats Chicken Rawhide Chews 500g - Soft Rawhide Dog Chew - Chewy Chicken Twists Perfect as Puppy Treats - High Protein and Low Fat Sticks,2.148,16.99,6.30833333333333,2.69586894586894,500,1:1 Match,6.30833333333333,-,Supplier brand: SMART CHOICE
639,B004ISRQPM,NEEDS_VERIFICATION_FILTERED,70,5032759050246,,AMTECH DRIVE METRIC SOCKET SET 1/4 INCH 35PC,Teng T1436 1/4-inch Socket Set Metric Drive (36 Pieces),9.6,47.99,23.0329166666666,2.69390838206627,50,Bundle (36x) - LOSS,-312.9670833333334,Adjusted profit £-312.97,"Supplier brand: AMTECH; Common: SET, SOCKET, DRIVE, METRIC"
641,B0DT71SSPT,VERIFIED_FILTERED,95,5060357991357,5060357991357,PHOODS FOIL TRAY ROASTER,"Superior Sandwich Platter Trays - Pack of 10 Catering Trays for Parties - Buffet Serving Tray with Spill Proof Lids - Catering Platters for Cakes, Parties & Events, Meal Prep Large Tray",1.08,14.97,3.905,2.69310344827586,50,Bundle (10x) - LOSS,-5.815000000000001,RSU=10; Adjusted profit £-5.82,Exact EAN match; Common: TRAY
643,B095X8CDZJ,NEEDS_VERIFICATION_FILTERED,70,5053249251561,5060003610809,PAN AROMA TEALIGHTS 16PC BERGAMOT MANDARIN,"St Eval | Bergamot & Nettle Scented Tealights | Uplifting, Herbal Fragrance | Made in Cornwall | Pack of 9 | Burn Up to 6 Hours Per Tealight Candle",1.08,10.5,3.88999999999999,2.68275862068965,200,Bundle (9x) - LOSS,-4.750000000000011,Adjusted profit £-4.75,"Supplier brand: PAN AROMA; Common: TEALIGHTS, BERGAMOT"
644,B0CKN6TCJ2,NEEDS_VERIFICATION,70,5012904008513,,CHEF AID SEWING SUSAN W851,"Magnetic Seam Guide for Sewing Machines, Sewing Machine Quilting Accessories Tools, Multifunctional Guide Tool Compatible with Singer, Brother, Overlocker Sewing Machines.",1.332,12.99,4.445,2.67771084337349,500,1:1 Match,4.445,-,Supplier brand: CHEF AID; Common: SEWING
646,B089NM5MX4,NEEDS_VERIFICATION,70,5060298504500,191171582904,MASON T-HANDLE BICYCLE PUMP,"Bicycle Pump â€“ Mini Bike Pump Portable â€“ Aluminum Alloy Cycle Pump For Presta & Schrader Valve, Super Fast Tyre Inflation â€“ For Road & Mountain Bikes",1.008,9.99,3.715,2.6726618705035903,500,1:1 Match,3.715,-,"Supplier brand: MASON; Common: BICYCLE, PUMP"
648,B07H4M4BRY,NEEDS_VERIFICATION,70,5026180048163,3830058240748,APOLLO ROLLING PIN EACH,"Tuuli Kitchen Professional Wooden Rolling Pin with Revolving Centre 44 x 5,5 cm",1.644,14.9,5.10666666666666,2.65972222222222,600,1:1 Match,5.10666666666666,-,"Supplier brand: APOLLO; Common: PIN, ROLLING"
649,B0CM3WKZ97,NEEDS_VERIFICATION,60,5019923196337,,SECURPLUMB COMPRESSION ELBOW 10X10MM,Radiator Valve Reducer Elbow Compression 15mm x 10mm Push Fit Black x2 (Pair),1.332,11.95,4.39458333333333,2.6473393574297104,50,1:1 Match,4.39458333333333,-,"Title similarity: 42%; Common: COMPRESSION, ELBOW"
650,B079TY981C,NEEDS_VERIFICATION,70,5024418580850,,SIL SHOE TREE SHAPER,Crep Protect The Ultimate Shoe Shaper Trees Black (2 Pairs),1.344,12.0,4.42,2.64670658682634,800,1:1 Match,4.42,-,"Supplier brand: SIL; Common: SHAPER, SHOE"
652,B09ZYPJKHB,NEEDS_VERIFICATION_FILTERED,70,5052578013413,5060645211464,BETTINA SPONGE 3PC WIPES,"60x Omnitex Extra Thick Premium Bed Bath Wipes - Microwaveable | Extra Large, Rinse Free Body Cleansing for Elderly | With Aloe Vera & Vitamins | Cleanse & Protect | Paraben & Alcohol Free | 5x 12pk",1.008,12.49,3.66833333333333,2.6390887290167804,100,Bundle (12x) - LOSS,-7.4196666666666715,Adjusted profit £-7.42,Supplier brand: BETTINA; Common: WIPES
654,B005XKFN0O,VERIFIED,95,5050028016069,5050028016069,EVERREADY T8 4FT 36W TUBE LIGHT,Eveready T8 Tube 4ft 36w White 3500k,2.988,18.99,8.00124999999999,2.63199013157894,50,1:1 Match,8.00124999999999,-,"Exact EAN match; Common: 36W, TUBE, 4FT"
656,B07HJ3S675,NEEDS_VERIFICATION,70,5052516109444,,WORLD OF PETS TOY TEETH BALL,"Pets Dog Treat Toys - Ball with Rubber Food & Dog Tooth Cleaning Features, Pack of 2",0.804,10.99,3.19833333333333,2.62158469945355,800,Bundle (2x) - OK,2.3943333333333303,-,"Supplier brand: WORLD OF PETS; Common: PETS, BALL"
657,B0CN2XTXX1,NEEDS_VERIFICATION,70,5024418982128,,SIL INCENSE HEX STICKS PK4 FLOWER,"Natural Incense Sticks Multipack Variants - 5 (90 gms) Charcoal Free Incense Stick, Made from Upcycled Flowers | Sacred InsensÃ© Sticks from all Cultures (Scented Sticks)",1.584,12.95,4.89291666666666,2.61653297682709,900,1:1 Match,4.89291666666666,-,"Supplier brand: SIL; Common: INCENSE, STICKS"
660,B0DPNM9J3L,NEEDS_VERIFICATION,70,5030481950049,,PPS PLASTIC CUTLERY WHITE 100 KNIVES,"150 Pcs Heavy Duty Black Plastic Cutlery Set 3 Sets of 50 Knives, Forks, Spoons Modern, Reusable, Lightweight Perfect for Parties, Outdoor, Picnic, Birthday, Camping",0.804,10.79,3.15166666666666,2.58333333333333,50,1:1 Match,3.15166666666666,-,"Supplier brand: PPS; Common: PLASTIC, CUTLERY"
661,B0FNW6MKR3,NEEDS_VERIFICATION,70,8697404112716,,THL SILICONE BASED ICE CUBE TRAY WITH LID,"Silicone Ice Cube Tray with Lid - 2 Pack 6 Square Large Ice Cube Tray, BPA Free, Easy Release, Stackable Ice Cube Moulds for Whiskey, Cocktails, Baby Food, Juice, Ice Cream",1.38,11.99,4.38291666666666,2.5781862745098,300,Bundle (2x) - OK,3.0029166666666605,-,"Supplier brand: THL; Common: WITH, CUBE, LID, ICE"
664,B06WPBK573,NEEDS_VERIFICATION,70,5060298502766,6041975268655,MASON ALUMINIUM CARABINERS 8CM ASSORTED PACK OF 2,"BEEWAY Locking Carabiner, Premium Aluminum Alloy D-Ring Carabiners Key Chain Clip Hook for Camping, Hiking, Traveling, Fishing, Backpack",1.008,9.99,3.575,2.57194244604316,600,1:1 Match,3.575,-,Supplier brand: MASON; Common: CARABINERS
