Verdict,Confidence,SupplierTitle,AmazonTitle,Supplier EAN,Amazon EAN,ASIN,SupplierPrice,SellingPrice,NetProfit,ROI,Sales,Pack Verdict,Adjusted Profit,Key Match Evidence,Filter Reason
NEEDS VERIFICATION,60,MENS THINSULATE KNITTED GLOVE,Mens Fleece Touch Screen Gloves Thinsulate Lined Full Finger Thermal Winter Wooly Work (Black),5020133131308,7625990286796,B08P8RWR18,£3.38,£7.99,£0.47,13.90%,900,1:1 Match,£0.47,Brand match: MENS,Needs verification
NEEDS VERIFICATION,60,CHEF AID PASTRY BRUSH 3 IN 1 CARDED,"Chef Aid Pure Bristle Pastry Brush, Beige",5012904013777,5012904088409,B008CY80YY,£0.77,£3.75,£0.16,13.87%,400,1:1 Match,£0.16,Brand match: CHEF,Needs verification
NEEDS VERIFICATION,60,ROLSON BALL ENDED HEX SCREWDRIVER 7PC BITS,"Rolson 51 pc Screwdriver & Bit Set (Chrome Vanadium Steel, Square, Hex, Pozidriv, Tri-winged, Sta...",5029594303187,5029594284295,B00JITIIQ2,£3.07,£8.47,£0.43,13.77%,400,1:1 Match,£0.43,Brand match: ROLSON,Needs verification
NEEDS VERIFICATION,60,PREMIER FLICKABRIGHT GLASS SPHERE CANDLE 10CM,Premier Decorations Red LED Flickabrights Wax Candle Battery Operated Christmas Decoration Xmas F...,5053844442395,5053844283202,B0CN8RKX3Y,£3.96,£10.95,£0.51,13.12%,50,1:1 Match,£0.51,Brand match: PREMIER,Needs verification
NEEDS VERIFICATION,60,WINDOW STYLE WALL MIRROR  70X36,Window Style Mirror - Living Room Decor Hallway Home Panel Wall Glass 70cm Garden Modern / For Ba...,5024418466734,-,B088KQSG1Q,£10.01,£17.45,£1.06,11.93%,100,1:1 Match,£1.06,Brand match: WINDOW,Needs verification
NEEDS VERIFICATION,60,RUSTINS SCRATCH COVER-DARK 125ML,Rustins Scratch Cover Dark â€“ Conceal Surface Scratches on Dark-Toned Wood Furniture -Easy-to-Us...,5015332451029,-,B001OXC0LO,£2.62,£8.23,£0.31,11.29%,100,1:1 Match,£0.31,Brand match: RUSTINS,Needs verification
NEEDS VERIFICATION,60,PPS FOIL ROASTING 3 DISHES,PPS 3 x ALUMINIUM FOIL PLATTER TRAY - 44cm x 29cm disposable foil catering serving dish,5030481930126,5030481930027,B01HILDGK4,£1.16,£7.39,£0.17,11.07%,50,1:1 Match,£0.17,Brand match: PPS,Needs verification
NEEDS VERIFICATION,60,MASTERCLASS SALT/PAPPER MILL BLACK,"MasterClass Pepper Mill or Salt Grinder with Interchangeable Cap, Black, 17cm",5028250807854,5028250807861,B07MC8YD65,£4.37,£10.49,£0.42,10.06%,100,1:1 Match,£0.42,Brand match: MASTERCLASS,Needs verification
NEEDS VERIFICATION,60,WHAM CRYSTAL CD BOX CLEAR,Wham Pack 5 Crystal 17L Box & Lid Clear,5038135113208,5057604505344,B0B5V4C96Q,£4.02,£21.19,£0.35,8.93%,50,1:1 Match,£0.35,Brand match: WHAM,Needs verification
NEEDS VERIFICATION,60,WOODEN STICKS AND NUMBERS,Wood Toy Counting Rods Mathematical Intelligence Sticks Wooden Number Cards Building Blocks gift ...,5060269266062,741802354372,B0885SSPZ9,£1.94,£5.99,£0.19,8.83%,400,1:1 Match,£0.19,Brand match: WOODEN,Needs verification
NEEDS VERIFICATION,60,ASHLEY CASH BOX 4.5 INCH,Ashley - Metal Cash Box - 20.5cm - Red,5017403013167,5017403013181,B000OTPWNC,£3.56,£10.15,£0.31,8.76%,100,1:1 Match,£0.31,Brand match: ASHLEY,Needs verification
NEEDS VERIFICATION,60,JAUNTY PARTYWARE BALLOONS TWIST 15,Jaunty Partyware 15x Large Punch Balloons for Kids Ideal Party Bag Fillers - 12 Inch Large Size -...,5055566971740,5060984596987,B0C6FQLPV3,£1.21,£4.99,£0.13,8.37%,400,1:1 Match,£0.13,Brand match: JAUNTY,Needs verification
NEEDS VERIFICATION,60,MINKY WASHING LINE PROP SUREGRIP,"Minky Retractable Reel Washing Line with 15 m of Drying Space, Extendable Clothes Line for Laundr...",5010353324369,850002727173,B0001A96H2,£5.24,£11.99,£0.38,7.76%,200,1:1 Match,£0.38,Brand match: MINKY,Needs verification
NEEDS VERIFICATION,60,APOLLO RB CUTTING BOARD 30X20,"Apollo 3245 RB Bread Board 30cm Round, Multi-Colour, 30x1.8x30",5026180059459,5026180032452,B06X6JYSS5,£4.50,£10.99,£0.16,3.68%,100,1:1 Match,£0.16,Brand match: APOLLO,Needs verification
NEEDS VERIFICATION,60,SISTEMA CLEAR RECT FOOD BOX 2 LTR,Sistema KLIP IT Food Storage Container / 2 L / Airtight & Stackable Meal Prep Container with Lid ...,9414202017000,-,B002ARYB8I,£3.43,£8.39,£0.12,3.60%,400,1:1 Match,£0.12,Brand match: SISTEMA,Needs verification
NEEDS VERIFICATION,60,FAIRY MAX POWER SOAP DISPENSING DISH BRUSH,Fairy Soap Dispensing Dish Brush,5010303194387,5010303180588,B0BYKDX25N,£1.73,£6.57,£0.06,2.76%,50,1:1 Match,£0.06,Brand match: FAIRY,Needs verification
NEEDS VERIFICATION,60,DOVE APA INVISIBLE DRY MENS 250ML PK6,Dove Men + Care Invisible Dry Antiperspirant Deodorant Aerosol 250 ml â€“ Case of 6,8711600533837,8711600533806,B0D47FBD1B,£14.10,£22.99,£0.17,1.37%,100,1:1 Match,£0.17,Brand match: DOVE,Needs verification
NEEDS VERIFICATION,60,STATUS 3WAY BASIC C/FREE SOCKET WHT 1PK CLAM,STATUS 2 Way Socket / 2 USB Port Cable Free Socket / S2W2USBCFS12,5022822194984,5022822207776,B08CVK7746,£3.49,£9.00,£0.04,1.16%,200,1:1 Match,£0.04,Brand match: STATUS,Needs verification
NEEDS VERIFICATION,60,PRICE & KENSINGTON 2 CUP TEAPOT MATT NAVY,Price & Kensington Black 6 Cup Teapot,5010853210520,5010853110851,B0013IUIPA,£5.45,£14.78,£0.05,0.92%,100,1:1 Match,£0.05,Brand match: PRICE,Needs verification
NEEDS VERIFICATION,60,SMART CHOICE TYRE RING DOG TOY,"Smart Choice Dog Toy Box, Grey",5052516201520,5052516213103,B0B8T9L8RY,£2.89,£8.95,£0.01,0.28%,100,1:1 Match,£0.01,Brand match: SMART,Needs verification
