Supplier_Title,Amazon_Title,ASIN,EAN,Match_Type,Tier,Confidence_Score,EAN_Exact_Match,Sales,Net_Profit,ROI,Supplier_Price,Amazon_Price,Bucket,Inclusion_Reason,Confidence,Validation_Required,Priority,Similarity,Unit_Qty_Flag,Unit_Qty_Note,Category,Supplier_URL,Amazon_URL,FBA_Sellers,Dashboard_Flags,Evidence_Status,External_Check_Status,Availability,Scraped_At,Category_URL,Priority_Score
Just Stationery Metallic Stapler & 500 26/6 Staples Set,Tallon Metallic Stapler 500 26/6 Staples,B00CYNEDE0,5013922060675,EAN,T1,75,True,0,0.8700000000000008,61.26760563380288,1.044,6.9,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.6,MATCH,,Wholesale Office Supplies,https://www.poundwholesale.co.uk/metalic-stapler-500-26-6-staples,https://www.amazon.co.uk/dp/B00CYNEDE0,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-12T14:29:52.821681,https://www.poundwholesale.co.uk/stationery/wholesale-office-supplies,1.0005000000000008
Stretcherz Stretch Squad Wave 2 Toy Assorted,Stretcherz Stretch Squad GREEN CROC Figure,B0CS32J9LT,5050837662419,EAN,T1,80,True,0,0.8666666666666665,29.579067121729235,2.856,9.44,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3,MATCH,,Wholesale Dolls Soft Toys,https://www.poundwholesale.co.uk/stretcherz-stretch-squad-wave-2-toy-assorted,https://www.amazon.co.uk/dp/B0CS32J9LT,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,Out of stock,2025-07-27T20:49:31.461580,https://www.poundwholesale.co.uk/toys/wholesale-dolls-soft-toys,0.9966666666666664
Auto Extreme Professional Silver Alloy Wheel Spray Paint 400ml,"RAPIDE Auto Extreme AX Alloy Wheel Spray Paint Silver 400ML | Ideal for Refreshing & Customizing Alloy Wheels | Long-Lasting, Chip & Fade Resistant | Smooth Satin Finish",B0DG8VSKBB,5055319531740,EAN,T1,60,True,0,0.8612499999999994,36.49364406779658,2.172,7.95,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3478,MATCH,,Wholesale Car Care,https://www.poundwholesale.co.uk/auto-extreme-professional-silver-alloy-wheel-spray-paint-400ml,https://www.amazon.co.uk/dp/B0DG8VSKBB,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T03:00:03.991097,https://www.poundwholesale.co.uk/diy/wholesale-car-care,0.9904374999999992
Bloome Triple Fragrance Wax Melts Fresh Berries X12,Wax Melts 12 Pack (Fresh Berries),B071RDJG8B,5055566988014,EAN,T1,60,True,0,0.8583333333333345,71.52777777777787,0.78,4.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4,MATCH,,Wholesale Home Fragrance Candles Accessories,https://www.poundwholesale.co.uk/triple-fragrance-wax-melts-fresh-berries-cherry-raspberry-and-strawberry,https://www.amazon.co.uk/dp/B071RDJG8B,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T20:24:06.878070,https://www.poundwholesale.co.uk/homeware/wholesale-home-fragrance-candles-accessories,0.9870833333333346
Just Stationery Small Desk Tape Dispenser Set,"Just stationery Small Desk Tape in Dispenser, 6003 (Assorted Color)",B00C9WWJ5Q,5013922060033,Title,T2,45,False,0,0.9870833333333338,82.25694444444447,0.78,6.49,B,Opportunity: positive profit with zero/unknown sales,MEDIUM,Yes,LOW,0.6,MATCH,,Wholesale Christmas,https://www.poundwholesale.co.uk/desk-tape-dispenser-small-and-tapes,https://www.amazon.co.uk/dp/B00C9WWJ5Q,,AMAZON_EAN_MISSING,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T12:26:17.877052,https://www.poundwholesale.co.uk/seasonal/wholesale-christmas,0.9870833333333338
DID Cable Ties Assorted Colours 120pc,"DID Cable Ties Assorted Colours, 120 Pack, 2mm x 150mm",B096KGS7S9,5056338373526,EAN,T1,95,True,0,0.8549999999999998,72.45762711864404,0.756,5.31,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4545,MATCH,,Fasteners Assortments,https://www.poundwholesale.co.uk/did-cable-ties-assorted-colours-120pc,https://www.amazon.co.uk/dp/B096KGS7S9,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-23T11:27:49.462660,https://www.poundwholesale.co.uk/diy/fasteners-assortments,0.9832499999999996
Prima Stainless Steel Jumbo Pizza Cutter 9.5cm,9.5cm S/S Jumbo Pizza Cutter,B0BL7JHRTM,5038673184708,EAN,T1,75,True,0,0.8516666666666666,55.3030303030303,1.188,5.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5556,MATCH,,Wholesale Kitchen Utensils Cutlery,https://www.poundwholesale.co.uk/prima-jumbo-pizza-cutter-3-1-4,https://www.amazon.co.uk/dp/B0BL7JHRTM,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T22:19:46.418307,https://www.poundwholesale.co.uk/kitchenware/wholesale-kitchen-utensils-cutlery,0.9794166666666665
Dekton Stainless Steel Ratchet Pruner,Dekton Ratchet Pruner – Heavy-Duty Garden Shears with Ratchet Mechanism | Effortless Cutting for Thick Branches | Durable Blade | Ergonomic Non-Slip Handle | Perfect for Professional & Home Gardeners,B0F5QJ6MYM,5055441456461,EAN,T1,60,True,0,0.849999999999999,20.631067961165023,4.284,10.44,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.125,MATCH,,Garden Tools,https://www.poundwholesale.co.uk/dekton-stainless-steel-ratchet-pruner,https://www.amazon.co.uk/dp/B0F5QJ6MYM,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T12:28:48.117958,https://www.poundwholesale.co.uk/wholesale-garden/garden-tools,0.9774999999999987
Fun Time Peppermint Candy Flavoured Lube 75ml,"Fun Time Peppermint Candy Flavoured Lubricant, 75ml",B0F8NKWHT5,5053249279619,EAN,T1,95,True,0,0.8483333333333332,62.839506172839485,0.96,5.17,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.75,MATCH,,Wholesale First Aid Medical,https://www.poundwholesale.co.uk/fun-time-peppermint-candy-flavoured-lube-75ml,https://www.amazon.co.uk/dp/B0F8NKWHT5,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T19:03:32.545866,https://www.poundwholesale.co.uk/health-beauty/wholesale-first-aid-medical,0.975583333333333
Dekton Steel Hand Rake 28.5cm,"Dekton Hand Rake – Ergonomic Gardening Tool for Raking, Leveling, and Weeding | Durable Stainless Steel Tines | Comfortable Grip | Ideal for Flower Beds, Vegetable Gardens, and Lawn Care",B0F4D6C59K,5055441456669,EAN,T1,60,True,0,0.8433333333333335,37.3156342182891,2.052,8.5,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.1667,MATCH,,Garden Tools,https://www.poundwholesale.co.uk/dekton-steel-hand-rake-28-5cm,https://www.amazon.co.uk/dp/B0F4D6C59K,,,STALE_SOURCE,NOT_CHECKED,Out of stock,2025-07-24T12:30:21.104471,https://www.poundwholesale.co.uk/wholesale-garden/garden-tools,0.9698333333333334
Head Funk Recover & Repair Shampoo 600ml,Head Funk Recover & Repair Shampoo 60ml,B0D5D7MZ1B,5053249268309,EAN,T1,95,True,0,0.8383333333333338,43.89179755671904,1.632,7.69,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.7143,MATCH,,Wholesale Hair Care,https://www.poundwholesale.co.uk/head-funk-recover-repair-shampoo-600ml,https://www.amazon.co.uk/dp/B0D5D7MZ1B,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-25T02:45:48.037435,https://www.poundwholesale.co.uk/health-beauty/wholesale-hair-care,0.9640833333333338
A4 Ringbinder Folder 3 Assorted Colours,A4 Files Ringbinder - 4 colours available,B007IJPRY0,5012128320378,EAN,T1,60,True,0,0.8345833333333332,63.70865139949108,0.912,6.43,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3333,MATCH,,Wholesale Office Supplies,https://www.poundwholesale.co.uk/a4-ringbinder-folder-three-assorted-colours,https://www.amazon.co.uk/dp/B007IJPRY0,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-12T14:25:26.584110,https://www.poundwholesale.co.uk/stationery/wholesale-office-supplies,0.9597708333333331
Elysium Spa Dinosaur Bath Dust Green Apple 400g,Elysium Spa Apple Scented Dinosaur Bath Dust (Pack of 2),B0DDKWL884,5020535016890,Title,T2,45,False,0,0.9546666666666663,141.66666666666669,0.972,7.58,B,Opportunity: positive profit with zero/unknown sales,MEDIUM,Yes,LOW,0.5455,MISMATCH_CHECK,Recalculated for Amazon multipack quantity,Wholesale Skin Care,https://www.poundwholesale.co.uk/elysium-spa-dinosaur-bath-dust-green-apple-400g,https://www.amazon.co.uk/dp/B0DDKWL884,,AMAZON_EAN_MISSING,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T16:42:15.295119,https://www.poundwholesale.co.uk/health-beauty/wholesale-skin-care,0.9546666666666663
Dekton Mixed Nail Assortment Mega Pack 550pc,"Dekton 550 Pcs Nail Assortment Kit - Steel Construction| Ideal for Professional Use, Carpentry & Woodworking| Durable & Reliable| Organised Case Included| Perfect for Home & Workshop",B0DKJY8PDQ,5055441457147,EAN,T1,60,True,0,0.8283333333333343,26.549145299145327,3.084,7.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.12,MATCH,,Dekton Miscellaneous,https://www.poundwholesale.co.uk/dekton-mixed-nail-assortment-mega-pack-550pc,https://www.amazon.co.uk/dp/B0DKJY8PDQ,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T13:30:11.885641,https://www.poundwholesale.co.uk/diy/wholesale-dekton-tools/dekton-miscellaneous,0.9525833333333343
Dekton Pro Carbon Steel Bypass Pruner 21cm,Dekton Heavy Duty Pro by Pass Pruner – Ergonomic Gardening Tool for Precise Cutting | Perfect for Trimming and Shaping Plants | Durable Blades for Clean Cuts | Lightweight Design for Easy Handling,B0F5QKZDDT,5055441456447,EAN,T1,60,True,0,0.8216666666666679,17.70833333333336,4.908,11.15,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.1111,MATCH,,Garden Tools,https://www.poundwholesale.co.uk/dekton-pro-bypass-pruner-21cm,https://www.amazon.co.uk/dp/B0F5QKZDDT,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T12:26:49.816297,https://www.poundwholesale.co.uk/wholesale-garden/garden-tools,0.944916666666668
Palette 1-0 Black Intensive Permanent Hair Colour Creme,Schwarzkopf Palette Intensive Permanent Colour Cream Hair Colour 1-0 Black 100 ML,B00UAGOQOA,3838824145167,EAN,T1,75,True,0,0.8216666666666674,39.694041867954944,1.824,7.49,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.6154,MATCH,,Wholesale Hair Care,https://www.poundwholesale.co.uk/palette-1-0-black-intensive-permanent-hair-colour-creme,https://www.amazon.co.uk/dp/B00UAGOQOA,Available (see Keepa data),BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-25T02:37:25.520904,https://www.poundwholesale.co.uk/health-beauty/wholesale-hair-care,0.9449166666666675
First Steps Baby Nursery Jungle Storage Box,Nursery Storage Box - Size 30cm x 30cm x 30cm,B0BTLL3NCC,5015302108670,EAN,T1,60,True,0,0.8083333333333331,37.42283950617283,1.932,8.95,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3,MATCH,,Wholesale Baby Infant Toys,https://www.poundwholesale.co.uk/first-steps-baby-nursery-jungle-storage-box,https://www.amazon.co.uk/dp/B0BTLL3NCC,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-29T03:18:39.510346,https://www.poundwholesale.co.uk/baby-supplies/wholesale-baby-infant-toys,0.929583333333333
Marksman Trimmer Line 1.65mm X 15m,HEAVY DUTY STRIMMER LINE 1.65MM X 15M 15 METRE GREEN,B004NLPX36,5038673701578,EAN,T1,60,True,0,0.8000000000000005,65.04065040650411,0.8160000000000001,5.16,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3846,MATCH,,Garden Tools,https://www.poundwholesale.co.uk/marksman-trimmer-line-1-65mm-x-15m,https://www.amazon.co.uk/dp/B004NLPX36,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T12:30:13.763488,https://www.poundwholesale.co.uk/wholesale-garden/garden-tools,0.9200000000000005
Zoflora Odour Neutralising Disinfectant 120ml Assorted,"Zoflora Mixed Pack Assortment 1 x 120ml, Concentrated 3-in-1 Multipurpose Disinfectant – Fragrances May Vary Kills 99.9% of Bacteria & Viruses",B01M18TKG1,5011309302417,EAN,T1,80,True,0,0.7949999999999999,49.68749999999999,1.26,6.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.1364,MATCH,,Multi Purpose Cleaners,https://www.poundwholesale.co.uk/zoflora-odour-neutralising-disinfectant-120ml-assorted,https://www.amazon.co.uk/dp/B01M18TKG1,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,Out of stock,2025-07-23T06:51:13.469715,https://www.poundwholesale.co.uk/wholesale-cleaning/cleaning-wipes-sprays/multi-purpose-cleaners,0.9142499999999999
Purity Plus Charcoal Infused Konjac Facial Sponge,Purity Plus Charcoal Infused Konjac Sponge,B07V27WPFS,5020535014704,EAN,T1,95,True,0,0.7899999999999996,60.305343511450346,0.912,6.0,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.8571,MATCH,,Wholesale Skin Care,https://www.poundwholesale.co.uk/purity-plus-charcoal-infused-konjac-facial-sponge,https://www.amazon.co.uk/dp/B07V27WPFS,Available (see Keepa data),,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T16:36:44.321180,https://www.poundwholesale.co.uk/health-beauty/wholesale-skin-care,0.9084999999999994
Hugs & Kisses Baby Height Chart 20cm X 150cm,Wild animal height chart,B0BX7FMQFW,5015302108656,EAN,T1,40,True,0,0.7704166666666679,18.882761437908528,4.236,10.25,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2,MATCH,,Wholesale Baby Accessories,https://www.poundwholesale.co.uk/hugs-kisses-baby-height-chart-20cm-x-150cm,https://www.amazon.co.uk/dp/B0BX7FMQFW,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-31T05:22:14.936826,https://www.poundwholesale.co.uk/baby-supplies/wholesale-baby-accessories,0.885979166666668
Round Bucket Graphite 5L,TML 5L Bucket,B07KGKG6ZW,5022092003573,EAN,T1,40,True,0,0.7666666666666664,52.15419501133785,1.104,6.56,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4,MATCH,,Planting Growing,https://www.poundwholesale.co.uk/bucket-graphite-5-litre,https://www.amazon.co.uk/dp/B07KGKG6ZW,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-29T11:39:39.915998,https://www.poundwholesale.co.uk/wholesale-garden/planting-growing,0.8816666666666663
Dry Food Storage Containers 2ltr 4 Assorted Colours,"""Brights"" Dry Food Storage Container Great for Cereal and Food Storage",B00H8TNM7E,5015302464103,EAN,T1,60,True,0,0.7550000000000006,56.34328358208959,0.948,9.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.25,MATCH,,Wholesale Storage Boxes Containers,https://www.poundwholesale.co.uk/dry-food-storage-containers-2-ltr-4-colours,https://www.amazon.co.uk/dp/B00H8TNM7E,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T10:41:24.679671,https://www.poundwholesale.co.uk/kitchenware/wholesale-storage-boxes-containers,0.8682500000000005
Squishy Bead Pineapple Squish Toy CDU,Kandytoys Squishy Bead Pineapple,B00476PB4S,5033849032661,EAN,T1,60,True,0,0.7433333333333343,53.47721822541973,1.008,7.0,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4286,MATCH,,Wholesale Pocket Money Toys,https://www.poundwholesale.co.uk/squishy-bead-pineapple,https://www.amazon.co.uk/dp/B00476PB4S,Available (see Keepa data),BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T07:51:11.898657,https://www.poundwholesale.co.uk/toys/wholesale-pocket-money-toys,0.8548333333333343
Giftmaker Giant Penguin Christmas Gift Tags Assorted 8 Pack,"Giftmaker Collection - Christmas Giant Xmas Gift Tags, Pack of 8, Z-ANXAHGT227",B07XCX77VQ,5012213408035,EAN,T1,80,True,0,0.738333333333334,64.2028985507247,0.72,4.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5385,MATCH,,Wholesale Christmas,https://www.poundwholesale.co.uk/giftmaker-giant-penguin-christmas-gift-tags-assorted-8-pack,https://www.amazon.co.uk/dp/B07XCX77VQ,,,STALE_SOURCE,NOT_CHECKED,Out of stock,2025-08-06T11:49:37.700343,https://www.poundwholesale.co.uk/seasonal/wholesale-christmas,0.849083333333334
Tobar Growing Hatching Llamacorn 10cm,Tobar GROWING HATCHING LLAMACORN,B07PLGD7T1,5038728138472,EAN,T1,95,True,0,0.7283333333333328,63.3333333333333,0.72,6.79,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.8,MATCH,,Wholesale Dolls Soft Toys,https://www.poundwholesale.co.uk/tobar-growing-hatching-llamacorn-10cm,https://www.amazon.co.uk/dp/B07PLGD7T1,,,STALE_SOURCE,NOT_CHECKED,Out of stock,2025-07-28T07:01:34.359180,https://www.poundwholesale.co.uk/toys/wholesale-dolls-soft-toys,0.8375833333333327
Roadster Black Plastic Funnel 135mm,"6"" INCH PLASTIC FUNNEL AND SPOUT OIL PETROL",B004VFM24W,5038673681948,EAN,T1,40,True,0,0.7229166666666667,65.12762762762762,0.672,5.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2,MATCH,,Mechanics Tools,https://www.poundwholesale.co.uk/2-in1-flexible-funnel,https://www.amazon.co.uk/dp/B004VFM24W,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,Out of stock,2025-08-22T16:13:23.473977,https://www.poundwholesale.co.uk/diy/wholesale-car-care/mechanics-tools,0.8313541666666666
First Steps Baby Wash Cloths Assorted 4 Pack,First Steps Pack Of Four Baby Wash Cloths#2c,B08H12WPX6,5015302106812,Title,T2,45,False,0,0.8262499999999999,64.05038759689921,0.888,6.39,B,Opportunity: positive profit with zero/unknown sales,MEDIUM,Yes,LOW,0.6,MATCH,,Wholesale Baby Accessories,https://www.poundwholesale.co.uk/first-steps-baby-wash-cloths-assorted-4-pack,https://www.amazon.co.uk/dp/B08H12WPX6,,AMAZON_EAN_MISSING,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-31T05:24:01.094801,https://www.poundwholesale.co.uk/baby-supplies/wholesale-baby-accessories,0.8262499999999999
Marksman Pick Up & Reaching Tool 76cm,Marksman 70154 Reach Pick Up Tool - 77cm,B005JD044K,5038673701547,EAN,T1,80,True,0,0.7183333333333344,30.96264367816096,2.124,7.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4444,MATCH,,Wholesale Marksman Tools,https://www.poundwholesale.co.uk/marksman-pick-up-tool,https://www.amazon.co.uk/dp/B005JD044K,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T23:08:51.920138,https://www.poundwholesale.co.uk/diy/wholesale-marksman-tools,0.8260833333333345
Dekton Stainless Steel Bypass Pruner 21cm,Dekton by Pass Pruner – Ergonomic Gardening Tool for Precise Cutting | Perfect for Trimming and Shaping Plants | Durable Blades for Clean Cuts | Lightweight Design for Easy Handling,B0F5QG4WP6,5055441456423,EAN,T1,60,True,0,0.7183333333333339,23.864894795127377,2.952,7.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.0833,MATCH,,Garden Tools,https://www.poundwholesale.co.uk/dekton-bypass-pruner-21cm,https://www.amazon.co.uk/dp/B0F5QG4WP6,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-24T12:20:59.476809,https://www.poundwholesale.co.uk/wholesale-garden/garden-tools,0.826083333333334
Royle Home Black Stainless Steel Can Opener 20cm,Can Opener Heavy Duty with Plastic Grip Handles by Royle Home,B00792DQ8A,5015302478810,EAN,T1,40,True,0,0.7166666666666668,34.126984126984134,1.86,8.0,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3077,MATCH,,Wholesale Kitchen Utensils Cutlery,https://www.poundwholesale.co.uk/20cm-black-can-opener-stainless-steel-with-pp-handles,https://www.amazon.co.uk/dp/B00792DQ8A,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T22:25:13.382189,https://www.poundwholesale.co.uk/kitchenware/wholesale-kitchen-utensils-cutlery,0.8241666666666667
Party Solutions White Disposable Plastic Cups 200ml 60 Pack,60Pk 200Ml White Plastic Cups,B00SX7N66C,5030481970177,EAN,T1,60,True,0,0.7020833333333336,50.14880952380955,1.02,6.37,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4,MATCH,,Wholesale Plastic Disposable,https://www.poundwholesale.co.uk/party-solutions-white-disposable-plastic-cups-200ml,https://www.amazon.co.uk/dp/B00SX7N66C,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-25T02:56:01.056814,https://www.poundwholesale.co.uk/kitchenware/wholesale-plastic-disposable,0.8073958333333336
Queen Of Cakes Cookie Cutters Set CDU Assorted,Shaped Cookie Cutters,B006507MYQ,5050373043673,EAN,T1,40,True,0,0.7016666666666669,50.11904761904764,1.02,6.95,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.25,MATCH,,Wholesale Baking,https://www.poundwholesale.co.uk/queen-of-cakes-cookie-cutters-set-cdu-assorted,https://www.amazon.co.uk/dp/B006507MYQ,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-21T14:06:03.713273,https://www.poundwholesale.co.uk/kitchenware/wholesale-baking,0.8069166666666668
"Marksman Spring Clamps Set 3"" 4pc","3pc 4""/10cm Spring Clamp Set",B0CG9VM1FP,5038673610085,EAN,T1,40,True,0,0.6766666666666674,46.03174603174608,1.104,6.5,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2,MATCH,,Wholesale Marksman Tools,https://www.poundwholesale.co.uk/marksman-spring-clamps-set-4-3pc,https://www.amazon.co.uk/dp/B0CG9VM1FP,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,in stock,2026-03-23T18:20:07.727965,https://www.poundwholesale.co.uk/diy/wholesale-marksman-tools,0.7781666666666675
Palette Light Brown 5-0 Intensive Permanent Colour Creme,Palette Intensive Color Cream 5-0 Light Brown,B01NCHC5Y6,3838824127880,EAN,T1,80,True,0,0.6750000000000005,32.60869565217393,1.824,6.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.5455,MATCH,,Wholesale Hair Care,https://www.poundwholesale.co.uk/palette-light-brown-5-0-intensive-permanent-colour-creme,https://www.amazon.co.uk/dp/B01NCHC5Y6,,,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-25T02:41:42.728482,https://www.poundwholesale.co.uk/health-beauty/wholesale-hair-care,0.7762500000000006
Just Stationery CD/DVD Peel & Seal Bubble Envelopes 140mm X 170mm 6 Pack,Just-Stationery 140 x 170 mm CD Bubble Envelope (Pack of 6),B071S26W5V,5013922042251,EAN,T1,60,True,0,0.6616666666666668,55.60224089635856,0.768,5.15,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.4118,MATCH,,Stationery Pound Lines,https://www.poundwholesale.co.uk/just-stationery-cd-dvd-peel-seal-bubble-envelopes-140mm-x-170mm-6-pack,https://www.amazon.co.uk/dp/B071S26W5V,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-07T00:25:00.229242,https://www.poundwholesale.co.uk/pound-lines/stationery-pound-lines,0.7609166666666668
Velis Ladies Disposable Triple Blade Ultra Razors 3 Pack,6pk Womens Triple Blade Ultra Razors | Three Razor Blade Design System | Women’s Reusable Razors with Rubber Handles and Texture Grips by Velis,B07W2X6D5H,5055566994299,EAN,T1,40,True,0,0.6616666666666668,55.60224089635856,0.768,5.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2273,MATCH,,Wholesale Shaving Hair Removal,https://www.poundwholesale.co.uk/velis-ladies-disposable-triple-blade-ultra-razors-3-pack,https://www.amazon.co.uk/dp/B07W2X6D5H,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-06T20:10:42.391277,https://www.poundwholesale.co.uk/health-beauty/wholesale-shaving-hair-removal,0.7609166666666668
Marksman 71pc Micro Irrigation System 23m,Marksman 71Pc Micro Irrigation System 23M,B00C9AZ9MS,5038673702452,Title,T2,45,False,0,0.7562500000000008,19.34143222506396,4.032,9.99,B,Opportunity: positive profit with zero/unknown sales,MEDIUM,Yes,LOW,1.0,MATCH,,Hoses Watering Accessories,https://www.poundwholesale.co.uk/marksman-71pc-micro-irrigation-system-23m,https://www.amazon.co.uk/dp/B00C9AZ9MS,,AMAZON_EAN_MISSING,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-29T12:18:29.819098,https://www.poundwholesale.co.uk/wholesale-garden/hoses-watering-accessories,0.7562500000000008
Round Bucket Glitter Red 5L,TML 5L Bucket,B07KGHY567,5022092003597,EAN,T1,40,True,0,0.653333333333334,44.44444444444448,1.104,6.4,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.3333,MATCH,,Planting Growing,https://www.poundwholesale.co.uk/bucket-glitter-red-5-litre,https://www.amazon.co.uk/dp/B07KGHY567,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-29T11:44:26.328800,https://www.poundwholesale.co.uk/wholesale-garden/planting-growing,0.7513333333333341
Prima Easy Can Opener With Sharp Punch,Stainless Steel Easy Can Opener - Tin Bottle Metal Food Open Camping New Punch,B00PYNT3WY,5038673182797,EAN,T1,60,True,0,0.6483333333333341,51.45502645502652,0.852,4.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.2667,MATCH,,Wholesale Kitchen Utensils Cutlery,https://www.poundwholesale.co.uk/prima-easy-can-opener-with-sharp-punch,https://www.amazon.co.uk/dp/B00PYNT3WY,,BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-08-22T22:29:14.277510,https://www.poundwholesale.co.uk/kitchenware/wholesale-kitchen-utensils-cutlery,0.7455833333333342
Craft Buddy Diy Crystal Art Card Kit,CRYSTAL ART Pretty Flowers Card Kit 11x22cm Craft Buddy,B09JWXZNCP,5055865491918,EAN,T1,60,True,0,0.6483333333333341,51.45502645502652,0.852,4.99,B,Opportunity: positive profit with zero/unknown sales,HIGH,No,LOW,0.6,MATCH,,Wholesale Games Activity Toys,https://www.poundwholesale.co.uk/craft-buddy-diy-crystal-art-card-kit,https://www.amazon.co.uk/dp/B09JWXZNCP,Available (see Keepa data),BRAND_MISMATCH,STALE_SOURCE,NOT_CHECKED,In stock,2025-07-29T01:38:13.530445,https://www.poundwholesale.co.uk/toys/wholesale-games-activity-toys,0.7455833333333342
