SupplierTitle,AmazonTitle,match_type,EAN,EAN_OnPage,ASIN,bought_in_past_month,NetProfit,ROI,SellingPrice_incVAT,SupplierPrice_exVAT,bucket,inclusion_reason,confidence,verification_status,title_similarity,asin_product_count,supplier_category,SupplierURL,AmazonURL,ProfitMargin,Breakeven,fba_seller_count,fbm_seller_count,total_offer_count,validation_required,priority
HOBBY DIAMOND HANGING ORGANISER,"2 Pack Necklace Hangers Acrylic Necklaces Holder Wall Mounted Jewellry Organiser Hanging with 12 Diamond Shape Hooks, Jewellry Hangers for Necklace, Gift for Girls Women",T1,8694064015845,744348483759.0,B09FJZ574R,,1.3683333333333338,56.54269972451793,9.49,1.87,B,Moderate ROI (57%); Price in FBA sweet spot; EAN-confirmed match,MEDIUM,VERIFIED,0.15789473684210525,1,unknown,https://www.efghousewares.co.uk/hobby-diamond-hanging-organiser,https://www.amazon.co.uk/dp/B09FJZ574R,17.30242360379347,7.848,,,3.0,NO,LOW
DEKTON CARPET KNIFE,TradeUnderlay Red Knife Carpet Fitter Economy Tool with Holster,T1,5055441454726,5060970620740.0,B0DJGYNWHK,,2.2950000000000017,56.38820638820643,12.99,3.52,B,Moderate profit (>2 GBP); Moderate ROI (56%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.25,1,unknown,https://www.efghousewares.co.uk/dekton-carpet-knife-121207,https://www.amazon.co.uk/dp/B0DJGYNWHK,21.200923787528883,10.236,,,1.0,NO,MEDIUM
ROOSTER METAL 2 ASSORTED COLOURS,Metal Decor - Rooster,T1,8721037359566,5060581890563.0,B07N2W23KV,,6.0179166666666655,56.294823822887416,26.99,10.14,B,Strong absolute profit (>5 GBP); Moderate ROI (56%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.4,1,unknown,https://www.efghousewares.co.uk/rooster-metal-2-assorted-colours-120604,https://www.amazon.co.uk/dp/B07N2W23KV,26.75620600222304,19.7685,,,1.0,NO,HIGH
SECURFIX MULTI PURP. SCREW CSK ZYP 6.0X60MM,Multi-Purpose Pozi Compatible Screw CSK ST ZYP 5.0 x 60mm Tub 500,T1,5019923303018,5028485243700.0,B0CTCSVNRN,,2.548333333333334,56.25459896983076,16.99,3.98,B,Moderate profit (>2 GBP); Moderate ROI (56%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.2727272727272727,5,unknown,https://www.efghousewares.co.uk/securfix-multi-purp-screw-csk-zyp-6-0x60mm,https://www.amazon.co.uk/dp/B0CTCSVNRN,17.998822836962923,13.932,,,4.0,NO,MEDIUM
STATUS LED BC ROUND PEARL W/W 5.5W EACH,Status LED Bayonet Light Bulb | 5.5W Light Bulbs | Warm White Light | 5.5SLRBCP1PKB8,T1,5022822193215,5022822193215.0,B00WZI1KIG,,0.8150000000000002,56.20689655172414,6.99,0.9,B,Moderate ROI (56%); EAN-confirmed match,MEDIUM,VERIFIED,0.2727272727272727,2,unknown,https://www.efghousewares.co.uk/status-led-bc-round-pearl-w-w-5-5w-each,https://www.amazon.co.uk/dp/B00WZI1KIG,13.991416309012877,6.012,,,5.0,NO,LOW
CHEF AID S/3 SMILEY FACE CUPS,"2 X Plastic Egg Cup Set, White",T1,5012904530007,9876553727661.0,B07YQMRVJ2,,0.7400000000000009,56.06060606060612,6.9,0.77,B,Moderate ROI (56%); EAN-confirmed match,MEDIUM,VERIFIED,0.0,2,unknown,https://www.efghousewares.co.uk/chef-aid-s-3-smiley-face-cups,https://www.amazon.co.uk/dp/B07YQMRVJ2,12.86956521739132,6.012,,,3.0,NO,LOW
ZOYA FORGED FRYING PAN BLACK 28CM,"Pyrex 4937814 Frying Pan 28 cm Alum Forged Aluminium Optima + PX, Black",T1,5055490677886,3426470284271.0,B07YPR4CTS,,3.698333333333334,56.03535353535355,22.57,6.05,B,Moderate profit (>2 GBP); Moderate ROI (56%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.3076923076923077,5,unknown,https://www.efghousewares.co.uk/zoya-forged-frying-pan-black-28cm-122331,https://www.amazon.co.uk/dp/B07YPR4CTS,19.663269827204257,18.132,,,4.0,NO,MEDIUM
SECURIT SUCTION HOOKS CLEAR PK2 35MM,Suction Hook Clear 35MM X2 S6368,T1,5019923163681,5019923163681.0,B003KNH0PC,,0.6833333333333338,56.01092896174866,4.78,0.67,B,Moderate ROI (56%); EAN-confirmed match,MEDIUM,VERIFIED,0.5,1,unknown,https://www.efghousewares.co.uk/securit-suction-hooks-clear-pk2-35mm,https://www.amazon.co.uk/dp/B003KNH0PC,17.15481171548118,3.96,,,4.0,NO,LOW
ROYAL CUISINE LARGE DISH RACK,2 Tier Dish Drainer Rack with Drip Tray Stainless Steel Dish drainer with Draining Board and Utensils Holder Dish Drying Rack for Small Kitchen Countertop (Black),T1,5060091190146,5060091191167.0,B0FD1NGPSC,,2.689583333333334,55.91649341649344,13.99,4.26,B,Moderate profit (>2 GBP); Moderate ROI (56%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.1111111111111111,2,unknown,https://www.efghousewares.co.uk/royal-cuisine-large-dish-rack-8-7,https://www.amazon.co.uk/dp/B0FD1NGPSC,23.07005003573982,10.7625,,,1.0,NO,MEDIUM
SUMMER FLORAL PERFUME 100ML EACH,"Elizabeth Arden Sunflowers Golden Vibe Eau de Toilette Spray, 100ml, Floral, Citrus, Summer Fragrance, Luxury Perfume for Women",T1,5060309522868,85805378608.0,B0DV5LGHNG,,2.172000000000001,55.720882503848166,13.08,3.348,B,Moderate profit (>2 GBP); Moderate ROI (56%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.11764705882352941,1,unknown,https://www.efghousewares.co.uk/miss-daisy-floral-perfume-100ml-each,https://www.amazon.co.uk/dp/B0DV5LGHNG,19.92660550458717,10.4736,,,3.0,NO,MEDIUM
SECURPAK STRECHER PLATE ZP 38MM,Stretcher Plate ZP 38MM X2 S6731,T1,5019923201895,5019923167313.0,B0075MDKSA,,0.6733333333333331,55.647382920110175,4.84,0.66,B,Moderate ROI (56%); EAN-confirmed match,MEDIUM,VERIFIED,0.5,2,unknown,https://www.efghousewares.co.uk/securpak-strecher-plate-zp-38mm,https://www.amazon.co.uk/dp/B0075MDKSA,16.694214876033055,4.032,,,2.0,NO,LOW
OUD PURE PERFUME 100ML EACH,24 Carat Pure Gold Oud Perfume 100 ML MEN WOMEN Unisex Arabian Oud Perfume,T1,5055170270086,7625932156569.0,B0BGW4DVZK,,2.9923333333333337,55.55761851714321,16.99,4.836,B,Moderate profit (>2 GBP); Moderate ROI (56%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.25,1,unknown,https://www.efghousewares.co.uk/oud-pure-perfume-100ml-each-112725,https://www.amazon.co.uk/dp/B0BGW4DVZK,21.134785167745736,13.3992,,,1.0,NO,MEDIUM
SIL CRAFT FLOWERS LACE/JEWEL,"Rumyve20 Yard Daisy Flower Lace Decoration,White Lace Decoration Sewing Applique Sewing Craft Wedding DIY Style",T1,5024418189015,767552650274.0,B0CNK2KN2Y,,0.8653333333333333,55.541292255027805,5.68,1.008,B,Moderate ROI (56%); EAN-confirmed match,MEDIUM,VERIFIED,0.07692307692307693,1,unknown,https://www.efghousewares.co.uk/sil-craft-flowers-lace-jewel,https://www.amazon.co.uk/dp/B0CNK2KN2Y,18.28169014084507,4.6416,,,2.0,NO,LOW
DAEWOO BLACK TOASTER SDA1674,"WAGNER Steam Wallpaper Stripper SteamForce, 4 L Capacity, Steaming Time Max. 70 Min, 3,7 M Hose, 2.000 W, 230 V",T2,5024996869804,,B08LNR84V4,,5.702500000000003,55.417881438289626,25.98,9.74,B,Strong absolute profit (>5 GBP); Moderate ROI (55%); Price in FBA sweet spot; Match needs validation,MEDIUM,VALIDATION_REQUIRED,0.0,1,unknown,https://www.efghousewares.co.uk/fine-elements-black-toaster-sda1674-19-11,https://www.amazon.co.uk/dp/B08LNR84V4,26.33949191685914,19.137,,,,YES,MEDIUM
DIGITS STICK ON LETTERS/NUMBERS 80MM,"Silver Door Numbers Stick On, 0-99, Letters A, B, C, D, 3'' House Numbers Self Adhesive Stickers, For Doors, Mail Boxes, Hotel Rooms (8)",T1,5060071386507,796167794035.0,B09SLWHW8V,,0.451,55.4054054054054,3.99,0.264,B,Moderate ROI (55%); EAN-confirmed match,MEDIUM,VERIFIED,0.045454545454545456,1,unknown,https://www.efghousewares.co.uk/digits-stick-on-letters-numbers,https://www.amazon.co.uk/dp/B09SLWHW8V,13.563909774436093,3.4487999999999994,,,1.0,NO,LOW
COUNTRY CLUB PRINTED FLEECE HERRINGBONE120x150CM,COUNTRY CLUB Fleece Throw Tartan Asstd 150cm,T2,5023674224072,,B07HG78L3C,,2.165833333333333,55.392156862745104,11.98,3.36,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; Likely valid T2 match,MEDIUM,LIKELY_VALID,0.42857142857142855,2,unknown,https://www.efghousewares.co.uk/countryclub-printed-fleece-herringbone120x150cm-116406,https://www.amazon.co.uk/dp/B07HG78L3C,21.694490818030047,9.381,,,,NO,LOW
COUNTRY CLUB PRINTED FLEECE BALMORAL 120X150CM,COUNTRY CLUB Fleece Throw Tartan Asstd 150cm,T2,5023674224096,,B07HG78L3C,,2.165833333333333,55.392156862745104,11.98,3.36,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; Likely valid T2 match,MEDIUM,LIKELY_VALID,0.42857142857142855,2,unknown,https://www.efghousewares.co.uk/countryclub-printed-fleece-balmoral-120x150cm-116467,https://www.amazon.co.uk/dp/B07HG78L3C,21.694490818030047,9.381,,,,NO,LOW
MARKSMAN SCRAPER BLADES,All Purpose Scraper,T1,5038673600031,5038673600031.0,B07KYX96D7,,0.9350000000000008,55.32544378698231,6.15,1.14,B,Moderate ROI (55%); EAN-confirmed match,MEDIUM,VERIFIED,0.3333333333333333,1,unknown,https://www.efghousewares.co.uk/marksman-scraper-blades,https://www.amazon.co.uk/dp/B07KYX96D7,18.243902439024406,5.028,,,3.0,NO,LOW
CREMA ICE CREAM CUPS 3PC,"Genware NEV-CRE367 Crema Ice Cream Cup, 19 cl/6.5 oz. (Pack of 6)",T1,8692952067525,5055673833214.0,B01HICW9KQ,,2.0500000000000016,55.256064690027,13.32,3.16,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.2727272727272727,1,unknown,https://www.efghousewares.co.uk/crema-ice-cream-cups-3pc-112128,https://www.amazon.co.uk/dp/B01HICW9KQ,18.46846846846848,10.86,,,1.0,NO,MEDIUM
MILESTONES BEER GLASS 18TH BIRTHDAY,Birthday Pint Beer Glass with Silver Detail - 18,T1,5017224977327,5017224977327.0,B0C37NT5XX,,3.0550000000000006,55.24412296564197,16.95,4.98,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.42857142857142855,1,unknown,https://www.efghousewares.co.uk/milestones-beer-glass-18th-birthday-114807,https://www.amazon.co.uk/dp/B0C37NT5XX,21.6283185840708,13.284,,,2.0,NO,MEDIUM
BEVERAGE DISPENSER 3 ASSORTED,"VEVOR Beverage Dispenser, 3L Drink Dispensers for Parties, Glass Juice Dispenser with No-Drip Spigot and Lid, Iced Tea Lemonade Juice Water Dispensers for Restaurants, Hotels, Parties",T1,8721037344876,197988150640.0,B0F9DTTZ8R,,2.6416666666666657,55.14961725817674,17.99,4.24,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.1,1,unknown,https://www.efghousewares.co.uk/beverage-dispenser-3-assorted-122126,https://www.amazon.co.uk/dp/B0F9DTTZ8R,17.620900500277926,14.82,,,2.0,NO,MEDIUM
CLAW DRYWALL PICTURE HANGER 20KG 2PK 3PH20-2UKN,3M CLAW Drywall Picture Hanger 20 kg 3PH20-4WMR 4 Hangers,T1,4064035002336,4064035002367.0,B09RMNQV27,,2.863333333333334,55.064102564102576,14.14,4.65,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.4,1,unknown,https://www.efghousewares.co.uk/claw-drywall-picture-hanger-20kg-2pk-3ph20-2ukn-115836,https://www.amazon.co.uk/dp/B09RMNQV27,24.299858557284303,10.704000000000002,,,5.0,NO,MEDIUM
DISPOSABLE BED MATS PK3,"TBM 50 x Disposable Incontinence Bed Pads 60 x 60 | Absorbent Underpads, Bed Mats, Incontinence Pads, Incontinence sheets, Bed Pads, Premium Incontinence Bed Sheets",T1,5056239401090,9145558106185.0,B086VY9RD6,,1.1123333333333332,54.90292859493254,8.83,1.476,B,Moderate ROI (55%); Price in FBA sweet spot; EAN-confirmed match,MEDIUM,VERIFIED,0.13333333333333333,1,unknown,https://www.efghousewares.co.uk/disposable-bed-mats-pk3,https://www.amazon.co.uk/dp/B086VY9RD6,15.116647791619478,7.495199999999999,,,1.0,NO,LOW
HEM INCENSE STICKS ANTI TOBACCO 6PK,Hem 6 Pack 20 Stick Anti Tobacco - Box Of Six 20 Stick Tubes - Hem Incense,T2,8901810014473,,B002VAYGTI,,1.377083333333334,54.86387782204518,8.89,1.96,B,Moderate ROI (55%); Price in FBA sweet spot; Likely valid T2 match,MEDIUM,LIKELY_VALID,0.4,1,unknown,https://www.efghousewares.co.uk/hem-incense-sticks-anti-tobacco-6pk-111666,https://www.amazon.co.uk/dp/B002VAYGTI,18.58830146231721,7.2375,,,,NO,LOW
VASE ACRYLIC 25CM,APAC Clear Acrylic Cylinder (25x12cm),T1,5055579115308,5055579115308.0,B01K7KE0ZI,,2.1445833333333333,54.848678601875534,11.95,3.36,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.2,1,unknown,https://www.efghousewares.co.uk/acrylic-vase-25cm-15-01-23,https://www.amazon.co.uk/dp/B01K7KE0ZI,21.535564853556483,9.3765,,,1.0,NO,MEDIUM
TOP 3 KITCHEN CUTLERY & UTENSIL STORAGE ORGANISER STAINLESS STEEL (SP),"Top 3 Kitchen Utensil Holder and Knife Block – Stainless Steel Cutlery Holder and Organiser Storage – Simple Drainage System – Non-Slip Cutlery Organiser – for Spoons, Forks, Knives, Ladles",T2,5060753251352,,B0B77WF2H5,,3.1562500000000018,54.79600694444448,15.99,5.21,B,Moderate profit (>2 GBP); Moderate ROI (55%); Price in FBA sweet spot; Likely valid T2 match,MEDIUM,LIKELY_VALID,0.42857142857142855,2,unknown,https://www.efghousewares.co.uk/top-3-kitchen-cutlery-utensil-storage-organiser-stainless-steel-sp-110386,https://www.amazon.co.uk/dp/B0B77WF2H5,23.686679174484063,12.2025,,,,NO,LOW
STATUS 1 GANG 25MM METAL PATTRESS BOX,Status 25 mm 1 Gang Pattress Box - White (Pack of 5),T1,5022822180536,5022822184565.0,B00J9B15BO,,0.8783333333333341,54.55486542443069,7.99,1.06,B,Moderate ROI (55%); EAN-confirmed match,MEDIUM,VERIFIED,0.5,1,unknown,https://www.efghousewares.co.uk/status-1-gang-25mm-metal-pattress-box-118702,https://www.amazon.co.uk/dp/B00J9B15BO,13.19148936170214,6.936,,,2.0,NO,LOW
B & CO AIR FRYER LINER SILICONE 13.3 X 20.3CM 2PC,"CNMTCCO Silicone Air Fryer Liners, 2Pcs Reusable Air Fryer Silicone Liners for Ninja Foodi Air Fryer AF300UK, AF400UK, Airfryer Liners Airfryer Accessories for Ninja Dual Air Fryer, 7.6L-9.5L",T1,5050565815286,681599188302.0,B0BFQBQY6Y,,1.025,54.52127659574468,6.99,1.33,B,Moderate ROI (55%); EAN-confirmed match,MEDIUM,VERIFIED,0.17647058823529413,1,unknown,https://www.efghousewares.co.uk/b-co-air-fyer-liner-silicone-13-3-x-20-3cm-2pc-113977,https://www.amazon.co.uk/dp/B0BFQBQY6Y,17.596566523605155,5.76,,,1.0,NO,LOW
LAMP TOUCH RECHARGABLE  GOLD,L & P Home & Gifts Lesser & Pavey Gold Rechargeable Touch Lamp | Gift for Women & Men | Bedside Nightstand Table Lamp | Battery Powered Touch Control Night Lights,T1,5010792736419,5010792736419.0,B0D4HRNQX4,,6.2449999999999966,54.44638186573667,30.99,10.92,B,"Strong absolute profit (>5 GBP); Moderate ROI (54%); Higher price point, possible demand; EAN-confirmed match",HIGH,VERIFIED,0.13636363636363635,1,unknown,https://www.efghousewares.co.uk/lamp-touch-rechargable-gold-120520,https://www.amazon.co.uk/dp/B0D4HRNQX4,24.18199419167472,23.496,,,2.0,NO,HIGH
SECURIT CURTAIN HOOKS STEEL,SEC Curtain Hooks X20 BP S6432,T1,5019923164329,5019923164329.0,B002E7BV8C,,0.6966666666666665,54.42708333333333,4.88,0.73,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.3333333333333333,1,unknown,https://www.efghousewares.co.uk/securit-curtain-hooks-steel,https://www.amazon.co.uk/dp/B002E7BV8C,17.131147540983605,4.044,,,4.0,NO,LOW
SECURIT SELF ADHESIVE. CURTAIN ROD HOOK WHITE,SEC S/A CURT Rod HK WHT X4 S6418,T1,5019923164183,5019923164183.0,B000TAY1K6,,0.6966666666666665,54.42708333333333,4.88,0.73,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.125,1,unknown,https://www.efghousewares.co.uk/securit-self-adh-curtain-rod-hook-white,https://www.amazon.co.uk/dp/B000TAY1K6,17.131147540983605,4.044,,,4.0,NO,LOW
STRONG AS AN OX REMOVABLE REPLACEMENT STRIP LARGE 4PC,"HE344P Large Removable Replacement Strips, 20mm x 60mm, White Pack of 4, Multi-Colour",T1,5055319529228,5055319529228.0,B08FMQKR9C,,0.8470000000000002,54.364569961489096,5.49,1.008,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.3,1,unknown,https://www.efghousewares.co.uk/strong-as-an-ox-removable-replacement-strip-large-4pc-111513,https://www.amazon.co.uk/dp/B08FMQKR9C,18.5136612021858,4.473599999999999,,,2.0,NO,LOW
AMTECH POLY DUST SHEET ALL PURPOSE 3.6X2.7,"CS 6 Pack Extra Large Plastic Dust Sheets for Decorating 3.6 x 2.7m (12 x 9ft), Light Dust Sheet for Painting & Furniture, Plastic Sheet-Plastic Sheeting-Decorating Tools-Decorating Sheets-Dust Cover",T1,5032759043750,5065007429020.0,B09HXC3NL8,,0.885,54.29447852760736,6.99,1.08,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.09523809523809523,1,unknown,https://www.efghousewares.co.uk/amtech-poly-dust-sheet-all-purpose-3-6x2-7,https://www.amazon.co.uk/dp/B09HXC3NL8,15.1931330472103,5.928,,,2.0,NO,LOW
TML RECTANGULAR BOWL 11L WHITE,TML Rectangular Bowl 11L White,T1,5022092002668,5022092002668.0,B07BPD2WKL,,0.7866666666666664,54.252873563218365,6.56,0.9,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,1.0,1,unknown,https://www.efghousewares.co.uk/tml-rectangular-bowl-11l-white,https://www.amazon.co.uk/dp/B07BPD2WKL,14.39024390243902,5.616,,,5.0,NO,LOW
SIL HOME HOOKS PK4,AOMEES Adhesive Hooks Heavy Duty Wall Hooks 8kg (Max) Self Adhesive Hook 12pcs,T1,5024418544111,604270977897.0,B07CTB6PK5,,0.8436666666666668,54.15062045357296,5.99,1.008,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.09090909090909091,2,unknown,https://www.efghousewares.co.uk/sil-home-hooks-pk4,https://www.amazon.co.uk/dp/B07CTB6PK5,16.901502504173624,4.9776,,,1.0,NO,LOW
MARKSMAN HEAVY DUTY WALL HOOKS,AOMEES Adhesive Hooks Heavy Duty Wall Hooks 8kg (Max) Self Adhesive Hook 12pcs,T1,5038673685977,604270977897.0,B07CTB6PK5,,0.8436666666666668,54.15062045357296,5.99,1.008,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.36363636363636365,2,unknown,https://www.efghousewares.co.uk/marksman-heavy-duty-wall-hooks,https://www.amazon.co.uk/dp/B07CTB6PK5,16.901502504173624,4.9776,,,1.0,NO,LOW
EPOXY PERMANENT REPAIR ADHESIVE 40G 2PC,Super Stik 2 Pack Epoxy Glue Adhesive Reapering Small Jobs Rapid Bond Glass Metal Plastics Rubber Wood Transparent Quick Dry Araldite Ceramic Household Repairs Automotive Plumbing Resin,T1,5056175923717,5056175923717.0,B07RJ348XY,,0.8415833333333331,54.01690201112535,6.79,1.008,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.07692307692307693,1,unknown,https://www.efghousewares.co.uk/epoxy-permanent-repair-adhesive-40g-2pc-110772,https://www.amazon.co.uk/dp/B07RJ348XY,14.873343151693664,5.7801,,,1.0,NO,LOW
RUSTINS QD STEP & TILE RED 250ML,Rustins Step & Tile Paint Gloss Red 250 ml RUSSTP250,T2,5015332480012,,B001GU2FOC,,2.1691666666666665,53.95936981757876,12.14,3.47,B,Moderate profit (>2 GBP); Moderate ROI (54%); Price in FBA sweet spot; Likely valid T2 match,MEDIUM,LIKELY_VALID,0.4444444444444444,1,unknown,https://www.efghousewares.co.uk/rustins-qd-step-tile-red-250ml,https://www.amazon.co.uk/dp/B001GU2FOC,21.441515650741348,9.537,,,,NO,LOW
PESTSHIELD EXTRA STRENGTH MOUSE GLUE TRAPS 3 PACK,"Multi Use Pest Sticky Pads Trap | Extra Strength Glue Sticky Board Trap 3 Per Pack Effective | Pads To Catch Pests Use Inside The Home, Garden & Office",T1,5050375947849,5060828430637.0,B08SJC994Z,,0.598333333333334,53.90390390390396,4.99,0.56,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.2,1,unknown,https://www.efghousewares.co.uk/pestshield-mouse-glue-traps,https://www.amazon.co.uk/dp/B08SJC994Z,14.388777555110236,4.271999999999999,,,1.0,NO,LOW
VPL CLEAR 03 LTR BUCKET & LID,Large 20 Litre Clear Plastic Bucket Bin with Lid,T1,8904051800225,8904051801000.0,B008RWCE3O,,0.7483333333333337,53.83693045563551,12.49,0.84,B,Moderate ROI (54%); Price in FBA sweet spot; EAN-confirmed match,MEDIUM,VERIFIED,0.375,4,unknown,https://www.efghousewares.co.uk/vpl-clear-03-ltr-bucket-lid,https://www.amazon.co.uk/dp/B008RWCE3O,7.189751801441156,11.592,,,3.0,NO,LOW
DAEWOO 1MTR USB-A TO 8 PIN CABLE ELA1344,"Daewoo 1 Metre USB to 8-Pin Lighting Charge Cable for Date & Sync Connection, Power Level 5V 1A, Use with Compatible Adaptor, USB- 8 Pin Lighting",T1,5024996923377,5024996923377.0,B08TM2BC2X,,0.8383333333333343,53.739316239316295,6.25,1.01,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.19047619047619047,1,unknown,https://www.efghousewares.co.uk/daewoo-1mtr-usb-a-to-8-pin-cable-ela1344-107782,https://www.amazon.co.uk/dp/B08TM2BC2X,16.096000000000014,5.244,,,6.0,NO,LOW
SWIFT PULL CAP BALLPOINT PENS BLUE 10 PACK,Stallion Pull Cap Ballpoint Pens Blue (8pk),T1,5060082945137,5060082945137.0,B0B8TBBBVG,,0.7530000000000003,53.70898716119831,6.69,0.852,B,Moderate ROI (54%); EAN-confirmed match,MEDIUM,VERIFIED,0.7142857142857143,1,unknown,https://www.efghousewares.co.uk/swift-pull-cap-ballpoint-pens-blue-6-pack-104151,https://www.amazon.co.uk/dp/B0B8TBBBVG,13.50672645739911,5.7864,,,3.0,NO,LOW
KIDS CREATE WHITE PVA GLUE 500ML,500ml White PVA Glue - Pack of 3,T1,5012128511394,5012128511394.0,B087X9V5HT,,1.0016666666666674,53.56506238859184,8.75,1.32,B,Moderate ROI (54%); Price in FBA sweet spot; EAN-confirmed match,MEDIUM,VERIFIED,0.6666666666666666,1,unknown,https://www.efghousewares.co.uk/kids-create-white-pva-glue-500ml-114983,https://www.amazon.co.uk/dp/B087X9V5HT,13.737142857142867,7.548,,,5.0,NO,LOW
SOFTESSE DAFFODILS 4 TOILET ROLLS WHITE 2PLY PK10 (PM £1.29),"Toilet Paper 72 Rolls, 3 Ply Toilet Rolls Bulk Buy, Luxuriously Soft, Gentle and Hypoallergenic Sustainable Toilet Rolls - Quilted Toilet Roll for Your Family - Dermatologically Tested (72)",T1,5027908312351,5061001701452.0,B0FN15Q1N4,,4.789999999999998,53.51955307262567,22.8,8.4,B,Moderate profit (>2 GBP); Moderate ROI (54%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.09523809523809523,2,unknown,https://www.efghousewares.co.uk/softesse-4-toilet-rolls-white-2ply-pk10-107057,https://www.amazon.co.uk/dp/B0FN15Q1N4,25.210526315789465,17.052,,,2.0,NO,MEDIUM
HOME COLLECTION CLIP FRAME STYRENE 28X40 INCH,"Luxurious Flat Style Black 40"" x 28"" Picture Frame | MDF Wood Frame |(70 x 100 CM) Frame [ Black ]",T1,5012128630033,7865543345437.0,B09L8NTTYB,,2.6916666666666678,53.51225977468523,29.99,4.48,B,Moderate profit (>2 GBP); Moderate ROI (54%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.0625,1,unknown,https://www.efghousewares.co.uk/home-collection-clip-frame-styrene-28x40-inch-119079,https://www.amazon.co.uk/dp/B09L8NTTYB,10.770256752250752,26.76,,,1.0,NO,MEDIUM
WHAM CASA MIDNIGHT SWING BIN 50LTR,Set of Wham 50Lt High Grade Plastic Black Flip Top Waste Rubbish Bin (2),T1,5038135170812,5038135170812.0,B08F5BYRQ1,,4.605000000000001,53.484320557491294,24.69,8.06,B,Moderate profit (>2 GBP); Moderate ROI (53%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.16666666666666666,1,unknown,https://www.efghousewares.co.uk/wham-casa-midnight-swing-bin-50ltr,https://www.amazon.co.uk/dp/B08F5BYRQ1,22.381530984204133,19.164,,,9.0,NO,MEDIUM
CARLUBE FULLY SYNTHETIC 5W-30 OIL,"Hand Operated Flying Toy Drone for Kids, 360° Hands Free Motion Sensors Mini Drone with Cool LED Lights, Easy Indoor Small UFO Toy Flying Ball Drone for 6 7 8 9 10+ Year Old Boys and Girls",T1,5010373117071,792105979663.0,B0D83GCC8H,,4.388333333333333,53.38605028386048,22.99,7.67,B,Moderate profit (>2 GBP); Moderate ROI (53%); Price in FBA sweet spot; EAN-confirmed match,HIGH,VERIFIED,0.0,4,unknown,https://www.efghousewares.co.uk/carlube-fully-synthetic-5w-30-oil,https://www.amazon.co.uk/dp/B0D83GCC8H,22.905611135276207,17.724,,,1.0,NO,MEDIUM
SECURIT BRASS NUMBER3  75MM,SEC 75MM Brass Numeral 3 S2503,T1,5019923125030,5019923125030.0,B000TAT9HG,,0.9816666666666668,53.35144927536232,6.17,1.29,B,Moderate ROI (53%); EAN-confirmed match,MEDIUM,VERIFIED,0.3333333333333333,1,unknown,https://www.efghousewares.co.uk/securit-brass-number3-75mm,https://www.amazon.co.uk/dp/B000TAT9HG,19.092382495948137,4.992,,,3.0,NO,LOW
BEAUFORT CEREAL CONTAINER 5LTR,Beaufort Food Container Cereal /Dry Food - 5L Clear,T2,5014348241716,,B014LU71DS,,1.354166666666667,53.31364829396327,8.9,1.99,B,Moderate ROI (53%); Price in FBA sweet spot; Likely valid T2 match,MEDIUM,LIKELY_VALID,0.42857142857142855,1,unknown,https://www.efghousewares.co.uk/beaufort-cereal-container-5ltr,https://www.amazon.co.uk/dp/B014LU71DS,18.258426966292134,7.274999999999999,,,,NO,LOW
