Supplier_Title,Amazon_Title,Match_Type,Tier,EAN_Status,Sales,Net_Profit,ROI,Bucket,Inclusion_Reason,Rationale,Confidence,Validation_Required,Priority,Similarity
SWIRL TUMBLE DRYER SHEETS LAVENDER 35PK,4X Swirl Lavender Tumble Dryer Sheets - 40 per Pack,Title,T2,Not matched,200.0,0.9866666666666659,58.38264299802757,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.69
ROLLS RAZOR TWIN BLADE DISP RAZORS PK12,Gillette Blue II Fixed Head Disposable Razors - Pack of 10,Title,T3,Not matched,600.0,0.9833333333333325,58.18540433925045,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.49
BLACKSPUR UTILITY KNIFE BLADES PK10 BOTH,Blue Spot Tools 29194 100 PCE Utility Blades in Dispenser,Title,T3,Not matched,400.0,0.9786666666666675,102.1572720946417,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.43
GIFTMAKER CHRISTMAS BASIC SANTA SACK,Giftmaker Collection Large Christmas Santa Sack Gift Stocking For Xmas Presents Special Delivery Bag,Title,T3,Not matched,100.0,0.9312499999999997,57.84161490683227,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.44
KITCH EASY STORE RECTANGULAR CONTAINER 3.5LTR,Rectangular 3.9ltr (234 x 165 x 165mm),Title,T3,Not matched,50.0,0.9304166666666671,32.08333333333335,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
WASTE SMART EXTRA STRONG WHEELIE BIN 5 BAGS,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,Title,T3,Not matched,500.0,0.9269999999999998,59.49935815147624,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.55
MAKE YOUR OWN BOUNCY BALLS,"Galt Toys, Bouncy Balls, Craft Kit for Kids, Ages 8 Years Plus",Title,T3,Not matched,400.0,0.9250000000000005,64.68531468531471,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
APOLLO STAINLESS STEEL JAR OPENER 11/11,"Manual Can Openers Jar Can Opener,Adjustable Can Opener for Arthritis Stainless Steel Kitchen Gadget Bottle Opener",Title,T3,Not matched,200.0,0.9250000000000003,43.63207547169812,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
151 ADHESIVE SPRAY HEAVY DUTY 500ML,3 Spray Glue Adhesive Contact Glue Heavy Duty Mount DIY Craft Upholstery 500ml,EAN,T1,Confirmed,200.0,0.9143333333333332,25.58291363551576,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.5
KILNER BOTTLE SQUARE 1LTR,"Kilner Clip Top Bottle, 1 Litre",Title,T2,Not matched,50.0,0.9104166666666662,27.92689161554191,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.57
PEPPA PIG GUITAR,Peppa Pig Guitar [Colors May Vary],Title,T2,Not matched,50.0,0.9095833333333336,38.871082621082635,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.64
KILROCK DAMP CLEAR REFILL POUCH 1KG (2x500g),"Kilrock Damp Clear Moisture Trap Refill - Pack of 5 x 500 grams - Moisture Absorbers - for air quality, reduces damp odours & damage",Title,T3,Not matched,400.0,0.8987499999999995,30.363175675675656,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.4
PRIMA SALT AND PEPPER SHAKER 6.3X4CM 2PC,Juvale Salt and Pepper Shakers Stainless Steel and Glass Set,Title,T3,Not matched,500.0,0.8983333333333337,48.29749103942654,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.52
FALCON ENAMEL ROUND PIE DISH  26CM,FALCON Round Pie Dish White 26CM,Title,T2,Not matched,50.0,0.8920833333333331,20.89188134270101,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.82
PADDED ENVELOPES SIZE D 180X265MM PK10,Mail Lite Padded Envelope 180 x 260mm 100 Pack D1,Title,T2,Not matched,300.0,0.888000000000001,40.69660861594871,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.62
"ROYALFORD STAINLESS STEEL PESTLE AND MORTAR 2.75""X 2.75""",Bekith Mortar and Pestle Sets 18/8 Brushed Stainless Steel Spice Grinder Pill Crusher Molcajete Herb Bowl,Title,T3,Not matched,200.0,0.8850000000000022,18.209876543209923,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
TIDYZ 50 WHITE PEDAL BIN LINERS+HANDLE 15L,Tidyz 3 Packs Of 40 White Plastic Disposable Pedal Bin Liners - Fits 15L Bin - Extra Strong Tie Handle - 120 Bags In Total,Title,T3,Not matched,50.0,0.8850000000000005,70.23809523809528,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.48
APOLLO WOODEN DISH STAND,"APOLLO 1684 Wooden dish drainer, Wood, 40x34x4",Title,T2,Not matched,50.0,0.8841666666666665,23.961156278229442,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.63
GLAMOUR STUDIOS 5PK SKINNY  SATIN SCRUNCHIE,"12 Pcs Satin Hair Scrunchies for Women Girls, Skinny Hair Ties Soft Satin Scrunchies Elastic Silk HairBands",Title,T3,Not matched,200.0,0.8683333333333343,62.47002398081541,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.43
ROLSON CLAW HAMMER FIBREGLASS 8OZ,Rolson 11201 8oz Stubby Claw Hammer,Title,T3,Not matched,300.0,0.861666666666667,29.11036036036037,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.53
FALCON ENAMEL ROASTER ROUND 20CM,"Barmans BYX0B0A6289 Enamel Roaster with Lid, White, 20cm",Title,T3,Not matched,50.0,0.8550000000000011,9.095744680851075,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.55
PAN AROMA POTPOURRI ASSORTED 180G,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries Fluffy Towels Vanilla Coconut Lavender,Title,T3,Not matched,200.0,0.8500000000000012,52.14723926380375,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
PAN AROMA POTPOURRI ASSORTED,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries Fluffy Towels Vanilla Coconut Lavender,Title,T3,Not matched,200.0,0.8500000000000012,52.14723926380375,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.43
PRIMA CHAMPAGNE BUCKET,"Premier Housewares Stainless Steel Hammered Effect Champagne Bucket, 20 x 22 x 22 cm, Silver",Title,T3,Not matched,50.0,0.841666666666667,18.579838116261964,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
PADDED ENVELOPES SIZE A 100MX165MM PK10,Mail-Lite 100 Mail Lite - C/0 - JL0 - Padded Envelopes 150 x 210mm 1 Boxes of 100 - White,Title,T3,Not matched,100.0,0.8356666666666672,52.034039020340416,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
DRAPER SINK PLUNGER 135MM,Draper Drain Rod Plunger Attachment 4'' | Heavy Duty Outside Drain Sewer Unblocker | 10635,Title,T3,Not matched,50.0,0.8216666666666679,32.22222222222227,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
ELBOW GREASE FOAMING TOILET CLEANER EUCALYPTUS 500G,"3 x Elbow Grease Foaming Toilet Cleaner, Deep Cleaning Action, Lemon Fresh Fragrance 500g",Title,T2,Not matched,200.0,0.8216666666666663,35.88064046579329,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.66
OWL BRAND A5 WHITE CARD 40SHEETS,House of Card & Paper A5 300 gsm Card - White (Pack of 100 Sheets),Title,T3,Not matched,300.0,0.8083333333333336,60.77694235588974,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.47
BRIGHT & HOMELY LONG HOT WATER BOTTLE & FLEECE COVER 2L (ASSORTED COLOURS),"KEPLIN Extra Long 2L Hot Water Bottle with Super Soft Fleece Cover, Durable Natural Rubber, Long Lasting Warmth for Neck, Back & Body, Winter Comfort - Grey",Title,T3,Not matched,700.0,0.8045833333333323,17.60576221735957,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.4
KINGFISHER 30M REINFORCED HOSE PIPE,Faithfull 30M (98ft) Reinforced Hose 12.7 mm (1/2 Inch) Diameter – PVC Garden Hose Pipe,Title,T3,Not matched,100.0,0.8033333333333352,8.473980309423366,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.44
PALOMA 2PLY WHITE 50 NAPKINS 40X40CM,"Paper Serviettes Soft Napkins 40x40cm 2PLY BulkySoft Solid Colours Choose Colours (Green, 100)",Title,T3,Not matched,300.0,0.7950000000000002,40.76923076923078,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
DEKTON GLUE STICK 11.2X150MM 27/9,Hot Melt Glue Sticks 11x150mm Clear Adhesive for 11mm Hot Glue Gun - 40 Pack,Title,T3,Not matched,50.0,0.7916666666666674,38.43042071197414,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
HOUSE MATE STAINLESS STEEL CLEANER & POLISH,House Mate Stainless Steel Cleaner and Polisher 400ml (Pack of 1),EAN,T1,Confirmed,50.0,0.7916666666666659,20.88830255057166,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.78
SAMS SCRUMMY GIANT LEG DOG BONE,Dog Bone Giant Roasted Beef Leg Dog Food Dog Feeding Chew Treats Pack Of 2,EAN,T1,Confirmed,50.0,0.7766666666666671,28.44932844932846,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.36
ROLSON PLASTERING TROWEL 280X115MM,"Rolson 52245 Smooth Plastering Trowel, Multi, 280 x 120 mm",Title,T2,Not matched,100.0,0.7416666666666665,26.678657074340517,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.7
TIDYZ DOGGY BAGS STRONG 50 PCS 30cm x 36cm,"Tidyz 200 x Extra Large Super Strong Doggy bags (4 x 50),Black",EAN,T1,Confirmed,500.0,0.736666666666667,66.36636636636639,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.4
THUMBS UP STACKABLE FOLD FLAT CRATE PLATINUM,Fold Flat Crate - Plastic 32 L Folding Storage Crate Box (Pack of 2),Title,T3,Not matched,200.0,0.7316666666666662,26.31894484412468,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
COUNTRY CLUB 2 TERRY TEA TOWEL 45X65CM,Emma Barclay Superdry Check 6 Pack - Terry Check Luxury Tea Towel - 45x65cm,Title,T3,Not matched,200.0,0.7236666666666669,29.441280173582868,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.55
BAKER & SALT SWISS ROLL TRAY,Baker & Salt Non-Stick Swiss Roll Tray 32 x 23.5 x 1cm,Title,T2,Not matched,600.0,0.7179166666666668,22.15792181069959,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.68
CRAFT FABRIC GLUE 50ML,"SOL 2pk x 50ml Fabric Glue Strong with Spreader & Tape Measure - Scout Badge Adhesive for Crafts, Upholstery, Material, Textile, Felt or Wool - Waterproof, Flexible, Fast Drying, Durable Bond",EAN,T1,Confirmed,300.0,0.687,44.094993581514764,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.14
PRODEC CAULKER 12 INCH,"ProDec 12"" Flexible Caulker Blade for Fast, Efficient Application of Fillers and Caulk and Smoothing of Wallpaper",EAN,T1,Confirmed,50.0,0.6849999999999998,15.711009174311922,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.27
APOLLO BALLOON WHISK,"Apollo Whisk Rainbow, silicone, 26cm, 25x6x6",Title,T3,Not matched,200.0,0.683333333333334,51.37844611528827,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
COLGATE TOOTHPASTE FRESH GEL 100ML PK12,Colgate Fresh Gel Fluoride Toothpaste 100 Milliliter - Pack of 12 Tubes,Title,T3,Not matched,100.0,0.6800000000000004,5.287713841368587,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.53
NATURAL COL PENCILS,Faber-Castell Colour Pencils Black Edition - Skin Tones x 12,Title,T3,Not matched,300.0,0.6786666666666663,43.560119811724405,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
KEEP IT HANDY MICRO SOUP MUG,2pk Microwavable Soup Mugs,Title,T2,Not matched,50.0,0.6741666666666668,39.89151873767259,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.59
THE CHRISTMAS WORKSHOP SHATTERPROOF BAUBLES SILVER PACK OF 50,"Victor's Workshop 70pcs Shatterproof Christmas Baubles Pack, Frozen Winter Silver and White Christmas Ball Ornaments for Tree Decoration",Title,T3,Not matched,300.0,0.6716666666666666,10.44582685329186,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.48
DEKTON COPING SAW,"Eclipse Professional Tools 70-CP1R Coping Saw, Blue",Title,T3,Not matched,300.0,0.6550000000000009,17.01298701298704,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
BODY BAG DOUBLE ZIP WITH ADJUSTED SHOULDER STRIP,"Women's Multi-Pocket Casual Crossbody Bag, Multifunctional Travel Bag with Adjustable Shoulder Strap, Nylon Lightweight and Waterproof, for Shopping, Hiking, Everyday Use",Title,T3,Not matched,50.0,0.6416666666666664,13.42398884239888,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
BRIGHT & HOMELY SCENTED TEALIGHTS 15PCE,20pc Scented Tealights Night Candle Black Cherry 8hrs Burning Time by Baltus,Title,T3,Not matched,500.0,0.6403333333333341,41.099700470688965,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
KILROCK SERVICE-PRO COFFEE MACHINE DESCALER 150ML(SOLD EACH),"Kilrock Service Pro Coffee Machine Descaler & Cleaner 2 x 150ml - Suitable for both automatic and manual machines - Leaves no residue, odours or aftertaste, Black",Title,T3,Not matched,100.0,0.6320833333333338,16.41774891774893,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.5
"AMTECH POINTING TROWEL 150M(6"") WITH SOFT GRIP","Amtech G0230 150mm (6"") Pointing trowel with soft grip",Title,T2,Not matched,50.0,0.6254166666666667,27.551395007342144,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.74
CHEF AID STAINLESS STEEL TEA BAG SQUEEZER,"Tea Bag Squeezer, Stainless Steel Holder, Tongs, Spoon, Strainer Clip for Gripping Ice Cubes (15cm)",Title,T3,Not matched,200.0,0.588333333333334,45.256410256410305,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
BUCKET FOLDABLE SET 6 PIECE ASSORTED,"abeec 5 Piece Foldable Beach Bucket Set – Collapsible Sand Bucket & Sandpit Toys – Ideal Beach, Outdoor, Water, and Sand Toys for Kids",Title,T3,Not matched,100.0,0.5862500000000008,14.36887254901963,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
EVERBUILD JET RAPID SET CEMENT 3KG,"Everbuild Jetcem Deep Rapid Repair Sand and Cement, Grey, 6 kg",Title,T2,Not matched,50.0,0.5749999999999995,13.038548752834455,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.65
INCENSE STICKS SANDLEWOOD PK6,"STAMFORD INC. 37107 Sandalwood Incense Sticks, 20 Sticks x 6 Packs",Title,T3,Not matched,300.0,0.5541666666666669,16.591816367265476,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.4
SIL SERVICE BELL GOLD,Echi gold plated loud service/hand/alarm bell (metal),Title,T3,Not matched,200.0,0.5515833333333335,20.44415616506054,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.46
WHAM CRYSTAL 32LTR CLEAR UNDERBED BOX&LID,"Wham Clear Plastic Storage Box Boxes With Lids Home Office Stackable Nestable, 32L Underbed, Set of 3",EAN,T1,Confirmed,50.0,0.548333333333334,12.576452599388393,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.37
AMTECH TELESCOPIC PICKUP TOOL,Amtech S8006 3 LED telescopic torch and magnetic pick up tool,Title,T2,Not matched,100.0,0.5416666666666672,19.20803782505912,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.64
BEAUFORT SQ FOOD CONTAINER 13 LTR,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,Title,T2,Not matched,200.0,0.505833333333334,18.874378109452763,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.56
PREMIER FLICKABRIGHT GLASS SPHERE CANDLE 10CM,Premier Decorations Red LED Flickabrights Wax Candle Battery Operated Christmas Decoration Xmas Festive Décor 18cm x 9cm,Title,T3,Not matched,50.0,0.5050000000000006,13.116883116883132,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.4
FAIRY DUAL SPONGE SCOURER WITH CRYSTALS PK2,"Addis Fairy Originals Non Scratch General Dual Sponge Scourer with Crystals, Pack of 6, Green One Size",Title,T2,Not matched,100.0,0.49166666666666736,37.820512820512874,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.58
PRO USER FULL CAR COVER-LARGE,"Maypole Breathable Full Cover for Extra Large Cars Water Resistant, Grey",Title,T3,Not matched,50.0,0.48666666666666347,4.626108998732542,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
GSD UK TOURIST ADAPTOR,India to UK Travel Tourist Adaptor Converter Mains Plug,Title,T3,Not matched,50.0,0.48433333333333284,25.571981696585684,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.52
PRIMA WOODEN NAIL BRUSHES 2PC,"4 Pcs Double Sided Wooden Nail Brushes - 2 Kinds, Easy to Use - Clean Hands, Feet & Nails",Title,T3,Not matched,500.0,0.4716666666666669,33.93285371702639,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
MENS THINSULATE KNITTED GLOVE,Mens Fleece Touch Screen Gloves Thinsulate Lined Full Finger Thermal Winter Wooly Work (Black),Title,T3,Not matched,900.0,0.4683333333333335,13.897131552917907,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
APOLLO VINEGAR SHAKER,"apollo THE HOUSEWARES BRAND 3357 Glass Vinegar Shaker, Clear 15 x 5.5 x 5.5 cm",EAN,T1,Confirmed,50.0,0.46333333333333293,34.83709273182954,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.42
SMART CHOICE GLOW IN THE DARK ROPE DOG TOY 6 ASSTD,"Zip witn 6 String Toy for Pets, Glow in The Dark Rope Launcher Cat and Dog Toys (6PC Single Rope)",Title,T3,Not matched,50.0,0.46166666666666667,21.274961597542244,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.54
MERA SHISHA/HOOKAH 100 CHARCOAL TABLETS,100 Charcoal Disc Tablet Coal Instant Light Hookah Shisha by ORCHIDS,Title,T3,Not matched,200.0,0.4550000000000012,14.043209876543244,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
LITTLE TREES CAR FRESHENER ORANGE JUICE,Little Trees Air Freshener Tree LTZ084 Orange Juice Fragrance For Car Home Boat Caravan - Triple Pack,Title,T3,Not matched,50.0,0.4540000000000004,30.55181695827728,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.54
B & CO  REUSABLE AIR FRYER NON STICK SQUARE LINERS 2PCS,"Vicloon Silicone Air Fryer Liners, 2PCS 7.87x5.31 Square Reusable Silicone Mats, Non-Stick Air Fryer Mats for Baking, Steaming, Cooking",Title,T3,Not matched,50.0,0.44833333333333414,35.582010582010646,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
LADIES THERMAL KNEE HIGH SOCKS PACK OF 2,undercover lingerie 2 Pairs Womens Black Thick Thermal Brushed Lining Warm Knee High or Over Knee Socks,Title,T3,Not matched,200.0,0.4436666666666673,14.508393285371724,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
BUTTERFLY AND RAINBOW HAIR CLIPS 4PC,"Toddler Girls Butterfly Snap Clips,Lovely Unicorn Rabbit Hair Clip for Kids Cute Rainbow Metal Snap Hair Pins-Butterfly",Title,T3,Not matched,300.0,0.44291666666666674,31.864508393285373,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
CHEF AID NAIL BRUSH PLASTIC DOUBBLE SIDED 9CM,"2 Pcs Nail Brushes, Double Sided Nail Brush, Plastic Handle Brushes, Cleaning Tools for Cleaning Nails,Toes, Used In Home,Travel Etc (White)",Title,T3,Not matched,100.0,0.44000000000000117,36.36363636363646,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.39
MIRROR BLUE CANYON SQUARE PLASTIC MIRROR,Blue Canyon - 18cm Free Standing Square Mirror - White Colour - Perfect for Shaving and Applying Makeup - One Side with 2x Magnification - Double Sided Multipurpose Mirror - BA2046,EAN,T1,Confirmed,100.0,0.43499999999999983,13.897763578274756,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,MEDIUM,0.29
ULTRATAPE PICTURE FRAME TAPE 24MMX50M,Ultratape | Picture Frame Tape | 48mm x 33m,Title,T2,Not matched,50.0,0.43166666666666775,28.587196467991244,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.85
FAIRY MAX POWER SOAP DISPENSING DISH BRUSH & REFILLS 3PCS,Fairy Soap Dispensing Dish Brush,Title,T2,Not matched,50.0,0.42500000000000093,27.419354838709737,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.72
BEAUFORT JUICE JUG 2LTR,Thumbs Up 2 Litre Fridge Jug Clear 2.0L,Title,T3,Not matched,50.0,0.4245833333333331,22.464726631393283,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
SABICHI CUTLERY SET HAMPSTEAD STAINLESS STEEL 16 PIECES,"Viners Sicily 16 Piece Cutlery Set | Stainless Steel Flatware, Mirror Finish, Dishwasher Safe & Rust Resistant, Everyday Dining & Entertaining, British Heritage Brand",Title,T3,Not matched,500.0,0.4233333333333327,4.698483166851638,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
MASTERCLASS SALT/PAPPER MILL BLACK,"MasterClass Pepper Mill or Salt Grinder with Interchangeable Cap, Black, 17cm",Title,T3,Not matched,100.0,0.4216666666666671,10.063643595863175,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.5
TRAVEL CARD HOLDER 1500,Genuine Leather Oyster Card Holder Bus Travel Pass Holders - Black,Title,T3,Not matched,200.0,0.42166666666666663,19.43164362519201,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.36
BAKER & SALT LOOSE CASE CAKE TIN 23CM,Baker & Salt Loose Based Round Cake Tin Deep - 09inch,Title,T2,Not matched,50.0,0.40458333333333285,8.140509725016758,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.73
KILNER PRESERVE JAR 0.25LTR SCREW LID,Kilner Preserve Jar 0.25L (250ml) Round Glass Screw Top Lid Preservation Storage Jar for Jams Jellies Chutneys,Title,T3,Not matched,50.0,0.4033333333333333,23.047619047619047,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.49
PRIMA PEELER SET 3PCE,"Swiss Peeler 3pc Set, Green, Red and Grey",Title,T3,Not matched,50.0,0.3986666666666674,25.588361146769405,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.45
PRIMA PEELER SET 3PCE,"Swiss Peeler 3pc Set, Green, Red and Grey",Title,T3,Not matched,50.0,0.3986666666666674,25.588361146769405,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.45
CHEF AID BEAN SLICER,Krisk French Style Bean Slicer - HA43,Title,T3,Not matched,100.0,0.38666666666666727,27.039627039627078,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.53
APOLLO SILICON WHISK SPLASH 25CM,"Apollo Whisk Rainbow, silicone, 26cm, 25x6x6",Title,T3,Not matched,200.0,0.37333333333333396,22.76422764227646,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.47
ELF ARRIVAL ENVELOPE OUTFIT,Christmas Naughty Elf Arrival Clothes - Plush Snowman Outfit,Title,T3,Not matched,50.0,0.37124999999999964,17.10829493087556,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.51
SMART CHOICE CANVAS PLUSH/ROPE DOG TOY,"Smart Choice Dog Toy Box, Grey",Title,T2,Not matched,100.0,0.35958333333333337,10.072362278244631,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.59
AMTECH TROWEL MARGIN - SOFT GRIP5X2,"Amtech G0230 150mm (6"") Pointing trowel with soft grip",Title,T2,Not matched,50.0,0.35166666666666724,15.840840840840869,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.56
WHAM CRYSTAL CD BOX CLEAR,Wham Pack 5 Crystal 17L Box & Lid Clear,Title,T2,Not matched,50.0,0.3483333333333347,8.931623931623967,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,MEDIUM,0.72
DOG LEAD AND COLLAR SET SML/MED,"2 Pack Dog Set, Adjustable Nylon Collar & Lead, Quick Release, Small & Medium Dog Size, Paw Print Pattern",Title,T3,Not matched,100.0,0.34833333333333416,25.05995203836936,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
