Supplier_Title,Amazon_Title,Match_Type,Tier,EAN_Status,Sales,Net_Profit,ROI,Bucket,Inclusion_Reason,Rationale,Confidence,Validation_Required,Priority,Similarity
MASSALA DABBA STAINLESS STEEL LID NO 11,Bub Spice Tin – Masala Dabba 18.5cm - Polished Stainless Steel with clear lid - 7 individual pots & serving spoon - spice storage (SPICETIN7),Title,T3,Not matched,100.0,3.2062500000000016,56.15148861646237,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.4
PYREX ESSENTIALS CASSEROLE 6.7LTR RECT,"Pyrex Essentials - Set of 3 glass casseroles high resistance 1,4L/2,1L/3L",Title,T2,Not matched,300.0,3.1866666666666665,26.869027543563796,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.56
THE BOX CREATE PVA WHITE GLUE 200ML,"PVA White Glue 60ml Bottle, Box of 12",Title,T3,Not matched,100.0,3.108250000000001,199.50256739409505,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.5
AMTECH VICE BABY,"Amtech D2600 150mm (6"") Woodworking vice",Title,T3,Not matched,100.0,3.041666666666667,70.73643410852715,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
CHILTERN ARTS ACRYLIC TUBE PAINT 120ML ASSORTED COLOURS,Chiltern Arts 8 Tubes of Assorted Colour Acrylic Paint - Tubes 120 ml (Pack of 8),Title,T3,Not matched,100.0,2.976250000000001,176.10946745562137,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.54
HOBBY HORSE 32INCH ASSORTED,"Toyrific 99 cm Hobby Horse Toy with Sounds, Strong Grip Handles and Wheels, Dark Brown",Title,T3,Not matched,400.0,2.936250000000002,49.101170568561905,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.35
BACOFOIL ZIPPER BAGS ALL PURPOSE 12 PACK 1L (PM £2.19),Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),Title,T2,Not matched,500.0,2.9300000000000006,207.80141843971634,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.56
BACOFOIL EASY CUT KITCHEN FOIL REFILL 15M,"3 x Easy Cut Refill Kitchen Foil 300mm, 15m",Title,T2,Not matched,500.0,2.901666666666668,96.40088593576971,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.64
BRIGHT & HOMELY GARDENING GLOVES RIGGER LEATHER HEAVY DUTY,"WESTWOOD FOX Ladies/Mens Leather Gardening Gloves Thorn Proof Rigger Garden work gloves, Safety Working Gloves, Premium Quality (Green, M)",Title,T3,Not matched,200.0,2.9016666666666664,173.75249500998,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
PAN AROMA BATHROOM AIR FRESHENER GEL SUNDRIED LINEN 150G,"Glade Solid Gel Air Freshener, Odour Eliminator for Home & Bathroom, Clean Linen, Pack of 8 (8 x 150g)",Title,T3,Not matched,200.0,2.8999999999999995,177.91411042944782,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.43
EVERYCHEF CUTLERY DINNER KNIVES PK4,"Amazon Basics Stainless Steel Dinner Knives With Round Edge, Pack of 12, Silver",Title,T3,Not matched,200.0,2.8803333333333327,184.87376979032945,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
PASABAHCE CIHANGIR TEA GLASS 95 CC 6PC,"Pasabahce Istanbul tea glass, set of 6, drinking glasses with handle",Title,T3,Not matched,100.0,2.8616666666666664,163.52380952380952,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.51
OIL/WAX BURNER 2 TONE 11X13CM,"2 x Ceramic Wax Melt Essential Oil Burner, Star Pattern, White, 9.8 x 9.8 x 11.5 cm",Title,T3,Not matched,100.0,2.859583333333334,63.97278150633857,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
PPS DRINK CUPS RIPPLE 4OZ ESPRESSO PACK OF 25 (NO LIDS),Disposable Paper Hot Coffee Tea Drinking Espresso Cups 4oz - 118ml (100 Pack),Title,T3,Not matched,200.0,2.8483333333333336,226.05820105820106,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
ASHLEY SILICONE SLOTTED SPOON,OXO Good Grips Silicone Slotted Spoon - Peppercorn,Title,T2,Not matched,100.0,2.8405000000000005,161.20885357548244,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.61
PPS PLASTIC DRINK SHOT 30 GLASSES 30ML,100 Plastic Shot Glasses - Multi Use Crystal Clear Hard Plastic Sampling Cups - 30ml - 1 oz,Title,T3,Not matched,300.0,2.838333333333333,242.59259259259255,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.4
FOUR SEASONS FOIL CONTAINER/LID 6 LGE,100 x Aluminium Foil Food Containers and Lids Size 6a Trays Large Storage Takeaways,Title,T3,Not matched,200.0,2.774000000000001,136.92003948667332,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.43
TIDYZ WHEELY BIN LINERS 5 BAGS 300L,Tidyz 30 Extra Large Wheelie Bin Liners Waste Rubbish Bags 300L,Title,T2,Not matched,500.0,2.7666666666666675,236.46723646723657,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.67
SECURPAK HAT & COAT HOOK BP50MM,10 Pack of Double Hat and Coat Hooks Aluminium Dress Robe Garment Hangers Hook,Title,T3,Not matched,100.0,2.747916666666667,227.10055096418733,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
PRIMA FOOD TONGS STAINLESS STEEL 12 INCH,"Serving Tongs,Buffet Tongs, ACAUTO Stainless Steel Food Tong Serving Tong Small Serving Tongs Stainless Steel Mini Appetizer Tongs (18 CM(6 Pack))",Title,T3,Not matched,100.0,2.735000000000001,161.8343195266273,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.37
PASABAHCE KANDILLI OPTIC TEA GLASS 90CC 6PC,"Pasabahce Istanbul tea glass, set of 6, drinking glasses with handle",Title,T3,Not matched,100.0,2.7316666666666665,145.3014184397163,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.47
ROLSON BIKE INNER TUBE 27.5X2.1-2-5,"Continental MTB 27.5"" x 1.75-2.5 Mountain Bike Inner Tubes with Presta Valve (Pair)",Title,T3,Not matched,400.0,2.7283333333333344,101.80348258706474,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
TIDYZ PEDAL BIN LINERS 40 WHITE TIE HANDLE 15L,Tidyz 6 Packs Of 40 White Plastic Bin Bags - Fits 15L Pedal Bin - Extra Strong Tie Handle - 240 Bags Total,Title,T3,Not matched,500.0,2.7266666666666675,223.4972677595629,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
BRIGHT & HOMELY CITRONELLA TEALIGHT CANDLES LARGE 4 PACK,Price's Candles Citronella Tealights - 100 Pack,Title,T2,Not matched,200.0,2.723750000000001,195.95323741007198,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.62
ADORN COFFEE MUG 8.5X12CM ASSORTED,Bree Merryn Fine China Harmony Highland Cows Farm Tea/Coffee Boxed Mug 8.5x8cm,Title,T3,Not matched,100.0,2.701666666666666,194.36450839328532,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
DENIM FACE WASH CAHRCOAL DETOX 100ML PK6,"Lumin Charcoal Face Wash Daily Detox, Purifying Cleanser for Men with Charcoal, Rose Oil & Centella, 100ml",Title,T3,Not matched,800.0,2.6999999999999993,69.23076923076921,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
DUVET SET MICROFIBER GREEK DOUBLE GREY,Oxford Homeware Double Duvet Set Grey Brushed Microfiber 4 Piece Double Bedding Set with Fitted Sheet and Pillowcases Soft Breathable Duvet Cover Sets,Title,T3,Not matched,100.0,2.638333333333331,31.48369132856003,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
EPOQUE STAINLESS STEEL STOCK POT SET 4 PIECES RED 18-20-22-24CM,Stainless Steel Pots and Pans Set – 8pcs Cookware with Glass Lids – Induction Hob Pot Set – Cooking Saucepan Pots & Frying Pan Set – by Nuovva,Title,T3,Not matched,600.0,2.6376666666666653,4.992366026927103,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.35
RENTOKIL CLOTHES MOTH GLUE TRAP REFILLS 2PK,10-Pack Clothes Moth Monitoring Traps – Refill for Room & Wardrobe Hanger Units – For Detection of Tineola bisselliella,Title,T3,Not matched,400.0,2.631666666666666,71.31887985546518,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.37
AMTECH DRAIN CLEANER,Amtech S1895 Flexible Drain Auger & Waste Pipe Unblocker,Title,T3,Not matched,200.0,2.6020833333333337,152.16861598440548,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.42
BRIGHT & HOMELY REINFORCED GARDEN HOSE PIPE 30M,Faithfull 30M (98ft) Reinforced Hose 12.7 mm (1/2 Inch) Diameter – PVC Garden Hose Pipe,Title,T3,Not matched,100.0,2.4633333333333356,31.500426257459534,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.46
BLACKSPUR 3PC LGE SNAP OFF KNIFE SET BOTH,STANLEY 9mm Snap Off Blade Knives (Pack of 3) 2-10-150,Title,T3,Not matched,400.0,2.455333333333334,157.5952075310227,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.38
PRIMA CORKSCREW BOTTLE OPENER CHROME PLATED,"Wing Corkscrew Wine Bottle Opener with Bottle Stopper, Premium Corkscrew Cork and Cap Bottle Opener for Waiters Wine Enthusiast",Title,T3,Not matched,300.0,2.4520833333333334,131.83243727598565,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.41
WICKER BASKET RECTANGULAR 26.5X20.5CM,JVL Rectangular willow wicker lined bread basket 28 x 21 x 9 cm,Title,T3,Not matched,100.0,2.4416666666666664,112.51920122887864,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
BRIGHT & HOMELY FOLDING UMBRELLA WITH CASE BLACK,"Folding Travel Umbrella, 6 Ribs Windproof Compact Mini Folding Umbrella with Capsule Case, Portable Small UV Umbrella, for Men Women 90 x 55 cm Black",Title,T3,Not matched,100.0,2.436250000000001,109.24887892376687,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.4
ROLSON DIAGONAL CUTTING PLIERS VDE INSULATED 160MM,S&R VDE Insulated Diagonal Side Cutter 160mm – 1000V Rated Wire Cutting Pliers | VDE-Tested for Electrical Work,Title,T3,Not matched,300.0,2.421666666666666,40.160309563294625,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.43
PRIMA GRATER IN ABS AND STAINLESS STEEL UNIVERSAL,"Cheese Grater, Box Grater for Cheese Stainless Steel Vegetable Slicer Food Shredder 4-Sided Graters for Kitchen",Title,T3,Not matched,600.0,2.3950000000000014,138.43930635838157,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.41
SPICE IT UP SEASALT GRINDER,Silk Route Spice Company Giant Sea Salt Grinder 360g,Title,T2,Not matched,500.0,2.392833333333334,153.58365425759524,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.61
DEKTON UTILTY 50PC BLADES,Heavy Duty Straight Blades,Title,T3,Not matched,100.0,2.371666666666667,72.0871327254306,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.47
AMTECH LED MINI TORCH,Amtech S1532 9 LED mini Torch,EAN,T1,Confirmed,200.0,2.3483333333333345,118.60269360269366,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,HIGH,0.84
SMART CHOICE 10 RAWHIDE CHICKEN TREAT,Smartbones 10 Chicken Sticks Rawhide Free Chew Dog Treats,Title,T2,Not matched,900.0,2.331666666666667,116.00331674958544,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.64
SPICE IT UP CHILLI FLAKES SEASON GRINDER,Silk Route Spice Company Chilli Spice Seasoning Giant Grinder - 165g/5.8 oz,Title,T3,Not matched,100.0,2.327916666666667,142.81697341513294,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.54
PET STORE PLUSH RIBEYE & LEG DOG TOY ASSORTED,Multipet Swingin 19-Inch Large Plush Dog Toy with Extra Long Arms and Legs with Squeakers,Title,T3,Not matched,100.0,2.321666666666667,92.49667994687918,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
KILROCK DAMP CLEAR MOULD REMOVER ACTIVE FOAMING ACTION 500ML(SOLD EACH),Kilrock 3 X Blast Away Mould Spray 500ml,Title,T3,Not matched,200.0,2.3008333333333333,98.74821173104435,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.47
SOCKS LADIES 3 THERMAL PATTERNED,Ladies 3 Pairs of Thick Winter Warm Fairisle Patterned Thermal Socks with Non-Elastic Top,Title,T3,Not matched,100.0,2.2830000000000004,78.6698828394211,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.43
"ELBOW GREASE COMPLETE OVEN CLEANING KIT (CONTAINS BAG, BOTTLE & GLOVES)",Elbow Grease Oven Cleaner for Domestic Ovens and BBQ - 500 ML Bottle - Bags and Gloves Included - Complete Oven Cleaning Kit with Elbow Grease Scrubbing Pad,Title,T3,Not matched,100.0,2.2763333333333327,78.44015621410519,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.4
ECO WISE PAPER CUPS RIPPLE DOTTED12OZ 6PCS,100 Paper Cups - Disposable Paper Cups for Hot and Cold Drinks | Eco Freindly Drinking Coffee Cups Disposable | 8oz - 236ml,Title,T3,Not matched,800.0,2.1883333333333335,173.67724867724868,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.35
ECO WISE PAPER CUPS LIDS 8OZ PK25,100 Paper Cups - Disposable Paper Cups for Hot and Cold Drinks | Eco Freindly Drinking Coffee Cups Disposable | 8oz - 236ml,Title,T3,Not matched,800.0,2.1883333333333335,173.67724867724868,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
KINGFISHER PLASTIC 15 HALF PINT GLASSES,Plastic Half Pint Glasses 50 Pack Strong Disposable Beer Cups 284ml,Title,T3,Not matched,100.0,2.1816666666666675,173.1481481481482,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.47
BACOFOIL ZIPPER BAGS ALL PURPOSE 15 PACK SMALL 1L,Bacofoil 3 x Zipper Small All Purpose Bags Food Freezing Storage Bags (45 Bags),Title,T3,Not matched,500.0,2.170000000000001,100.00000000000004,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.53
DRAPER SPANNER SET METRIC COMBINATION,Draper 1 x Redline 68481 Metric Combination Spanner Set (11-Piece),Title,T2,Not matched,100.0,2.153333333333335,37.77777777777781,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.56
ASHLEY MEAT TENDERISER HAMMER,Aliglow Meat Tenderizer Hammer Tool Mallet Pounder for Kitchen Tenderizing Steak Beef Poultry,Title,T3,Not matched,600.0,2.148583333333333,66.60208720810084,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
LUGGAGE STRAP ADJUSTABLE DELUXE 1.8M ASSORTED,"BILIONE 4 Pcs Luggage Straps for Suitcases Strap Suitcase Belts，Heavy duty Luggage Straps，Adjustable,Premium Accessory for Travel Bag Closure (Blue)",Title,T3,Not matched,100.0,2.1359166666666667,117.22923527259421,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
RUBBER DUCK FAMILY BATH TOY 3 PACK,Rubber Duck Bath Toy Set – Floating Duck Family by KOKSI – 4-Piece – Baby & Toddler Bathtime Fun for Bath & Pool,Title,T3,Not matched,200.0,2.128333333333334,166.27604166666669,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
ROYAL MARKET BIN LINER GARDEN 10 BAG,"REQUISITE NEEDS 30PK Heavy Duty Bin Liners, 100 Litre Refuse Sacks Pack of 10 X 3, 60 m Garden Waste Bags",Title,T3,Not matched,200.0,2.1050000000000013,133.22784810126592,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.37
BEAUFORT SQUARE FOOD CONTAINER 600ML,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,Title,T2,Not matched,200.0,2.0929166666666674,190.2651515151516,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.6
APOLLO UTENSIL HOLDER WHITE,"Premier Housewares Charm Utensil Jar, White",Title,T3,Not matched,100.0,2.0766666666666653,76.91358024691353,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.49
"CORAL EASY COATER 4"" & FREE BRUSH",Coral 10501 Easy Coater Paint Kit with Headlock and Mini Roller Frame and Hybrid Brush 12 Piece Pack Set,Title,T3,Not matched,500.0,2.066666666666668,77.1144278606966,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.42
BEAUFORT SQUARE FOOD CONTAINER 1LTR,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,Title,T2,Not matched,200.0,2.0300000000000002,173.50427350427353,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.62
TALA MASHER WITH STEEL HANDLE 10/1/23,"Stainless Steel Potato Masher, Baby Food Masher with Non Slip Handle for Mashed Potatoes, Jam, Vegetables and Fruits",Title,T3,Not matched,700.0,2.0250000000000012,96.42857142857149,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.35
LONG PURSE WALLET ASSORTED COLOURS,Miss Lulu Women Purse Tri Colour Long Wallet Clutch for Ladies with Roomy Capacity,Title,T3,Not matched,300.0,1.9350000000000016,46.18138424821006,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.38
CHUPA CHUPS MINI LOLLIES 12PC,Chupa Chups The Best of x50 Lollipops,Title,T2,Not matched,300.0,1.9319166666666667,95.35620269825603,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,MEDIUM,Yes,HIGH,0.58
FLOW BYE BYE COCKROACH TRIGGER SPRAY 750ML,300ml Ant & Cockroach Intant Killer Spray (2) (2),Title,T3,Not matched,200.0,1.8366666666666684,82.36173393124074,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.55
RIZLA MAKE YOUR OWN FILTER TUBE PK5,RIZLA 1000 Rizla Concept Tubes 10 Packs Make Your Own,Title,T3,Not matched,500.0,1.7689166666666674,38.00852313422147,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.43
SUNNEX STAINLESS STEEL DESSERT SPOONS PK12,"Spoon Set, 12-Piece Stainless Steel Dessert Spoons Dining Spoons, Mirror Polishing Cutlery Spoons Set,Dishwasher Safe (6.7 inches, 17cm)",Title,T3,Not matched,400.0,1.7650000000000012,66.85606060606067,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.42
HOBBY DIAMOND ROUND PAPER BASKET 12LTR,JVL Natural Round Seagrass Waste Paper Basket,Title,T3,Not matched,100.0,1.738333333333333,69.25630810092962,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.51
SHOPPING BAG PP WOVEN BUTTERFLY DESIGN,ECO CHIC Lightweight Foldable Reusable Shopping Bag Water Resistant Tote Bag,Title,T3,Not matched,100.0,1.7170000000000003,110.20539152759949,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
PPS PLASTIC GLASSES HALF PINT 50PCS,Plastic Half Pint Glasses 50 Pack Strong Disposable Beer Cups 284ml,Title,T3,Not matched,100.0,1.7116666666666676,98.94026974951836,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.45
TURBO JET AIR FRESHENER / SANITISER SPRAY FRESH LINEN 500ML,4 x Mix Bundle New Scents Sovereign Car Home Office Gym Turbojet Air Sanitiser Freshener Spray,Title,T3,Not matched,200.0,1.7010000000000003,47.59373251259095,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.37
ASHLEY STAINLESS STEEL 4 PK KNIVES,"Steak Knives Set of 6, Serrated Edge Stainless Steel Kitchen Knife with Ergonomic Handle, Dishwasher Safe, Rust-Proof",Title,T3,Not matched,600.0,1.6915833333333337,108.574026529739,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
KITCHEN PERFECTED VEGETABLE MASHER 300W WHITE,"KitchenPerfected Electric Potato Masher Hand Blender - Blends Purees Whisks - Baby Food, Vegetables & Potatoes - Soup Maker - E5401WH",Title,T3,Not matched,100.0,1.6745833333333298,13.726092896174832,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.39
SMART CHOICE 7 LAMB & COD DOG TREAT,Wagg Mini Chops Lamb & Peas Dog Treats 125g (Pack of 7) - Oven Baked,Title,T3,Not matched,100.0,1.6666666666666663,82.91873963515754,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.45
RYSONS KITCHEN SCISSORS/KNIFE SET 3PCS,"Kitchen Scissors with Sharp Stainless Steel Blades and Soft Handles, Multifunctional Scissors Set, 3PCs, Black/Grey",Title,T3,Not matched,200.0,1.655916666666667,71.93382565884738,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.37
SUNNEX STAINLESS STEEL DESSERT FORKS PK12 28/03,"12-Piece (14 cm) Stainless Steel Pastry Fork Set, Mirror Polishing Cake Dessert Fork Set",Title,T3,Not matched,200.0,1.6316666666666675,61.80555555555559,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.46
YALE ESSENTIALS DEADLOCK P/BRASS 64MM,"Yale British Standard 5 Lever Mortice Deadlock, High Security, Visi Pack, Suitable for External Doors, Brass Finish, 2.5 Inch/64 mm",Title,T3,Not matched,200.0,1.6183333333333338,22.07821737153252,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
ESSENTIAL PLASTIC SERVING TRAY CLEAR REUSABLE 36 X 24 CMS,"MATANA 6 Large Rectangular Serving Platters, 32x24cm - Clear Plastic Trays for Food Serving, Catering, Parties, Weddings, Birthdays - Sturdy & Reusable Snack, Sandwich, & Buffet Trays",Title,T3,Not matched,300.0,1.6116666666666666,83.94097222222221,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.36
NAIL DRYING SPRAY,Demert Nail Enamel Dryer Manicurist's Finishing Spra - 212g,Title,T3,Not matched,500.0,1.6066666666666671,96.20758483033934,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.42
BEAUTY VELCRO HAIR GRIP ROLLERS 7 PACK,42 pcs x 15mm Small Self Grip Hair Rollers Salon Hairdressing Curlers - By Beauty Care,EAN,T1,Confirmed,200.0,1.5950000000000004,159.50000000000003,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,HIGH,No,HIGH,0.35
"ROYALFORD STAINLESS STEEL PESTLE AND MORTAR 2.5""X 2.10""",Bekith Mortar and Pestle Sets 18/8 Brushed Stainless Steel Spice Grinder Pill Crusher Molcajete Herb Bowl,Title,T3,Not matched,200.0,1.585000000000002,38.10096153846159,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.38
CANDLE PLATE 10CM,Silver Round Metal Spike Candle Holder Pillar Candle Plate Stand 10cm,Title,T3,Not matched,400.0,1.5795833333333336,94.58582834331338,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.4
SALT & PEPPER SHAKERS,Juvale Salt and Pepper Shakers Stainless Steel and Glass Set,Title,T3,Not matched,500.0,1.5383333333333338,126.09289617486341,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.49
EVERYCHEF BAKEWARE RECTANGLAR TRAY,Lakeland Bakeware Multi Purpose Oven Tray Baking Tin - Rectangular 35.5 x 25.5 cm,Title,T3,Not matched,100.0,1.5016666666666676,88.85601577909276,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,HIGH,0.38
AMTECH DRIVE METRIC SOCKET SET 1/4 INCH 35PC,Teng T1436 1/4-inch Socket Set Metric Drive (36 Pieces),Title,T3,Not matched,50.0,23.032916666666665,269.3908382066276,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.38
BRIGHT & HOMELY SAUCEPAN NON STICK COOKWARE SET 6PCS,"11Pcs Pots and Pans Set, Nonstick Cookware Sets, White Granite Induction Cookware Non Stick Cooking Set w/Frying Pans & Saucepans",Title,T3,Not matched,50.0,18.606666666666666,222.0365950676213,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.35
SANCTUARY TREE OF LIFE MIRROR GREY EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,Title,T3,Not matched,50.0,18.46166666666667,195.3615520282187,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.41
SANCTUARY TREE OF LIFE MIRROR BRONZE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,Title,T3,Not matched,50.0,18.46166666666667,195.3615520282187,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.42
SANCTUARY TREE OF LIFE MIRROR WHITE EFFECT 50CM,Inspirational Gifting Beautiful green leaf tree of life metal framed wall mirror for your home or garden - 64cm diameter,Title,T3,Not matched,50.0,18.46166666666667,195.3615520282187,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.37
FISHING ROD EXTENDABLE WITH FLOAT AND HOOKS,COMPLETE STARTER BEGINNER FISHING KIT SET & 10' ROD REEL FLOATS HOOKS SHOT & NET,Title,T3,Not matched,50.0,18.184583333333332,433.9996022275258,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.44
TREND PLASTIC CUTLERY TRAY,"FittingsCo Plastic Cutlery Tray For Kitchen Drawers, Various Sizes/Formations",Title,T3,Not matched,50.0,17.515249999999998,864.5236920039487,A,Proven Demand,Product has confirmed positive profit and active monthly sales.,LOW,Yes,MEDIUM,0.45
