asin,supplier_ean,supplier_title,amazon_title,verdict,confidence,pack_verdict,adjusted_profit,source,section,label
B0DCGDS6Y5,5010303185965,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 550ML,"Addis Clip Tight Food Storage Container Large 4.2 Litre Tall Rectangle Airtight Silicone Seal Containers Bpa Free Easy Locking Lid Clips, Clear Transparent",HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£0.24,PHASEA_MANUAL_REPORT_0110052809.md;PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115);HIGHLY LIKELY — RECOMMENDED (count=37),;Existing Entries
B095PSY35H,6943723581262,RATTAN PLASTIC BASKET SQUARE ASSORTED,"Curver My Style Storage Baskets, Stackable & Durable, 4 Litres Each, Cream (Set of 4)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→4.00 (need 4 units),£-1.22,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DPLDGWNM,5056283853067,DIAMOND PLASTIC WINE GLASS,Taylor & Brown Durable 6 Pack Clear Crystal Effect Wine Glasses with Stem - 200ml Plastic Red and White Wine Transparent Glasses Drinking Drinks Cups Reusable,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-2.45,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08P8GS8XP,5038135120701,WHAM CRYSTAL 160LTR CLEAR BOX & LID,"Wham Pack of 2 Crystal Storage Boxes with Lids, Plastic, 80L, Clear, 80L, Made in UK, Rectangular Storage Boxes 60 x 40 x 42cm",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£-16.07,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B00NEKRON4,3426470283373,PYREX ESSENTIALS CASSEROLE 6.7LTR RECT,"Pyrex Essentials - Set of 3 glass casseroles high resistance 1,4L/2,1L/3L",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£-23.96,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B07S1JPYFL,5026180082525,APOLLO PAPER SMOOTHIE 20 STRAWS,"Boba Straws Disposable Bubble Tea Smoothies Straw Jumbo Milkshake Drinking Paper Straws Extra Super Wide 0.5"" Large for Shakes Slushy Tapioca Pearls Party Supplies Decorations Colorful 50 Pack",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→50.00 (need 50 units),£-42.82,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FH54Q4TR,5013478121417,KINGFISHER LINERS 1IB LOAF TIN,"1lb Loaf Tin Liners â€“ Pack of 100 â€“ Non-Stick Siliconised Greaseproof Paper for Baking Bread & Cakes â€“ Air Fryer Liner - 21x12x6.5cm â€“ Halal & Kosher Certified â€“ Oven, Microwave, Air Fryer Safe,",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→100.00 (need 100 units),£-83.12,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0B8D1MP1X,5024418433538,CANDLE PILLAR CANDLE GLITTER GOLD 7X7.5M,Bolsius Rustic Pillar Candle - Shimmer Gold - Pack of 4 - Long Burning Time of 35 Hours - Interior Decoration - Unscented - Includes Natural Vegan Wax - No Palm Oil - 8 x 7 cm,HIGHLY LIKELY — AUDITED OUT,85,Split candidate (0.08),£4.83,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B01E3U1S5S,742288761258,PLASTIC LOTA SILVER,Lota / Bodna / Toilet Wash Jug / 2.25 litres / Plastic (Grey),HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£2.83,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DCGHNZQS,5010303186269,ADDIS CLIP TIGHT RECTANGLE FOOD BOX 1.1L,"Addis Clip Tight Food Storage Container Large 5.3 Litre Rectangle Airtight Silicone Seal Containers Bpa Free Easy Locking Lid Clips, Clear Transparent",HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£2.36,PHASEA_MANUAL_REPORT_0110052809.md;PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115);HIGHLY LIKELY — RECOMMENDED (count=37),;Existing Entries
B0046MHRMM,5014348229363,BEAUFORT SQUARE FOOD CONTAINER 600ML,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£2.09,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0046MHRMM,5014348277067,BEAUFORT SQUARE FOOD CONTAINER 1LTR,Beaufort 13 Litre New SQUARE FOOD & CAKE CONTAINER WITH CLEAR SOLID LID,HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£2.03,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08LML3X1N,-,ALL PURPOSE CLEANING PET WIPES 40 PACK,X 60 Pack All Purpose PET WIPES for daily Cleaning of your Dogs and Cats Deodorizing ALCOHOL FREE and WET Moist Dog Paw Cleaner & Dog Ear Cleaner Wipes Pack (240 Wipes),HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→1.50 (need 2 units),£1.71,PHASEA_MANUAL_REPORT_0110052809.md;PHASEA_REVIEW_VALIDATED_REPORT_0110012511.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115);HIGHLY LIKELY — RECOMMENDED (count=37),;Existing Entries
B0C1HG192H,5052516313780,SCENTED PET BUBBLE WANDS 2 PACK,Pet Bubbles- Chicken Beef Scented Meaty Dog Puppy Interactive Toys Playtime - Pack of 3,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→1.50 (need 2 units),£0.84,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0BVLTKB3W,5053249270975,BIN BRITE STICK ON BIN FRESHENER ASSORTED PACK OF 2,"Bin Buddy Fresh Pink Grapefruit & Spring Blossom 450g, Pack of 2 - Bin Freshener Deodoriser Powder, Leaves Your Bin Smelling Great - Suitable for Indoor and Outdoor Bins",HIGHLY LIKELY — AUDITED OUT,85,1:1 (2x1 vs 2x1),£0.65,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0C7PYY74V,5036200342669,ZERO IN COMPACT DEHUMIDIFIER 250ML 3PACK,"Pack of 8 Cabinet Hinges Kitchen Cupboard Hinge, Bedroom Wardrobe Door Hinges for Bathroom Bedroom Dining Room Full Overlay Mute Hydraulic Soft Close (48Pcs Screws)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.67 (need 3 units),£0.18,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FVJNVCYT,5056239412171,FOIL CONTAINERS WITH LIDS 12PC,"18x Disposable Aluminium Foil Food Container with Lids Perfect for Storage Meal Prep,Takeaway,and Airfryer Cooking Events, BBQ, Parties 14.5 x 12 x 4.5 cm (pack of 18)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→1.50 (need 2 units),£-0.47,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FH524WXP,5053249279756,NUAGE BODY POWDER TALC-FREE CHERRY / WATER LILY ASSORTED 250G,"Nuage Body Powder Set - Talc-Free, Cherry Blossom and Water Lily Scents, Anti-Chafing and Moisture Absorbing - 2 Pack",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£-1.02,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DR2XPS27,6260573003134,OPAL ROUND DINNER PLATE 27CM WHITE,"Best House / 6 Pcs Opalware Dinner Plates Round / 10""/25.5 cm / Set of 6 Pcs / White / Microwave, Oven, and Dishwasher Safe, Opal Dinnerware Set, Lightweight for Everyday & Party Use",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-2.18,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08TVZV8VD,8711451013991,LYNWOOD DECORATORS COVER SHEET 5M X 4M,"Pack of 6 Large Plastic Dust Sheets for Decorating 4m x 4m Decorators Polythene Paint Covers Sheeting for Furniture & Flooring etc,",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-2.52,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08GG7YYSQ,5053249269016,PAN AROMA POTPOURRI ASSORTED 180G,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries Fluffy Towels Vanilla Coconut Lavender,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→4.00 (need 4 units),£-3.04,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08GG7YYSQ,5053249226552,PAN AROMA POTPOURRI ASSORTED,Pan Aroma Set Of 4 Pot Pourri Fragrance - Berries Fluffy Towels Vanilla Coconut Lavender,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→4.00 (need 4 units),£-3.04,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CCJS5GKB,5053249277943,ELBOW GREASE FOAMING TOILET CLEANER EUCALYPTUS 500G,"3 x Elbow Grease Foaming Toilet Cleaner, Deep Cleaning Action, Lemon Fresh Fragrance 500g",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£-3.35,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B00IG7QJZO,5053249257402,MUNCH N CRUNCH CHICKEN & LIVER TRAINING TREATS 60g,"Pet Munchies Liver and Chicken Dog Training Treats, Grain Free Tasty Bites with Natural Real Meat, Low in Fat and High in Protein 50g (Pack of 8)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→8.00 (need 8 units),£-4.94,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B00WERT4K4,5036446805522,ULTRAMAX Ni-mH AAA BATTERIES 350MAH,Cordless Phone AAA Rechargeable Batteries 500mAh NiMH 1.2V (4-Pack) BuyaBattery,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→4.00 (need 4 units),£-6.96,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CNCZJLYF,6923456823471,SQUARE SPICE JAR BLACK/WHITE,"Square Spice Jars Set of 24 with Bamboo Lids, Shaker Inserts, Pre-Printed English Labels, Black and White Stickers (180 Spice Names), Silicone Funnel, and Cleaning Brush (English Labels)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→24.00 (need 24 units),£-7.22,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CNDFB8B5,5056239427724,TEA TOWELS SUPERDRY 3PK,Emma Barclay Superdry Check 6 Pack - Terry Check Luxury Tea Towel - 45x65cm,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-13.08,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08MGX9WRF,5014353089174,KILROCK MOULD & MILDEW REMOVER BRUSH ON GEL 250ML(SOLD EACH),"Kilrock Mould Remover Brush-On Gel 2 x 250ml - Eliminates Mould & Mildew - Accurately Target Areas of Mould Growth - For use in Baths, Showers, Corners, Edges, Grout Lines",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→500.00 (need 500 units),£-1376.81,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0BCHSG3LN,5015302170172,"CHRISTMAS CRACKER 8 X 12.5"" PREMIUM GOLD FOLIAGE",Diamond 50 x 12'' Gold & Cream Stars Catering Christmas Crackers with Premium content + 50pcs of party photo booth props on sticks (C4481-2022),HIGHLY LIKELY — AUDITED OUT,85,Split candidate (0.52),£10.72,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0BW8RZWRF,5033601104438,EUROWRAP NAVY OMBRE PERFUME BAG PK6,"TEKFUN LCD Writing Tablet Kids Toys, 10 inch Colorful Doodle Drawing Board Drawing Tablet, Kids Travel Learning Toys Birthday & Christmas Gifts for 3 4 5 6 7 8 Years Old Boys Girls (Blue)",HIGHLY LIKELY — AUDITED OUT,85,Split candidate (0.17),£5.78,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B01M7V2PYL,8694064017993,HOBBY GRAND STORAGE BOX & LID 0.5LTR,Really Useful Box Plastic Storage 4 Litre Clear with 2 x Hobby Trays,HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£5.73,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DRNZ7P94,5053249281827,CAR PRIDE CAR VENT AIR FRESHENER VANILLA COCOA 4ML PACK OF 2,"SCENTORINI Car Air Freshener, Vent Clip, 2 Fragrance, Cotton, Vanilla for Cars, New Car Smell, Adjustable Scent Strength, Cars Perfume Air Freshener 6 Pack",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£1.44,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B01N4QV65Y,5010853236766,MASON CASH MUG 450ML CREAM,"Mason Cash Colour Mix Cream Mixing Bowl / 2.7 Litre Capacity / 26cm Earthenware Bowl with Classic Pattern Design / Lightweight & Dishwasher Safe / Ideal for Baking, Dough, Pastry, Cakes & Cookies",HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£0.47,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08Z7M5QZV,9300621043525,DECOR BARISTA COFFEE CUP 240ML ASSORTED,ecooe 2x240ml Double Walled Coffee Glasses Mugs Cappuccino Latte Macchiato Glasses Cups with Handle Borosilicate Heat Resistant Glass Cups for Coffee Tea Milk Juice Ice Cream,HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£0.33,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DWFFLN34,6923456800915,ADORN DRINKING BOTTLE 800ML,"3 Pack Water Bottle BPA Free ,2L/800ML/300ML Sport Water Bottles with Straw & Brush,Motivational Time Markings, Leak-Proof, 2 Liters Gym Drinks Bottle for Adults Women, Running,Cycling-Black Blue",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£0.24,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0BY5MH1D8,5024418609810,CABANA ROUND TINS SET OF 3,"Cooksmart English Meadow Set of 3 Round Cake Tins, English Meadows",HIGHLY LIKELY — AUDITED OUT,85,1:1 (3x1 vs 3x1),£0.14,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B07P9W8P8H,8694064020160,HOBBY TRENT TALL 3 FOOD CONTAINER 0.55LTR,DÃ©cor Tellfresh Tall Large Storage Container with Pantry Scoop / Large Airtight Container / Practical & Stackable Design / 3L Capacity,HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£0.07,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0013IUIPA,5010853210520,PRICE & KENSINGTON 2 CUP TEAPOT MATT NAVY,Price & Kensington Black 6 Cup Teapot,HIGHLY LIKELY — AUDITED OUT,85,1:1 Match,£0.05,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0F28RTFV4,615867839078,PLASTIC CLEAR ROUND 6 SECTION TRAY,"Junw 4 pack Clear Compartment Trays with 6 Section, Reusable Plastic Trays and Platters for Parties, 12"" Serving Tray Perfect for Appetizers Snacks, Veggie, Candy, Fruit & Nut",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→4.00 (need 4 units),£-0.18,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B09NW5T692,5019923196221,SECURPLUMB PS ELBOW 15MM,Pipestation 15mm Compression Elbow Connectors (Pack of 2) / Durable Compression Joint Plumbing Fittings for Copper Plumbing Pipe Connectors / 15mm Chrome Compressions Plumbers Pipe Fitting,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£-0.59,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0B4NXLYDS,5055257868564,DOG LEAD AND COLLAR SET SML/MED,"2 Pack Dog Set, Adjustable Nylon Collar & Lead, Quick Release, Small & Medium Dog Size, Paw Print Pattern",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→2.00 (need 2 units),£-0.66,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B09P1G3YJ5,5010303179971,FAIRY DUAL SPONGE SCOURER WITH CRYSTALS PK2,"Addis Fairy Originals Non Scratch General Dual Sponge Scourer with Crystals, Pack of 6, Green One Size",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£-1.31,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B075V6BMYJ,5026180023061,APOLLO SS FOOD RINGS SET2,Andrew James Cooking Rings / Set of 4 Stainless Steel Chef Rings for Moulding & Presentation / Includes Food Press & Lifter / Freezer Oven & Dishwasher Safe (4cm x 6cm),HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→4.00 (need 4 units),£-1.66,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FL2L4F9B,5056022197032,GIFT BOX MEDIUM GOLD FOIL,"3 Pack Xmas Gift Boxes with Lids-Luxury Small, Medium & Large Red Gift Boxes with Gold Foil & Red Satin Bow, Premium Rigid Cardboard Present Box for Christmas Holiday Birthday Wedding New Year Gifts",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→3.00 (need 3 units),£-2.45,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0F998CVDZ,5037241262947,SHOPPING BAG IN POUCH PATTERN,"Pack of 6 Reusable Foldable Shopping Bags with Pouch, Lightweight Waterproof Portable Foldaway Grocery Totes for Daily Shopping, Travel, Picnic and Eco Friendly Use",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-3.88,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B09P1G3YJ5,5010303194523,FAIRY MAX POWER TEARDROP SCOURER,"Addis Fairy Originals Non Scratch General Dual Sponge Scourer with Crystals, Pack of 6, Green One Size",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-4.01,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0DDBYJ28D,5056557803088,VACUUM BAGS 60 X 80CM,"6 Pack Large(60 * 80cm) Vacuum Storage Bags,Vacuum Compression Zipper Storage Bags with Airtight Valve and Hand Pump,Save 80% More Storage Space Work",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→6.00 (need 6 units),£-4.38,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CDX3Y6KY,5038673686189,MARKSMAN STAINLESS STEEL HOOKS 3PCE,"15-Pack S Hooks for Hanging, Stainless Steel S Shape Metal Hooks, Multipopused S Hanging Hooks for Kitchen, Bathroom, Shop, 10 cm",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→5.00 (need 5 units),£-4.62,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0G1ZP8C2T,8694064044326,HOBBY NICKEL STORAGE BOX WITH LID 12LTR,"4 x 12 Litre Storage Boxes With Lids Set of 4, Clear Multipurpose Nestable Stackable Plastic Storage Box With Lid Clear Containers For Home, Kitchen, Garage, Office, Accessories",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→4.00 (need 4 units),£-5.90,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B09Y8V94V3,5013478557827,KINGFISHER FOIL 9 DISH & LID KCF1,"BYKITCHEN Tin Foil Dishes, 9 Inch 20 Pack Sturdy Aluminium Flan Cases with Lids, Disposable Foil Pie Plates, Round Aluminium Trays for Baking Cake and Cooking",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→20.00 (need 20 units),£-16.68,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B091KSP9VT,5055441460628,DEKTON GECKOSLIDE ASSORTED FURNITURE SLIDERS,"VABNEER Furniture Sliders for Hardwood Floors and Carpets, 16-Pack PTFE Teflon Gliders, Self-Adhesive Round Furniture Moving Pads for Chairs, Tables, Couches & Heavy Appliances (19mm)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→16.00 (need 16 units),£-35.08,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0FF6TBFM8,5055257886889,JAUNTY TUMBLERS HALF PINT,"Pack of 50 Clear Plastic Half Pint Glasses â€“ 330ml Disposable Drinking Cups â€“ Recyclable Plastic Tumblers for Parties, Events, BBQs, Catering, Weddings, Outdoor & Everyday Use",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→50.00 (need 50 units),£-59.09,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B075XSLLBJ,5056175988594,Plastic Food Containers 650ml 5pk,"Zuvo Plastic Food Containers 650 ml - Pack of 50 Reusable Food Containers - Perfect Clear Plastic Food Storage Containers - Microwave and Freezer Safe, Recyclable",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→50.00 (need 50 units),£-85.25,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
6040194316,5038135251009,WHAM CRYSTAL 32LTR SMOKE BOX & LID,"Wham Crystal 5 x 32L Stackable Plastic Storage Boxes with Lids / Ideal for Home, Office, Toys & More / Medium Boxes / Made in UK - Clear",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→160.00 (need 160 units),£-721.93,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B008FNVJEU,5014353089266,KILROCK SERVICE-PRO COFFEE MACHINE DESCALER 150ML(SOLD EACH),"Kilrock Service Pro Coffee Machine Descaler & Cleaner 2 x 150ml - Suitable for both automatic and manual machines - Leaves no residue, odours or aftertaste, Black",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→300.00 (need 300 units),£-1183.41,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B097CMV2JP,5056239413079,RYSONS KITCHEN SPLATTER COVER LID,"Splatter Screen for Frying Pan 33cm â€“ Oil Splash Guard Lid with Handle for Pots & Pans â€“ Kitchen Cooking Cover, Dishwasher Safe, Durable Metal Mesh (33x33 With Handle)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→1089.00 (need 1089 units),£-1315.93,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B07CCLYFJ2,5053249219745,151 PAINT SPRAY 400ML METALLIC SILVER,3 x 400ml 151 Multi Purpose Spray Paint Aerosol Wood Metal Brick Metallic Silver,HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→1200.00 (need 1200 units),£-3382.58,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B08HZ9GZ6K,5053249265216,PAN AROMA COLOUR TEALIGHTS PURE COTTON PACK OF 12,"100% Pure Organic Beeswax tealights, set of 15 Handmade in Britain, BEE Zero Waste, eco-friendly tealight, pure beeswax organic cotton wick tea candles (With Metal cups)",HIGHLY LIKELY — AUDITED OUT,85,Pack mismatch 1→1.25 (need 2 units),£10.15,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CKRWZHRN,5061024360230,SILVER METALLIC MAILERS PK3 120X215MM SIZE B,"Bubble Mailer 100 Pack, Metallic Foil Bubble Mailers, Waterproof Self Seal Adhesive Shipping Bags, Cushioning Padded Envelopes for Shipping, Mailing, Packaging, Bulk (Silver,120x165mm)",HIGHLY LIKELY — AUDITED OUT,85,1:1 (3x1 vs 100x1),£5.92,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
B0CKLXPPMX,5061024360179,SILVER METALLIC MAILERS PK3 180X265MM SIZE D,"Bubble Mailers 100 Pack, Metallic Foil Bubble Mailer Waterproof Self Seal Shipping Gold Silver Black or Pink, Padded Envelopes for Mailing Packaging (Silver, 140x175mm)",HIGHLY LIKELY — AUDITED OUT,85,1:1 (3x1 vs 100x1),£5.24,PHASEA_MANUAL_REPORT_0110052809.md,HIGHLY LIKELY — AUDITED OUT / EXCLUDED (count=115),Existing Entries
